,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
196,SciJava Kernel,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,16,True,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000,2021-11-08 21:42:16.000000,2021-11-08 21:42:15,403.0,1.0,43.0,20.0,22.0,14.0,70.0,176.0,2017-06-02 21:19:27.000,0.5.0,78.0,1297.0,15.0,,,9.0,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,75173.0,3.0,,,,,,,,,,,,,,,,,,,,,
197,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,16,True,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,6.0,10.0,6.0,2.0,1.0,5.0,143.0,2021-12-07 18:44:34.000,0.1.28,,175.0,24.0,7.0,5.0,3.0,https://pypi.org/project/ipyexperiments,Apache-2.0,2021-12-07 18:44:34.000,2.0,175.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
198,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000,2022-01-26 14:48:31.000000,2020-09-11 21:06:00,158.0,,31.0,8.0,36.0,38.0,28.0,126.0,,,,4870.0,4.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512,326304.0,3.0,,,,,,,,,,,,,,,,,,,,,
199,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,16,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000,2022-01-22 04:22:03.000000,2021-11-29 04:50:28,345.0,9.0,23.0,14.0,76.0,13.0,36.0,106.0,2021-06-04 01:03:11.000,0.3.1,,405.0,7.0,,,8.0,https://pypi.org/project/jupyter-fs,Apache-2.0,2021-06-04 01:03:11.000,,254.0,https://anaconda.org/conda-forge/jupyter-fs,2021-06-04 06:32:01.358,2578.0,3.0,,,,,,,,,,,,,,,,,,,,,
200,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,16,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000,2022-01-22 06:55:45.000000,2021-10-22 09:21:12,329.0,,17.0,14.0,78.0,9.0,33.0,82.0,2021-10-22 09:29:23.902,1.1.0,,888.0,13.0,1.0,,6.0,https://pypi.org/project/jupyterlab_hdf,BSD-3-Clause,2021-10-22 09:29:10.000,1.0,443.0,,,,3.0,,,,,,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2021-10-22 09:29:23.902,,445.0,,,,,,,,,,,
201,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,136.0,,25.0,22.0,32.0,7.0,20.0,76.0,2017-04-05 01:49:01.000,0.7.0,,1272.0,12.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,BSD-3-Clause,2017-04-05 01:49:01.000,6.0,184.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,70776.0,3.0,,,,,,,,,,,,,,,,,,,,,
202,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,15.0,7.0,12.0,9.0,5.0,74.0,2018-08-10 16:52:09.000,0.1.0,,775.0,4.0,257.0,253.0,6.0,https://pypi.org/project/nbzip,Apache-2.0,2018-08-10 16:52:09.000,4.0,775.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
203,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000,2022-01-21 19:48:46.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,44.0,25.0,17.0,71.0,2019-04-23 08:43:52.000,0.2.2,,137.0,5.0,27.0,27.0,16.0,https://pypi.org/project/niwidgets,Apache-2.0,2019-04-23 08:43:52.000,,137.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
204,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,16,True,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000,2022-01-22 08:16:46.000000,2022-01-22 08:16:45,546.0,13.0,16.0,10.0,134.0,31.0,83.0,61.0,2020-10-05 14:26:51.696,0.2.3,,488.0,17.0,,,7.0,https://pypi.org/project/nbcelltests,Apache-2.0,2020-10-05 14:26:38.000,,37.0,https://anaconda.org/conda-forge/nbcelltests,2020-10-05 19:20:36.194,4417.0,3.0,,,,,,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,2020-10-05 14:26:51.696,,241.0,,,,,,,,,,,
205,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,16,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000,2022-01-22 08:14:21.000000,2022-01-22 08:14:20,181.0,16.0,6.0,3.0,31.0,5.0,24.0,54.0,2021-01-01 04:42:22.581,0.3.0,,264.0,9.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,Apache-2.0,2019-06-29 15:19:19.000,,87.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2021-01-01 13:07:11.668,2591.0,3.0,,,,,,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,2021-01-01 04:42:22.581,,54.0,,,,,,,,,,,
206,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,16,True,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,115.0,,36.0,10.0,36.0,17.0,20.0,41.0,2018-06-19 13:50:35.000,0.5.2,,1177.0,8.0,39.0,36.0,14.0,https://pypi.org/project/sudospawner,BSD-3-Clause,2018-06-19 13:50:35.000,3.0,1177.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
207,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,15,False,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05,38.0,,36.0,22.0,4.0,2.0,14.0,440.0,2018-03-28 15:38:57.000,0.3.0,,367.0,9.0,,,3.0,https://pypi.org/project/py_d3,MIT,2018-03-28 15:38:57.000,,367.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
208,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,15,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2021-10-06 09:31:32.000000,2020-01-04 12:02:35,634.0,,43.0,13.0,83.0,44.0,37.0,363.0,2020-01-04 11:56:53.000,0.3.3,,546.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,MIT,2020-01-04 11:56:53.000,,546.0,,,,3.0,,,,,,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,2019-08-11 12:22:58.915,,,,,,,,,,,,,
209,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,15,False,pynb,elehcimd/pynb,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000,2020-07-07 15:27:22.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,235.0,2020-07-07 15:27:22.000,0.2.4,,76.0,17.0,18.0,17.0,8.0,https://pypi.org/project/pynb,MIT,2020-07-07 15:27:22.000,1.0,76.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
210,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,15,True,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,9.0,10.0,4.0,10.0,13.0,209.0,2020-03-14 15:54:46.503,1.0.0,,2853.0,19.0,14.0,11.0,2.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503,3.0,2853.0,,,,,,,,,,,
211,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,15,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,2021-04-12 03:55:17.000,2021-10-26 05:50:22.000000,2021-10-26 05:50:22,55.0,,42.0,4.0,1.0,1.0,,204.0,2021-06-29 14:01:39.572,0.6.6,,748.0,24.0,15.0,2.0,2.0,https://pypi.org/project/notebookjs,MIT,2021-04-17 19:11:41.000,,53.0,,,,3.0,,,,,,notebookjs,https://www.npmjs.com/package/notebookjs,2021-06-29 14:01:39.572,13.0,695.0,,,,,,,,,,,
212,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,15,True,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,2020-06-17 20:39:00.000,2022-01-22 02:16:06.000000,2021-04-02 23:59:02,316.0,,25.0,10.0,98.0,32.0,12.0,192.0,2021-04-01 19:36:39.000,0.4.0,,105.0,5.0,,,10.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2021-04-01 19:36:39.000,,,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2021-05-13 17:42:03.926,458.0,3.0,,,,,,jupyterlab-interactive-dashboard-editor,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,2021-01-27 19:15:26.231,,55.0,,,,,,,,,,,
213,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,15,False,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,77.0,,16.0,7.0,11.0,7.0,22.0,143.0,2018-02-12 13:01:06.000,1.1.1,,3224.0,3.0,6.0,,6.0,https://pypi.org/project/environment_kernels,BSD-2-Clause,2018-02-12 12:56:44.000,6.0,3224.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
214,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,15,True,,jupyter-xeus/xeus-sqlite,conda-forge/xeus-sqlite,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000,2022-02-03 12:14:35.000000,2021-10-06 10:03:19,266.0,,22.0,4.0,78.0,13.0,28.0,127.0,,,,557.0,7.0,,,12.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-sqlite,2021-10-06 15:32:55.274,11701.0,3.0,,,,,,,,,,,,,,,,,,,,,
215,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,15,True,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,2020-06-17 20:38:15.000,2021-03-24 19:57:48.307000,2021-03-24 19:48:15,225.0,,18.0,7.0,189.0,31.0,103.0,116.0,2021-03-24 19:57:48.307,1.0.0,,1001.0,16.0,4.0,4.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,BSD-3-Clause,2021-03-24 19:56:11.000,,709.0,,,,3.0,,,,,,jupyterlab-tabular-data-editor,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,2021-03-24 19:57:48.307,,292.0,,,,,,,,,,,
216,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,15,True,,jtpio/jupyterlab-topbar,,https://github.com/jtpio/jupyterlab-topbar,2021-05-31 16:53:55.000,2021-12-10 13:46:30.000000,2021-12-07 08:56:36,217.0,2.0,10.0,,,,,95.0,2020-10-30 20:22:49.425,0.6.0,,9405.0,13.0,,,4.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,2020-10-30 20:22:49.425,,9405.0,,,,,,,,,,,
217,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,15,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,22.0,27.0,32.0,24.0,10.0,87.0,2020-05-01 11:39:08.310,0.3.0,,179.0,4.0,,,10.0,https://pypi.org/project/jupyterlab-commenting-service,BSD-3-Clause,2019-10-18 14:13:09.000,,36.0,,,,3.0,,,,,,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310,,143.0,,,,,,,,,,,
218,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,15,True,jupyterlab-kernelspy,jupyterlab-contrib/jupyterlab-kernelspy,conda-forge/jupyterlab-kernelspy,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000,2022-01-23 19:36:17.000000,2022-01-23 19:36:16,124.0,4.0,8.0,7.0,60.0,2.0,11.0,65.0,2021-09-02 09:12:12.587,3.0.6,,510.0,21.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab-kernelspy,BSD-3-Clause,2021-09-02 09:11:52.000,,136.0,https://anaconda.org/conda-forge/jupyterlab-kernelspy,2021-09-02 13:14:31.261,1259.0,3.0,,,,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,2021-09-02 09:12:12.587,,195.0,,,,,,,,,,,
219,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,15,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000,2021-11-30 15:56:09.498000,2021-11-30 12:58:55,151.0,28.0,6.0,1.0,24.0,1.0,22.0,36.0,2021-11-30 04:16:14.000,0.3.2,,339.0,11.0,3.0,3.0,1.0,https://pypi.org/project/jupyterlab-commands,Apache-2.0,2021-11-30 04:16:14.000,,127.0,https://anaconda.org/conda-forge/jupyterlab_commands,2021-11-30 15:56:09.498,4466.0,3.0,,,,,,,,,,,,,,,,,,,,,
220,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,15,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43,172.0,,3.0,2.0,21.0,2.0,4.0,13.0,2021-01-05 12:56:20.000,0.6.0,,1269.0,10.0,59.0,51.0,4.0,https://pypi.org/project/ipyscales,BSD-3-Clause,2021-01-05 12:56:20.000,1.0,80.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793,51203.0,3.0,,,,,,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,2021-01-05 09:52:46.342,7.0,26.0,,,,,,,,,,,
221,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,110.0,48.0,16.0,23.0,53.0,2229.0,,,,,,,,9.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
222,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,False,,microsoft/gather,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000,2021-09-21 17:26:54.000000,2020-02-14 15:11:45,343.0,,27.0,14.0,34.0,10.0,16.0,426.0,2020-02-06 15:50:53.838,0.6.1,,57.0,9.0,,,12.0,,MIT,,,,,,,3.0,,,,,,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838,,57.0,,,,,,,,,,,
223,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,True,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,282.0,,39.0,11.0,31.0,10.0,20.0,336.0,2021-05-11 21:22:51.418,0.0.1,,9.0,8.0,,,19.0,,Apache-2.0,,,,,,,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,313.0,jupyterlab-ielixir,https://www.npmjs.com/package/jupyterlab-ielixir,2021-05-11 21:22:51.418,,6.0,,,,,,,,,,ielixir,
224,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,True,,iot-salzburg/gpu-jupyter,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000,2022-01-31 14:43:57.000000,2022-01-31 14:43:57,214.0,7.0,107.0,15.0,24.0,6.0,39.0,301.0,2021-04-08 06:54:08.000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
225,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,14,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000,2021-08-10 22:48:31.000000,2019-08-14 17:21:34,87.0,,31.0,22.0,39.0,56.0,20.0,267.0,2019-08-14 17:26:02.030,1.0.2,,60.0,5.0,,,6.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,2019-08-14 17:26:02.030,,60.0,,,,,,,,,,,
226,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,14,True,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,9.0,9.0,13.0,5.0,33.0,104.0,2021-09-16 15:36:42.000,0.7.1,,271.0,19.0,,,5.0,https://pypi.org/project/jupyterlab-flake8,BSD-3-Clause,2021-09-16 15:36:42.000,,,,,,3.0,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2020-03-31 21:31:21.763,,271.0,,,,,,,,,,,
227,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,14,False,ipymaterialui,maartenbreddels/ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000,2022-01-22 03:12:12.000000,2019-10-29 13:53:37,74.0,,15.0,9.0,23.0,7.0,3.0,77.0,2019-10-29 13:57:12.560,0.1.4,,164.0,6.0,5.0,4.0,3.0,https://pypi.org/project/ipymaterialui,MIT,2019-10-29 13:56:17.000,1.0,57.0,,,,3.0,,,,,,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,2019-10-29 13:57:12.560,,107.0,,,,,,,,,,,
228,PPExtensions,Set of iPython and Jupyter extensions to improve user experience.,https://github.com/paypal/PPExtensions,,jupyter-extensions,14,False,ppextensions,paypal/PPExtensions,,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,32.0,,26.0,21.0,30.0,19.0,22.0,49.0,2019-08-02 19:51:00.000,0.0.6,,55.0,6.0,1.0,1.0,9.0,https://pypi.org/project/ppextensions,BSD-3-Clause,2019-08-02 19:51:00.000,,55.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
229,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,14,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000,2021-11-12 20:41:39.000000,2021-11-12 20:41:32,301.0,1.0,3.0,4.0,,10.0,48.0,49.0,2021-01-14 22:31:15.129,0.8.0,,623.0,43.0,5.0,5.0,4.0,https://pypi.org/project/jupyterlab-sos,BSD-3-Clause,2021-01-14 22:30:04.000,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971,13390.0,3.0,,,,,,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129,,162.0,,,,,,,,,,,
230,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,14,True,sshkernel,NII-cloud-operation/sshkernel,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000,2021-11-04 09:42:14.000000,2021-11-04 09:33:21,398.0,,10.0,4.0,20.0,2.0,6.0,47.0,2021-11-04 09:42:14.000,0.11.1,,139.0,15.0,6.0,6.0,4.0,https://pypi.org/project/sshkernel,BSD-3-Clause,2021-11-04 09:42:14.000,,139.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
231,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,14,True,pidgy,deathbeds/pidgy,,https://github.com/deathbeds/pidgy,2018-02-26 20:44:05.000,2022-01-26 14:34:15.000000,2021-12-14 02:28:59,324.0,26.0,6.0,5.0,48.0,8.0,12.0,32.0,2020-04-23 22:26:32.000,2020.4.23,1.0,57.0,9.0,,,3.0,https://pypi.org/project/pidgy,BSD-3-Clause,2021-11-27 00:19:00.000,,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
232,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,14,True,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000,2022-01-29 10:43:57.000000,2021-08-25 15:02:59,112.0,,17.0,31.0,39.0,16.0,14.0,31.0,2020-07-13 15:59:02.000,0.0.9,13.0,381.0,8.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,MIT,2020-07-13 15:59:02.000,,381.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
233,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,14,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000,2022-01-24 14:26:50.000000,2021-10-21 06:25:29,348.0,,4.0,6.0,290.0,,32.0,14.0,2020-04-22 09:38:54.000,0.7.3,,926.0,15.0,,,12.0,https://pypi.org/project/jupyter-nbrequirements,MIT,2020-04-22 09:38:54.000,,926.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
234,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,14,False,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,1783.0,,7.0,9.0,23.0,10.0,14.0,13.0,2020-01-15 19:12:57.000,0.5.1,17.0,46.0,7.0,4.0,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,BSD-3-Clause,2019-12-07 18:06:15.000,4.0,46.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
235,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,13,True,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,20.0,11.0,3.0,2.0,3.0,973.0,2017-08-19 16:11:38.000,0.0.2,,,2.0,24.0,24.0,3.0,https://pypi.org/project/py-heat-magic,MIT,2017-08-19 16:11:38.000,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
236,mercury,Mercury: easily convert Python notebook to web app and share with others.,https://github.com/mljar/mercury,,notebook-tools,13,False,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,2021-12-20 13:43:44.000,2022-01-28 09:23:08.000000,2022-01-28 09:23:08,85.0,85.0,48.0,16.0,9.0,8.0,14.0,909.0,2022-01-27 17:25:45.000,0.3.0,,,12.0,,,4.0,https://pypi.org/project/mljar-mercury,,2022-01-27 17:25:45.000,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
