,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,updated_github_id,trending,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
213,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,15,False,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-12-27 15:34:10.000000,2022-04-01 16:32:30,275.0,,25.0,7.0,24.0,8.0,8.0,91.0,,,,14112.0,,3.0,3.0,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,14067.0,,,,3.0,itsjafer/sparkmonitor,,,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,343.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,38.0,,,,,,,,,,,,,,,
214,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,15,False,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,Apache-2.0,2018-08-23 23:51:41.000,2023-07-19 00:59:43.000000,2022-12-07 17:04:39,570.0,,20.0,11.0,149.0,31.0,85.0,81.0,2020-10-05 14:23:28.000,0.2.3,,259.0,11.0,3.0,3.0,7.0,https://pypi.org/project/nbcelltests,51.0,https://anaconda.org/conda-forge/nbcelltests,2023-06-16 19:19:22.434,8812.0,3.0,,,,,,,,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,13.0,,,,,,,,,,,,,,,
215,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,15,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,Apache-2.0,2018-08-23 23:49:52.000,2024-02-10 17:20:57.000000,2024-02-10 17:20:56,319.0,8.0,9.0,6.0,88.0,6.0,29.0,71.0,2022-04-11 15:35:12.000,0.3.6,,650.0,12.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,207.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2023-06-16 19:19:04.178,18269.0,3.0,,,,,,,,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,38.0,,,,,,,,,,,,,,,
216,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2023-10-23 20:14:31.000000,2023-09-30 16:16:13,333.0,,6.0,4.0,6.0,11.0,52.0,67.0,2019-09-02 19:30:02.000,0.5.0,,942.0,15.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab-sos,250.0,https://anaconda.org/conda-forge/jupyterlab-sos,2023-06-16 16:17:01.985,32862.0,3.0,,,,,,,,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,72.0,,,,,,,,,,,,,,,
217,ipyaggrid,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,15,False,ipyaggrid,DGothrek/ipyaggrid,,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2024-02-09 15:42:23.317000,2019-05-06 04:27:05,47.0,,13.0,1.0,,6.0,,46.0,2024-02-09 15:42:23.317,0.5.2,,7663.0,48.0,13.0,,2.0,https://pypi.org/project/ipyaggrid,6836.0,,,,3.0,,2024-02-09 15:42:14.000,13.0,,,,,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,827.0,2024-02-09 15:42:23.317,,,,,,,,,,,,,,
218,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,https://github.com/yunabe/lgo,BSD-3-Clause,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,123.0,48.0,16.0,23.0,54.0,2347.0,,,,,,,,9.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,14,False,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,22.0,12.0,3.0,2.0,3.0,1020.0,,,,559.0,,42.0,42.0,3.0,https://pypi.org/project/py-heat-magic,559.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
220,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chesterli29/jupyterlab_tensorboard,,lab-extensions,14,False,,chaoleili/jupyterlab_tensorboard,,https://github.com/chesterli29/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,37.0,,33.0,12.0,28.0,20.0,10.0,311.0,,,,6150.0,,5.0,5.0,7.0,,,,,,3.0,,,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,6150.0,,,,chesterli29/jupyterlab_tensorboard,,,,,,,,,,,
221,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,14,False,jupyter-datatables,CermakM/jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,MIT,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,147.0,,27.0,11.0,4.0,13.0,15.0,229.0,2019-11-22 07:33:04.000,0.3.9,,1033.0,9.0,,,4.0,https://pypi.org/project/jupyter-datatables,1033.0,,,,3.0,,2019-11-22 07:33:04.000,,,,,,,,,,,,,,,,,,,,,,,
222,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,14,False,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,9.0,10.0,4.0,10.0,13.0,224.0,2019-07-05 21:26:30.000,0.5.0,,446.0,5.0,17.0,17.0,2.0,,,,,,3.0,,,,,,,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,446.0,,,,,,,,,,,,,,,
223,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,71.0,,24.0,44.0,35.0,12.0,19.0,222.0,2021-03-10 20:57:44.000,4.14.3,,400.0,6.0,7.0,7.0,5.0,,,,,,3.0,,,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,400.0,,,,,,,,,,,,,,,
224,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,False,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,,2020-04-28 13:51:31.000,2023-06-16 19:20:47.542000,2022-09-12 07:55:08,464.0,,38.0,7.0,19.0,34.0,59.0,195.0,,,,1751.0,22.0,,,14.0,https://pypi.org/project/cdsdashboards,426.0,https://anaconda.org/conda-forge/cdsdashboards,2023-06-16 19:20:47.542,56980.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
225,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-10-11 06:47:49.000000,2023-10-11 06:47:48,367.0,,23.0,16.0,98.0,14.0,36.0,114.0,,,,509.0,,3.0,3.0,9.0,https://pypi.org/project/jupyterlab_hdf,431.0,,,,3.0,,,,,,,,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,78.0,,,,,,,,,,,,,,,
226,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,14,False,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,10.0,9.0,13.0,8.0,33.0,110.0,,,,20364.0,,3.0,3.0,5.0,https://pypi.org/project/jupyterlab-flake8,20299.0,,,,3.0,,,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,65.0,,,,,,,,,,,,,,,
227,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,14,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2024-01-16 09:43:39.000000,2023-04-05 16:09:42,36.0,,56.0,10.0,28.0,19.0,14.0,60.0,2022-03-02 16:00:43.000,1.0.1,,,2.0,11.0,11.0,17.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
228,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,14,False,jupyterlab-python-file,jtpio/jupyterlab-python-file,conda-forge/jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2023-06-16 19:22:55.197000,2021-08-27 11:18:51,92.0,,11.0,3.0,41.0,1.0,8.0,52.0,2021-06-23 21:13:28.000,0.5.5,99.0,1097.0,6.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab-python-file,707.0,https://anaconda.org/conda-forge/jupyterlab-python-file,2023-06-16 19:22:55.197,11772.0,3.0,,,,,,,,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,94.0,,,,,,,,,,,,,,,
229,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,14,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2024-02-05 18:50:41.000000,2024-02-05 18:50:41,276.0,6.0,6.0,4.0,79.0,1.0,23.0,49.0,2023-07-12 22:24:19.000,0.4.0,,443.0,14.0,,,2.0,https://pypi.org/project/jupyterlab-commands,169.0,https://anaconda.org/conda-forge/jupyterlab_commands,2023-07-13 15:10:21.540,12073.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,14,False,fargatespawner,uktrade/fargatespawner,,https://github.com/uktrade/fargatespawner,MIT,2018-09-12 14:06:22.000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54,59.0,,21.0,15.0,12.0,6.0,5.0,43.0,2020-06-28 13:26:26.000,0.0.25,,333.0,25.0,4.0,4.0,3.0,https://pypi.org/project/fargatespawner,333.0,,,,3.0,,2020-06-28 13:26:26.000,,,,,,,,,,,,,,,,,,,,,,,
231,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,14,False,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,MIT,2019-04-17 21:34:09.000,2023-06-07 07:00:30.000000,2022-03-21 15:14:31,113.0,,22.0,31.0,40.0,17.0,15.0,36.0,2020-07-13 15:59:02.000,0.0.9,13.0,693.0,8.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,693.0,,,,2.0,,2020-07-13 15:59:02.000,,,,,,,,,,,,,,,,,,,,,,,
232,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,14,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2023-05-29 09:18:17.000000,2023-05-29 09:18:17,354.0,,6.0,6.0,311.0,1.0,32.0,17.0,2020-04-22 09:38:54.000,0.7.3,,1535.0,15.0,1.0,,13.0,https://pypi.org/project/jupyter-nbrequirements,1535.0,,,,3.0,,2020-04-22 09:38:54.000,1.0,,,,,,,,,,,,,,,,,,,,,,
233,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,14,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2023-06-16 16:11:22.840000,2022-09-01 10:51:55,178.0,,4.0,3.0,23.0,2.0,4.0,13.0,,,,1012.0,8.0,58.0,58.0,4.0,https://pypi.org/project/ipyscales,77.0,https://anaconda.org/conda-forge/ipyscales,2023-06-16 16:11:22.840,62332.0,3.0,,,,,,,,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,19.0,,,,,,,,,,,,,,,
234,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,13,False,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-10-03 23:29:38.000000,2022-11-28 19:10:54,345.0,,35.0,13.0,49.0,9.0,18.0,521.0,,,,28.0,,3.0,3.0,13.0,,,,,,3.0,,,,,,,,nbgather,https://www.npmjs.com/package/nbgather,28.0,,,,,,,,,,,,,,,
235,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,13,False,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2023-03-20 14:47:11.000000,2021-03-20 17:27:38,282.0,,40.0,13.0,32.0,11.0,20.0,353.0,2021-05-11 21:22:51.418,0.0.1,,5.0,8.0,2.0,,19.0,,,,,,3.0,pprzetacznik/ielixir,,,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,352.0,jupyterlab-ielixir,https://www.npmjs.com/package/jupyterlab-ielixir,2.0,2021-05-11 21:22:51.418,2.0,,,,,,,,,,,ielixir,,
236,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,98.0,,8.0,7.0,29.0,10.0,22.0,174.0,,,,3369.0,,,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2980.0,,,,3.0,,,,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,389.0,,,,,,,,,,,,,,,
237,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,13,False,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-12-25 22:31:58.000000,2022-12-25 22:31:58,56.0,,11.0,7.0,1.0,1.0,,169.0,,,,1414.0,,18.0,18.0,2.0,https://pypi.org/project/notebookjs,102.0,,,,3.0,,,,,,,,notebookjs,https://www.npmjs.com/package/notebookjs,1312.0,,,,,,,,,,,,,,,
238,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,22.0,28.0,32.0,25.0,10.0,98.0,,,,68.0,,3.0,3.0,10.0,https://pypi.org/project/jupyterlab-commenting-service,36.0,,,,3.0,,,,,,,,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,32.0,,,,,,,,,,,,,,,
239,jupyterlab-theme-solarized-dark,JupyterLab Theme Solarized Dark.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,13,True,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,BSD-3-Clause,2020-04-05 12:18:48.000,2024-01-18 12:03:13.000000,2024-01-18 12:03:10,123.0,2.0,10.0,2.0,33.0,2.0,2.0,88.0,2024-01-18 12:03:37.000,3.0.1,31.0,8121.0,11.0,3.0,3.0,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,5777.0,,,,2.0,,,,,,,,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,2344.0,,,,,,,,,,,,,,,
240,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,13,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-12-08 05:01:00.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,53.0,17.0,17.0,83.0,,,,124.0,,32.0,32.0,16.0,https://pypi.org/project/niwidgets,124.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
241,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,13,False,allthekernels,minrk/allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,MIT,2016-03-15 15:30:49.000,2023-06-16 16:16:46.289000,2022-08-22 11:55:16,54.0,,15.0,11.0,12.0,3.0,8.0,75.0,2022-08-22 11:55:23.558,1.2.0,,215.0,6.0,6.0,6.0,9.0,https://pypi.org/project/allthekernels,89.0,https://anaconda.org/conda-forge/allthekernels,2023-06-16 16:16:46.289,6824.0,3.0,,2022-08-22 11:55:23.558,,,,,,,,,,,,,,,,,,,,,,,
242,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,13,True,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2023-08-08 06:52:04.000000,2023-08-08 06:52:04,192.0,,14.0,5.0,50.0,,14.0,54.0,2019-09-05 11:54:07.000,0.4.0,,145.0,3.0,3.0,3.0,9.0,,,,,,3.0,,,,,,,,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,145.0,,,,,,,,,,,,,,,
243,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,41.0,7.0,14.0,9.0,8.0,52.0,,,,156.0,1.0,17.0,14.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,156.0,,,,3.0,,2018-01-25 07:43:22.000,3.0,,,,,,,,,,,,,,,,,,,,,,
244,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,13,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2024-02-06 01:34:52.000000,2024-02-06 01:34:52,247.0,9.0,2.0,4.0,61.0,2.0,36.0,52.0,2023-08-17 16:44:39.000,0.3.1,,162.0,15.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab_email,124.0,,,,3.0,,,,,,,,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,38.0,,,,,,,,,,,,,,,
245,PPExtensions,Set of iPython and Jupyter extensions to improve user experience.,https://github.com/paypal/PPExtensions,,jupyter-extensions,13,False,ppextensions,paypal/PPExtensions,,https://github.com/paypal/PPExtensions,BSD-3-Clause,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,32.0,,31.0,20.0,30.0,20.0,22.0,50.0,2019-08-02 20:26:21.257,0.0.6,,64.0,6.0,1.0,1.0,9.0,https://pypi.org/project/ppextensions,64.0,,,,3.0,,2018-08-23 23:53:16.000,,,,,,,,,,,,,,,,,,,,,,,
246,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,13,True,knowledgelab,timkpaine/knowledgelab,,https://github.com/timkpaine/knowledgelab,Apache-2.0,2017-10-18 01:10:58.000,2024-02-05 13:26:05.000000,2024-02-05 13:26:04,181.0,6.0,6.0,9.0,50.0,3.0,24.0,47.0,,,,22.0,1.0,6.0,6.0,3.0,https://pypi.org/project/knowledgelab,10.0,,,,3.0,,,,,,,,knowledgelab,https://www.npmjs.com/package/knowledgelab,12.0,,,,,,,,,,,,,,,
247,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,13,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24,87.0,,7.0,6.0,26.0,4.0,5.0,32.0,,,,92764.0,,,,5.0,https://pypi.org/project/pick,92764.0,,,,3.0,,,,,,,,,,,,,,,-7.0,,,,,,,,,,
248,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,13,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,5.0,2.0,6.0,2.0,28.0,2017-04-29 22:45:46.000,0.3.1,,1345.0,4.0,136.0,118.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,1345.0,,,,3.0,,2017-04-29 22:45:46.000,18.0,,,,,,,,,,,,,,,,,,,,,,
249,nbstata,A Jupyter kernel for Stata built on pystata.,https://github.com/hugetim/nbstata,,kernels,13,False,nbstata,hugetim/nbstata,,https://github.com/hugetim/nbstata,GPL-3.0,2022-11-09 20:52:11.000,2023-12-17 05:28:21.000000,2023-12-17 05:27:25,349.0,1.0,,3.0,,9.0,25.0,21.0,2023-10-05 01:07:38.000,0.7.0,,401.0,35.0,,,,https://pypi.org/project/nbstata,401.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,https://hugetim.github.io/nbstata/,
250,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,20.0,,10.0,6.0,5.0,1.0,,9.0,2017-08-30 13:12:25.000,1.0.0,,3998.0,1.0,122.0,113.0,7.0,https://pypi.org/project/nullauthenticator,3998.0,,,,3.0,,2017-08-30 13:12:25.000,9.0,,,,,,,,,,,,,,,,,,,,,,
251,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,12,False,pigeon-jupyter,agermanidis/pigeon,,https://github.com/agermanidis/pigeon,Apache-2.0,2017-09-05 00:04:14.000,2023-02-02 16:47:59.000000,2017-09-05 17:22:02,2.0,,68.0,11.0,6.0,11.0,,751.0,,,,190.0,,29.0,29.0,,https://pypi.org/project/pigeon-jupyter,190.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
252,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,12,False,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,MIT,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,41.0,,40.0,23.0,6.0,1.0,15.0,451.0,,,,62.0,,,,4.0,https://pypi.org/project/py_d3,62.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
253,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,12,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-12-06 19:48:00.000000,2019-08-14 17:21:34,87.0,,35.0,20.0,48.0,40.0,20.0,293.0,,,,24.0,,3.0,3.0,6.0,,,,,,3.0,,,,,,,,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,24.0,,,,,,,,,,,,,,,
254,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,False,jupyter-manim,krassowski/jupyter-manim,,https://github.com/krassowski/jupyter-manim,MIT,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,42.0,,11.0,14.0,9.0,6.0,19.0,191.0,2020-04-12 11:15:09.000,1.3,,223.0,6.0,,,5.0,https://pypi.org/project/jupyter-manim,223.0,,,,3.0,,2020-04-12 11:15:32.000,,,,,,,,,,,,,,,,,,,,,,,
255,ipyexperiments,"Automatic GPU+CPU memory profiling, re-use and memory leaks detection using jupyter/ipython experiment containers.",https://github.com/stas00/ipyexperiments,,notebook-tools,12,False,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,,2018-11-15 01:19:40.000,2023-12-15 03:22:24.000000,2023-12-15 03:22:22,207.0,4.0,11.0,8.0,2.0,,5.0,184.0,,,,214.0,,8.0,8.0,3.0,https://pypi.org/project/ipyexperiments,214.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
