,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
167,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,18,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,2020-02-26 19:43:22.000,2021-09-21 04:29:33.000000,2021-09-21 04:29:32,125.0,,27.0,15.0,58.0,37.0,45.0,293.0,2020-08-11 16:50:08.000,0.1.3,,977.0,7.0,94.0,94.0,14.0,https://pypi.org/project/nteract-testbook,BSD-3-Clause,2020-08-11 16:50:08.000,,39.0,https://anaconda.org/conda-forge/testbook,2021-06-02 23:59:03.381,15010.0,3.0,,,,,,,,,,,,,,,,,,,,,,
168,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,False,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000,2021-12-21 13:49:08.000000,2020-10-08 09:00:06,56.0,,22.0,11.0,11.0,2.0,9.0,280.0,2019-11-28 16:00:27.000,0.1.3,,5847.0,4.0,48.0,45.0,4.0,https://pypi.org/project/treon,MIT,2019-11-28 16:00:27.000,3.0,5809.0,https://anaconda.org/conda-forge/treon,2021-06-27 03:31:14.557,349.0,3.0,,,,,,,,,,,,,,,,,,,,,,
169,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,18,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,2021-04-12 03:55:17.000,2022-03-03 01:40:42.101000,2021-10-26 05:50:22,55.0,,43.0,4.0,1.0,1.0,,216.0,2022-03-03 01:40:42.101,0.6.7,,1301.0,25.0,15.0,2.0,2.0,https://pypi.org/project/notebookjs,MIT,2021-04-17 19:11:41.000,,155.0,,,,3.0,notebookjs,https://www.npmjs.com/package/notebookjs,2022-03-03 01:40:42.101,13.0,1146.0,,,,,,,,,,,,,,,,,
170,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,18,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000,2022-03-05 01:04:12.000000,2022-03-05 01:04:11,36.0,1.0,29.0,6.0,33.0,3.0,27.0,203.0,2021-10-01 15:42:18.000,2.1.0,,11669.0,7.0,,,11.0,https://pypi.org/project/jupyterlab-execute-time,BSD-3-Clause,2021-10-01 15:42:18.000,,7531.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2021-10-02 03:21:44.554,11028.0,2.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,,3351.0,,,,,,,,,,,,,,,,,
171,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000,2022-03-05 07:03:16.530000,2021-09-21 14:53:24,252.0,,71.0,35.0,28.0,3.0,53.0,184.0,2021-07-14 17:27:18.000,2.4.11,,1068.0,14.0,2.0,,7.0,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000,2.0,1045.0,https://anaconda.org/anaconda/sas_kernel,2022-03-05 07:03:16.530,1261.0,3.0,,,,,,,,,,,,,,,,,,,,,,
172,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,False,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000,2022-01-18 10:19:53.000000,2021-02-03 03:28:02,214.0,,51.0,7.0,20.0,30.0,7.0,164.0,2022-01-18 10:19:53.000,2.1.1,2399.0,1785.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2022-01-18 10:19:53.000,,1728.0,,,,3.0,,,,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,914.0,,,,,,,,,,,
173,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,18,True,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000,2022-02-04 16:33:56.000000,2022-02-04 16:33:56,452.0,2.0,32.0,7.0,17.0,29.0,55.0,155.0,2021-10-28 16:33:40.000,0.6.0,,2157.0,41.0,,,12.0,https://pypi.org/project/cdsdashboards,BSD-3-Clause,2021-10-28 16:33:40.000,,1113.0,https://anaconda.org/conda-forge/cdsdashboards,2021-10-28 20:01:06.914,20880.0,3.0,,,,,,,,,,,,,,,,,,,,,,
174,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,18,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000,2022-03-21 17:50:38.000000,2022-03-10 16:00:25,1468.0,10.0,22.0,11.0,298.0,86.0,272.0,142.0,,,,2483.0,,,,19.0,,MIT,,,,,,,3.0,,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-11-12 15:25:19.912128,3.0,153946.0,,,,,,,,,,,
175,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,18,True,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,2013-10-08 13:16:17.000,2022-03-22 17:48:03.000000,2022-03-22 17:48:03,109.0,24.0,23.0,9.0,33.0,18.0,20.0,128.0,2013-10-13 16:56:18.000,0.1.4,,1110.0,5.0,24.0,18.0,10.0,https://pypi.org/project/ipycache,BSD-3-Clause,2013-10-13 16:56:18.000,6.0,141.0,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623,67898.0,2.0,,,,,,,,,,,,,,,,,,,,,,
176,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,18,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000,2022-01-26 17:24:06.000000,2021-08-06 12:10:14,146.0,,37.0,10.0,36.0,30.0,30.0,76.0,2020-12-07 11:49:55.000,0.15.0,,2324.0,16.0,21.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2020-12-07 11:49:55.000,1.0,1855.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2021-11-17 00:47:23.558,15038.0,3.0,,,,,,,,,,,,,,,,,,,,,,
177,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,18,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,9.0,159.0,88.0,93.0,73.0,2020-06-18 03:31:10.000,0.5.10,,978.0,23.0,28.0,24.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,BSD-3-Clause,2020-06-18 03:31:10.000,4.0,978.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
178,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,18,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000,2022-03-31 11:44:04.950000,2022-03-31 04:41:55,241.0,62.0,8.0,3.0,52.0,2.0,27.0,54.0,2022-03-31 04:44:53.000,0.3.4,,739.0,12.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,Apache-2.0,2019-06-29 15:19:19.000,,433.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2022-03-31 11:44:04.950,2786.0,2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,2022-03-31 04:44:12.365,,180.0,,,,,,,,,,,,,,,,,
179,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,18,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000,2022-03-23 08:49:12.893000,2022-03-22 12:11:00,204.0,9.0,9.0,3.0,58.0,1.0,32.0,53.0,2022-03-22 12:16:35.773,3.3.0,3252.0,10395.0,31.0,,,8.0,https://pypi.org/project/jupyter-archive,BSD-3-Clause,2022-03-22 12:16:20.000,,1587.0,https://anaconda.org/conda-forge/jupyter-archive,2022-03-23 08:49:12.893,20178.0,3.0,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2022-03-22 12:16:35.773,,8001.0,,,,,,,,,,,,,,,,,
180,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,18,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,2019-08-11 10:10:05.000,2022-03-23 09:15:56.000000,2021-12-10 13:35:55,86.0,,11.0,4.0,50.0,2.0,4.0,38.0,2021-11-19 19:10:31.000,1.7.0,,51645.0,23.0,35.0,16.0,3.0,https://pypi.org/project/ipyvue,MIT,2021-10-28 09:32:48.000,9.0,46879.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,43658.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2021-10-28 09:33:39.041,10.0,3358.0,,,,,,,,widgetti/ipyvue,,,,,,,,,
181,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000,2022-03-23 03:12:25.000000,2019-07-16 04:37:36,60.0,,96.0,20.0,44.0,63.0,42.0,903.0,2019-07-16 04:35:55.953,0.11.0,,592.0,14.0,3.0,3.0,8.0,,MIT,,,,,,,2.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,,592.0,,,,,,,,,,,,,,,,,
182,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,17,False,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,57.0,,51.0,13.0,16.0,37.0,26.0,270.0,2017-09-08 07:23:49.000,0.4.3,,1418.0,9.0,9.0,,10.0,https://pypi.org/project/nbopen,BSD-3-Clause,2018-04-25 07:36:48.000,9.0,1418.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
183,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000,2022-03-02 03:18:47.000000,2021-07-04 21:12:58,69.0,,34.0,12.0,54.0,20.0,10.0,194.0,2021-07-05 14:42:11.336,0.6.1,,6033.0,7.0,9.0,3.0,13.0,https://pypi.org/project/sidecar,BSD-3-Clause,2021-01-15 16:35:10.000,6.0,5043.0,https://anaconda.org/conda-forge/sidecar,2021-03-18 08:13:18.464,7464.0,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,,651.0,,,,,,,,,,,,,,,,,
184,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,33.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,678.0,4.0,21.0,16.0,12.0,https://pypi.org/project/jupyter-spark,MPL-2.0,2018-03-08 14:28:54.000,5.0,678.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
185,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,True,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,404.0,1.0,42.0,20.0,22.0,14.0,80.0,176.0,2017-06-02 21:19:27.000,0.5.0,81.0,1282.0,15.0,,,9.0,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,75597.0,3.0,,,,,,,,,,,,,,,,,,,,,,
186,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,17,True,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000,2022-03-24 09:59:24.000000,2021-05-22 01:41:35,98.0,,7.0,5.0,21.0,8.0,22.0,163.0,2021-05-22 01:50:04.000,3.1.0,,5893.0,18.0,4.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,BSD-3-Clause,2021-05-22 01:50:04.000,4.0,3761.0,,,,2.0,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041,,2132.0,,,,,,,,,,,,,,,,,
187,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,2016-07-21 18:44:38.000,2022-02-17 21:52:54.000000,2022-02-17 21:52:51,133.0,14.0,15.0,15.0,8.0,,41.0,145.0,2022-02-07 18:33:52.000,1.0.0,,477.0,9.0,8.0,7.0,5.0,https://pypi.org/project/igv-jupyter,MIT,2022-01-25 21:48:48.000,1.0,477.0,,,,3.0,,,,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,
188,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,17,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000,2022-03-29 01:40:31.000000,2022-02-28 07:33:00,195.0,10.0,6.0,7.0,63.0,9.0,19.0,101.0,2021-11-13 10:58:20.000,0.5.2,30.0,2144.0,12.0,2.0,,6.0,https://pypi.org/project/ipylab,BSD-3-Clause,2021-11-13 10:58:14.000,2.0,1657.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,9202.0,2.0,ipylab,https://www.npmjs.com/package/ipylab,2021-11-13 10:58:18.242,,158.0,,,,,,,,,,,,,,,,,
189,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,17,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000,2022-03-29 09:54:30.000000,2021-08-10 09:03:01,103.0,,23.0,8.0,30.0,17.0,13.0,88.0,2021-03-03 12:59:31.000,0.2.1,,16771.0,11.0,5.0,,8.0,https://pypi.org/project/ipytree,MIT,2021-03-03 12:59:31.000,5.0,15705.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,31464.0,3.0,ipytree,https://www.npmjs.com/package/ipytree,2021-03-03 12:58:01.218,,192.0,,,,,,,,,,,,,,,,,
190,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,17,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000,2022-03-24 07:49:01.000000,2022-02-21 08:59:58,337.0,8.0,18.0,14.0,83.0,9.0,33.0,84.0,2022-02-21 09:56:36.997,1.2.0,,1386.0,14.0,1.0,,6.0,https://pypi.org/project/jupyterlab_hdf,BSD-3-Clause,2022-02-21 09:56:23.000,1.0,807.0,,,,2.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2022-02-21 09:56:36.997,,579.0,,,,,,,,,,,,,,,,,
191,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,17,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000,2022-03-11 23:45:50.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,45.0,25.0,17.0,72.0,2019-04-23 08:43:52.000,0.2.2,,203.0,5.0,27.0,27.0,16.0,https://pypi.org/project/niwidgets,Apache-2.0,2019-04-23 08:43:52.000,,203.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
192,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,17,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,2018-06-25 20:03:21.000,2022-03-30 18:11:05.000000,2022-03-30 18:10:44,125.0,86.0,4.0,1.0,13.0,25.0,41.0,35.0,2022-03-14 18:00:25.000,0.12.0,,1640.0,14.0,1.0,,3.0,https://pypi.org/project/ipysigma,MIT,2022-03-14 18:00:25.000,1.0,1361.0,,,,3.0,ipysigma,https://www.npmjs.com/package/ipysigma,2022-03-14 17:58:52.972,,279.0,8.0,,,,,,,medialab/ipysigma,,,,,,,,,
193,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,66.0,90.0,39.0,46.0,1039.0,,,,1930.0,,,,9.0,,Apache-2.0,,,,,,,3.0,,,,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131270.0,,,,,,,,,,,
194,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,16,True,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,22.0,12.0,3.0,2.0,3.0,979.0,2017-08-19 16:11:38.000,0.0.2,,1093.0,2.0,26.0,26.0,3.0,https://pypi.org/project/py-heat-magic,MIT,2017-08-19 16:11:38.000,,1093.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
195,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000,2021-12-29 07:49:50.000000,2021-12-29 07:49:50,283.0,,82.0,38.0,56.0,17.0,79.0,731.0,,,,91.0,7.0,,,26.0,,MIT,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,2807.0,3.0,,,,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,377.0,,,,,,,,,,,
196,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,True,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38,57.0,,33.0,64.0,25.0,11.0,11.0,554.0,2018-01-08 14:52:15.000,0.1.15,,1533.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000,2.0,1533.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
197,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,16,True,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,41.0,3.0,37.0,21.0,6.0,1.0,15.0,440.0,2018-03-28 15:38:57.000,0.3.0,,355.0,9.0,,,4.0,https://pypi.org/project/py_d3,MIT,2018-03-28 15:38:57.000,,355.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
198,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,16,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2022-03-02 16:25:58.000000,2020-01-04 12:02:35,634.0,,44.0,13.0,87.0,44.0,37.0,366.0,2020-01-04 11:56:53.000,0.3.3,,988.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,MIT,2020-01-04 11:56:53.000,,988.0,,,,3.0,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,2019-08-11 12:22:58.915,,,,,,,,,,,,,,,,,,,
199,JupyterWith,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,16,True,,tweag/jupyterWith,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000,2022-03-31 06:39:03.000000,2022-03-28 20:12:39,378.0,34.0,76.0,35.0,105.0,39.0,54.0,319.0,,,,,,,,28.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
200,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,16,True,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000,2021-09-18 19:13:12.000000,2021-09-18 19:09:46,18.0,,9.0,11.0,6.0,5.0,5.0,294.0,2021-09-18 19:13:12.000,0.0.3,,4595.0,3.0,141.0,138.0,3.0,https://pypi.org/project/blackcellmagic,MIT,2021-09-18 19:13:12.000,3.0,4528.0,https://anaconda.org/conda-forge/blackcellmagic,2020-08-07 03:01:49.996,1277.0,3.0,,,,,,,,,,,,,,,,,,,,,,
201,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,16,False,,chaoleili/jupyterlab_tensorboard,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000,2022-03-29 08:27:45.000000,2021-02-24 06:31:50,31.0,,29.0,11.0,21.0,16.0,10.0,288.0,2020-06-27 13:40:43.778,0.2.1,,7276.0,9.0,2.0,2.0,6.0,,MIT,,,,,,,3.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778,,7276.0,,,,,,,,,,,,,,,,,
202,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,16,False,pynb,elehcimd/pynb,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000,2020-07-07 15:27:22.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,235.0,2020-07-07 15:27:22.000,0.2.4,,155.0,17.0,19.0,18.0,8.0,https://pypi.org/project/pynb,MIT,2020-07-07 15:27:22.000,1.0,155.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
203,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,16,True,,ml-tooling/ml-hub,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,,49.0,15.0,8.0,15.0,11.0,221.0,2020-02-03 15:59:07.000,1.0.0,1780.0,1389.0,8.0,,,7.0,,Apache-2.0,,,,,,,3.0,,,,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,43904.0,,,,,,,,,,,
204,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,True,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11,71.0,,20.0,41.0,29.0,12.0,19.0,204.0,2021-03-10 20:57:44.000,4.14.3,,1353.0,12.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112,,1353.0,,,,,,,,,,,,,,,,,
205,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,16,True,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,2020-06-17 20:39:00.000,2022-03-26 23:23:44.000000,2021-04-02 23:59:02,316.0,,27.0,10.0,99.0,32.0,12.0,193.0,2021-04-01 19:36:39.000,0.4.0,,217.0,5.0,,,10.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2021-04-01 19:36:39.000,,73.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2021-05-13 17:42:03.926,504.0,3.0,jupyterlab-interactive-dashboard-editor,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,2021-01-27 19:15:26.231,,94.0,,,,,,,,,,,,,,,,,
