,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,cran_id,gem_id,hex_id,bitbucket_id
78,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,25,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-07-21 01:25:53.000000,2022-05-20 15:19:36,709.0,5.0,53.0,30.0,177.0,59.0,99.0,198.0,2022-04-04 22:26:36.000,1.3.3,3.0,10976.0,22.0,85.0,75.0,32.0,https://pypi.org/project/ipycytoscape,2022-04-04 22:26:36.000,10.0,8340.0,https://anaconda.org/conda-forge/ipycytoscape,2022-04-05 02:28:16.580,43123.0,2.0,,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,,1096.0,,,,,,,,,,,,,,,,
79,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,25,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2022-07-18 21:27:52.000000,2022-07-11 22:37:57,384.0,30.0,47.0,13.0,120.0,12.0,28.0,58.0,2022-06-20 14:32:13.000,0.12.2,25.0,355747.0,38.0,50.0,,29.0,https://pypi.org/project/jupyter-packaging,2022-06-20 14:32:05.000,50.0,345034.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-07-14 17:02:08.510,278513.0,3.0,,,,,,,,,,,,,,,,,,,,,,
80,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,24,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-07-08 21:14:08.000000,2022-07-08 21:12:48,400.0,6.0,236.0,78.0,77.0,50.0,124.0,3328.0,2022-05-31 17:34:28.000,0.7.5,40.0,1097.0,22.0,9.0,8.0,29.0,,,,,,,,1.0,,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,85633.0,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-05-31 17:31:46,1.0,,,,,
81,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2022-07-26 08:29:30.000000,2022-07-26 08:29:30,2717.0,65.0,320.0,77.0,866.0,273.0,448.0,2165.0,2018-11-07 17:41:58.000,0.1.0,,27.0,1.0,6.0,6.0,84.0,https://pypi.org/project/binderhub,2018-11-07 17:41:58.000,,27.0,,,,2.0,,,,,,,,,,,,,,,,,,binderhub,,,,
82,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,24,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-07-25 22:38:49.000000,2022-03-15 12:00:47,1409.0,,492.0,92.0,439.0,162.0,403.0,2031.0,,,,23332.0,,7.0,7.0,89.0,,,,,,,,2.0,,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-03-15 12:02:39.244788,29.0,2776523.0,,,,,,,,,,,
83,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,True,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,331.0,,183.0,41.0,42.0,53.0,177.0,1868.0,2021-11-15 23:43:33.000,5.2.1,,2243.0,33.0,83.0,61.0,15.0,,,,,,,,1.0,,ijavascript,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,22.0,2243.0,,,,,,,,,,,,,,,,
84,mercury,Convert Python notebook to web app and share with non-technical users.,https://github.com/mljar/mercury,,notebook-tools,24,False,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,,2021-12-20 13:43:44.000,2022-07-28 11:56:57.000000,2022-07-28 11:44:52,334.0,80.0,108.0,26.0,12.0,47.0,90.0,1771.0,2022-07-28 11:56:57.000,1.1.4,,2401.0,48.0,78.0,78.0,5.0,https://pypi.org/project/mljar-mercury,2022-07-01 11:13:50.000,,2401.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
85,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,24,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2022-07-27 11:55:22.000000,2022-07-07 08:38:21,1016.0,27.0,217.0,63.0,652.0,110.0,193.0,1442.0,2022-06-13 23:40:07.000,0.13.0,1230.0,189.0,38.0,,,35.0,,,,,,,,1.0,,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2022-06-14 12:11:58.584196,6.0,14414.0,,,,,,,,,,,
86,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,24,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-05-30 23:29:14.790000,2022-05-27 13:53:40,97.0,3.0,79.0,12.0,43.0,17.0,28.0,653.0,2022-05-27 13:55:46.000,2.3.1,,27773.0,22.0,1623.0,1544.0,19.0,https://pypi.org/project/watermark,2022-05-27 13:55:46.000,79.0,24677.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,213690.0,2.0,,,,,,,,,,,,,,,,,,,,,,
87,datapane,Datapane is the easiest way to create data science reports from Python.,https://github.com/datapane/datapane,,others,24,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2022-07-28 14:36:30.000000,2022-07-28 14:36:29,570.0,241.0,52.0,11.0,40.0,9.0,72.0,598.0,2022-04-09 14:26:48.000,0.14.0,,15028.0,74.0,4.0,,14.0,https://pypi.org/project/datapane,2022-04-09 14:26:48.000,4.0,13691.0,https://anaconda.org/conda-forge/datapane,2022-04-10 13:49:10.441,32093.0,3.0,,,,,,,,,,,,,,,,,,,,,,
88,nbQA,"Run isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,24,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2022-07-25 18:53:41.000000,2022-07-17 10:37:35,619.0,11.0,31.0,6.0,484.0,2.0,250.0,527.0,2022-07-17 10:43:18.531,1.4.0,,36359.0,78.0,4.0,,26.0,https://pypi.org/project/nbqa,2022-03-09 09:31:55.000,4.0,34492.0,https://anaconda.org/conda-forge/nbqa,2022-07-17 14:25:53.332,39218.0,3.0,,,,,,,,,,,,,,,,,,,,,,
89,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,24,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2022-07-28 14:48:36.000000,2022-07-28 14:48:36,3470.0,396.0,34.0,17.0,854.0,265.0,403.0,67.0,2022-07-21 18:38:25.000,2.8.0,,1978.0,18.0,,,26.0,https://pypi.org/project/jdaviz,2022-07-06 20:49:58.000,,1978.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
90,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,23,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2022-07-22 12:52:06.000000,2022-07-22 12:52:06,2129.0,16.0,250.0,46.0,623.0,31.0,708.0,2371.0,2018-08-01 13:19:52.714,0.0.6,,11.0,6.0,4.0,4.0,110.0,,,,,,,,2.0,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714,,11.0,,,,,,IHaskell/IHaskell,,,,,,,,,,
91,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,23,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,146.0,26.0,154.0,67.0,136.0,742.0,2019-07-21 08:49:48.715,0.9.0,,14664.0,95.0,45.0,1.0,16.0,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,44.0,8781.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,267359.0,3.0,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,,1571.0,,,,,,,,,,,,,,,,
92,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,129.0,117.0,91.0,35.0,67.0,612.0,2019-06-03 21:24:10.000,0.10.2,,10980.0,20.0,152.0,138.0,21.0,https://pypi.org/project/mapboxgl,2019-06-02 15:18:57.000,14.0,10980.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
93,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,23,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2022-07-27 16:37:27.000000,2022-07-24 12:45:50,417.0,41.0,46.0,7.0,124.0,26.0,136.0,577.0,2022-07-24 12:50:20.838,1.5.1,,49001.0,58.0,7.0,,36.0,https://pypi.org/project/jupyterlab_code_formatter,2022-05-01 12:17:14.000,7.0,30833.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2022-07-25 17:01:25.506,537906.0,2.0,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2022-07-24 12:48:32.087,,4376.0,,,,,,,,,,,,,,,,
94,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,23,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2022-07-28 14:39:49.000000,2022-07-28 12:32:15,9423.0,825.0,34.0,15.0,44.0,,,345.0,2020-07-31 19:39:55.000,0.3.0,,1136.0,12.0,,,30.0,https://pypi.org/project/lfortran,2020-07-31 19:39:55.000,,75.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722,38225.0,2.0,,,,,,,,,,,,,,,,,,,,,,
95,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,23,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2022-07-11 08:09:25.000000,2022-02-07 12:02:17,208.0,,44.0,13.0,57.0,44.0,122.0,260.0,2022-02-07 15:18:40.000,1.8.2,,92148.0,47.0,30.0,4.0,10.0,https://pypi.org/project/ipyvuetify,2022-02-07 12:27:29.000,25.0,82760.0,https://anaconda.org/conda-forge/ipyvuetify,2022-02-07 15:52:42.724,81556.0,3.0,,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,2022-02-07 12:38:56.331,1.0,7123.0,,,,,,widgetti/ipyvuetify,,,,,,,,,,
96,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,23,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2022-07-13 17:10:50.000000,2022-02-20 08:36:22,197.0,,19.0,6.0,29.0,2.0,48.0,231.0,2022-02-12 12:24:45.000,0.1.0,,31988.0,32.0,207.0,194.0,4.0,https://pypi.org/project/ipytest,2022-02-12 12:15:23.000,13.0,31988.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
97,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,False,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2022-07-20 12:23:11.000000,2021-03-29 11:25:59,209.0,,34.0,13.0,60.0,39.0,20.0,209.0,2021-03-29 11:25:34.632,0.6.0,,80158.0,12.0,567.0,555.0,9.0,https://pypi.org/project/ipywebrtc,2019-07-04 12:53:46.000,11.0,75334.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,260384.0,3.0,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632,1.0,411.0,,,,,,,,,,,,,,,,
98,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,23,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2022-07-19 11:51:43.000000,2022-07-19 11:51:42,1587.0,145.0,20.0,2.0,921.0,11.0,25.0,104.0,2021-09-07 13:41:02.000,0.7.0,,23601.0,784.0,236.0,210.0,13.0,https://pypi.org/project/mknotebooks,2022-07-05 11:10:37.000,26.0,23601.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
99,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,22,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36,44.0,,243.0,18.0,37.0,42.0,32.0,1796.0,2021-06-11 15:17:12.000,0.3.0,,16104.0,13.0,76.0,76.0,8.0,https://pypi.org/project/colabcode,2021-06-11 15:17:12.000,,16104.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
100,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-07-27 20:59:32.934113,2022-06-24 09:09:04,589.0,1.0,288.0,60.0,138.0,55.0,510.0,1549.0,2022-01-03 22:04:04.000,1.3,,14081.0,17.0,,,41.0,,,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,77821.0,2.0,,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-07-27 20:59:32.934113,44.0,1331934.0,,,,,,,,IRkernel,,,
101,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,22,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,207.0,45.0,12.0,22.0,8.0,765.0,2021-01-22 17:06:54.671,0.4.0,,14607.0,10.0,256.0,255.0,7.0,https://pypi.org/project/jupyterlab-dash,2019-07-13 16:38:26.000,1.0,1720.0,,,,1.0,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,12887.0,,,,,,,,,,,,,,,,
102,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,22,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-06-03 01:25:04.000000,2022-01-05 20:19:46,328.0,,135.0,26.0,101.0,59.0,50.0,706.0,2021-10-12 17:42:50.869,1.8.1,,63429.0,40.0,3.0,,20.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,3.0,13290.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,1112408.0,3.0,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,,5643.0,,,,,,,,,,,,,,,,
103,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,22,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2022-04-21 19:01:00.000000,2022-03-15 19:55:24,1150.0,,213.0,52.0,195.0,12.0,,701.0,2020-08-01 16:46:23.000,0.4.0,,11774.0,14.0,9.0,,103.0,https://pypi.org/project/toree,2022-04-21 19:01:00.000,9.0,11774.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
104,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,22,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2022-07-20 03:28:34.000000,2021-06-29 12:29:51,101.0,,63.0,29.0,49.0,40.0,25.0,538.0,2021-04-29 10:22:28.814,0.9.0,,6762.0,11.0,466.0,466.0,16.0,https://pypi.org/project/jupyterlab-drawio,2021-04-29 10:19:55.000,,1914.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2021-05-05 11:07:42.247,5569.0,1.0,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,,4451.0,,,,,,,,,,,,,,,,
105,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,22,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,63.0,20.0,7.0,17.0,41.0,468.0,2018-01-15 18:14:37.000,0.9.0,,12975.0,10.0,270.0,248.0,3.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,22.0,12956.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1521.0,3.0,,,,,,,,,,,,,,,,,,,,,,
106,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,22,True,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2022-05-03 22:45:44.000000,2022-05-03 22:45:44,409.0,9.0,60.0,25.0,47.0,29.0,143.0,406.0,2022-03-31 08:36:27.000,0.34.2,50.0,17837.0,112.0,7.0,,18.0,https://pypi.org/project/octave_kernel,2022-03-31 08:36:20.000,7.0,11630.0,https://anaconda.org/conda-forge/octave_kernel,2022-03-31 10:34:34.891,415925.0,2.0,,,,,,,,,,,,,,,,,,,,,,
107,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,22,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,561.0,,115.0,40.0,197.0,14.0,162.0,400.0,2021-08-25 00:19:46.000,2.5.1,105.0,12409.0,27.0,6.0,,44.0,https://pypi.org/project/jupyter-kernel-gateway,2021-08-24 23:55:16.000,6.0,9863.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2021-08-25 14:07:50.232,178136.0,2.0,,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,
108,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,22,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2022-06-23 08:04:32.287000,2022-06-22 08:56:46,826.0,37.0,62.0,18.0,372.0,53.0,121.0,343.0,2022-06-14 10:37:23.000,0.14.0,,31923.0,74.0,3.0,,19.0,https://pypi.org/project/xeus-python,2022-06-15 11:52:07.000,3.0,7673.0,https://anaconda.org/conda-forge/xeus-python,2022-06-23 08:04:32.287,1042760.0,2.0,,,,,,,,,,,,,,,,,,,,,,
109,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,22,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2022-07-02 21:19:36.000000,2022-07-02 21:14:33,121.0,6.0,27.0,7.0,41.0,6.0,40.0,316.0,2022-07-02 21:19:36.000,1.1.2,,10154.0,19.0,137.0,130.0,3.0,https://pypi.org/project/itables,2022-07-02 21:19:36.000,7.0,9789.0,https://anaconda.org/conda-forge/itables,2022-04-13 20:18:33.790,2192.0,3.0,,,,,,,,,,,,,,,,,,,,,,
110,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,22,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2022-07-21 06:30:27.000000,2022-06-21 23:17:54,367.0,23.0,51.0,18.0,106.0,37.0,93.0,268.0,2022-06-21 23:30:24.000,5.3.0,,24103.0,28.0,4.0,,19.0,https://pypi.org/project/dask-labextension,2022-06-21 23:23:11.000,4.0,6067.0,https://anaconda.org/conda-forge/dask-labextension,2022-06-22 14:17:08.997,579090.0,2.0,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2022-06-21 23:23:38.435,,2385.0,,,,,,,,,,,,,,,,
111,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,22,True,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,184.0,,26.0,18.0,41.0,24.0,25.0,247.0,2021-01-06 19:12:18.000,0.4.2,,76856.0,7.0,159.0,142.0,11.0,https://pypi.org/project/nteract-scrapbook,2021-01-06 19:12:18.000,17.0,76531.0,https://anaconda.org/conda-forge/nteract-scrapbook,2021-02-27 20:02:05.432,9449.0,3.0,,,,,,,,,,,,,,,,,,,,,,
112,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,False,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2022-03-31 15:56:58.000000,2021-06-27 18:55:19,167.0,,151.0,18.0,74.0,58.0,80.0,176.0,2020-08-28 12:01:56.000,1.3.2,,6849.0,9.0,101.0,94.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,2020-08-28 12:01:56.000,7.0,6331.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,25387.0,1.0,,,,,,,,,,,,,,,,,,,,,,
113,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,22,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2022-07-25 22:16:08.000000,2022-07-19 13:36:05,274.0,43.0,42.0,5.0,75.0,5.0,34.0,55.0,2021-11-15 20:11:03.000,1.3.0,,2711.0,8.0,87.0,78.0,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2021-11-15 20:11:03.000,9.0,2711.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
114,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,22,True,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,BSD-3-Clause,2017-07-31 17:37:26.000,2022-05-23 09:12:47.321000,2022-05-19 10:50:15,287.0,21.0,7.0,5.0,36.0,3.0,6.0,29.0,2021-01-04 10:18:03.000,4.2.0,,95455.0,17.0,580.0,554.0,5.0,https://pypi.org/project/ipydatawidgets,2022-05-19 09:59:51.000,26.0,92138.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-05-23 09:12:47.321,162554.0,3.0,,,,,,,,,,,,,,,,,,,,,,
115,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,True,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2022-04-28 20:50:09.000000,2022-04-28 20:49:58,640.0,,562.0,42.0,250.0,52.0,39.0,5765.0,2020-10-27 19:53:29.453,5.11.0,,192.0,71.0,3.0,3.0,27.0,,,,,,,,3.0,2.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,,192.0,,,,,,,,,,,,,,,,
116,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,21,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2022-06-18 22:42:58.000000,2022-03-25 21:26:26,2361.0,,352.0,91.0,872.0,165.0,1096.0,3815.0,2021-06-02 09:44:54.000,2.16.3,,,90.0,,,89.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
117,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,True,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-02-03 21:26:52.000000,2021-11-22 20:42:15,846.0,,340.0,68.0,29.0,6.0,79.0,2685.0,2021-07-13 22:12:59.000,0.13.2,,13347.0,4.0,,,11.0,,,,,,,,3.0,,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,24.0,507203.0,,,,,,,,,,,
