,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,docs_url,hex_id,bitbucket_id
155,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,19,False,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2023-06-16 19:26:36.235000,2022-08-04 11:15:04,66.0,,26.0,13.0,12.0,4.0,10.0,291.0,2022-08-04 11:25:18.993,0.1.4,,16165.0,5.0,96.0,89.0,5.0,https://pypi.org/project/treon,2022-08-04 11:25:18.993,7.0,15903.0,https://anaconda.org/conda-forge/treon,2023-06-16 19:26:36.235,7625.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
156,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,19,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2023-06-16 19:25:59.201000,2023-02-16 13:40:18,633.0,,46.0,14.0,220.0,,111.0,279.0,2022-05-04 07:37:18.000,0.3.21,1536.0,3113.0,50.0,26.0,17.0,17.0,https://pypi.org/project/retrolab,2022-05-04 07:36:52.000,3.0,1247.0,https://anaconda.org/conda-forge/retrolab,2023-06-16 19:25:59.201,49278.0,3.0,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,181.0,,,,,,,,2021-04-19 14:22:28.986,6.0,,,,,,,,,,,
157,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,19,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2023-08-11 05:33:07.000000,2023-08-11 05:18:21,385.0,7.0,38.0,12.0,125.0,6.0,72.0,266.0,2023-08-11 02:56:40.000,2.8.3,104857.0,1379.0,35.0,,,23.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
158,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,19,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2023-10-31 08:10:02.000000,2023-10-31 08:09:57,636.0,26.0,24.0,8.0,300.0,20.0,43.0,170.0,2023-10-10 08:11:20.000,0.3.0,4881.0,1643.0,58.0,2.0,2.0,12.0,https://pypi.org/project/jupyverse,2023-10-10 08:11:13.000,,380.0,https://anaconda.org/conda-forge/fps-auth,2023-10-10 15:13:44.754,21379.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
159,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,19,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2023-11-01 15:20:52.000000,2023-11-01 15:09:25,513.0,4.0,33.0,14.0,115.0,13.0,51.0,166.0,2023-11-01 15:20:52.000,0.4.0,,798.0,8.0,5.0,5.0,15.0,https://pypi.org/project/jupyter-fs,2023-11-01 15:20:52.000,,577.0,https://anaconda.org/conda-forge/jupyter-fs,2023-06-16 19:22:50.491,8435.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
160,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,19,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2023-10-20 11:44:29.000000,2023-10-20 08:08:59,359.0,5.0,13.0,5.0,18.0,48.0,154.0,120.0,2023-01-10 16:02:53.000,0.24.0,,1200.0,2.0,24.0,24.0,6.0,https://pypi.org/project/ipysigma,,,742.0,,,,3.0,ipysigma,https://www.npmjs.com/package/ipysigma,458.0,,,,,,,medialab/ipysigma,,,,,,,,,,,,,
161,ipysheet,Jupyter handsontable integration.,https://github.com/jupyter-widgets-contrib/ipysheet,,widgets,18,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/jupyter-widgets-contrib/ipysheet,MIT,2017-07-10 13:46:31.000,2023-07-20 08:10:20.000000,2023-07-20 08:10:20,309.0,,64.0,20.0,124.0,63.0,60.0,525.0,,,,46254.0,15.0,6.0,6.0,13.0,https://pypi.org/project/ipysheet,,,43361.0,https://anaconda.org/conda-forge/ipysheet,2023-06-16 16:13:19.853,99811.0,3.0,ipysheet,https://www.npmjs.com/package/ipysheet,1173.0,,,,,,,jupyter-widgets-contrib/ipysheet,,,,,,,,,,,,,
162,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,18,True,jupyterlab-katex,jupyterlab/jupyter-renderers,conda-forge/jupyterlab-vega3,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2023-10-26 14:22:47.000000,2023-10-26 14:22:43,621.0,1.0,69.0,33.0,199.0,35.0,74.0,473.0,,,,3722.0,3.0,,,29.0,https://pypi.org/project/jupyterlab-katex,,,738.0,https://anaconda.org/conda-forge/jupyterlab-vega3,2023-06-16 19:25:17.752,3429.0,3.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2877.0,,,,,,,,,,,,,,,,,,,,
163,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2023-08-03 16:55:22.000000,2023-08-03 16:55:22,516.0,,72.0,34.0,118.0,,99.0,396.0,2018-02-05 18:54:22.000,0.11.1,,643.0,12.0,4.0,4.0,17.0,,,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,643.0,,,,,,,,,,,,,,,,,,,,
164,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,18,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2023-09-04 14:11:31.000000,2023-09-04 14:11:30,536.0,2.0,21.0,14.0,26.0,11.0,188.0,339.0,2020-02-02 22:32:28.000,0.1.6,,80.0,26.0,19.0,19.0,3.0,https://pypi.org/project/pylantern,,,80.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
165,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2023-06-16 13:24:59.052000,2023-01-13 14:14:25,262.0,,80.0,37.0,29.0,,58.0,194.0,2022-12-01 21:51:02.000,2.4.13,,4253.0,15.0,,,11.0,https://pypi.org/project/sas_kernel,,,4219.0,https://anaconda.org/anaconda/sas_kernel,2023-06-16 13:24:59.052,2541.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
166,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,18,True,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2023-08-08 06:45:57.000000,2023-08-08 06:45:57,427.0,1.0,35.0,26.0,58.0,59.0,93.0,176.0,2019-10-03 18:34:08.594,3.0.0,,199.0,17.0,20.0,13.0,10.0,,,,,,,,2.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,199.0,,,,,,,,2019-10-03 18:34:08.594,7.0,,,,,,,,,,,
167,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/jupyter-widgets-contrib/ipytree,,widgets,18,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/jupyter-widgets-contrib/ipytree,MIT,2018-09-15 13:17:27.000,2023-10-25 14:25:25.000000,2022-11-23 09:34:00,111.0,,29.0,9.0,47.0,21.0,18.0,117.0,2022-08-24 12:33:17.000,0.2.2,,50595.0,12.0,21.0,,9.0,https://pypi.org/project/ipytree,2022-08-23 15:13:01.647,19.0,48370.0,https://anaconda.org/conda-forge/ipytree,2023-06-16 16:14:42.506,93788.0,3.0,ipytree,https://www.npmjs.com/package/ipytree,551.0,,,,,,,jupyter-widgets-contrib/ipytree,2022-08-23 15:10:34.820,2.0,,,,,,,,,,,
168,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,18,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2023-10-24 01:44:46.000000,2023-10-24 01:44:45,346.0,8.0,17.0,5.0,88.0,4.0,64.0,99.0,2023-07-16 16:12:50.000,0.5.0,,5964.0,18.0,6.0,6.0,5.0,https://pypi.org/project/jupyterlab_iframe,,,5003.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2023-07-16 18:49:15.196,26589.0,2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,243.0,,,,,,,,,,,,,,,,,,,,
169,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,18,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2023-10-06 09:59:54.551000,2018-06-11 01:51:34,136.0,,27.0,22.0,32.0,7.0,20.0,77.0,2017-04-05 01:49:01.000,0.7.0,,2710.0,12.0,20.0,14.0,8.0,https://pypi.org/project/jupyter_cms,2017-04-05 01:49:01.000,6.0,369.0,https://anaconda.org/conda-forge/jupyter_cms,2023-10-06 09:59:54.551,93668.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
170,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,18,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2023-10-24 04:08:12.000000,2023-09-30 16:16:13,333.0,6.0,6.0,4.0,6.0,12.0,52.0,64.0,2023-10-24 04:08:12.000,0.10.1,,1184.0,43.0,4.0,2.0,4.0,https://pypi.org/project/jupyterlab-sos,2023-10-24 04:08:12.000,,378.0,https://anaconda.org/conda-forge/jupyterlab-sos,2023-06-16 16:17:01.985,31515.0,2.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,176.0,,,,,,,,2021-01-14 22:31:15.129,2.0,,,,,,,,,,,
171,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,18,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2023-11-01 13:35:17.799000,2023-10-31 14:23:11,350.0,20.0,6.0,5.0,107.0,5.0,19.0,62.0,2023-09-03 15:30:13.000,0.4.0,,47963.0,17.0,2.0,2.0,3.0,https://pypi.org/project/ipydagred3,,,285.0,https://anaconda.org/conda-forge/ipydagred3,2023-11-01 13:35:17.799,25665.0,3.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,47067.0,,,,,,,,,,-7.0,,,,,,,,,,
172,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,17,False,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2023-06-07 10:33:18.000000,2021-06-14 15:04:41,196.0,,194.0,36.0,33.0,13.0,14.0,1062.0,2019-09-02 14:01:33.000,0.1.2,,5065.0,1.0,,,13.0,https://pypi.org/project/pyforest,,,5065.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
173,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,17,False,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,MIT,2019-09-07 00:30:49.000,2023-02-05 13:08:34.000000,2021-08-23 11:44:08,105.0,,117.0,18.0,16.0,42.0,28.0,783.0,2021-08-23 11:45:05.000,1.2.3,,30350.0,2.0,,,10.0,https://pypi.org/project/jupyter-tabnine,,,30350.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
174,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,17,False,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,,2018-06-26 14:28:02.000,2023-06-16 16:15:33.557000,2022-02-11 15:18:23,212.0,,55.0,21.0,51.0,16.0,29.0,521.0,,,,1431.0,2.0,11.0,11.0,10.0,https://pypi.org/project/ansible-kernel,,,132.0,https://anaconda.org/conda-forge/ansible-kernel,2023-06-16 16:15:33.557,14580.0,3.0,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66570.0,,,,,,,,,,,,,,,
175,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,17,False,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,,2015-01-31 12:51:06.000,2023-10-02 12:02:47.993000,2022-05-09 10:21:01,216.0,,75.0,24.0,33.0,26.0,106.0,464.0,2022-05-09 10:21:42.000,0.17.1,,1982.0,3.0,,,18.0,https://pypi.org/project/matlab_kernel,,,811.0,https://anaconda.org/conda-forge/matlab_kernel,2023-10-02 12:02:47.993,42191.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
176,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,17,False,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,,2016-11-07 14:08:25.000,2023-10-26 20:19:21.000000,2023-04-14 07:14:04,272.0,,39.0,20.0,112.0,13.0,24.0,444.0,,,,1796.0,4.0,38.0,38.0,4.0,https://pypi.org/project/nbtutor,,,106.0,https://anaconda.org/conda-forge/nbtutor,2023-06-16 13:17:46.107,140328.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
177,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,17,True,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2023-09-08 12:57:22.000000,2023-09-08 12:54:36,64.0,5.0,56.0,15.0,18.0,38.0,27.0,295.0,,,,1056.0,,119.0,119.0,11.0,https://pypi.org/project/nbopen,,,1056.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
178,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,17,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2023-10-24 09:28:07.000000,2023-09-27 15:53:24,1830.0,26.0,20.0,5.0,248.0,39.0,144.0,258.0,,,,1438.0,,4.0,4.0,20.0,https://pypi.org/project/naas,,,1438.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
179,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,17,False,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,BSD-3-Clause,2020-04-28 13:51:31.000,2023-06-16 19:20:47.542000,2022-09-12 07:55:08,464.0,,38.0,7.0,19.0,34.0,59.0,196.0,2022-09-19 18:15:56.375,0.6.3,,1655.0,44.0,,,14.0,https://pypi.org/project/cdsdashboards,2022-04-29 11:08:28.000,,280.0,https://anaconda.org/conda-forge/cdsdashboards,2023-06-16 19:20:47.542,55018.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,
180,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,17,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,,2016-11-21 02:23:14.000,2023-06-16 13:20:41.310000,2018-09-20 15:43:57,188.0,,31.0,12.0,28.0,20.0,20.0,180.0,2017-03-05 04:26:44.000,0.2.0,,4260.0,8.0,133.0,133.0,6.0,https://pypi.org/project/spylon-kernel,,,2703.0,https://anaconda.org/conda-forge/spylon-kernel,2023-06-16 13:20:41.310,126144.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
181,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,False,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2023-06-16 13:18:35.621000,2022-02-03 17:25:03,404.0,,41.0,20.0,22.0,,80.0,174.0,2017-06-02 21:19:27.000,0.5.0,106.0,1250.0,15.0,,,9.0,,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2023-06-16 13:18:35.621,98721.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
182,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,17,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-10-11 06:47:49.000000,2023-10-11 06:47:48,367.0,6.0,23.0,15.0,98.0,14.0,36.0,113.0,2023-03-08 10:22:18.488,1.3.0,,966.0,15.0,5.0,2.0,9.0,https://pypi.org/project/jupyterlab_hdf,2022-02-21 09:56:23.000,1.0,590.0,,,,3.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,376.0,,,,,,,,2023-03-08 10:22:05.823,2.0,3.0,,,,,,,,,,
183,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/finos/ipyregulartable,,widgets,17,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/finos/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2023-10-30 16:35:50.000000,2023-10-30 16:35:48,231.0,8.0,15.0,7.0,89.0,10.0,17.0,93.0,,,,47333.0,6.0,13.0,13.0,5.0,https://pypi.org/project/ipyregulartable,,,113.0,https://anaconda.org/conda-forge/ipyregulartable,2023-06-16 19:23:44.012,5515.0,3.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,47067.0,,,,,,,finos/ipyregulartable,,,-7.0,,,,,,,,,,
184,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,10.0,159.0,88.0,93.0,73.0,2020-06-18 03:31:10.000,0.5.10,,447.0,23.0,38.0,34.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,2020-06-18 03:31:10.000,4.0,447.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
185,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,17,False,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2022-12-07 12:46:17.000000,2021-09-10 08:58:36,115.0,,38.0,11.0,36.0,18.0,21.0,47.0,2018-06-19 13:50:35.000,0.5.2,,645.0,8.0,61.0,57.0,14.0,https://pypi.org/project/sudospawner,2018-06-19 13:50:35.000,4.0,645.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
186,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2023-06-30 06:50:09.000000,2023-06-30 06:50:08,100.0,,27.0,5.0,29.0,9.0,17.0,46.0,2021-10-28 11:35:32.000,1.0.0,,3647.0,8.0,88.0,85.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,2021-10-28 11:35:32.000,3.0,3647.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
187,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,136.0,68.0,90.0,37.0,46.0,1081.0,,,,1492.0,,,,9.0,,,,,,,,3.0,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,9.0,131299.0,,,,,,,,,,,,,,,
188,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2023-07-20 06:35:35.164000,2022-11-06 15:47:40,299.0,,82.0,38.0,59.0,17.0,86.0,793.0,,,,69.0,8.0,,,26.0,,,,,https://anaconda.org/simplect/clojupyter,2023-07-20 06:35:35.164,3461.0,3.0,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,414.0,,,,,,,,,,,,,,,
189,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,False,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,57.0,,38.0,69.0,26.0,13.0,12.0,574.0,2018-01-08 14:52:15.000,0.1.15,,1141.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,2018-01-08 14:52:15.000,2.0,1141.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
190,JupyterWith,Declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyenv,,notebook-tools,16,True,,tweag/jupyterWith,,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58.000,2023-11-01 00:13:45.000000,2023-10-17 14:42:45,580.0,3.0,115.0,32.0,340.0,41.0,148.0,526.0,2023-01-31 21:35:49.000,0.1.0,,,1.0,,,37.0,,,,,,,,3.0,,,,,,,,,,tweag/jupyenv,,,,,,,,,,,,,
191,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,16,True,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-10-03 23:29:38.000000,2022-11-28 19:10:54,345.0,,30.0,13.0,49.0,9.0,18.0,490.0,2020-02-06 15:50:53.838,0.6.1,,54.0,9.0,4.0,2.0,13.0,,,,,,,,3.0,nbgather,https://www.npmjs.com/package/nbgather,54.0,,,,,,,,2020-02-06 15:50:53.838,2.0,,,,,,,,,,,
192,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,16,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,98.0,,8.0,7.0,29.0,10.0,22.0,174.0,2021-05-22 01:50:04.000,3.1.0,,2696.0,18.0,7.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2021-05-22 01:50:04.000,5.0,2066.0,,,,3.0,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,630.0,,,,,,,,2021-01-11 04:19:41.041,2.0,3.0,,,,,,,,,,
193,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,16,False,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,215.0,,49.0,8.0,23.0,15.0,7.0,172.0,2018-05-29 18:46:14.000,0.0.9,2467.0,2357.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,,,2313.0,,,,3.0,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,949.0,,,,,,,,,,,,,,,
194,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,16,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2023-01-03 21:53:51.000000,2023-01-03 21:53:51,140.0,,15.0,14.0,8.0,,41.0,155.0,2022-06-14 16:29:11.000,2.0.1,,670.0,10.0,16.0,14.0,5.0,https://pypi.org/project/igv-jupyter,2022-06-14 16:29:11.000,2.0,670.0,,,,3.0,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,,,,,
195,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,17.0,7.0,12.0,9.0,5.0,82.0,,,,12728.0,,368.0,368.0,6.0,https://pypi.org/project/nbzip,,,12728.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
