,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,45,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2022-06-30 11:27:50.000000,2022-06-27 09:20:00,25989.0,60.0,4346.0,773.0,6690.0,1549.0,5496.0,15411.0,2022-05-28 12:34:24.000,8.4.0,318958.0,21234162.0,151.0,321663.0,286761.0,889.0,https://pypi.org/project/ipython,2022-05-28 12:34:24.000,34902.0,21063366.0,https://anaconda.org/conda-forge/ipython,2022-05-28 16:47:29.603,12416274.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,43,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-06-29 02:39:10.000000,2022-06-29 01:28:42,19575.0,50.0,3956.0,454.0,5179.0,709.0,6233.0,16435.0,2022-05-18 19:00:14.000,2.4.3,,3013340.0,127.0,56788.0,53233.0,607.0,https://pypi.org/project/bokeh,2022-06-24 23:39:00.000,3551.0,2876678.0,https://anaconda.org/conda-forge/bokeh,2022-05-19 15:00:53.638,7687396.0,1.0,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,2022-06-24 23:38:55.465,4.0,12672.0,,,,,,,,,,,,,,,,,
3,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2022-06-27 21:39:55.000000,2022-06-27 21:39:34,12985.0,121.0,3807.0,317.0,2013.0,2102.0,2393.0,10094.0,2022-06-15 01:21:43.000,6.4.12,8318.0,11754019.0,95.0,8692.0,9.0,611.0,https://pypi.org/project/notebook,2022-06-14 16:08:46.000,8683.0,11406028.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,2106829.0,1.0,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-06-27 07:43:03.965262,927.0,27128974.0,,,,,,,,,,,,
4,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,39,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2022-06-28 07:47:30.000000,2022-06-21 07:58:36,5762.0,134.0,1716.0,270.0,1788.0,133.0,1997.0,7029.0,2022-06-06 14:27:26.000,2.3.1,,1171539.0,64.0,2165.0,1796.0,280.0,https://pypi.org/project/jupyterhub,2022-06-06 14:27:26.000,369.0,1136131.0,https://anaconda.org/conda-forge/jupyterhub,2022-06-06 18:07:49.815,590464.0,1.0,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-06-21 08:17:11.441361,312.0,2622749.0,,,,,,,,,,,,
5,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,39,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2022-06-24 20:02:51.000000,2022-06-24 16:37:47,7452.0,60.0,837.0,70.0,1721.0,614.0,1215.0,2516.0,2022-06-22 17:40:24.000,7.7.1,,8644848.0,135.0,13093.0,4314.0,197.0,https://pypi.org/project/ipywidgets,2022-06-22 17:40:24.000,8702.0,8459478.0,https://anaconda.org/conda-forge/ipywidgets,2022-06-23 08:47:23.441,5275104.0,1.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-06-22 17:35:36.698,77.0,114085.0,,,,,,,,,,,,,,,,,
6,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/ydataai/pandas-profiling,,widgets,38,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-06-24 09:11:47.000000,2022-06-03 15:43:48,1006.0,58.0,1306.0,154.0,415.0,111.0,465.0,9171.0,2022-05-02 02:53:44.000,3.2.0,,1229672.0,32.0,8467.0,8309.0,88.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,158.0,1226558.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,218033.0,1.0,,,,,,,,,,,ydataai/pandas-profiling,,,,,,,,,,,
7,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,widgets,37,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2022-06-30 07:48:14.000000,2022-06-29 20:51:47,2147.0,207.0,265.0,39.0,1799.0,540.0,1301.0,1985.0,2022-05-24 10:28:39.753,0.13.1,,536479.0,201.0,3693.0,3582.0,96.0,https://pypi.org/project/panel,2022-06-13 17:21:41.000,111.0,414929.0,https://anaconda.org/conda-forge/panel,2022-05-24 21:55:47.367,504867.0,1.0,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,2022-06-13 17:26:01.429,,110076.0,,,,,,,,,,,,,,,,,
8,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,37,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2022-06-27 21:24:09.000000,2022-06-27 21:24:07,2712.0,109.0,310.0,31.0,550.0,229.0,200.0,494.0,2022-06-16 08:51:53.000,6.15.0,448.0,12934402.0,89.0,9610.0,,154.0,https://pypi.org/project/ipykernel,2022-06-15 16:50:11.000,9580.0,12930277.0,https://anaconda.org/anaconda/ipykernel,2022-05-02 20:19:38.840,323228.0,1.0,,,,,,,,,,,,30.0,,,,,,,,,,
9,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,37,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2022-06-27 01:14:14.000000,2022-06-19 17:26:07,1887.0,27.0,178.0,22.0,240.0,100.0,213.0,317.0,2022-03-28 17:07:14.000,5.3.0,,4814756.0,40.0,110067.0,103747.0,116.0,https://pypi.org/project/qtconsole,2022-06-05 17:30:57.000,6320.0,4778611.0,https://anaconda.org/conda-forge/qtconsole,2022-06-05 21:52:17.510,2638639.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,36,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2022-06-29 08:33:32.000000,2022-06-27 21:40:27,3836.0,39.0,491.0,45.0,809.0,424.0,584.0,1332.0,2022-04-11 09:11:31.000,6.5,,11919609.0,55.0,8310.0,,246.0,https://pypi.org/project/nbconvert,2022-06-15 13:14:05.000,8310.0,11822850.0,https://anaconda.org/conda-forge/nbconvert,2022-04-11 11:35:00.503,7160195.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,35,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-06-27 21:27:31.000000,2022-06-27 21:27:29,2350.0,95.0,231.0,34.0,489.0,152.0,179.0,279.0,2022-06-08 20:05:27.000,7.3.4,297.0,14642772.0,61.0,2182.0,,118.0,https://pypi.org/project/jupyter-client,2022-06-08 20:05:19.000,2182.0,14529599.0,https://anaconda.org/conda-forge/jupyter_client,2022-06-08 23:34:27.965,8372712.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,34,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-06-27 21:58:41.000000,2022-06-27 21:58:41,1459.0,63.0,345.0,39.0,246.0,75.0,314.0,3282.0,2022-06-17 20:18:03.000,1.2.10,,71437.0,106.0,1111.0,1035.0,70.0,https://pypi.org/project/nbdev,2022-06-17 20:22:23.000,76.0,71437.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
13,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,34,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-06-30 10:38:11.000000,2022-06-27 07:01:34,1110.0,80.0,329.0,63.0,520.0,190.0,305.0,1270.0,2022-04-14 10:18:00.304,0.16.0,,160429.0,73.0,2062.0,1951.0,79.0,https://pypi.org/project/ipyleaflet,2022-04-14 10:17:10.000,109.0,97203.0,https://anaconda.org/conda-forge/ipyleaflet,2022-05-16 15:27:39.486,843612.0,1.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-04-14 10:18:00.304,2.0,51670.0,,,,,,,,1.0,,,,,,,,,
14,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,34,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2022-06-29 16:35:06.000000,2022-06-29 15:28:21,12354.0,70.0,176.0,40.0,614.0,117.0,184.0,317.0,2022-06-23 15:16:28.000,1.18.0,383.0,2797598.0,90.0,148.0,,470.0,https://pypi.org/project/jupyter_server,2022-06-23 15:16:17.000,148.0,2759808.0,https://anaconda.org/conda-forge/jupyter_server,2022-06-25 19:29:33.604,1700015.0,3.0,,,,,,,,,,,,,-1.0,,,,,,,,,
15,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,33,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-06-30 10:10:48.000000,2022-06-30 09:07:49,2257.0,10.0,342.0,68.0,447.0,70.0,448.0,5431.0,2022-04-04 20:59:48.000,1.13.8,,379401.0,109.0,3139.0,2988.0,70.0,https://pypi.org/project/jupytext,2022-02-09 21:36:45.000,151.0,363192.0,https://anaconda.org/conda-forge/jupytext,2022-04-06 06:06:21.811,335008.0,1.0,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-12-04 13:07:28.249,,8419.0,,,,,,,,1.0,,,,,,,,,
16,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2022-06-26 16:12:33.000000,2022-06-26 16:12:10,10282.0,25.0,415.0,82.0,1506.0,43.0,2056.0,2306.0,2022-05-01 17:07:03.000,8.2.2,,1397.0,85.0,567.0,430.0,230.0,https://pypi.org/project/nikola,2022-05-01 17:06:34.000,137.0,1397.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
17,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,33,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2022-06-30 13:29:13.000000,2022-06-30 13:29:13,870.0,85.0,131.0,24.0,168.0,50.0,74.0,176.0,2022-05-03 15:51:25.740,5.4.0,,11435912.0,26.0,8578.0,,66.0,https://pypi.org/project/nbformat,2022-05-03 15:51:21.000,8578.0,11314969.0,https://anaconda.org/conda-forge/nbformat,2022-05-03 19:45:12.925,8946748.0,1.0,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,2022-05-03 15:51:25.740,,41.0,,,,,,,,,,,,,,,,,
18,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,32,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-06-28 00:08:56.000000,2022-06-28 00:08:52,11174.0,21.0,562.0,158.0,3946.0,162.0,1520.0,5838.0,2021-10-22 17:46:48.907,7.0.20,1350029.0,45703.0,94.0,37.0,,177.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,3498.0,,,,2.0,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,32.0,23712.0,,,,,,,,,,,,,,,,,
19,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,32,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-06-29 16:33:50.000000,2022-06-28 07:18:54,914.0,6.0,356.0,93.0,323.0,104.0,239.0,4755.0,2022-01-22 22:46:54.000,2.3.4,,794773.0,71.0,2434.0,2256.0,101.0,https://pypi.org/project/papermill,2022-01-22 22:46:54.000,178.0,788910.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,269716.0,1.0,,,,,,,,,,,,,,,,,,,,,,
20,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,32,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-06-29 19:14:57.000000,2022-06-28 18:44:00,5230.0,109.0,479.0,101.0,1268.0,86.0,450.0,4656.0,2022-06-06 20:23:28.000,1.4.0,,8350.0,78.0,270.0,261.0,71.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,2369.0,https://anaconda.org/conda-forge/perspective,2022-06-25 09:41:34.820,91136.0,1.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-06-22 19:57:50.521,,2184.0,,,,,,,,,,,,,,,,,
21,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,32,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2022-06-27 15:21:33.000000,2022-06-22 10:59:35,1253.0,7.0,408.0,76.0,561.0,269.0,361.0,4171.0,2022-03-29 17:16:03.000,0.3.5,264.0,44912.0,75.0,6970.0,6911.0,59.0,https://pypi.org/project/voila,2022-03-29 17:15:53.000,59.0,37419.0,https://anaconda.org/conda-forge/voila,2022-03-29 20:27:37.534,185343.0,2.0,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,,3252.0,,,,,,,,-1.0,,,,,,,,,
22,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,32,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2022-06-27 15:59:39.000000,2022-06-27 15:59:39,1206.0,44.0,257.0,33.0,329.0,55.0,238.0,418.0,2022-05-19 17:08:22.000,4.1.0,,1063922.0,31.0,123.0,109.0,71.0,https://pypi.org/project/jupyterhub-kubespawner,2022-05-19 17:08:22.000,14.0,1063619.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2022-05-20 01:38:00.807,4556.0,1.0,,,,,,,,,,,,,,,,,,,,,,
23,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,31,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-06-23 09:54:53.000000,2022-05-31 14:01:29,3520.0,10.0,458.0,108.0,935.0,228.0,358.0,3312.0,2022-02-11 15:29:07.544,0.5.34,,130030.0,100.0,136.0,34.0,58.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,92.0,91455.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,986919.0,2.0,bqplot,https://www.npmjs.com/package/bqplot,2022-02-11 15:29:07.544,10.0,25056.0,,,,,,,,,,,,,,,,,
24,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,31,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-06-12 04:51:46.000000,2022-06-12 04:14:20,285.0,17.0,258.0,50.0,73.0,105.0,39.0,1534.0,2022-06-12 04:51:46.000,0.4.1,,133363.0,18.0,3270.0,3201.0,53.0,https://pypi.org/project/ipython-sql,2022-06-12 04:51:46.000,69.0,131185.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,152501.0,1.0,,,,,,,,,,,,,,,,,,,,,,
25,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-06-17 03:16:42.000000,2022-06-16 20:13:40,472.0,14.0,184.0,41.0,220.0,111.0,141.0,1300.0,2022-04-25 12:06:36.481,0.11.1,,250304.0,47.0,3456.0,3375.0,28.0,https://pypi.org/project/ipympl,2022-04-25 12:03:10.000,81.0,206415.0,https://anaconda.org/conda-forge/ipympl,2022-04-25 12:22:35.098,981478.0,2.0,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2022-04-25 12:06:36.481,,28790.0,,,,,,,,,,,,,,,,,
26,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2022-06-30 12:30:47.415000,2022-06-30 09:10:26,316.0,39.0,46.0,8.0,151.0,35.0,62.0,98.0,2022-06-30 09:11:13.000,0.6.5,76.0,11008928.0,29.0,60088.0,60002.0,33.0,https://pypi.org/project/nbclient,2022-06-30 09:11:07.000,86.0,10852162.0,https://anaconda.org/conda-forge/nbclient,2022-06-30 12:30:47.415,4389278.0,2.0,,,,,,,,,,,,,,,,,,,,,,
27,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2022-06-24 09:19:00.000000,,,,2367.0,,,2121.0,,12120.0,2022-06-07 15:06:19.493,3.4.3,,3173406.0,438.0,2128.0,,395.0,https://pypi.org/project/jupyterlab,2022-06-09 13:09:14.000,1887.0,2900192.0,https://anaconda.org/conda-forge/jupyterlab,2022-06-07 17:06:34.769,5702008.0,2.0,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2022-06-09 13:13:33.279,241.0,194020.0,,,,,,,,-1.0,,,,,,,,,
28,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-06-29 04:11:03.000000,2022-06-20 21:24:02,2920.0,95.0,2704.0,189.0,979.0,46.0,707.0,7075.0,,,,1033137.0,,,,219.0,,,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-06-27 07:11:03.276119,349.0,85750410.0,,,,,,,,,,,,
29,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,30,False,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2022-06-02 14:28:57.000000,2021-04-06 05:51:36,2608.0,,756.0,139.0,826.0,333.0,451.0,4855.0,2019-01-02 12:28:49.000,0.5.1,,282247.0,17.0,191.0,,126.0,https://pypi.org/project/jupyter_contrib_nbextensions,2019-01-02 12:28:49.000,191.0,263654.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2021-03-05 08:03:36.764,1301568.0,1.0,,,,,,,,,,,,,,,,,,,,,,
30,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-06-17 18:17:38.395000,2022-06-17 17:23:50,606.0,14.0,284.0,66.0,208.0,41.0,428.0,3497.0,2022-06-17 17:53:49.000,2.6.0,,75228.0,148.0,414.0,402.0,24.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,70696.0,https://anaconda.org/conda-forge/dtale,2022-06-17 18:17:38.395,126918.0,2.0,,,,,,,,,,,,,,,,,,,,,,
31,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-06-17 18:17:38.395000,2022-06-17 17:23:50,606.0,14.0,284.0,66.0,208.0,41.0,428.0,3497.0,2022-06-17 17:53:49.000,2.6.0,,75228.0,148.0,414.0,402.0,24.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,70696.0,https://anaconda.org/conda-forge/dtale,2022-06-17 18:17:38.395,126918.0,1.0,,,,,,,,,,,,,,,,,,,,,,
32,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,30,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-06-26 07:34:51.000000,2022-06-26 07:17:10,2678.0,83.0,901.0,113.0,394.0,54.0,278.0,2218.0,2022-06-16 08:29:14.000,8.4.0,,59363.0,41.0,287.0,,111.0,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,50840.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,630735.0,2.0,,,,,,,,,,,,,,,,,,,,,,
33,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,30,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-06-29 22:18:49.000000,2022-06-29 20:26:38,1684.0,126.0,243.0,47.0,1281.0,214.0,1232.0,1384.0,2022-06-15 13:43:15.000,3.9.1,,5719.0,107.0,39.0,32.0,51.0,https://pypi.org/project/elyra,2022-06-10 19:41:30.000,3.0,3340.0,https://anaconda.org/conda-forge/elyra,2022-06-13 06:17:11.379,12955.0,1.0,@elyra/services,https://www.npmjs.com/package/@elyra/services,2022-06-10 19:45:07.217,4.0,1791.0,,,,,,,,,,,,,,,,,
34,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-06-29 02:59:41.000000,2022-06-23 18:16:11,1775.0,22.0,233.0,38.0,595.0,90.0,437.0,1110.0,2022-04-26 06:32:46.362,0.37.1,,140997.0,60.0,38.0,14.0,75.0,https://pypi.org/project/jupyterlab-git,2022-04-26 06:31:56.000,20.0,105017.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-04-26 12:22:32.707,185269.0,1.0,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-04-26 06:32:46.362,4.0,31569.0,,,,,,,,,,,,,,,,,
35,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-06-23 02:32:01.000000,2022-06-23 02:32:01,1082.0,120.0,329.0,24.0,296.0,45.0,193.0,341.0,2022-06-06 06:48:58.000,15.0.0,,36987.0,30.0,317.0,274.0,107.0,https://pypi.org/project/oauthenticator,2022-06-09 11:01:21.000,43.0,36365.0,https://anaconda.org/conda-forge/oauthenticator,2022-06-09 13:33:38.024,23673.0,1.0,,,,,,,,,,,,,,,,,,,,,,
36,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,30,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2022-06-22 20:53:41.164000,2022-06-21 19:01:37,7578.0,53.0,30.0,7.0,63.0,60.0,1367.0,230.0,2022-04-09 05:07:36.000,0.23.3,,4750.0,162.0,2404.0,2371.0,36.0,https://pypi.org/project/sos-notebook,2022-04-09 05:07:36.000,33.0,2153.0,https://anaconda.org/conda-forge/sos,2022-06-22 20:53:41.164,109077.0,2.0,,,,,,,,,,,,,,,,,,,,,,
37,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2022-06-30 09:25:59.000000,2022-03-28 15:25:07,751.0,,393.0,80.0,194.0,142.0,284.0,3294.0,2020-10-29 01:31:20.000,5.7.1,,9828.0,30.0,2060.0,1893.0,41.0,https://pypi.org/project/RISE,2022-03-28 15:29:03.000,167.0,5878.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,205154.0,2.0,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,,5.0,,,,,,,,1.0,,,,,,,,,
