,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,cran_id,pypi,go_id,go_url,gem_id,hex_id,bitbucket_id
239,jupyterlite,Wasm powered Jupyter running in the browser.,https://github.com/jtpio/jupyterlite,,notebook-environments,13,True,,jtpio/jupyterlite,,https://github.com/jtpio/jupyterlite,BSD-3-Clause,2021-07-08 07:21:45.000,2023-06-07 13:02:51.000000,2023-05-13 15:24:43,2559.0,22.0,6.0,,5.0,,,84.0,,,,,,,,47.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
240,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,13,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-12-08 05:01:00.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,53.0,17.0,17.0,82.0,,,,42.0,,30.0,30.0,16.0,https://pypi.org/project/niwidgets,42.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
241,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,13,True,allthekernels,minrk/allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,MIT,2016-03-15 15:30:49.000,2023-06-16 16:16:46.289000,2022-08-22 11:55:16,54.0,,14.0,10.0,12.0,3.0,8.0,73.0,,,,198.0,3.0,5.0,5.0,9.0,https://pypi.org/project/allthekernels,70.0,https://anaconda.org/conda-forge/allthekernels,2023-06-16 16:16:46.289,5889.0,3.0,,,,,,,,,,,,,,,,,,,,,,
242,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,13,False,sshkernel,NII-cloud-operation/sshkernel,,https://github.com/NII-cloud-operation/sshkernel,BSD-3-Clause,2019-02-12 02:46:14.000,2021-11-04 09:42:14.000000,2021-11-04 09:33:21,398.0,,13.0,4.0,20.0,2.0,7.0,59.0,2021-11-04 09:42:14.000,0.11.1,,124.0,15.0,7.0,7.0,4.0,https://pypi.org/project/sshkernel,124.0,,,,3.0,,,,,,,2021-11-04 09:42:14.000,,,,,,,,,,,,,,,
243,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2023-04-05 16:09:42.000000,2023-04-05 16:09:42,36.0,1.0,52.0,11.0,25.0,18.0,14.0,58.0,2022-03-02 16:00:43.000,1.0.1,,,2.0,10.0,10.0,17.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
244,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,13,False,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,191.0,,15.0,5.0,50.0,8.0,6.0,55.0,2019-09-05 11:54:07.000,0.4.0,,125.0,11.0,4.0,2.0,8.0,,,,,,3.0,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,2020-01-17 14:43:21.930,2.0,125.0,,,,,,,,,,,,,,,,,
245,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,40.0,7.0,14.0,9.0,8.0,49.0,,,,183.0,1.0,15.0,12.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,183.0,,,,3.0,,,,,,,2018-01-25 07:43:22.000,3.0,,,,,,,,,,,,,,
246,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,13,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2023-06-16 19:19:03.137000,2023-04-25 21:15:32,251.0,2.0,5.0,2.0,67.0,2.0,22.0,45.0,2022-04-11 19:07:46.000,0.3.4,,524.0,13.0,6.0,6.0,2.0,https://pypi.org/project/jupyterlab-commands,248.0,https://anaconda.org/conda-forge/jupyterlab_commands,2023-06-16 19:19:03.137,10230.0,3.0,,,,,,,,,,,,,,,,,,,,,,
247,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,13,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,5.0,2.0,6.0,2.0,27.0,2017-04-29 22:45:46.000,0.3.1,,2288.0,4.0,131.0,114.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,2288.0,,,,3.0,,,,,,,2017-04-29 22:45:46.000,17.0,,,,,,,,,,,,,,
248,ipyaggrid,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,13,False,ipyaggrid,DGothrek/ipyaggrid,,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2023-06-16 14:16:31.359000,2019-05-06 04:27:05,47.0,,2.0,1.0,,6.0,,13.0,2023-06-16 14:18:00.491,0.4.1,,6818.0,45.0,12.0,,2.0,https://pypi.org/project/ipyaggrid,5954.0,,,,3.0,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,2023-06-16 14:16:31.359,,864.0,,2022-12-17 16:24:31.588,12.0,,,,,,,,,,,,,,
249,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,20.0,,9.0,6.0,5.0,1.0,,8.0,2017-08-30 13:12:25.000,1.0.0,,1600.0,1.0,104.0,95.0,7.0,https://pypi.org/project/nullauthenticator,1600.0,,,,3.0,,,,,,,2017-08-30 13:12:25.000,9.0,,,,,,,,,,,,,,
250,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,12,False,pigeon-jupyter,agermanidis/pigeon,,https://github.com/agermanidis/pigeon,Apache-2.0,2017-09-05 00:04:14.000,2023-02-02 16:47:59.000000,2017-09-05 17:22:02,2.0,,69.0,11.0,6.0,10.0,,721.0,,,,706.0,,27.0,27.0,,https://pypi.org/project/pigeon-jupyter,706.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
251,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,12,True,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-02-28 12:13:09.000000,2022-11-28 19:10:54,345.0,,30.0,13.0,46.0,9.0,18.0,477.0,,,,30.0,,2.0,2.0,13.0,,,,,,3.0,nbgather,https://www.npmjs.com/package/nbgather,,,30.0,,,,,,,,,,,,,,,,,
252,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,False,jupyter-manim,krassowski/jupyter-manim,,https://github.com/krassowski/jupyter-manim,MIT,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,42.0,,11.0,14.0,9.0,6.0,19.0,187.0,2020-04-12 11:15:09.000,1.3,,155.0,6.0,,,5.0,https://pypi.org/project/jupyter-manim,155.0,,,,3.0,,,,,,,2020-04-12 11:15:32.000,,,,,,,,,,,,,,,
253,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,False,,treebeardtech/nbmake-action,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,9.0,,6.0,8.0,41.0,,24.0,153.0,2020-12-11 15:26:11.000,0.2.1,,,5.0,30.0,30.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
254,jupyterlab-theme-solarized-dark,JupyterLab Theme Solarized Dark.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,12,True,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,BSD-3-Clause,2020-04-05 12:18:48.000,2023-06-09 15:01:15.000000,2023-06-09 13:47:24,97.0,7.0,9.0,2.0,29.0,2.0,2.0,82.0,2021-09-26 00:52:38.000,2.0.1,,9092.0,9.0,2.0,2.0,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,6963.0,,,,2.0,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,,,2129.0,,,,,,,,,,,,,,,,,
255,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,12,False,jupyterlab-quickopen,parente/jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,BSD-3-Clause,2018-12-04 01:00:58.000,2023-03-06 08:21:01.000000,2021-12-12 18:25:55,56.0,,9.0,1.0,38.0,7.0,,76.0,2021-12-12 18:33:03.000,1.2.0,,473.0,9.0,5.0,2.0,5.0,https://pypi.org/project/jupyterlab-quickopen,441.0,,,,3.0,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,2020-03-20 12:56:10.580,2.0,32.0,,2021-12-12 18:33:03.000,1.0,,,,,,,,,,,,,,
256,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,12,False,jupyterlab-kernelspy,jupyterlab-contrib/jupyterlab-kernelspy,conda-forge/jupyterlab-kernelspy,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,2018-04-20 16:11:58.000,2023-06-16 19:26:42.180000,2023-03-15 08:45:23,142.0,,9.0,7.0,74.0,2.0,11.0,70.0,2022-04-19 08:14:02.000,3.1.0,,880.0,5.0,6.0,6.0,4.0,https://pypi.org/project/jupyterlab-kernelspy,258.0,https://anaconda.org/conda-forge/jupyterlab-kernelspy,2023-06-16 19:26:42.180,9633.0,3.0,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,,,204.0,,,,,,,,,,,,,,,,,
257,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,12,False,jupyterlab-python-file,jtpio/jupyterlab-python-file,conda-forge/jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2023-06-16 19:22:55.197000,2021-08-27 11:18:51,92.0,,11.0,2.0,41.0,1.0,8.0,53.0,2021-06-23 21:13:28.000,0.5.5,96.0,1059.0,6.0,2.0,2.0,4.0,https://pypi.org/project/jupyterlab-python-file,554.0,https://anaconda.org/conda-forge/jupyterlab-python-file,2023-06-16 19:22:55.197,9948.0,3.0,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,,,192.0,,,,,,,,,,,,,,,,,
258,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,12,False,jhub_remote_user_authenticator,cwaldbieser/jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,GPL-3.0,2015-11-04 03:17:18.000,2022-03-31 20:04:45.000000,2019-04-16 20:10:44,27.0,,26.0,3.0,7.0,8.0,11.0,38.0,2018-09-27 22:26:32.000,0.1.0,,255.0,3.0,2.0,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,255.0,,,,3.0,,,,,,,2018-09-27 22:26:32.000,2.0,,,,,,,,,,,,,,
259,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,11,False,,datitran/jupyter2slides,,https://github.com/datitran/jupyter2slides,MIT,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,11.0,,166.0,52.0,1.0,11.0,4.0,784.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
260,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,11,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-12-06 19:48:00.000000,2019-08-14 17:21:34,87.0,,34.0,20.0,48.0,40.0,20.0,292.0,,,,56.0,,2.0,2.0,6.0,,,,,,3.0,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,,,56.0,,,,,,,,,,,,,,,,,
261,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,11,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-12-25 22:31:58.000000,2022-12-25 22:31:58,56.0,,9.0,6.0,1.0,1.0,,155.0,,,,428.0,,8.0,8.0,2.0,https://pypi.org/project/notebookjs,58.0,,,,3.0,notebookjs,https://www.npmjs.com/package/notebookjs,,,370.0,,,,,,,,,,,,,,,,,
262,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,11,True,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2023-03-14 15:24:31.000000,2022-08-28 15:36:59,45.0,,7.0,5.0,22.0,2.0,11.0,143.0,,,,566.0,,3.0,3.0,4.0,,,,,,2.0,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,,,566.0,,,,,,,,,,,,,,,,,
263,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,11,False,ipymaterialui,maartenbreddels/ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,MIT,2018-11-23 18:33:20.000,2022-12-30 02:57:55.000000,2019-10-29 13:53:37,74.0,,14.0,9.0,32.0,7.0,3.0,84.0,2019-08-09 15:57:25.000,0.1.1,,52.0,1.0,7.0,7.0,3.0,https://pypi.org/project/ipymaterialui,44.0,,,,3.0,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,,,8.0,,,,,,,,,,,,,,,,,
264,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-04-25 21:15:23.000000,2023-04-25 21:15:21,213.0,2.0,2.0,3.0,45.0,4.0,32.0,52.0,2022-03-15 23:37:08.839,0.2.4,,113.0,16.0,2.0,,2.0,https://pypi.org/project/jupyterlab_email,79.0,,,,3.0,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,2022-03-15 23:37:08.839,2.0,34.0,,2022-03-15 23:37:04.000,,,,,,,,,,,,,,,
265,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,11,True,pidgy,deathbeds/pidgy,,https://github.com/deathbeds/pidgy,BSD-3-Clause,2018-02-26 20:44:05.000,2023-03-03 03:07:52.000000,2023-02-23 20:39:47,359.0,,7.0,5.0,55.0,9.0,12.0,40.0,2020-04-23 22:24:45.000,🐼,1.0,115.0,9.0,1.0,1.0,3.0,https://pypi.org/project/pidgy,115.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
266,CAS Authenticator,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,11,False,jhub_cas_authenticator,cwaldbieser/jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,GPL-3.0,2017-09-17 19:17:08.000,2023-03-17 18:54:21.000000,2023-03-17 18:52:39,43.0,,11.0,4.0,8.0,3.0,12.0,21.0,2020-03-27 22:25:50.000,1.0.2,,213.0,7.0,1.0,,4.0,https://pypi.org/project/jhub_cas_authenticator,213.0,,,,3.0,,,,,,,2020-03-27 22:25:50.000,1.0,,,,,,,,,,,,,,
267,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,11,False,jupyterhub-yarnspawner,jupyterhub/yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,BSD-3-Clause,2018-12-18 19:31:03.000,2023-06-16 16:13:13.990000,2019-07-16 16:58:16,37.0,,15.0,7.0,13.0,6.0,4.0,19.0,2019-07-01 16:01:55.000,0.4.0,,770.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,110.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2023-06-16 16:13:13.990,35015.0,3.0,,,,,,,2019-07-01 16:01:55.000,,,,,,,,,,,,,,,
268,remote_ikernel,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,11,False,remote_ikernel,tdaff/remote_ikernel,,https://github.com/tdaff/remote_ikernel,BSD-2-Clause,2017-07-11 14:29:42.000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16,78.0,,12.0,2.0,4.0,11.0,18.0,13.0,2021-12-15 16:24:07.577,0.2.5,,212.0,19.0,4.0,,7.0,https://pypi.org/project/remote_ikernel,212.0,,,,3.0,,,,,,,2017-08-10 16:57:34.000,4.0,,,,,,,,,,,,,,tdaff/remote_ikernel
269,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,11,False,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,Apache-2.0,2020-06-18 03:08:16.885,2023-06-16 19:20:23.415000,2023-05-23 20:01:16,689.0,25.0,,1.0,,,,11.0,,,,1087.0,8.0,,,7.0,https://pypi.org/project/tributary,227.0,https://anaconda.org/conda-forge/tributary,2023-06-16 19:20:23.415,30982.0,3.0,,,,,,,,,,,,,,,-6.0,,,,,,,
270,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,11,False,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2023-01-06 07:40:00.935000,2023-01-06 07:29:25,42.0,,3.0,9.0,6.0,,,4.0,2023-01-06 07:40:00.935,0.4.2,,54.0,7.0,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,54.0,,,,3.0,,,,,,,2023-01-06 07:40:00.935,,,,,,,,,,,,,,,
271,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,10,False,,zabirauf/icsharp,,https://github.com/zabirauf/icsharp,Apache-2.0,2014-09-22 07:57:50.000,2022-06-22 17:44:39.000000,2018-09-23 04:19:45,45.0,,59.0,20.0,19.0,33.0,13.0,275.0,,,,,,,,10.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
272,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,10,False,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11.0,6.0,2.0,,5.0,159.0,,,,131.0,,8.0,8.0,3.0,https://pypi.org/project/ipyexperiments,131.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
273,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,10,True,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,https://github.com/oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,2018-03-07 23:24:13.000,2023-02-03 23:15:09.000000,2022-12-16 18:48:15,52.0,,16.0,8.0,14.0,2.0,15.0,144.0,,,,974.0,,7.0,7.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,672.0,,,,2.0,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,,,302.0,,,,,,,,,,,,,,,,,
274,jupyterlab_darkside_ui,Darkside ui and syntax theme for jupyterlab.,https://github.com/dunovank/jupyterlab_darkside_ui,,lab-themes,10,True,jupyterlab_darkside_ui,dunovank/jupyterlab_darkside_ui,,https://github.com/dunovank/jupyterlab_darkside_ui,BSD-3-Clause,2021-04-22 15:57:16.000,2023-05-30 13:40:31.000000,2023-05-30 13:40:30,31.0,2.0,9.0,4.0,5.0,,5.0,107.0,,,,463.0,,,,6.0,https://pypi.org/project/jupyterlab_darkside_ui,463.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
275,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,10,True,jupyterlab-horizon-theme,mohirio/jupyterlab-horizon-theme,,https://github.com/mohirio/jupyterlab-horizon-theme,BSD-3-Clause,2019-06-07 08:46:59.000,2023-03-15 07:22:49.000000,2022-12-05 12:53:32,49.0,,4.0,1.0,10.0,,6.0,72.0,,,,1153.0,,2.0,2.0,3.0,https://pypi.org/project/jupyterlab-horizon-theme,423.0,,,,2.0,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,,,730.0,,,,,,,,,,,,,,,,,
276,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,10,False,,jtpio/jupyterlab-topbar,,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2023-03-18 12:46:33.000000,2021-12-07 08:56:36,217.0,,2.0,,,,,5.0,,,,3321.0,,,,4.0,,,,,,3.0,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,,,3321.0,,,,,,,,,,,,,,,,,
277,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,9,False,,line/jnotebook_reader,,https://github.com/line/jnotebook_reader,Apache-2.0,2020-10-30 02:50:59.000,2022-12-06 05:30:25.000000,2022-12-06 05:30:25,15.0,,16.0,14.0,14.0,1.0,4.0,101.0,2021-02-10 02:34:21.000,1.0.2,,,3.0,,,7.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
278,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,9,False,,jtpio/jupyterlab-python-bytecode,,https://github.com/jtpio/jupyterlab-python-bytecode,BSD-3-Clause,2018-09-29 19:55:49.000,2023-01-03 15:16:54.000000,2020-10-16 21:38:08,114.0,,6.0,2.0,48.0,2.0,3.0,59.0,2020-03-12 15:14:07.198,1.0.0,,13.0,12.0,4.0,2.0,2.0,,,,,,3.0,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,2020-03-12 15:14:07.198,2.0,13.0,,,,,,,,,,,,,,,,,
279,Jupyter Helpers,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,9,False,jupyter_helpers,krassowski/jupyter-helpers,,https://github.com/krassowski/jupyter-helpers,MIT,2019-03-17 22:11:35.000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57,27.0,,3.0,4.0,1.0,3.0,2.0,45.0,2021-02-10 16:37:32.000,0.2.3,,81.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,81.0,,,,3.0,,,,,,,2021-02-10 16:37:32.000,,,,,,,,,,,,,,,
280,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,9,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,,2017-07-10 14:34:03.000,2023-06-19 17:41:08.000000,2020-10-31 19:46:42,196.0,,4.0,2.0,282.0,2.0,4.0,33.0,2018-05-20 05:09:14.000,0.1.6,,42.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,42.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
281,Keberos Authenticator,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,9,False,jupyterhub-kerberosauthenticator,jupyterhub/kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,BSD-3-Clause,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,21.0,,5.0,3.0,7.0,3.0,2.0,10.0,2019-07-01 16:05:41.987,0.2.0,,196.0,2.0,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,196.0,,,,3.0,,,,,,,2019-07-01 16:05:41.987,,,,,,,,,,,,,,,
282,Jupyter Black,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,True,,drillan/jupyter-black,,https://github.com/drillan/jupyter-black,BSD-3-Clause,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,10.0,,24.0,4.0,3.0,10.0,13.0,426.0,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
283,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,8,False,ipyannotate,ipyannotate/ipyannotate,,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2023-01-06 01:35:32.000000,2020-09-20 09:38:39,27.0,,13.0,5.0,27.0,4.0,,137.0,,,,325.0,,,,3.0,https://pypi.org/project/ipyannotate,320.0,,,,3.0,ipyannotate,https://www.npmjs.com/package/ipyannotate,,,5.0,,,,,,,,,,,,,,,,,
