,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
38,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,29,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-06-13 11:49:38.000000,2023-06-13 11:49:38,2675.0,56.0,322.0,47.0,777.0,156.0,351.0,1501.0,2022-10-18 19:01:00.000,2022.10.0,,2886.0,12.0,185.0,185.0,118.0,https://pypi.org/project/jupyter-repo2docker,2886.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
39,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,29,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-06-24 20:20:54.000000,2023-06-23 15:45:52,1838.0,11.0,264.0,37.0,665.0,98.0,462.0,1277.0,2022-12-15 13:25:32.000,0.41.0,14.0,136087.0,49.0,21.0,21.0,86.0,https://pypi.org/project/jupyterlab-git,108517.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-06-16 16:12:20.095,442503.0,1.0,@jupyterlab/git,,,https://www.npmjs.com/package/@jupyterlab/git,,,19376.0,,,,,,,,,,,,,,,,
40,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,29,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-06-29 02:34:14.000000,2023-06-27 20:20:16,1656.0,127.0,233.0,21.0,1867.0,70.0,222.0,878.0,2023-06-10 03:55:48.000,0.28.0,,5137.0,46.0,62.0,59.0,38.0,https://pypi.org/project/raiwidgets,5137.0,,,,2.0,,2023-01-18 23:21:09.936,3.0,,,,,,,,,,,,,,,,,,,,
41,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,28,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-06-29 00:27:35.000000,2023-06-28 20:58:44,5667.0,133.0,738.0,110.0,1476.0,83.0,554.0,6442.0,,,,17526.0,40.0,11.0,11.0,89.0,https://pypi.org/project/perspective-python,5699.0,https://anaconda.org/conda-forge/perspective,2023-06-06 11:18:11.825,386753.0,1.0,@finos/perspective-jupyterlab,,,https://www.npmjs.com/package/@finos/perspective-jupyterlab,,,1084.0,,,,,,,,,,,,,,,,
42,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,28,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-06-16 13:23:56.494000,2021-01-21 14:02:57,1689.0,,386.0,123.0,3797.0,349.0,4175.0,2760.0,2022-06-15 11:25:51.000,2.3.13,34.0,17718.0,55.0,22.0,,81.0,https://pypi.org/project/beakerx,6585.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,601770.0,2.0,beakerx,2022-06-15 11:25:51.000,22.0,https://www.npmjs.com/package/beakerx,,,227.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249129.0,,,,,,,,,,,
43,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,False,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-06-28 08:57:13.000000,2023-04-30 15:45:30,2000.0,19.0,145.0,46.0,365.0,65.0,237.0,2472.0,2023-04-30 16:02:31.000,3.2.1,,250085.0,23.0,122.0,122.0,45.0,https://pypi.org/project/nbdime,200110.0,https://anaconda.org/conda-forge/nbdime,2023-06-16 13:24:46.315,873942.0,2.0,nbdime-jupyterlab,,,https://www.npmjs.com/package/nbdime-jupyterlab,,,38771.0,,,,,,,-4.0,,,,,,,,,
44,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,28,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,160.0,42.0,374.0,165.0,260.0,1031.0,2019-12-04 15:06:08.000,1.1.18,,16671.0,19.0,257.0,257.0,33.0,https://pypi.org/project/pixiedust,15589.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,46549.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
45,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,28,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-06-29 00:45:44.000000,2022-10-21 14:50:27,161.0,,237.0,41.0,46.0,52.0,26.0,927.0,2022-04-01 20:13:44.000,0.4.2,96.0,490003.0,14.0,3121.0,3048.0,10.0,https://pypi.org/project/jupyter-dash,470994.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,330622.0,2.0,jupyterlab-dash,2022-04-01 20:05:08.000,71.0,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,2.0,8342.0,,,,,,,,,,,,,,,,
46,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,28,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-06-25 13:58:35.934000,2023-06-23 10:12:56,2562.0,9.0,252.0,34.0,599.0,158.0,195.0,319.0,2023-06-23 10:13:15.000,8.3.0,1155.0,21430844.0,60.0,,,128.0,https://pypi.org/project/jupyter-client,20968112.0,https://anaconda.org/conda-forge/jupyter_client,2023-06-25 13:58:35.934,16193827.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
47,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,28,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-06-20 14:53:13.483000,2023-06-15 19:17:00,7588.0,5.0,35.0,8.0,68.0,62.0,1377.0,253.0,2019-05-21 01:06:30.000,0.9.11,,5739.0,56.0,4298.0,4298.0,36.0,https://pypi.org/project/sos-notebook,1640.0,https://anaconda.org/conda-forge/sos,2023-06-20 14:53:13.483,151681.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
48,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,27,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2023-06-26 20:07:16.000000,2023-06-21 16:53:46,10437.0,17.0,581.0,104.0,2560.0,259.0,2183.0,7088.0,2023-05-19 13:34:12.000,0.14.0,8839.0,7589.0,98.0,,,312.0,https://pypi.org/project/xonsh,7500.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
49,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,27,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2023-06-16 16:08:00.950000,2020-04-07 18:56:49,405.0,,419.0,88.0,104.0,175.0,126.0,2966.0,2020-04-07 16:43:54.000,1.3.1,,77284.0,73.0,89.0,,30.0,https://pypi.org/project/qgrid,70709.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,388234.0,2.0,qgrid,2020-04-07 16:43:54.000,86.0,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,3.0,509.0,,,,,,,,,,,,,,,,
50,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,27,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-06-29 12:42:47.000000,2023-06-29 12:42:46,1362.0,264.0,236.0,61.0,852.0,123.0,203.0,1526.0,2023-05-15 14:58:56.000,0.13.14,2008.0,213.0,60.0,,,40.0,,,,,,1.0,,,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-06-21 16:23:01.324534,6.0,17740.0,,,,,,,,,,,
51,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,27,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-06-28 22:56:30.000000,2023-06-28 22:56:29,8099.0,163.0,218.0,44.0,3673.0,548.0,8462.0,1054.0,2022-10-12 16:44:26.000,2022.09.120,,2143.0,32.0,,,262.0,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,57863.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
52,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,27,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2023-06-18 21:06:47.000000,2023-06-18 21:06:46,488.0,50.0,53.0,6.0,136.0,22.0,162.0,716.0,2023-05-21 13:17:02.977,2.2.1,,77637.0,62.0,17.0,,42.0,https://pypi.org/project/jupyterlab_code_formatter,62570.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2023-06-16 16:15:01.154,645696.0,1.0,@ryantam626/jupyterlab_code_formatter,2022-08-10 21:15:00.665,15.0,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2023-04-16 18:07:15.321,2.0,2154.0,,,,,,,,,,,,,,,,
53,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,27,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2023-06-21 15:12:16.593000,2023-06-20 20:41:31,1431.0,6.0,122.0,24.0,603.0,31.0,427.0,696.0,2023-06-20 20:42:37.000,3.0.6,270.0,35055.0,78.0,58.0,5.0,37.0,https://pypi.org/project/nglview,11123.0,https://anaconda.org/conda-forge/nglview,2023-06-21 15:12:16.593,625896.0,2.0,nglview-js-widgets,2021-06-11 00:32:29.000,49.0,https://www.npmjs.com/package/nglview-js-widgets,2023-06-20 20:36:32.803,4.0,6544.0,,,,,,,,,,,,,,,,
54,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,27,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2023-06-29 14:07:34.000000,2023-06-29 13:21:17,12146.0,780.0,75.0,21.0,919.0,665.0,313.0,642.0,2023-04-28 21:31:24.000,0.19.0,,1378.0,14.0,,,61.0,https://pypi.org/project/lfortran,83.0,https://anaconda.org/conda-forge/lfortran,2023-06-16 16:16:06.531,60875.0,1.0,,2020-07-31 19:39:55.000,,,,,,,,,,,,,,,,,,,,,
55,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,27,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-06-26 11:37:45.000000,2023-06-08 09:14:31,408.0,51.0,76.0,27.0,419.0,110.0,144.0,534.0,2023-03-02 22:39:14.000,0.32.6,83.0,12039.0,50.0,255.0,255.0,7.0,https://pypi.org/project/itkwidgets,5515.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,332461.0,2.0,itkwidgets,,,https://www.npmjs.com/package/itkwidgets,,,478.0,,,,,,,,,,,,,,,,
56,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,27,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-06-16 16:11:56.911000,2023-06-01 09:50:05,684.0,28.0,300.0,27.0,224.0,22.0,242.0,455.0,2021-12-15 16:31:08.730,0.0.1,,12972.0,16.0,186.0,160.0,66.0,https://pypi.org/project/dockerspawner,12646.0,https://anaconda.org/conda-forge/dockerspawner,2023-06-16 16:11:56.911,17964.0,2.0,,2021-07-22 10:16:21.000,26.0,,,,,,,,,,,,,,,,,,,,
57,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,27,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-06-16 19:23:30.171000,2023-05-25 20:05:27,210.0,18.0,37.0,5.0,65.0,19.0,71.0,250.0,2023-03-22 23:11:09.606,0.24.1,,76416.0,30.0,1337.0,1285.0,19.0,https://pypi.org/project/mkdocs-jupyter,75110.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-06-16 19:23:30.171,40492.0,2.0,,2022-09-23 17:23:00.717,52.0,,,,,,,,,,,,,,,,,,,,
58,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,26,False,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-06-20 16:47:58.000000,2022-05-21 19:17:40,690.0,,342.0,92.0,260.0,73.0,159.0,4627.0,2022-02-19 00:48:20.000,0.5.1,,13480.0,18.0,150.0,149.0,20.0,https://pypi.org/project/lux-api,12311.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,19476.0,2.0,luxwidget,2022-02-19 00:46:49.000,1.0,https://www.npmjs.com/package/luxwidget,,,474.0,,,,,,,,,,,,,,,,
59,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-06-27 23:17:11.000000,2023-06-27 23:17:10,2211.0,57.0,870.0,91.0,939.0,25.0,305.0,2355.0,2023-06-14 07:47:39.000,46be4b76d45141f69af2ebc251b6603c4d3eed30045028e54eabb43c5e9e1795,,1984.0,100.0,,,148.0,,,,,,3.0,,,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-06-14 07:48:28.692476,169.0,194500.0,,,,,,,,,,,
60,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,98718.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,98718.0,,,,3.0,,2022-09-02 21:15:20.926,12.0,,,,,,,,,,,,,,,,,,,,
61,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,26,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2023-06-26 21:39:25.000000,2023-06-22 19:04:56,686.0,11.0,36.0,8.0,541.0,8.0,277.0,811.0,2023-04-02 18:19:00.749,1.7.0,,93264.0,87.0,24.0,,29.0,https://pypi.org/project/nbqa,89863.0,https://anaconda.org/conda-forge/nbqa,2023-06-16 19:23:19.382,108855.0,2.0,,2022-03-09 09:31:55.000,24.0,,,,,,,,,,,,,,,,,,,,
62,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,26,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2023-06-29 06:37:29.000000,2023-06-22 07:32:51,10566.0,178.0,39.0,25.0,1034.0,77.0,562.0,677.0,2023-06-22 06:49:21.000,2.0.0-alpha.5,3986.0,398.0,100.0,9.0,,36.0,,,,,,2.0,stencila,,,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,9.0,94.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,,,,,
63,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,26,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-06-25 17:12:22.000000,2023-06-25 17:10:39,207.0,10.0,38.0,10.0,98.0,17.0,72.0,471.0,2023-06-11 13:28:34.000,1.5.3,,72554.0,38.0,266.0,266.0,6.0,https://pypi.org/project/itables,71370.0,https://anaconda.org/conda-forge/itables,2023-06-11 15:02:14.701,20144.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
64,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,26,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2023-06-16 13:21:45.404000,2023-03-02 17:55:59,566.0,,128.0,40.0,201.0,15.0,167.0,444.0,2023-02-06 19:50:03.769,2.5.2,135.0,14182.0,28.0,43.0,37.0,44.0,https://pypi.org/project/jupyter-kernel-gateway,11735.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2023-06-16 13:21:45.404,198087.0,1.0,,2021-08-24 23:55:16.000,6.0,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,
65,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-05-02 00:17:16.000000,2023-04-17 04:04:39,1329.0,4.0,710.0,175.0,475.0,129.0,167.0,5341.0,2023-02-22 03:49:00.886,0.9.3,,578.0,33.0,1.0,,73.0,https://pypi.org/project/knowledge-repo,578.0,,,,2.0,,2022-04-20 02:55:58.000,1.0,,,,,,,,,,,,,,,,,,,,
66,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,25,False,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-06-16 16:08:42.704000,2023-04-07 08:27:12,764.0,2.0,414.0,83.0,199.0,154.0,288.0,3557.0,,,,13151.0,9.0,2502.0,2502.0,44.0,https://pypi.org/project/RISE,8897.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,271983.0,2.0,rise-reveal,,,https://www.npmjs.com/package/rise-reveal,,,5.0,,,,,,,-3.0,,,,,,,,,
67,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,25,False,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,,2021-12-20 13:43:44.000,2023-06-28 13:32:18.000000,2023-06-28 13:32:14,730.0,86.0,187.0,43.0,19.0,29.0,278.0,3275.0,2023-06-05 11:41:41.000,2.3.1,,645.0,37.0,46.0,46.0,8.0,https://pypi.org/project/mljar-mercury,645.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
68,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,25,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2023-06-28 20:44:17.000000,2023-06-28 20:44:15,4771.0,238.0,322.0,66.0,1641.0,402.0,923.0,2457.0,2023-06-13 20:52:14.000,1.0.4313020,425.0,16.0,22.0,,,112.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
69,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-05-25 18:41:39.000000,2023-01-27 08:04:32,1494.0,,527.0,93.0,459.0,174.0,405.0,2131.0,,,,21405.0,,12.0,12.0,96.0,,,,,,2.0,,,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,32.0,2782708.0,,,,,,,,,,,
70,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,25,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-06-27 09:24:32.000000,2023-06-02 14:30:26,1002.0,7.0,230.0,52.0,122.0,183.0,131.0,1865.0,,,,62124.0,20.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,54477.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,433887.0,2.0,ipyvolume,,,https://www.npmjs.com/package/ipyvolume,,,1938.0,,,,,,widgetti/ipyvolume,,,,,,,,,,
71,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,25,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-06-29 10:39:05.466457,2023-03-06 15:57:54,599.0,,293.0,62.0,144.0,70.0,517.0,1628.0,2023-01-20 20:54:32.000,1.3.2,,15826.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2023-06-16 13:05:29.034,129846.0,2.0,,,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-06-29 10:39:05.466457,54.0,1624302.0,,,IRkernel,,,,,,,,
72,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,25,False,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2023-06-16 13:20:40.292000,2023-06-10 07:46:30,525.0,11.0,115.0,19.0,69.0,60.0,33.0,945.0,2023-05-05 07:10:14.000,0.6.3,,426451.0,14.0,446.0,446.0,23.0,https://pypi.org/project/jupyter_nbextensions_configurator,408754.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1468884.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
73,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,25,False,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,176.0,39.0,173.0,57.0,173.0,878.0,2022-08-31 09:02:38.000,2.4.1,,87959.0,18.0,26.0,26.0,30.0,https://pypi.org/project/pythreejs,77858.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,491677.0,2.0,jupyter-threejs,,,https://www.npmjs.com/package/jupyter-threejs,,,4317.0,,,,,,,,,,,,,,,,
74,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,25,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-06-16 13:25:29.052000,2023-05-23 17:25:44,119.0,20.0,84.0,13.0,46.0,19.0,28.0,811.0,2023-05-23 19:02:01.083,2.4.2,,21394.0,25.0,2025.0,1939.0,18.0,https://pypi.org/project/watermark,18131.0,https://anaconda.org/conda-forge/watermark,2023-06-16 13:25:29.052,261102.0,2.0,,2022-05-27 13:55:46.000,86.0,,,,,,,,,,,,,,,,,,,,
75,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,25,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-06-20 08:25:25.000000,2023-06-20 08:17:33,356.0,4.0,95.0,8.0,120.0,38.0,39.0,374.0,2023-02-20 14:54:36.000,0.7.2,221.0,41750.0,11.0,389.0,389.0,32.0,https://pypi.org/project/jupyter-resource-usage,27696.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,537670.0,1.0,@jupyter-server/resource-usage,,,https://www.npmjs.com/package/@jupyter-server/resource-usage,,,261.0,,,,,,,,,,,,,,,,
76,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,25,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-06-16 13:18:03.216000,2023-06-01 02:37:20,636.0,18.0,62.0,32.0,391.0,13.0,91.0,350.0,2023-04-12 02:09:01.110,4.0.0,,18189.0,40.0,84.0,2.0,14.0,https://pypi.org/project/vega,11533.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,559131.0,2.0,,2022-02-10 02:01:39.000,82.0,,,,,,,,,,,5.0,,,,,,,,,
77,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-06-16 16:15:58.169000,2023-04-26 08:52:00,246.0,27.0,50.0,15.0,74.0,57.0,131.0,298.0,2022-02-07 15:18:40.000,1.8.2,,118869.0,31.0,835.0,835.0,12.0,https://pypi.org/project/ipyvuetify,107328.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,130862.0,2.0,jupyter-vuetify,,,https://www.npmjs.com/package/jupyter-vuetify,,,8757.0,,,,,,widgetti/ipyvuetify,,,,,,,,,,
