,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,trending,updated_github_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
176,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,17,True,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,2019-09-07 00:30:49.000,2021-12-02 10:44:42.000000,2021-08-23 11:44:08,105.0,,105.0,16.0,14.0,42.0,24.0,738.0,2021-08-23 11:45:07.000,1.2.3,,7973.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,MIT,2021-08-23 11:45:07.000,,7973.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
177,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,17,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000,2021-12-29 07:49:50.000000,2021-12-29 07:49:50,283.0,9.0,82.0,37.0,56.0,16.0,79.0,725.0,,,,91.0,7.0,,,26.0,,MIT,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,2753.0,3.0,,,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,356.0,,,,,,,,,,,,
178,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000,2022-02-02 17:51:21.000000,2022-02-02 17:40:22,187.0,2.0,53.0,15.0,66.0,27.0,29.0,445.0,2021-05-25 18:05:21.000,0.6.0,,7924.0,100.0,,,15.0,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2022-02-02 17:51:21.000,,3794.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2021-05-30 13:00:25.332,17251.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,,3467.0,,,,,,,,,,,,,,,,,
179,JupyterWith,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,17,True,,tweag/jupyterWith,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000,2022-02-16 05:31:04.000000,2022-02-16 05:31:03,370.0,45.0,73.0,33.0,99.0,40.0,53.0,311.0,,,,,,,,26.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
180,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,17,True,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000,2021-09-18 19:13:12.000000,2021-09-18 19:09:46,18.0,,9.0,11.0,6.0,5.0,5.0,287.0,2021-09-18 19:13:12.000,0.0.3,,4366.0,3.0,136.0,133.0,3.0,https://pypi.org/project/blackcellmagic,MIT,2021-09-18 19:13:12.000,3.0,4300.0,https://anaconda.org/conda-forge/blackcellmagic,2020-08-07 03:01:49.996,1196.0,2.0,,,,,,,,,,,,,,,,,,,,,,
181,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,17,False,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,57.0,,51.0,12.0,16.0,37.0,26.0,267.0,2017-09-08 07:23:49.000,0.4.3,,1492.0,9.0,9.0,,10.0,https://pypi.org/project/nbopen,BSD-3-Clause,2018-04-25 07:36:48.000,9.0,1492.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
182,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,True,,ml-tooling/ml-hub,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,3.0,45.0,14.0,8.0,15.0,11.0,214.0,2020-02-03 15:59:07.000,1.0.0,1767.0,1428.0,8.0,,,7.0,,Apache-2.0,,,,,,,3.0,,,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,43782.0,,,,,,,,,,,,
183,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000,2022-02-12 06:39:31.000000,2021-07-04 21:12:58,69.0,,34.0,12.0,53.0,20.0,10.0,193.0,2021-07-05 14:42:11.336,0.6.1,,4562.0,7.0,9.0,3.0,13.0,https://pypi.org/project/sidecar,BSD-3-Clause,2021-01-15 16:35:10.000,6.0,3636.0,https://anaconda.org/conda-forge/sidecar,2021-03-18 08:13:18.464,6689.0,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,,608.0,,,,,,,,,,,,,,,,,
184,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,True,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,404.0,1.0,43.0,19.0,22.0,14.0,80.0,176.0,2017-06-02 21:19:27.000,0.5.0,78.0,1298.0,15.0,,,9.0,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,75243.0,3.0,,,,,,,,,,,,,,,,,,,,,,
185,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,17,True,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000,2022-02-12 10:37:17.000000,2021-05-22 01:41:35,98.0,,7.0,5.0,20.0,8.0,22.0,162.0,2021-05-22 01:50:04.000,3.1.0,,7094.0,18.0,4.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,BSD-3-Clause,2021-05-22 01:50:04.000,4.0,5031.0,,,,2.0,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041,,2063.0,,,,,,,,,,,,,,,,,
186,igv.js widget,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,2016-07-21 18:44:38.000,2022-02-14 22:03:19.000000,2022-01-26 18:45:40,130.0,13.0,15.0,15.0,8.0,1.0,41.0,144.0,2022-02-07 18:33:52.000,1.0.0,,277.0,9.0,8.0,7.0,5.0,https://pypi.org/project/igv-jupyter,MIT,2022-01-25 21:48:48.000,1.0,277.0,,,,3.0,,,,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,
187,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000,2022-01-22 02:48:54.000000,2021-10-08 10:02:41,150.0,,16.0,8.0,57.0,12.0,33.0,141.0,2021-10-08 10:09:24.361,0.7.2,,4812.0,19.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,BSD-3-Clause,2021-10-08 10:08:30.000,,888.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-10-08 12:51:13.093,19389.0,2.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,,1986.0,,,,,,,,,,,,,,,,,
188,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,17,True,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,2013-10-08 13:16:17.000,2022-01-16 03:04:13.000000,2022-01-16 03:04:13,107.0,22.0,22.0,8.0,32.0,18.0,20.0,128.0,2013-10-13 16:56:18.000,0.1.4,,1093.0,5.0,23.0,17.0,9.0,https://pypi.org/project/ipycache,BSD-3-Clause,2013-10-13 16:56:18.000,6.0,115.0,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623,67537.0,2.0,,,,,,,,,,,,,,,,,,,,,,
189,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,17,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000,2022-01-22 02:51:39.000000,2021-08-10 09:03:01,103.0,,23.0,8.0,29.0,16.0,13.0,87.0,2021-03-03 12:59:31.000,0.2.1,,14568.0,11.0,5.0,,8.0,https://pypi.org/project/ipytree,MIT,2021-03-03 12:59:31.000,5.0,13287.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,29162.0,3.0,ipytree,https://www.npmjs.com/package/ipytree,2021-03-03 12:58:01.218,,448.0,,,,,,,,,,,,,,,,,
190,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,17,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,2019-08-11 10:10:05.000,2022-02-02 15:57:55.000000,2021-12-10 13:35:55,86.0,1.0,11.0,4.0,49.0,2.0,4.0,36.0,2021-11-19 19:10:31.000,1.7.0,,55010.0,23.0,35.0,16.0,3.0,https://pypi.org/project/ipyvue,MIT,2021-10-28 09:32:48.000,9.0,49799.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,42046.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2021-10-28 09:33:39.041,10.0,3810.0,,,,,,,,widgetti/ipyvue,,,,,,,,,
191,mercury,Mercury: easily convert Python notebook to web app and share with others.,https://github.com/mljar/mercury,,notebook-tools,16,False,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,2021-12-20 13:43:44.000,2022-02-17 14:09:43.000000,2022-02-17 14:09:43,110.0,110.0,55.0,17.0,9.0,11.0,25.0,1043.0,2022-02-17 09:46:55.000,0.4.1,,658.0,14.0,,,4.0,https://pypi.org/project/mljar-mercury,,2022-02-17 09:45:36.000,,658.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
192,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,66.0,90.0,39.0,46.0,1041.0,,,,1959.0,,,,9.0,,Apache-2.0,,,,,,,3.0,,,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131270.0,,,,,,,,,,,,
193,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,16,True,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,20.0,12.0,3.0,2.0,3.0,973.0,2017-08-19 16:11:38.000,0.0.2,,2808.0,2.0,24.0,24.0,3.0,https://pypi.org/project/py-heat-magic,MIT,2017-08-19 16:11:38.000,,2808.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
194,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,True,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38,57.0,,31.0,63.0,25.0,11.0,11.0,550.0,2018-01-08 14:52:15.000,0.1.15,,1246.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000,2.0,1246.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
195,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,16,False,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000,2022-02-07 06:35:57.000000,2019-03-17 04:32:05,38.0,,37.0,22.0,5.0,2.0,14.0,440.0,2018-03-28 15:38:57.000,0.3.0,,342.0,9.0,,,3.0,https://pypi.org/project/py_d3,MIT,2018-03-28 15:38:57.000,,342.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
196,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,16,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2022-02-12 21:50:08.000000,2020-01-04 12:02:35,634.0,,44.0,13.0,84.0,44.0,37.0,364.0,2020-01-04 11:56:53.000,0.3.3,,622.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,MIT,2020-01-04 11:56:53.000,,622.0,,,,3.0,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,2019-08-11 12:22:58.915,,,,,,,,,,,,,,,,,,,
197,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,16,True,,chaoleili/jupyterlab_tensorboard,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000,2022-01-22 02:42:37.000000,2021-02-24 06:31:50,31.0,,30.0,11.0,20.0,16.0,10.0,285.0,2020-06-27 13:40:43.778,0.2.1,,5735.0,9.0,2.0,2.0,6.0,,MIT,,,,,,,3.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778,,5735.0,,,,,,,,,,,,,,,,,
198,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,True,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11,71.0,,20.0,39.0,29.0,12.0,19.0,203.0,2021-03-10 20:57:44.000,4.14.3,,1553.0,12.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112,,1553.0,,,,,,,,,,,,,,,,,
199,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,16,True,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,2020-06-17 20:39:00.000,2022-01-22 02:16:06.000000,2021-04-02 23:59:02,316.0,,25.0,10.0,98.0,32.0,12.0,193.0,2021-04-01 19:36:39.000,0.4.0,,178.0,5.0,,,10.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2021-04-01 19:36:39.000,,38.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2021-05-13 17:42:03.926,467.0,3.0,jupyterlab-interactive-dashboard-editor,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,2021-01-27 19:15:26.231,,89.0,,,,,,,,,,,,,,,,,
200,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000,2022-01-26 14:48:31.000000,2020-09-11 21:06:00,158.0,,31.0,8.0,36.0,38.0,28.0,126.0,,,,4914.0,4.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512,329279.0,3.0,,,,,,,,,,,,,,,,,,,,,,
201,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,16,True,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,2020-06-17 20:38:15.000,2021-03-24 19:57:48.307000,2021-03-24 19:48:15,225.0,,18.0,7.0,189.0,31.0,103.0,117.0,2021-03-24 19:57:48.307,1.0.0,,1181.0,16.0,4.0,4.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,BSD-3-Clause,2021-03-24 19:56:11.000,,797.0,,,,3.0,jupyterlab-tabular-data-editor,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,2021-03-24 19:57:48.307,,384.0,,,,,,,,,,,,,,,,,
202,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,16,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000,2022-01-22 04:22:03.000000,2021-11-29 04:50:28,345.0,9.0,23.0,14.0,76.0,13.0,36.0,106.0,2021-06-04 01:03:11.000,0.3.1,,553.0,7.0,,,8.0,https://pypi.org/project/jupyter-fs,Apache-2.0,2021-06-04 01:03:11.000,,400.0,https://anaconda.org/conda-forge/jupyter-fs,2021-06-04 06:32:01.358,2605.0,3.0,,,,,,,,,,,,,,,,,,,,,,
203,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,16,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000,2022-01-22 09:04:46.000000,2022-01-22 09:04:45,189.0,4.0,5.0,7.0,58.0,9.0,18.0,91.0,2021-11-13 10:58:20.000,0.5.2,30.0,3245.0,12.0,2.0,,6.0,https://pypi.org/project/ipylab,BSD-3-Clause,2021-11-13 10:58:14.000,2.0,2770.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,8793.0,3.0,ipylab,https://www.npmjs.com/package/ipylab,2021-11-13 10:58:18.242,,149.0,,,,,,,,,,,,,,,,,
204,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,16,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000,2022-01-22 06:55:45.000000,2021-10-22 09:21:12,329.0,,17.0,14.0,78.0,9.0,33.0,82.0,2021-10-22 09:29:23.902,1.1.0,,699.0,13.0,1.0,,6.0,https://pypi.org/project/jupyterlab_hdf,BSD-3-Clause,2021-10-22 09:29:10.000,1.0,388.0,,,,3.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2021-10-22 09:29:23.902,,311.0,,,,,,,,,,,,,,,,,
205,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,136.0,,25.0,22.0,32.0,7.0,20.0,76.0,2017-04-05 01:49:01.000,0.7.0,,1287.0,12.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,BSD-3-Clause,2017-04-05 01:49:01.000,6.0,196.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,70938.0,3.0,,,,,,,,,,,,,,,,,,,,,,
206,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,15.0,7.0,12.0,9.0,5.0,74.0,2018-08-10 16:52:09.000,0.1.0,,918.0,4.0,263.0,259.0,6.0,https://pypi.org/project/nbzip,Apache-2.0,2018-08-10 16:52:09.000,4.0,918.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
207,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000,2022-01-21 19:48:46.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,44.0,25.0,17.0,71.0,2019-04-23 08:43:52.000,0.2.2,,127.0,5.0,27.0,27.0,16.0,https://pypi.org/project/niwidgets,Apache-2.0,2019-04-23 08:43:52.000,,127.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
208,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,16,True,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000,2022-01-22 08:16:46.000000,2022-01-22 08:16:45,546.0,13.0,16.0,10.0,134.0,31.0,83.0,61.0,2020-10-05 14:26:51.696,0.2.3,,545.0,17.0,,,7.0,https://pypi.org/project/nbcelltests,Apache-2.0,2020-10-05 14:26:38.000,,26.0,https://anaconda.org/conda-forge/nbcelltests,2020-10-05 19:20:36.194,4440.0,3.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,2020-10-05 14:26:51.696,,308.0,,,,,,,,,,,,,,,,,
209,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,16,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000,2022-02-06 21:55:00.000000,2022-02-06 21:55:00,193.0,28.0,6.0,3.0,36.0,5.0,24.0,54.0,2021-01-01 04:42:22.581,0.3.0,,260.0,9.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,Apache-2.0,2019-06-29 15:19:19.000,,63.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2021-01-01 13:07:11.668,2609.0,3.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,2021-01-01 04:42:22.581,,73.0,,,,,,,,,,,,,,,,,
210,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,16,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000,2022-02-15 23:26:22.000000,2022-02-15 23:26:20,310.0,9.0,3.0,4.0,,10.0,48.0,49.0,2022-02-15 22:42:08.000,0.8.3,,822.0,43.0,,,4.0,https://pypi.org/project/jupyterlab-sos,BSD-3-Clause,2022-02-15 23:26:01.000,,215.0,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971,13482.0,3.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129,,143.0,,,,,,,,,,,,,,,,,
211,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,16,True,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,115.0,,36.0,10.0,36.0,17.0,20.0,41.0,2018-06-19 13:50:35.000,0.5.2,,1242.0,8.0,39.0,36.0,14.0,https://pypi.org/project/sudospawner,BSD-3-Clause,2018-06-19 13:50:35.000,3.0,1242.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
212,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,16,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000,2022-02-09 19:03:15.000000,2022-02-09 19:03:14,158.0,35.0,6.0,1.0,27.0,1.0,22.0,36.0,2021-11-30 04:16:14.000,0.3.2,,323.0,11.0,3.0,3.0,1.0,https://pypi.org/project/jupyterlab-commands,Apache-2.0,2021-11-30 04:16:14.000,,109.0,https://anaconda.org/conda-forge/jupyterlab_commands,2021-11-30 15:56:09.498,4498.0,3.0,,,,,,,,,,,,,,,,,,,,,,
213,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,True,,WolframResearch/WolframLanguageForJupyter,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000,2022-02-07 17:38:34.000000,2022-02-07 17:36:53,142.0,1.0,85.0,45.0,39.0,24.0,63.0,680.0,,,5012.0,156.0,2.0,,,7.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
214,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,15,False,,microsoft/gather,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000,2022-02-12 09:57:23.000000,2020-02-14 15:11:45,343.0,,27.0,13.0,35.0,10.0,16.0,428.0,2020-02-06 15:50:53.838,0.6.1,,48.0,9.0,,,12.0,,MIT,,,,,,,3.0,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838,,48.0,,,,,,,,,,,,,,,,,
