,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,conda_dependent_project_count,updated_github_id,new_addition,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
37,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,30,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2023-09-23 12:49:33.000000,2022-12-21 19:56:24,2660.0,,803.0,134.0,849.0,352.0,460.0,5092.0,2022-11-15 17:33:00.905,0.7.0,,434020.0,18.0,255.0,16.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,2022-11-15 17:33:00.905,239.0,412803.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1824683.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
38,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-10-03 13:50:37.000000,2023-04-21 20:49:35,292.0,,297.0,47.0,96.0,111.0,43.0,1725.0,2023-02-27 00:06:57.430,0.5.0,,105610.0,19.0,5210.0,5142.0,55.0,https://pypi.org/project/ipython-sql,2022-06-12 04:51:46.000,68.0,102822.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,239784.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
39,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,30,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-10-01 12:00:22.000000,2023-10-01 11:58:13,2812.0,147.0,130.0,20.0,489.0,177.0,334.0,1602.0,2023-10-01 12:00:22.000,5.0.0rc1,,56803.0,67.0,1667.0,1645.0,48.0,https://pypi.org/project/jupyterlab-lsp,2023-10-01 11:58:43.000,18.0,33576.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-09-18 22:02:19.126,786899.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-08-26 15:27:01.064,4.0,1960.0,,,,,,,,,,,,,,,,,,
40,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,30,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-10-03 10:41:12.000000,2023-10-03 10:41:11,2694.0,18.0,354.0,48.0,787.0,174.0,357.0,1534.0,2023-06-13 07:26:00.805,2023.6.0,,4010.0,20.0,218.0,192.0,119.0,https://pypi.org/project/jupyter-repo2docker,2022-10-18 19:00:01.421,26.0,4010.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
41,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-10-05 08:59:20.000000,2023-10-02 12:47:29,1855.0,17.0,290.0,37.0,676.0,103.0,480.0,1313.0,2023-09-25 14:00:40.000,0.43.0,58.0,161697.0,71.0,35.0,2.0,92.0,https://pypi.org/project/jupyterlab-git,2023-09-25 14:00:29.000,27.0,131654.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-09-25 15:58:41.156,485858.0,1.0,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2023-09-25 14:00:26.746,6.0,17896.0,,,,,,,,,,,,,,,,,,
42,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,30,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-10-05 11:32:05.000000,2023-10-05 11:03:16,8334.0,207.0,234.0,43.0,3973.0,573.0,8692.0,1116.0,2022-10-12 16:44:26.000,2022.09.120,,1978.0,32.0,2.0,2.0,265.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,61344.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
43,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,29,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-08-13 18:49:04.000000,2023-05-30 13:48:44,637.0,,1069.0,160.0,79.0,199.0,201.0,9649.0,2018-11-22 17:02:16.000,0.20.0,,40827.0,116.0,140.0,16.0,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,124.0,40827.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
44,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,29,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,909.0,270.0,98.0,82.0,81.0,7185.0,2023-05-24 15:58:01.158,1.1.1,,188377.0,9.0,209.0,201.0,31.0,https://pypi.org/project/facets-overview,2023-05-24 15:58:01.158,8.0,188377.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
45,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-09-17 10:44:45.000000,2023-09-17 10:44:24,767.0,3.0,414.0,83.0,199.0,153.0,292.0,3597.0,2020-10-29 01:31:20.000,5.7.1,,21328.0,31.0,2798.0,2626.0,44.0,https://pypi.org/project/RISE,2022-11-03 16:45:29.021,171.0,17188.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,281242.0,2.0,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,1.0,5.0,,,,,,,,,,,,,,,,,,
46,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,29,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-10-03 12:23:02.000000,2023-10-03 12:23:01,2851.0,28.0,962.0,122.0,489.0,53.0,291.0,2484.0,2023-04-14 13:35:06.415,8.6.1,,309822.0,45.0,298.0,,112.0,https://pypi.org/project/ipyparallel,2023-04-14 13:35:06.415,298.0,299717.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,909475.0,2.0,,,,,,,,,,,5.0,,,,,,,,,,,,
47,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,29,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-10-04 22:59:02.000000,2023-10-03 21:10:58,1824.0,152.0,250.0,21.0,2095.0,81.0,224.0,977.0,2023-09-05 14:05:47.000,0.30.0,,5684.0,48.0,71.0,68.0,38.0,https://pypi.org/project/raiwidgets,2023-08-30 17:31:07.000,3.0,5684.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
48,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,29,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-10-04 03:36:05.000000,2023-10-04 03:25:07,7594.0,6.0,39.0,8.0,70.0,64.0,1379.0,257.0,2023-09-25 05:56:08.000,0.24.4,,4977.0,168.0,4771.0,4735.0,36.0,https://pypi.org/project/sos-notebook,2023-09-25 05:56:08.000,36.0,1068.0,https://anaconda.org/conda-forge/sos,2023-09-17 06:17:50.200,160286.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
49,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2023-10-03 12:23:44.335000,2021-08-10 23:33:21,523.0,,2778.0,30.0,63.0,64.0,51.0,13238.0,2023-09-26 08:43:30.626,5.6.6,,101727.0,219.0,16.0,,14.0,,,,,,,,1.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2023-10-03 12:23:44.335,16.0,101727.0,,,,,,,,,,,,,,,,,,
50,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,28,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-09-17 20:01:08.000000,2023-05-31 20:49:34,1634.0,,453.0,45.0,533.0,133.0,705.0,4515.0,2023-02-15 02:45:01.409,2.3.12,,41983.0,154.0,125.0,,88.0,https://pypi.org/project/nbdev,2023-02-15 02:45:01.409,125.0,41983.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
51,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,28,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-10-04 15:09:10.000000,2023-10-04 15:09:09,1905.0,7.0,301.0,46.0,1463.0,267.0,1352.0,1673.0,2023-03-29 14:23:28.000,3.15.0,,3922.0,126.0,60.0,51.0,59.0,https://pypi.org/project/elyra,2023-03-29 00:28:01.071,3.0,1629.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,40163.0,1.0,@elyra/services,https://www.npmjs.com/package/@elyra/services,2023-03-29 00:30:07.768,6.0,1237.0,,,,,,,,,,,,,,,,,,
52,Stencila,"Programmable, reproducible, interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,28,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2023-10-04 09:13:51.000000,2023-10-04 07:38:56,10968.0,402.0,45.0,25.0,1093.0,12.0,569.0,728.0,2023-10-04 06:50:37.000,2.0.0-alpha.12,3859.0,360.0,100.0,28.0,19.0,37.0,,,,,,,,2.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,9.0,92.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,,,,,,,
53,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,28,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-10-03 10:42:18.000000,2023-10-03 10:42:17,698.0,11.0,300.0,27.0,233.0,23.0,245.0,460.0,2021-12-15 16:31:08.730,0.0.1,,51381.0,16.0,195.0,168.0,69.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,27.0,51051.0,https://anaconda.org/conda-forge/dockerspawner,2023-06-16 16:11:56.911,19482.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
54,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,28,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-09-13 20:27:19.000000,2023-03-06 14:13:15,629.0,,152.0,27.0,141.0,67.0,93.0,229.0,2023-03-06 14:15:13.579,6.6.3,323.0,4904837.0,26.0,110.0,,60.0,https://pypi.org/project/jupyter-console,2023-03-06 14:15:13.579,110.0,4860208.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,4015086.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
55,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,27,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-06-16 13:23:56.494000,2021-01-21 14:02:57,1689.0,,386.0,124.0,3797.0,350.0,4176.0,2773.0,2022-06-15 11:25:51.000,2.3.13,35.0,17803.0,55.0,25.0,,81.0,https://pypi.org/project/beakerx,2022-06-15 11:25:51.000,22.0,6511.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,613828.0,2.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,3.0,772.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249272.0,,,,,,,,,,,,,
56,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,27,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-10-02 19:23:28.000000,2023-09-26 19:50:52,2273.0,54.0,897.0,94.0,974.0,15.0,309.0,2416.0,2023-09-05 22:54:02.000,85f560cfbe1be66639fc12b29d36aa706790633c7ed069ee5aab233920f0daab,,1910.0,100.0,,,153.0,,,,,,,,3.0,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-09-05 22:53:49.745305,173.0,194898.0,,,,,,,,,,,,,
57,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,27,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-07-07 18:11:05.000000,2023-07-07 13:05:16,1007.0,,238.0,52.0,123.0,185.0,131.0,1883.0,2023-06-02 14:35:02.046,0.6.3,,71512.0,53.0,71.0,15.0,45.0,https://pypi.org/project/ipyvolume,2023-06-02 14:35:02.046,51.0,64592.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,446542.0,2.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,2023-06-02 14:33:47.239,5.0,1339.0,,,,,,,,widgetti/ipyvolume,,,,,,,,,,
58,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,162.0,42.0,374.0,164.0,261.0,1032.0,2021-02-01 03:34:36.000,1.1.19,,10405.0,92.0,289.0,260.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,9384.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,48008.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
59,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,27,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,185.0,39.0,173.0,61.0,174.0,898.0,2023-02-20 00:24:01.104,2.4.2,,75730.0,46.0,93.0,27.0,30.0,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,55.0,66174.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,508707.0,2.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,11.0,3841.0,,,,,,,,,,,,,,,,,,
60,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,27,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2023-10-05 14:15:29.000000,2023-10-05 13:56:33,13310.0,1066.0,89.0,20.0,1287.0,806.0,476.0,736.0,2023-09-05 20:06:29.000,0.20.3,,1843.0,18.0,,,68.0,https://pypi.org/project/lfortran,2020-07-31 19:39:55.000,,79.0,https://anaconda.org/conda-forge/lfortran,2023-09-05 23:53:30.189,67052.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
61,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,27,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2023-09-15 17:05:02.000000,2023-09-11 15:52:48,1436.0,4.0,126.0,24.0,608.0,35.0,432.0,721.0,2023-09-11 15:53:18.000,3.0.8,276.0,33655.0,80.0,66.0,3.0,38.0,https://pypi.org/project/nglview,2023-09-11 15:49:51.000,59.0,10950.0,https://anaconda.org/conda-forge/nglview,2023-09-15 01:27:48.506,675496.0,2.0,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2023-09-11 15:48:05.865,4.0,5816.0,,,,,,,,,,,,,,,,,,
62,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,27,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-09-28 17:05:32.000000,2023-09-28 17:03:42,459.0,51.0,82.0,27.0,424.0,115.0,147.0,541.0,2023-03-02 22:39:43.651,0.32.6,87.0,9655.0,105.0,287.0,270.0,27.0,https://pypi.org/project/itkwidgets,2023-09-28 17:05:32.000,15.0,3382.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,339924.0,2.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,2023-03-02 22:39:43.651,2.0,511.0,,,,,,,,,,,,,,,,,,
63,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,27,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2023-10-03 10:43:09.000000,2023-10-03 10:43:08,1043.0,49.0,134.0,18.0,244.0,72.0,121.0,306.0,2023-09-25 10:56:23.000,4.1.0,,261164.0,30.0,133.0,2.0,70.0,https://pypi.org/project/jupyter-server-proxy,2023-09-25 10:56:23.000,128.0,222308.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2023-09-25 14:14:34.674,1393266.0,2.0,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-09-08 00:27:55.674,3.0,4874.0,,,,,,,,,,,,,,,,,,
64,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,27,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-09-25 15:57:54.604000,2023-09-25 14:49:34,226.0,15.0,37.0,5.0,71.0,10.0,91.0,284.0,2023-09-25 14:49:21.000,0.24.5,,87481.0,34.0,1671.0,1562.0,19.0,https://pypi.org/project/mkdocs-jupyter,2023-09-25 14:49:21.000,109.0,86141.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-09-25 15:57:54.604,46930.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
65,Evcxr,,https://github.com/evcxr/evcxr,,kernels,26,False,,evcxr/evcxr,,https://github.com/evcxr/evcxr,MIT,2018-09-25 10:19:22.000,2023-10-05 00:55:51.000000,2023-10-05 00:48:56,641.0,48.0,200.0,56.0,94.0,89.0,133.0,4730.0,2023-07-13 01:54:09.000,0.15.1,3023.0,232.0,5.0,154.0,154.0,49.0,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,
66,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,26,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-10-04 12:34:11.000000,2023-09-28 14:16:14,1452.0,62.0,238.0,59.0,947.0,131.0,206.0,1555.0,2023-05-15 14:58:56.000,0.13.14,2206.0,211.0,65.0,,,40.0,,,,,,,,1.0,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-07-17 13:12:50.397725,6.0,18160.0,,,,,,,,,,,,,
67,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,False,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,143352.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,2022-09-02 21:15:20.926,12.0,143352.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
68,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,26,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2023-09-29 00:14:08.000000,2023-09-29 00:14:07,527.0,2.0,118.0,18.0,70.0,63.0,35.0,954.0,2023-05-05 07:10:14.000,0.6.3,,503201.0,17.0,509.0,494.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,2022-11-15 16:25:34.569,15.0,485196.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1566440.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
69,jupyter-dash,OBSOLETE - Dash v2.11+ has Jupyter support built in!.,https://github.com/plotly/jupyter-dash,,widgets,26,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-09-27 07:22:00.000000,2023-08-11 17:18:48,162.0,1.0,237.0,43.0,49.0,52.0,28.0,938.0,2022-04-01 20:13:44.000,0.4.2,99.0,123956.0,14.0,3398.0,3325.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,71.0,110856.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,344565.0,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,2.0,3254.0,,,,,,,,,,,,,,,,,,
70,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,26,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-10-01 22:42:06.000000,2023-10-01 22:40:08,217.0,10.0,40.0,11.0,106.0,19.0,76.0,512.0,2023-10-01 22:34:26.000,1.6.1,,121788.0,41.0,314.0,314.0,6.0,https://pypi.org/project/itables,,,120309.0,https://anaconda.org/conda-forge/itables,2023-08-18 23:09:42.605,31064.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
71,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2023-08-08 00:32:38.000000,2023-01-11 11:27:13,465.0,,51.0,11.0,96.0,45.0,65.0,416.0,2023-01-11 11:30:08.757,0.10.0,,143374.0,20.0,2950.0,2607.0,33.0,https://pypi.org/project/nbval,2023-01-11 11:30:08.757,343.0,138416.0,https://anaconda.org/conda-forge/nbval,2023-06-16 13:18:53.317,386784.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
72,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,26,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-10-03 06:14:16.000000,2023-10-03 06:14:15,373.0,17.0,99.0,8.0,133.0,39.0,45.0,400.0,2023-08-29 14:10:55.000,1.0.1,263.0,44026.0,13.0,457.0,449.0,34.0,https://pypi.org/project/jupyter-resource-usage,2023-08-29 14:10:47.000,6.0,30845.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,547015.0,2.0,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,2023-08-29 14:10:39.529,2.0,453.0,,,,,,,,,,,,,,,,,,
73,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-09-11 20:10:34.918000,2023-09-11 18:36:23,1149.0,8.0,85.0,17.0,127.0,31.0,116.0,320.0,2023-09-11 18:36:42.000,0.30.1,140.0,49847.0,99.0,845.0,769.0,33.0,https://pypi.org/project/metakernel,2023-09-11 18:36:35.000,76.0,30252.0,https://anaconda.org/conda-forge/metakernel,2023-09-11 20:10:34.918,744404.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
74,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,26,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-09-07 16:17:19.000000,2023-09-07 15:27:49,258.0,12.0,49.0,14.0,84.0,61.0,134.0,316.0,2023-04-18 19:26:36.690,1.8.10,,131740.0,55.0,967.0,924.0,12.0,https://pypi.org/project/ipyvuetify,2023-04-18 17:25:44.404,40.0,119933.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,146365.0,2.0,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,2023-04-18 19:26:36.690,3.0,8938.0,,,,,,,,widgetti/ipyvuetify,,,,,,,,,,
