,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,pypi,cran_id,go_id,go_url,gem_id,docs_url,hex_id,bitbucket_id
281,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,10,False,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2023-01-06 07:40:00.935000,2023-01-06 07:29:25,42.0,,3.0,9.0,6.0,,,4.0,2023-01-06 07:40:00.935,0.4.2,,35.0,7.0,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,2023-01-06 07:40:00.935,,35.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
282,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,9,False,,line/jnotebook_reader,,https://github.com/line/jnotebook_reader,Apache-2.0,2020-10-30 02:50:59.000,2022-12-06 05:30:25.000000,2022-12-06 05:30:25,15.0,,16.0,14.0,14.0,1.0,4.0,103.0,2021-02-10 02:34:21.000,1.0.2,,,3.0,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
283,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,9,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,,2017-07-10 14:34:03.000,2023-12-18 17:32:08.000000,2020-10-31 19:46:42,196.0,,4.0,2.0,304.0,2.0,4.0,33.0,2018-05-20 05:09:14.000,0.1.6,,39.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,,,39.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
284,Keberos Authenticator,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,9,False,jupyterhub-kerberosauthenticator,jupyterhub/kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,BSD-3-Clause,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,21.0,,5.0,3.0,7.0,3.0,2.0,10.0,2019-07-01 16:05:41.987,0.2.0,,240.0,2.0,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,2019-07-01 16:05:41.987,,240.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
285,Jupyter Black,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,True,,drillan/jupyter-black,,https://github.com/drillan/jupyter-black,BSD-3-Clause,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,10.0,,23.0,5.0,3.0,11.0,13.0,434.0,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
286,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,8,False,ipyannotate,ipyannotate/ipyannotate,,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2023-01-06 01:35:32.000000,2020-09-20 09:38:39,27.0,,13.0,5.0,27.0,4.0,,137.0,,,,392.0,,,,4.0,https://pypi.org/project/ipyannotate,,,381.0,,,,3.0,ipyannotate,https://www.npmjs.com/package/ipyannotate,,,11.0,,,,,,,,,,,,,,,
287,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,8,False,,Rahlir/theme-gruvbox,,https://github.com/Rahlir/theme-gruvbox,,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,44.0,,9.0,7.0,2.0,,,49.0,,,,53.0,,3.0,3.0,3.0,,,,,,,,3.0,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,,,53.0,,,,,,,,,,,,,,,
288,ipyp5,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,8,False,ipyp5,jtpio/ipyp5,,https://github.com/jtpio/ipyp5,BSD-3-Clause,2018-03-06 17:50:12.000,2023-01-04 06:51:10.000000,2020-10-16 21:38:41,60.0,,5.0,5.0,21.0,5.0,,35.0,,,,25.0,,1.0,1.0,2.0,https://pypi.org/project/ipyp5,,,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
289,ssh_ipykernel,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,8,False,ssh-ipykernel,bernhard-42/ssh_ipykernel,,https://github.com/bernhard-42/ssh_ipykernel,MIT,2019-09-01 17:43:26.000,2023-09-08 09:37:29.000000,2021-06-28 15:17:55,81.0,,3.0,4.0,24.0,3.0,,12.0,,,,100.0,,2.0,2.0,,https://pypi.org/project/ssh-ipykernel,,,91.0,,,,3.0,interrupt-ipykernel-extension,https://www.npmjs.com/package/interrupt-ipykernel-extension,,,9.0,,,,,,,,,,,,,,,
290,Theme Toggle,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,8,False,,jtpio/jupyterlab-theme-toggle,,https://github.com/jtpio/jupyterlab-theme-toggle,BSD-3-Clause,2019-07-27 08:45:07.000,2023-07-26 08:11:35.000000,2021-06-16 11:42:31,48.0,,3.0,2.0,19.0,1.0,4.0,11.0,,,,400.0,,4.0,4.0,2.0,,,,,,,,3.0,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,,,400.0,,,,,,,,,,,,,,,
291,jupyterlab-executor,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,False,jupyterlab-executor,gavincyi/jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2023-09-10 20:15:25.000000,2023-09-10 20:15:08,11.0,,1.0,3.0,4.0,1.0,2.0,11.0,2023-09-10 20:26:52.000,2023.1.1,4.0,477.0,5.0,2.0,2.0,2.0,https://pypi.org/project/jupyterlab-executor,,,469.0,,,,3.0,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,,,8.0,,,,,,,,,,,,,,,
292,Remote Authenticator,"A collection of JupyterHub Authenticators, including Header, Remote-User and Dummy, based on..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,8,False,jhub-authenticators,ucphhpc/jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,GPL-3.0,2017-12-20 14:46:18.000,2023-08-12 18:33:03.000000,2023-08-12 18:33:01,234.0,,1.0,2.0,,,,1.0,2022-10-03 13:12:31.287,0.5.0,,162.0,19.0,2.0,1.0,5.0,https://pypi.org/project/jhub-authenticators,2022-04-15 09:56:22.000,1.0,162.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
293,Vision UI,UI visual interface for fastai - now compatible with Google Colab.,https://github.com/asvcode/Vision_UI,,widgets,7,False,,asvcode/Vision_UI,,https://github.com/asvcode/Vision_UI,,2019-05-23 04:53:03.000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59,112.0,,34.0,13.0,2.0,1.0,2.0,248.0,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
294,jupyterlab-gitplus,JupyterLab extension to create GitHub commits & pull requests.,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,7,False,jupyterlab_gitplus,ReviewNB/jupyterlab-gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,AGPL-3.0,2020-03-05 13:43:58.000,2023-02-28 12:12:05.000000,2023-02-28 12:09:08,114.0,,8.0,4.0,14.0,2.0,9.0,108.0,,,,52.0,,2.0,2.0,2.0,https://pypi.org/project/jupyterlab_gitplus,,,43.0,,,,3.0,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,,,9.0,,,,,,,,,,,,,,,
295,JupyterLab Spark,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,7,False,,manuzhang/jupyterlab_spark,,https://github.com/manuzhang/jupyterlab_spark,Apache-2.0,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,21.0,,2.0,4.0,11.0,2.0,3.0,9.0,2021-09-05 06:59:55.000,0.4.0,,14.0,3.0,2.0,2.0,2.0,,,,,,,,3.0,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,,,14.0,,,,,,,,,,,,,,,
296,jupyterterminals,Jupyter plugin to support inline terminal shells along with buttons to control them.,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,6,False,jupyterterminals,willkessler/jupyterterminals,,https://github.com/willkessler/jupyterterminals,MIT,2020-03-08 16:36:18.000,2023-01-05 23:10:50.000000,2023-01-05 23:08:38,55.0,,3.0,3.0,15.0,,1.0,9.0,,,,28.0,,2.0,2.0,2.0,https://pypi.org/project/jupyterterminals,,,28.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
297,easyexplore,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,6,False,easyexplore,GianniBalistreri/easyexplore,,https://github.com/GianniBalistreri/easyexplore,GPL-3.0,2020-05-04 17:26:04.000,2023-07-06 22:15:29.000000,2023-04-01 21:00:35,335.0,,2.0,1.0,83.0,8.0,16.0,5.0,,,,55.0,,2.0,2.0,4.0,https://pypi.org/project/easyexplore,,,55.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
298,Jupter-Notebook-REST-API,Run your jupyter notebooks as a REST API endpoint. This isnt a jupyter server but rather just a way to run your..,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,5,False,,Invictify/Jupter-Notebook-REST-API,,https://github.com/Invictify/Jupter-Notebook-REST-API,MIT,2020-03-31 22:48:04.000,2022-12-08 03:56:51.000000,2020-03-31 23:00:06,2.0,,9.0,3.0,16.0,,,73.0,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
299,SSH Authenticator,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,4,False,,andreas-h/sshauthenticator,,https://github.com/andreas-h/sshauthenticator,BSD-3-Clause,2019-09-03 10:20:22.000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07,4.0,,1.0,2.0,,,,6.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
300,Nord Theme,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,3,False,,kenshohara/theme-nord-extension,,https://github.com/kenshohara/theme-nord-extension,,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,13.0,,1.0,2.0,3.0,1.0,4.0,26.0,,,,8.0,,2.0,2.0,,,,,,,,,3.0,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,,,8.0,,,,,,,,,,,,,,,
301,kernel-relay,kernel-relay is a GraphQL service for interfacing with one or more Jupyter kernels.,https://github.com/nteract/kernel-relay,,kernels,3,False,,nteract/kernel-relay,,https://github.com/nteract/kernel-relay,,2019-02-04 21:12:54.000,2023-01-04 02:47:40.000000,2019-07-10 04:14:14,12.0,,5.0,13.0,30.0,10.0,2.0,12.0,,,,,,2.0,2.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
