,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,conda_dependent_project_count,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,46,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2022-12-07 17:23:59.000000,2022-11-28 13:51:08,26177.0,89.0,4400.0,775.0,6767.0,1544.0,5546.0,15602.0,2022-11-28 13:58:15.275,8.7.0,319644.0,18552953.0,154.0,365200.0,330203.0,924.0,https://pypi.org/project/ipython,2022-09-06 09:05:48.169,34997.0,18352756.0,https://anaconda.org/conda-forge/ipython,2022-12-01 15:03:49.150,15787598.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,44,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2022-12-07 07:10:25.000000,2022-12-06 08:00:53,13279.0,240.0,3976.0,319.0,2118.0,2035.0,2511.0,10570.0,2022-10-30 06:49:13.880,6.5.2,9807.0,10957890.0,109.0,8705.0,12.0,622.0,https://pypi.org/project/notebook,2022-06-14 16:08:46.000,8693.0,10614832.0,https://anaconda.org/conda-forge/jupyter,2022-12-05 14:25:36.477,2650451.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-12-05 18:44:27.832194,964.0,28114479.0,,,,,,,,,,,,,,,,,
3,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,42,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-12-07 08:04:28.000000,2022-12-07 00:25:24,19887.0,185.0,4007.0,452.0,5444.0,695.0,6409.0,16968.0,2022-11-14 19:55:38.548,3.0.2,,3821571.0,150.0,3732.0,175.0,623.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,3552.0,3670979.0,https://anaconda.org/conda-forge/bokeh,2022-11-15 00:21:46.763,9449349.0,1.0,,,,,,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,2022-12-07 04:49:27.997,5.0,11631.0,-1.0,,,,,,,,,,,
4,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/ydataai/pandas-profiling,,widgets,39,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-12-08 13:37:00.000000,2022-12-07 14:39:43,1165.0,93.0,1405.0,151.0,560.0,128.0,496.0,9895.0,2022-11-22 16:08:00.781,3.5.0,,1043976.0,35.0,10098.0,9934.0,104.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,164.0,1039826.0,https://anaconda.org/conda-forge/pandas-profiling,2022-11-23 13:57:11.205,315457.0,1.0,,,,,,,,,,,,ydataai/pandas-profiling,,,,,,,,,,
5,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,39,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2022-12-08 13:53:12.000000,2022-12-08 08:21:57,6354.0,461.0,1858.0,270.0,2002.0,165.0,2050.0,7324.0,2022-12-05 13:51:00.821,3.1.0,,205013.0,68.0,2373.0,2003.0,319.0,https://pypi.org/project/jupyterhub,2022-06-06 14:27:26.000,370.0,167535.0,https://anaconda.org/conda-forge/jupyterhub,2022-12-05 14:39:56.585,801504.0,1.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-12-07 14:58:34.656927,318.0,2788052.0,,,,,,,,,,,,,,,,,
6,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,39,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2022-12-08 12:30:25.000000,2022-12-08 12:30:22,2789.0,60.0,327.0,33.0,616.0,237.0,214.0,528.0,2022-12-08 12:30:45.000,6.19.1,812.0,12034447.0,103.0,218272.0,208639.0,160.0,https://pypi.org/project/ipykernel,2022-06-15 16:50:11.000,9598.0,12028087.0,https://anaconda.org/anaconda/ipykernel,2022-09-06 16:04:23.662,537096.0,1.0,,,,,,,,,,,2.0,,35.0,,,,,,,,,
7,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,38,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2022-12-07 16:20:59.990000,2022-12-07 13:03:16,7672.0,36.0,869.0,72.0,1794.0,644.0,1261.0,2651.0,2022-12-07 12:16:20.308,5.0.4,,7990474.0,143.0,14250.0,5447.0,198.0,https://pypi.org/project/ipywidgets,2022-07-06 21:32:24.000,8718.0,7833377.0,https://anaconda.org/conda-forge/ipywidgets,2022-12-07 16:20:59.990,7160451.0,1.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-12-07 12:16:20.308,85.0,67592.0,,,,,,,,,,,,
8,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,widgets,38,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2022-12-07 16:09:34.000000,2022-12-06 17:10:28,2460.0,220.0,312.0,47.0,2050.0,661.0,1469.0,2421.0,2022-11-01 09:58:10.000,0.14.1,,500512.0,246.0,4809.0,4697.0,108.0,https://pypi.org/project/panel,2022-07-05 13:31:06.000,112.0,392141.0,https://anaconda.org/conda-forge/panel,2022-11-03 09:18:18.725,749873.0,1.0,,,,,,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,2022-11-29 18:46:07.344,,93374.0,,,,,,,,,,,,
9,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,37,False,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,,2015-04-09 06:58:23.000,2022-12-07 23:14:58.000000,2022-12-06 12:26:54,3922.0,34.0,509.0,50.0,866.0,473.0,598.0,1418.0,2022-12-05 11:26:56.961,7.2.6,121.0,18002742.0,68.0,186074.0,177750.0,254.0,https://pypi.org/project/nbconvert,2022-08-11 11:55:23.519,8324.0,17884029.0,https://anaconda.org/conda-forge/nbconvert,2022-12-05 15:24:23.831,9496899.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,37,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2022-11-02 15:52:35.711000,2022-11-02 01:13:43,1909.0,10.0,185.0,22.0,246.0,101.0,219.0,342.0,2022-08-28 01:45:40.594,5.3.2,,3463882.0,42.0,123375.0,117053.0,119.0,https://pypi.org/project/qtconsole,2022-06-05 17:30:57.000,6322.0,3422357.0,https://anaconda.org/conda-forge/qtconsole,2022-11-02 15:52:35.711,3280552.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,35,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2022-12-07 23:03:07.000000,2022-11-30 15:38:24,1348.0,56.0,441.0,77.0,632.0,271.0,379.0,4474.0,2022-10-26 15:14:01.592,0.4.0,455.0,73064.0,84.0,7918.0,7856.0,63.0,https://pypi.org/project/voila,2022-03-29 17:15:53.000,62.0,67293.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,233124.0,1.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,,1079.0,,,,,,,,,,,,
12,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,35,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-12-08 13:53:41.000000,2022-12-07 23:40:32,1537.0,376.0,317.0,32.0,317.0,55.0,108.0,2917.0,2022-12-08 13:53:42.000,0.2.1,,524619.0,66.0,1053.0,1050.0,31.0,https://pypi.org/project/evidently,2022-07-07 11:21:24.000,3.0,524488.0,https://anaconda.org/conda-forge/evidently,2022-11-23 18:06:34.376,2110.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,35,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-12-08 12:26:41.000000,2022-12-08 12:26:38,2522.0,128.0,247.0,37.0,563.0,159.0,183.0,300.0,2022-12-05 11:30:06.445,7.4.8,540.0,15396305.0,79.0,2189.0,,122.0,https://pypi.org/project/jupyter-client,2022-10-19 22:25:36.304,2189.0,15253362.0,https://anaconda.org/conda-forge/jupyter_client,2022-12-05 15:29:55.670,11432872.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,33,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-12-08 08:02:18.000000,2022-10-26 19:51:28,11226.0,20.0,571.0,157.0,3973.0,180.0,1521.0,5924.0,2021-10-22 17:46:48.907,7.0.20,1397250.0,65392.0,94.0,38.0,,178.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,2982.0,,,,2.0,,,,,,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,33.0,44724.0,,,,,,,,,,,,
15,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,33,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-12-06 07:19:32.921000,2022-11-12 19:00:16,2270.0,5.0,361.0,70.0,465.0,90.0,471.0,5696.0,2022-12-05 23:07:51.825,1.14.2,,317404.0,112.0,3877.0,3713.0,73.0,https://pypi.org/project/jupytext,2022-07-03 09:09:53.000,164.0,300907.0,https://anaconda.org/conda-forge/jupytext,2022-12-06 07:19:32.921,450275.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-12-04 13:07:28.249,,7308.0,,,,,,,,,,,,
16,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,33,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-11-05 14:54:39.000000,2022-10-18 22:34:20,938.0,14.0,375.0,91.0,343.0,114.0,243.0,5023.0,2022-08-15 04:13:05.241,2.4.0,,1003937.0,72.0,2794.0,2608.0,108.0,https://pypi.org/project/papermill,2022-01-22 22:46:54.000,186.0,997231.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,348717.0,1.0,,,,,,,,,,,,,,,,,,,,,,
17,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,33,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-12-07 08:22:00.000000,2022-10-27 16:02:31,1144.0,13.0,347.0,61.0,555.0,210.0,327.0,1314.0,2022-10-19 07:57:17.000,0.17.2,,220173.0,76.0,3386.0,3269.0,81.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,114.0,153151.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,932923.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,3.0,55213.0,,,,,,,,,,,,
18,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,33,False,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,,2016-09-21 19:18:45.000,2022-12-08 12:58:07.319000,2022-12-08 12:20:58,12511.0,114.0,200.0,42.0,783.0,142.0,209.0,358.0,2022-12-08 12:22:00.985,2.0.1,719.0,10614570.0,112.0,153.0,,486.0,https://pypi.org/project/jupyter_server,2022-09-19 21:14:36.706,153.0,10554849.0,https://anaconda.org/conda-forge/jupyter_server,2022-12-08 12:58:07.319,3044820.0,3.0,,,,,,,,,,,-2.0,,,,,,,,,,,
19,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,33,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2022-12-07 16:52:46.000000,2022-12-06 12:24:52,991.0,73.0,142.0,26.0,202.0,55.0,78.0,193.0,2022-10-10 13:14:07.218,5.7.0,,12113511.0,31.0,8596.0,,70.0,https://pypi.org/project/nbformat,2022-05-03 15:51:21.000,8596.0,11964799.0,https://anaconda.org/conda-forge/nbformat,2022-10-10 18:22:46.575,11896042.0,1.0,,,,,,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,2022-10-10 13:12:21.243,,12.0,,,,,,,,,,,,
20,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,32,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-11-29 21:32:01.000000,2022-11-17 02:50:02,1538.0,260.0,396.0,41.0,485.0,75.0,675.0,3897.0,2022-11-08 23:19:01.444,2.3.9,,52113.0,150.0,77.0,,76.0,https://pypi.org/project/nbdev,2022-06-17 20:22:23.000,77.0,52113.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
21,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,31,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2022-12-06 21:39:57.000000,2022-11-15 17:23:09,2640.0,8.0,803.0,136.0,837.0,352.0,452.0,4936.0,2022-11-15 17:33:00.905,0.7.0,,330230.0,18.0,211.0,,132.0,https://pypi.org/project/jupyter_contrib_nbextensions,2019-01-02 12:28:49.000,211.0,310615.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2022-12-03 12:02:55.462,1490782.0,1.0,,,,,,,,,,,,,,,,,,,,,,
22,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,31,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-11-28 16:46:30.000000,2022-11-23 09:52:14,1394.0,15.0,555.0,63.0,690.0,497.0,679.0,3153.0,2022-08-16 07:22:00.869,0.13.1,,81274.0,42.0,65.0,,118.0,https://pypi.org/project/jupyter-book,2022-06-03 14:18:41.000,65.0,79185.0,https://anaconda.org/conda-forge/jupyter-book,2022-08-22 02:39:14.822,45967.0,2.0,,,,,,,,,,,,,,,,,,,,,,
23,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,31,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2022-11-20 20:43:36.000000,2022-11-20 20:43:36,10293.0,1.0,436.0,81.0,1509.0,51.0,2062.0,2365.0,2022-08-01 21:01:18.000,8.2.3,,1321.0,86.0,588.0,451.0,231.0,https://pypi.org/project/nikola,2022-05-01 17:06:34.000,137.0,1321.0,,,,2.0,,,,,,,,,,,-1.0,,,,,,,,,,,
24,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,31,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-12-07 21:44:31.000000,2022-12-07 04:27:47,1820.0,61.0,267.0,47.0,1394.0,243.0,1303.0,1495.0,2022-11-14 19:45:15.000,3.13.0,,5686.0,118.0,46.0,39.0,56.0,https://pypi.org/project/elyra,2022-07-06 22:27:20.000,3.0,2790.0,https://anaconda.org/conda-forge/elyra,2022-11-15 21:42:34.916,24134.0,1.0,,,,,,@elyra/services,https://www.npmjs.com/package/@elyra/services,2022-11-14 19:35:58.545,4.0,2035.0,,,,,,,,,,,,
25,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,31,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-12-06 00:32:31.000000,2022-11-17 12:09:03,2504.0,110.0,326.0,45.0,732.0,182.0,336.0,1421.0,2022-10-18 19:01:00.000,2022.10.0,,4861.0,19.0,195.0,169.0,114.0,https://pypi.org/project/jupyter-repo2docker,2022-10-18 19:00:01.421,26.0,4861.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
26,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-12-07 20:53:42.000000,2022-11-29 15:10:25,483.0,4.0,200.0,41.0,233.0,121.0,147.0,1361.0,2022-08-22 10:06:31.028,0.11.2,,200139.0,48.0,4740.0,4649.0,29.0,https://pypi.org/project/ipympl,2022-04-25 12:03:10.000,91.0,156619.0,https://anaconda.org/conda-forge/ipympl,2022-08-22 10:48:52.758,1173898.0,2.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2022-08-22 10:06:31.028,,26987.0,,,,,,,,,,,,
27,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2022-12-06 17:19:18.000000,,,,2506.0,,,2185.0,,12494.0,2022-12-05 09:45:23.779,3.5.1,,2043996.0,459.0,2219.0,,430.0,https://pypi.org/project/jupyterlab,2022-06-09 13:09:14.000,1897.0,1779303.0,https://anaconda.org/conda-forge/jupyterlab,2022-12-06 14:21:59.446,6951623.0,2.0,,,,,,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2022-12-06 13:37:46.063,322.0,175570.0,,,,,,,,,,,,
28,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-12-06 22:07:39.000000,2022-12-06 22:07:39,3222.0,75.0,2794.0,192.0,1046.0,25.0,771.0,7375.0,,,,993704.0,,,,225.0,,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-12-05 18:44:16.308250,372.0,88439721.0,,,,,,,,,,,,,,,,,
29,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,30,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-12-07 20:40:58.000000,2022-12-06 21:35:13,5386.0,48.0,552.0,111.0,1341.0,97.0,489.0,5045.0,2022-12-06 03:45:26.342,1.8.0,,10051.0,91.0,15.0,6.0,76.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,1885.0,https://anaconda.org/conda-forge/perspective,2022-10-09 15:08:43.768,221410.0,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-12-06 03:45:26.342,,786.0,1.0,,,,,,,,,,,
30,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-12-07 07:40:46.000000,2022-09-29 15:04:10,3545.0,5.0,468.0,106.0,969.0,240.0,361.0,3381.0,2022-09-02 15:04:31.743,0.12.36,,147931.0,102.0,143.0,35.0,59.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,97.0,129692.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1081310.0,2.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2022-09-02 10:57:18.327,11.0,4552.0,,,,,,,,,,,,
31,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-12-08 08:57:36.000000,2022-12-08 08:57:35,1814.0,19.0,261.0,35.0,636.0,90.0,456.0,1190.0,2022-11-28 16:55:35.524,0.40.1,,136999.0,67.0,41.0,17.0,83.0,https://pypi.org/project/jupyterlab-git,2022-04-26 06:31:56.000,20.0,103931.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-11-28 21:24:37.215,314736.0,1.0,,,,,,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-11-28 16:55:12.951,4.0,26511.0,,,,,,,,,,,,
32,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-12-07 10:18:29.000000,2022-12-07 10:18:28,1159.0,51.0,337.0,22.0,323.0,42.0,201.0,351.0,2022-06-09 11:01:21.000,15.0.1,,22562.0,31.0,352.0,308.0,109.0,https://pypi.org/project/oauthenticator,2022-06-09 11:01:21.000,44.0,21851.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,31309.0,1.0,,,,,,,,,,,,,,,,,,,,,,
33,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,29,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-10-17 19:47:53.000000,2022-02-03 18:32:34,636.0,,1039.0,158.0,78.0,205.0,200.0,9369.0,2018-11-22 17:02:16.000,0.20.0,,35214.0,116.0,99.0,,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,99.0,35214.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
34,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,29,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-11-22 09:42:18.000000,2022-11-04 18:35:00,631.0,8.0,309.0,67.0,226.0,49.0,438.0,3755.0,2022-11-04 20:13:09.831,2.9.0,,284758.0,152.0,583.0,571.0,29.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,279545.0,https://anaconda.org/conda-forge/dtale,2022-11-04 20:50:39.708,177267.0,2.0,,,,,,,,,,,-1.0,,,,,,,,,,,
35,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,29,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-11-22 09:42:18.000000,2022-11-04 18:35:00,631.0,8.0,309.0,67.0,226.0,49.0,438.0,3755.0,2022-11-04 20:13:09.831,2.9.0,,284758.0,152.0,583.0,571.0,29.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,279545.0,https://anaconda.org/conda-forge/dtale,2022-11-04 20:50:39.708,177267.0,1.0,,,,,,,,,,,-1.0,,,,,,,,,,,
36,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2022-11-03 18:17:00.705000,2022-11-03 14:02:18,760.0,9.0,407.0,83.0,197.0,148.0,288.0,3429.0,2020-10-29 01:31:20.000,5.7.1,,11054.0,31.0,2266.0,2099.0,43.0,https://pypi.org/project/RISE,2022-03-28 15:29:03.000,167.0,6892.0,https://anaconda.org/conda-forge/rise,2022-11-03 18:17:00.705,240937.0,2.0,,,,,,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,,8.0,,,,,,,,,,,,
37,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,29,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-12-06 00:43:09.000000,2022-11-22 12:14:14,2719.0,23.0,915.0,119.0,414.0,55.0,285.0,2313.0,2022-06-20 10:37:35.000,8.4.1,,278783.0,41.0,287.0,,112.0,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,269564.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,737560.0,2.0,,,,,,,,,,,,,,,,,,,,,,
