,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
37,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,29,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-05-03 21:00:57.000000,2023-04-21 20:49:35,292.0,5.0,264.0,50.0,92.0,108.0,42.0,1693.0,,,,103435.0,3.0,4380.0,4380.0,55.0,https://pypi.org/project/ipython-sql,100736.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,218696.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
38,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,29,False,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-04-07 06:47:59.112000,2023-04-05 15:30:30,1283.0,15.0,395.0,51.0,386.0,128.0,296.0,1215.0,2023-04-05 15:31:34.000,0.20.5,,26327.0,22.0,303.0,303.0,59.0,https://pypi.org/project/sparkmagic,25241.0,https://anaconda.org/conda-forge/sparkmagic,2023-04-07 06:47:59.112,74944.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
39,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,29,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2023-03-16 19:17:40.741000,2023-02-20 00:24:10,1723.0,8.0,184.0,40.0,173.0,59.0,173.0,864.0,2023-02-20 00:24:01.104,2.4.2,,104721.0,46.0,90.0,25.0,30.0,https://pypi.org/project/pythreejs,94307.0,https://anaconda.org/conda-forge/pythreejs,2023-03-16 19:17:40.741,478397.0,2.0,jupyter-threejs,2023-02-20 00:24:01.104,54.0,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,11.0,4719.0,,,,,,,,,,,,,,,,,
40,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,28,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-05-03 09:22:21.000000,2023-05-03 09:20:27,1632.0,45.0,427.0,45.0,524.0,103.0,699.0,4297.0,2023-02-03 22:33:26.000,2.3.11,,47848.0,24.0,,,38.0,https://pypi.org/project/nbdev,47848.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
41,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,28,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-04-07 08:27:25.000000,2023-04-07 08:27:12,764.0,2.0,414.0,82.0,199.0,153.0,288.0,3525.0,2020-10-29 01:31:20.000,5.7.1,,11256.0,31.0,2581.0,2411.0,44.0,https://pypi.org/project/RISE,7071.0,https://anaconda.org/conda-forge/rise,2022-11-03 18:17:00.705,263196.0,2.0,rise-reveal,2022-11-03 16:45:29.021,169.0,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,1.0,8.0,,,,,,,,,,,,,,,,,
42,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-05-04 12:36:30.000000,2023-05-04 06:33:06,7996.0,208.0,206.0,44.0,3538.0,463.0,8362.0,1004.0,2022-10-12 16:44:26.000,2022.09.120,,2026.0,32.0,,,261.0,,,https://anaconda.org/conda-forge/vscode-jupyter,2022-10-06 10:03:22.369,52681.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
43,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,28,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-05-04 02:01:37.000000,2023-05-04 02:01:35,1563.0,93.0,216.0,20.0,1767.0,67.0,221.0,781.0,2023-04-27 13:14:59.000,0.27.0,,6141.0,45.0,56.0,53.0,35.0,https://pypi.org/project/raiwidgets,6141.0,,,,2.0,,2023-01-18 23:21:09.936,3.0,,,,,,,,,,,,,,,,,,,,,
44,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,28,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-04-28 19:47:07.000000,2023-04-28 13:21:17,373.0,63.0,76.0,27.0,406.0,109.0,138.0,523.0,2023-03-02 22:39:43.651,0.32.6,76.0,12571.0,98.0,254.0,237.0,26.0,https://pypi.org/project/itkwidgets,5901.0,https://anaconda.org/conda-forge/itkwidgets,2023-04-20 01:25:31.134,320785.0,2.0,itkwidgets,2023-01-26 18:46:21.548,15.0,https://www.npmjs.com/package/itkwidgets,2023-03-02 22:39:43.651,2.0,729.0,,,,,,,,,,,,,,,,,
45,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,28,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-04-24 14:25:32.000000,2023-02-18 21:57:11,7583.0,3.0,35.0,8.0,67.0,62.0,1375.0,249.0,2019-05-21 01:06:30.000,0.9.11,,3574.0,55.0,3987.0,3987.0,36.0,https://pypi.org/project/sos-notebook,852.0,https://anaconda.org/conda-forge/sos,2023-02-19 02:04:39.589,144302.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
46,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,27,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-02-18 14:13:46.000000,2023-02-18 14:13:42,274.0,7.0,862.0,270.0,97.0,78.0,81.0,7126.0,2019-07-01 16:35:20.000,1.0.0,,168627.0,4.0,175.0,175.0,30.0,https://pypi.org/project/facets-overview,168627.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
47,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,27,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2023-05-01 20:08:21.000000,2023-05-01 08:18:20,10424.0,30.0,578.0,101.0,2550.0,252.0,2173.0,7005.0,2022-12-08 14:49:00.000,0.13.4,8526.0,6271.0,97.0,,,313.0,https://pypi.org/project/xonsh,6184.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
48,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,27,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-05-03 18:35:48.000000,2023-04-29 22:09:26,5580.0,131.0,657.0,110.0,1438.0,84.0,536.0,6228.0,,,,14519.0,34.0,9.0,9.0,86.0,https://pypi.org/project/perspective-python,3532.0,https://anaconda.org/conda-forge/perspective,2023-04-11 19:29:15.778,324113.0,1.0,@finos/perspective-jupyterlab,,,https://www.npmjs.com/package/@finos/perspective-jupyterlab,,,1727.0,,,,,,,,,,,,,,,,,
49,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,27,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-05-02 00:17:16.000000,2023-04-17 04:04:39,1329.0,91.0,706.0,174.0,475.0,125.0,167.0,5315.0,2023-02-22 03:49:00.886,0.9.3,,523.0,33.0,1.0,,73.0,https://pypi.org/project/knowledge-repo,523.0,,,,2.0,,2023-01-05 19:51:36.871,1.0,,,,,,,,,,,,,,,,,,,,,
50,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,165.0,260.0,1030.0,2021-02-01 03:34:36.000,1.1.19,,16997.0,92.0,283.0,254.0,33.0,https://pypi.org/project/pixiedust,15930.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,44828.0,2.0,,2021-02-01 03:34:36.000,29.0,,,,,,,,,,,,,,,,,,,,,
51,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-04-17 11:41:56.000000,2022-10-21 14:50:27,161.0,,241.0,40.0,43.0,46.0,24.0,901.0,2022-04-01 20:13:44.000,0.4.2,86.0,409811.0,11.0,2751.0,2751.0,10.0,https://pypi.org/project/jupyter-dash,390658.0,https://anaconda.org/conda-forge/jupyter-dash,2022-04-02 17:05:39.218,321523.0,2.0,jupyterlab-dash,,,https://www.npmjs.com/package/jupyterlab-dash,,,8434.0,,,,,,,,,,,,,,,,,
52,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,27,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2023-04-29 15:28:18.881000,2023-04-29 04:04:58,1426.0,4.0,118.0,25.0,599.0,34.0,418.0,661.0,2023-04-29 04:16:15.000,3.0.4,263.0,22448.0,76.0,62.0,5.0,35.0,https://pypi.org/project/nglview,8413.0,https://anaconda.org/conda-forge/nglview,2023-04-29 15:28:18.881,593874.0,2.0,nglview-js-widgets,2021-06-11 00:32:29.000,53.0,https://www.npmjs.com/package/nglview-js-widgets,2021-04-16 05:05:11.629,4.0,6008.0,,,,,,,,,,,,,,,,,
53,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,27,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2023-04-04 22:10:33.000000,2023-01-11 11:27:13,465.0,,51.0,9.0,95.0,43.0,65.0,400.0,2023-01-11 11:30:08.757,0.10.0,,139192.0,20.0,2595.0,2257.0,33.0,https://pypi.org/project/nbval,134680.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,329389.0,2.0,,2023-01-11 11:30:08.757,338.0,,,,,,,,,,,,,,,,,,,,,
54,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,27,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-04-10 09:02:20.000000,2023-04-10 09:02:17,206.0,39.0,35.0,5.0,61.0,16.0,69.0,226.0,2023-03-22 23:11:09.606,0.24.1,,60730.0,30.0,1213.0,1148.0,18.0,https://pypi.org/project/mkdocs-jupyter,59526.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-03-27 16:53:20.645,36130.0,2.0,,2022-09-23 17:23:00.717,65.0,,,,,,,,,,,,,,,,,,,,,
55,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,27,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-04-02 12:31:16.000000,2023-03-06 14:13:15,629.0,45.0,142.0,26.0,140.0,62.0,91.0,219.0,2023-03-06 14:13:35.000,6.6.3,225.0,4728993.0,18.0,,,60.0,https://pypi.org/project/jupyter-console,4688139.0,https://anaconda.org/conda-forge/jupyter_console,2023-03-06 15:58:02.644,3471250.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
56,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-04-20 02:49:43.494277,2023-04-19 23:44:34,2188.0,104.0,843.0,92.0,928.0,14.0,295.0,2314.0,2023-04-20 02:29:36.000,2e7e3f1b87810248aa8129ce5d7e1d38bd89ae202cc59d29763625abc5bbaba8,,2003.0,100.0,,,147.0,,,,,,3.0,,,,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-04-20 02:49:43.494277,167.0,194297.0,,,,,,,,,,,
57,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,26,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-05-04 13:58:32.000000,2023-05-03 08:20:03,1174.0,79.0,224.0,61.0,796.0,106.0,202.0,1509.0,2023-04-24 16:40:04.000,0.13.11,1731.0,208.0,49.0,,,40.0,,,,,,1.0,,,,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-04-24 17:43:15.899758,6.0,17488.0,,,,,,,,,,,
58,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,979.0,2022-09-02 21:15:20.926,1.2.1,,89736.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,89736.0,,,,3.0,,2022-09-02 21:15:20.926,12.0,,,,,,,,,,,,,,,,,,,,,
59,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,26,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2023-05-04 09:27:25.000000,2023-05-04 09:27:25,679.0,13.0,36.0,8.0,537.0,6.0,272.0,760.0,2023-04-02 18:19:00.749,1.7.0,,97332.0,87.0,25.0,,29.0,https://pypi.org/project/nbqa,94194.0,https://anaconda.org/conda-forge/nbqa,2023-04-04 08:28:28.947,97304.0,2.0,,2023-01-09 22:43:07.649,25.0,,,,,,,,,,,,,,,,,,,,,
60,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,26,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2023-05-03 16:37:10.000000,2023-05-03 12:44:32,10540.0,159.0,39.0,25.0,1015.0,77.0,559.0,675.0,2023-04-12 06:47:56.000,2.0.0-alpha.3,3591.0,443.0,100.0,9.0,,35.0,,,,,,2.0,stencila,,,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,9.0,156.0,,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,,,,,
61,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,26,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-05-02 04:25:25.000000,2023-03-15 09:54:58,656.0,9.0,300.0,27.0,218.0,22.0,240.0,450.0,2021-12-15 16:31:08.730,0.0.1,,10807.0,16.0,181.0,155.0,66.0,https://pypi.org/project/dockerspawner,10493.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,17003.0,2.0,,2021-07-22 10:16:21.000,26.0,,,,,,,,,,,,,,,,,,,,,
62,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,26,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-04-04 07:46:16.000000,2023-04-04 07:45:58,354.0,25.0,86.0,7.0,116.0,37.0,39.0,366.0,2023-02-20 14:54:36.000,0.7.2,189.0,36632.0,11.0,337.0,337.0,32.0,https://pypi.org/project/jupyter-resource-usage,22218.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,532298.0,1.0,@jupyter-server/resource-usage,,,https://www.npmjs.com/package/@jupyter-server/resource-usage,,,401.0,,,,,,,,,,,,,,,,,
63,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,26,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2023-04-24 07:30:00.000000,2022-06-25 19:26:22,372.0,,56.0,22.0,88.0,51.0,86.0,162.0,2022-06-25 19:39:15.000,0.4.0,,100609.0,20.0,245.0,,25.0,https://pypi.org/project/jupyter_sphinx,97830.0,https://anaconda.org/conda-forge/jupyter_sphinx,2022-11-04 09:54:55.560,205681.0,2.0,,2022-06-25 19:39:15.000,245.0,,,,,,,,,,,,,,,,,,,,,
64,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2022-11-29 02:06:27.000000,2022-05-21 19:17:40,690.0,,336.0,89.0,259.0,67.0,159.0,4552.0,2022-02-19 00:48:20.000,0.5.1,,21033.0,12.0,138.0,138.0,20.0,https://pypi.org/project/lux-api,19907.0,https://anaconda.org/conda-forge/lux-api,2022-02-22 06:05:22.978,18249.0,2.0,luxwidget,,,https://www.npmjs.com/package/luxwidget,,,451.0,,,,,,,,,,,,,,,,,
65,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/finos/ipyregulartable,,widgets,25,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/finos/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2023-04-25 20:59:16.000000,2023-04-25 20:59:15,216.0,21.0,905.0,7.0,81.0,10.0,16.0,2756.0,2023-03-28 15:12:19.903,5.0.7,,50742.0,112.0,107.0,12.0,5.0,https://pypi.org/project/ipyregulartable,115.0,https://anaconda.org/conda-forge/ipyregulartable,2022-09-24 21:00:28.551,4453.0,2.0,@jupyter-widgets/jupyterlab-manager,2022-09-24 16:00:47.625,2.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2023-03-28 15:12:19.903,93.0,50479.0,7.0,,,,,,,finos/ipyregulartable,,,,,,,,,
66,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,25,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,1689.0,,375.0,125.0,3797.0,349.0,4175.0,2747.0,2018-12-04 18:27:21.000,1.3.0,31.0,15964.0,39.0,,,43.0,https://pypi.org/project/beakerx,4899.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,588681.0,2.0,beakerx,,,https://www.npmjs.com/package/beakerx,,,204.0,,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249086.0,,,,,,,,,,,
67,mercury,Build Web Apps in Jupyter Notebook with Python only.,https://github.com/mljar/mercury,,notebook-tools,25,False,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,,2021-12-20 13:43:44.000,2023-04-28 10:52:32.000000,2023-04-28 10:32:10,684.0,214.0,176.0,41.0,17.0,7.0,239.0,2688.0,2023-04-28 10:52:32.000,2.2.9,,728.0,50.0,39.0,39.0,6.0,https://pypi.org/project/mljar-mercury,728.0,,,,2.0,,2022-09-02 09:05:19.173,,,,,,,,,,,,,,,,,,,,,,
68,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,25,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-05-04 11:52:32.000000,2023-05-04 11:52:32,2817.0,91.0,930.0,122.0,462.0,51.0,287.0,2409.0,,,,193063.0,28.0,,,112.0,https://pypi.org/project/ipyparallel,183399.0,https://anaconda.org/conda-forge/ipyparallel,2023-04-14 13:49:01.099,821523.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
69,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,25,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2023-05-04 12:04:26.000000,2023-05-04 07:21:59,4616.0,222.0,309.0,65.0,1584.0,390.0,900.0,2367.0,2023-04-06 17:28:54.000,1.0.4205010,417.0,16.0,19.0,,,110.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
70,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-04-04 07:11:17.000000,2023-01-27 08:04:32,1494.0,,527.0,93.0,458.0,174.0,405.0,2115.0,,,,21555.0,,10.0,10.0,95.0,,,,,,3.0,,,,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,32.0,2780716.0,,,,,,,,,,,
71,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,25,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-05-01 04:33:52.612668,2023-03-06 15:57:54,599.0,4.0,284.0,62.0,143.0,64.0,516.0,1623.0,2023-01-20 20:54:32.000,1.3.2,,15511.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,123075.0,1.0,,,,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-05-01 04:33:52.612668,54.0,1581075.0,,,IRkernel,,,,,,,,
72,datapane,Build full-stack data apps in 100% Python.,https://github.com/datapane/datapane,,others,25,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2023-04-21 13:44:15.000000,2023-04-21 13:42:57,345.0,114.0,73.0,15.0,118.0,7.0,104.0,1188.0,2023-04-12 11:22:01.230,0.16.4,,23549.0,86.0,12.0,,16.0,https://pypi.org/project/datapane,21794.0,https://anaconda.org/conda-forge/datapane,2023-03-22 14:33:05.493,59688.0,3.0,,2022-04-09 14:26:48.000,12.0,,,,,,,,,,,,,,,,,,,,,
73,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,25,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-04-14 09:37:04.000000,2023-04-14 09:35:48,198.0,24.0,36.0,9.0,93.0,16.0,71.0,441.0,2023-03-26 18:44:00.475,1.5.2,,37536.0,37.0,250.0,237.0,6.0,https://pypi.org/project/itables,36631.0,https://anaconda.org/conda-forge/itables,2023-03-26 19:48:42.616,14486.0,2.0,,2023-01-31 23:27:00.572,13.0,,,,,,,,,,,,,,,,,,,,,
74,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,25,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-04-25 16:12:26.000000,2023-04-25 16:12:26,1139.0,2.0,81.0,19.0,120.0,28.0,115.0,309.0,2022-12-12 16:21:25.000,0.29.4,82.0,32214.0,53.0,727.0,727.0,32.0,https://pypi.org/project/metakernel,24030.0,https://anaconda.org/conda-forge/metakernel,2022-12-12 20:01:25.444,695323.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
75,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-04-27 07:14:01.000000,2023-04-26 08:52:00,246.0,31.0,50.0,13.0,74.0,56.0,131.0,291.0,2022-02-07 15:18:40.000,1.8.2,,144442.0,30.0,775.0,775.0,12.0,https://pypi.org/project/ipyvuetify,131769.0,https://anaconda.org/conda-forge/ipyvuetify,2022-09-02 13:29:25.078,120751.0,2.0,jupyter-vuetify,,,https://www.npmjs.com/package/jupyter-vuetify,,,10048.0,,,,,,,,widgetti/ipyvuetify,,,,,,,,,
76,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,24,False,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2023-04-13 21:03:54.000000,2022-12-21 19:56:24,2660.0,,774.0,137.0,844.0,334.0,459.0,5026.0,2022-11-15 17:24:23.000,0.7.0,,334993.0,16.0,,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,314429.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2022-12-03 12:02:55.462,1665710.0,2.0,,,,,,,,-7.0,,,,,,,,,,,,,,,,
