,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,conda_dependent_project_count,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
37,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,30,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2024-03-13 23:16:35.000000,2024-03-13 23:16:34,1367.0,16.0,436.0,49.0,453.0,151.0,300.0,1281.0,2023-09-13 15:53:21.000,0.21.0,,49135.0,56.0,356.0,334.0,64.0,https://pypi.org/project/sparkmagic,2023-09-13 15:53:21.000,22.0,46424.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,113862.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
38,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,30,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-03-13 17:09:00.000000,2024-03-05 21:53:14,1943.0,58.0,298.0,23.0,2248.0,48.0,226.0,1157.0,2024-02-09 18:33:49.000,0.34.1,,4656.0,39.0,90.0,90.0,42.0,https://pypi.org/project/raiwidgets,,,4656.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
39,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2024-03-07 12:34:18.000000,2024-02-13 09:23:34,1590.0,44.0,359.0,20.0,436.0,54.0,249.0,395.0,2023-11-27 17:40:41.000,16.2.1,,39330.0,44.0,457.0,408.0,121.0,https://pypi.org/project/oauthenticator,2023-11-27 17:40:41.000,49.0,38189.0,https://anaconda.org/conda-forge/oauthenticator,2023-11-28 06:31:15.831,46811.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
40,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,30,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2024-02-19 02:32:18.056000,2024-02-17 22:21:19,7647.0,53.0,40.0,8.0,76.0,68.0,1388.0,262.0,2023-09-25 05:56:08.000,0.24.4,,5255.0,168.0,5525.0,5489.0,36.0,https://pypi.org/project/sos-notebook,2023-09-25 05:56:08.000,36.0,1632.0,https://anaconda.org/conda-forge/sos,2024-02-19 02:32:18.056,166699.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
41,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,29,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2024-03-07 13:40:32.232000,2021-03-31 14:20:34,1174.0,,3000.0,20.0,322.0,31.0,245.0,13665.0,2024-03-07 13:40:32.232,4.1.4,,69438.0,249.0,11.0,,11.0,,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,69438.0,,2024-03-07 13:40:32.232,11.0,,,,,,,,,,,,
42,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,29,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2024-03-04 02:11:03.000000,2024-03-04 02:09:12,1683.0,2.0,467.0,48.0,543.0,143.0,713.0,4706.0,2023-10-19 04:40:00.000,2.3.13,,69873.0,155.0,155.0,,94.0,https://pypi.org/project/nbdev,2023-10-19 04:40:00.000,155.0,69873.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
43,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,29,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2024-03-07 16:09:18.000000,2021-01-21 14:02:57,1689.0,,383.0,123.0,3798.0,352.0,4176.0,2793.0,2024-03-07 16:09:18.000,2.4.1,35.0,15675.0,57.0,25.0,,81.0,https://pypi.org/project/beakerx,2024-03-07 16:09:18.000,22.0,5534.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,622415.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249473.0,beakerx,https://www.npmjs.com/package/beakerx,134.0,,2019-04-06 03:31:02.776,3.0,,,,,,,,,,,,
44,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,29,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2024-02-20 21:12:11.000000,2024-02-06 07:22:46,2751.0,32.0,354.0,49.0,807.0,174.0,365.0,1572.0,2023-06-13 07:26:00.805,2023.6.0,,7809.0,20.0,231.0,203.0,123.0,https://pypi.org/project/jupyter-repo2docker,2023-06-13 07:26:00.805,28.0,7809.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
45,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,29,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2024-03-05 21:34:53.000000,2024-03-05 21:34:50,3412.0,3.0,319.0,44.0,938.0,264.0,654.0,1251.0,2023-09-05 12:35:02.000,0.9.1,322.0,13051.0,39.0,552.0,530.0,105.0,https://pypi.org/project/nbgrader,2023-09-05 12:34:49.000,22.0,8716.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,155967.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
46,Stencila,"Programmable, reproducible, interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,29,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2024-03-14 09:16:49.000000,2024-03-14 09:14:16,12836.0,1040.0,49.0,28.0,1406.0,96.0,619.0,758.0,2024-03-06 01:58:19.000,2.0.0-alpha.25,4231.0,348.0,100.0,30.0,20.0,43.0,,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16469.0,stencila,https://www.npmjs.com/package/stencila,92.0,,2020-11-06 15:20:04.059,10.0,,,,,,,,,,,,
47,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,29,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2024-02-06 07:26:25.000000,2024-02-06 07:26:24,1599.0,15.0,304.0,28.0,463.0,85.0,282.0,514.0,2023-11-23 11:08:31.000,6.2.0,,15743.0,38.0,174.0,159.0,84.0,https://pypi.org/project/jupyterhub-kubespawner,2023-11-23 11:08:31.000,15.0,15166.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-11-23 12:55:19.939,20789.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
48,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,29,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2024-02-13 09:36:38.000000,2024-02-01 09:28:10,725.0,6.0,309.0,27.0,243.0,25.0,251.0,469.0,2023-11-21 14:14:18.000,13.0.0,,80915.0,17.0,212.0,184.0,69.0,https://pypi.org/project/dockerspawner,2023-11-21 14:14:18.000,28.0,80244.0,https://anaconda.org/conda-forge/dockerspawner,2023-11-21 14:56:25.623,20805.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
49,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,28,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,909.0,267.0,98.0,82.0,81.0,7299.0,2023-05-24 15:58:01.158,1.1.1,,283352.0,9.0,231.0,223.0,31.0,https://pypi.org/project/facets-overview,2023-05-24 15:58:01.158,8.0,283352.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
50,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,28,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,770.0,,414.0,84.0,199.0,155.0,294.0,3641.0,2020-10-29 01:31:20.000,5.7.1,,14529.0,31.0,2952.0,2779.0,44.0,https://pypi.org/project/RISE,2022-11-03 16:45:29.021,171.0,10564.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,288920.0,2.0,,,,,,rise-reveal,https://www.npmjs.com/package/rise-reveal,8.0,,2019-07-03 12:51:16.722,2.0,,,,,,,,,,,,
51,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,28,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2024-03-08 16:40:29.000000,2024-03-08 16:40:28,1913.0,7.0,317.0,43.0,1483.0,256.0,1357.0,1750.0,2023-03-29 14:23:28.000,3.15.0,,6094.0,29.0,54.0,54.0,63.0,https://pypi.org/project/elyra,,,4877.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,43818.0,1.0,,,,,,@elyra/services,https://www.npmjs.com/package/@elyra/services,198.0,,,,,,,,,,,,,,,
52,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,28,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2024-03-14 10:29:13.000000,2024-03-14 05:15:27,15184.0,1182.0,115.0,22.0,1840.0,990.0,819.0,846.0,2024-01-31 00:26:53.000,0.33.1,786.0,1994.0,34.0,,,76.0,https://pypi.org/project/lfortran,2020-07-31 19:39:55.000,,61.0,https://anaconda.org/conda-forge/lfortran,2024-01-31 04:39:12.114,80068.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
53,itkwidgets,An elegant Python interface for visualization on the web platform to interactively generate insights into..,https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,28,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2024-03-08 20:51:51.000000,2024-03-08 20:50:26,615.0,66.0,83.0,26.0,465.0,114.0,162.0,570.0,2023-03-02 22:39:43.651,0.32.6,88.0,17848.0,118.0,313.0,292.0,27.0,https://pypi.org/project/itkwidgets,2024-03-08 20:51:51.000,18.0,11925.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,347063.0,2.0,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,500.0,,2023-03-02 22:39:43.651,3.0,,,,,,,,,,,,
54,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,28,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2024-03-04 16:04:14.390000,2024-03-04 14:35:29,475.0,10.0,51.0,11.0,98.0,48.0,66.0,428.0,2024-03-04 14:36:57.000,0.11.0,,183305.0,21.0,3288.0,2917.0,33.0,https://pypi.org/project/nbval,2024-03-04 14:36:57.000,371.0,173768.0,https://anaconda.org/conda-forge/nbval,2024-03-04 16:04:14.390,419665.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
55,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,28,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2024-03-12 16:56:21.000000,2024-03-11 07:37:55,429.0,42.0,65.0,24.0,121.0,59.0,109.0,180.0,2023-12-28 12:19:39.000,0.5.3,,78213.0,21.0,291.0,,28.0,https://pypi.org/project/jupyter_sphinx,2023-12-28 12:19:39.000,291.0,72720.0,https://anaconda.org/conda-forge/jupyter_sphinx,2024-01-27 18:09:27.331,241721.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
56,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,162.0,42.0,374.0,164.0,261.0,1034.0,2021-02-01 03:34:36.000,1.1.19,,14655.0,92.0,292.0,263.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,13711.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,49108.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
57,jupyter-dash,OBSOLETE - Dash v2.11+ has Jupyter support built in!.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2024-03-06 18:39:55.000000,2023-08-11 17:18:48,162.0,,237.0,45.0,49.0,52.0,29.0,945.0,2022-04-01 20:13:44.000,0.4.2,99.0,164991.0,14.0,3763.0,3687.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,73.0,154019.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,355827.0,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2075.0,,2021-01-22 17:06:54.671,3.0,,,,,,,,,,,,
58,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,27,False,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,185.0,40.0,173.0,61.0,174.0,921.0,2023-02-20 00:24:01.104,2.4.2,,84105.0,46.0,103.0,30.0,30.0,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,61.0,75102.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,524005.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3429.0,,2023-02-20 00:16:17.277,12.0,,,,,,,,,,,,
59,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,27,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2024-03-14 12:31:47.000000,2024-03-14 12:31:42,286.0,19.0,54.0,16.0,98.0,67.0,137.0,327.0,2024-02-28 16:18:39.000,1.9.1,,130756.0,32.0,1104.0,1104.0,14.0,https://pypi.org/project/ipyvuetify,,,115548.0,https://anaconda.org/conda-forge/ipyvuetify,2024-03-14 08:52:30.237,160597.0,2.0,,,,,,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,11559.0,,,,widgetti/ipyvuetify,,,,,,,,,,,
60,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,27,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2024-03-14 13:39:37.000000,2024-03-13 17:20:51,4988.0,282.0,56.0,19.0,1764.0,324.0,662.0,117.0,2024-02-23 18:49:23.000,3.8.2,,1819.0,40.0,44.0,41.0,32.0,https://pypi.org/project/jdaviz,2024-02-23 18:58:33.000,3.0,1819.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
61,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,26,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-10-18 13:16:38.000000,2023-10-18 13:16:38,638.0,,1069.0,159.0,79.0,199.0,203.0,9709.0,,,,113651.0,,21.0,21.0,43.0,https://pypi.org/project/jupyterthemes,,,113651.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
62,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,26,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2024-03-13 00:18:08.000000,2024-03-04 09:37:32,3706.0,58.0,2986.0,191.0,1221.0,11.0,868.0,7697.0,,,,,,21.0,21.0,244.0,,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,,,,,,,,,,,-7.0,,,,,,,,,,
63,Evcxr,"An evaluation context for Rust, including a Jupyter Kernel.",https://github.com/evcxr/evcxr,,kernels,26,True,,evcxr/evcxr,,https://github.com/evcxr/evcxr,MIT,2018-09-25 10:19:22.000,2024-03-06 01:27:19.000000,2024-03-06 01:26:25,692.0,16.0,209.0,56.0,101.0,99.0,143.0,5106.0,2023-12-17 00:16:37.000,0.17.0,3936.0,218.0,7.0,161.0,161.0,49.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
64,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,26,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2024-01-12 07:28:07.000000,2020-04-07 18:56:49,405.0,,424.0,88.0,105.0,178.0,127.0,3018.0,2020-04-07 16:43:54.000,1.3.1,,51616.0,73.0,103.0,12.0,30.0,https://pypi.org/project/qgrid,2020-04-07 16:43:54.000,87.0,45710.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,401084.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,412.0,,2018-07-11 05:36:40.781,4.0,,,,,,,,,,,,
65,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2024-03-14 09:58:08.000000,2024-03-08 18:46:55,2329.0,32.0,957.0,93.0,1010.0,34.0,316.0,2498.0,2024-02-22 18:05:44.000,e23c22630b6d9c427cbe8c1aa205f5e70a0f46c9aa0d3c835c6f0469306fa1aa,,1827.0,100.0,,,158.0,,,,,,,,2.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2024-02-22 18:03:33.643179,180.0,195549.0,,,,,,,,,,,,,,,,,,
66,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,False,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,81.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,96029.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,2022-09-02 21:15:20.926,12.0,96029.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
67,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,26,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2024-01-03 14:09:47.000000,2023-09-29 00:14:07,527.0,,120.0,18.0,72.0,66.0,36.0,961.0,2023-05-05 07:10:14.000,0.6.3,,586537.0,18.0,588.0,569.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,2023-05-05 07:04:01.205,19.0,568755.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1635976.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
68,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,26,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2024-03-14 00:05:28.000000,2024-03-05 21:29:17,229.0,10.0,46.0,11.0,118.0,24.0,99.0,569.0,2024-03-05 21:31:04.000,1.7.1,,181752.0,50.0,460.0,437.0,6.0,https://pypi.org/project/itables,2024-03-14 00:05:28.000,23.0,180155.0,https://anaconda.org/conda-forge/itables,2024-03-06 00:14:49.488,41542.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
69,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,26,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2024-03-13 22:33:02.470000,2024-03-13 22:09:58,1088.0,34.0,136.0,18.0,269.0,75.0,129.0,322.0,2024-03-13 22:05:01.000,4.1.2,,192340.0,33.0,147.0,4.0,71.0,https://pypi.org/project/jupyter-server-proxy,2024-03-13 22:05:01.000,139.0,157015.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2024-03-13 22:33:02.470,1455504.0,2.0,,,,,,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,3684.0,,2024-03-13 09:10:53.274,4.0,,,,,,,,,,,,
70,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,710.0,174.0,478.0,134.0,167.0,5425.0,2023-02-22 03:49:00.886,0.9.3,,695.0,33.0,22.0,21.0,73.0,https://pypi.org/project/knowledge-repo,2023-02-22 03:49:00.886,1.0,695.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
71,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-07-12 17:45:36.000000,2023-07-04 23:34:35,692.0,,354.0,90.0,262.0,81.0,160.0,4894.0,2022-02-19 00:48:20.000,0.5.1,,4634.0,18.0,187.0,183.0,21.0,https://pypi.org/project/lux-api,2022-02-19 00:46:49.000,2.0,3741.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,22050.0,2.0,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,298.0,,2022-02-17 19:41:18.102,2.0,,,,,,,,,,,,
72,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,25,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2024-03-13 08:08:23.000000,2024-03-13 08:08:23,808.0,22.0,236.0,45.0,29.0,60.0,338.0,3733.0,2023-10-26 12:41:21.000,2.3.7,,305.0,50.0,101.0,101.0,13.0,https://pypi.org/project/mljar-mercury,2022-09-02 09:05:19.173,,305.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
73,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/finos/ipyregulartable,,widgets,25,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/finos/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2024-02-08 15:12:36.059000,2024-02-05 14:45:33,238.0,5.0,928.0,8.0,92.0,10.0,17.0,3007.0,2024-02-08 15:12:36.059,5.0.10,,80150.0,120.0,113.0,13.0,5.0,https://pypi.org/project/ipyregulartable,2021-01-08 04:41:11.000,2.0,139.0,https://anaconda.org/conda-forge/ipyregulartable,2023-06-16 19:23:44.012,5802.0,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,79866.0,,2024-02-08 15:12:36.059,98.0,finos/ipyregulartable,7.0,,,,,,,,,,
74,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,25,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2024-02-08 15:12:36.059000,2024-02-05 22:12:05,357.0,5.0,928.0,5.0,110.0,5.0,19.0,3007.0,2024-02-08 15:12:36.059,5.0.10,,81148.0,120.0,104.0,3.0,3.0,https://pypi.org/project/ipydagred3,2023-10-31 14:30:02.000,3.0,681.0,https://anaconda.org/conda-forge/ipydagred3,2023-11-01 13:35:17.799,27657.0,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,79866.0,,2024-02-08 15:12:36.059,98.0,,7.0,,,,,,,,,,
75,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,25,False,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2024-02-22 12:46:40.000000,2022-12-28 22:18:25,332.0,,183.0,42.0,44.0,55.0,188.0,2118.0,2021-11-15 23:43:33.000,5.2.1,,2090.0,33.0,110.0,85.0,17.0,,,,,,,,1.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2090.0,,2021-11-15 23:33:51.644,25.0,,,,,,,,,,,,
