,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,cran_id,go_id,go_url,pypi,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,47,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2023-08-29 12:16:00.000000,2023-08-29 12:16:00,26646.0,60.0,4449.0,759.0,6911.0,1631.0,5621.0,15909.0,2023-07-20 15:23:05.638,0.9.1,320312.0,27790068.0,169.0,477293.0,441076.0,962.0,https://pypi.org/project/ipython,2023-06-02 14:20:01.365,36217.0,27529795.0,https://anaconda.org/conda-forge/ipython,2023-06-02 17:57:56.118,22669184.0,1.0,,,,,,,,,,,,,,,,,,,
2,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-08-30 14:31:42.000000,2023-08-30 14:30:01,13431.0,52.0,4195.0,319.0,2285.0,1980.0,2725.0,11508.0,2023-08-30 14:31:54.000,7.0.3,14119.0,18024471.0,133.0,9118.0,166.0,639.0,https://pypi.org/project/notebook,2023-08-30 14:31:42.000,8952.0,17670772.0,https://anaconda.org/conda-forge/jupyter,2023-06-16 13:17:46.215,3652520.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-08-28 19:58:23.514355,1039.0,30728988.0,,,,,,,,,,,,,,
3,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,42,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-08-31 13:25:45.000000,2023-08-30 03:43:05,20197.0,76.0,4020.0,445.0,5799.0,735.0,6651.0,17890.0,,,,5959947.0,53.0,75027.0,75027.0,668.0,https://pypi.org/project/bokeh,,,5623362.0,https://anaconda.org/conda-forge/bokeh,2023-08-14 08:47:36.698,12421403.0,1.0,,,,,,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,9706.0,,,,,,,,,,,
4,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,39,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2023-08-29 18:02:57.981000,2023-08-29 13:57:58,3993.0,32.0,514.0,51.0,921.0,482.0,633.0,1538.0,2023-08-29 13:58:20.000,7.8.0,660.0,20582979.0,57.0,225981.0,225981.0,265.0,https://pypi.org/project/nbconvert,,,20159947.0,https://anaconda.org/conda-forge/nbconvert,2023-08-29 18:02:57.981,13959690.0,1.0,,,,,,,,,,,,,,,,,,,
5,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,38,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2023-08-30 13:40:40.321769,2023-08-30 13:33:12,7021.0,167.0,1933.0,268.0,2172.0,200.0,2132.0,7640.0,2023-08-10 09:30:00.000,4.0.2,,232038.0,74.0,2822.0,2439.0,342.0,https://pypi.org/project/jupyterhub,2023-08-10 09:30:00.000,383.0,161519.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,984864.0,1.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-08-30 13:40:40.321769,328.0,4829232.0,,,,,,,,,,,,,,
6,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,38,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2023-08-31 09:42:42.000000,2023-08-07 13:45:24,2854.0,17.0,334.0,35.0,674.0,235.0,230.0,571.0,2023-08-07 13:45:44.000,6.25.1,1737.0,17212520.0,66.0,283024.0,283024.0,172.0,https://pypi.org/project/ipykernel,,,17204183.0,https://anaconda.org/anaconda/ipykernel,2023-08-08 23:38:38.779,769473.0,1.0,,,,,,,,,,,,,,,,,,,
7,pandas-profiling,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,https://github.com/ydataai/ydata-profiling,,widgets,37,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-08-30 00:30:58.000000,2023-08-30 00:29:59,1331.0,34.0,1503.0,151.0,700.0,175.0,533.0,11064.0,2023-08-11 15:54:46.000,4.5.1,,972107.0,50.0,1212.0,1212.0,112.0,https://pypi.org/project/pandas-profiling,,,967432.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,392726.0,1.0,,,,,,,,,ydataai/ydata-profiling,,,,,,,,,,
8,panel,Panel: The powerful data exploration & web app framework for Python.,https://github.com/holoviz/panel,,widgets,37,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-08-31 13:34:26.000000,2023-08-31 10:25:57,3168.0,189.0,354.0,54.0,2689.0,779.0,1962.0,3067.0,2023-07-25 16:39:56.000,1.2.1,,661836.0,54.0,8076.0,8076.0,140.0,https://pypi.org/project/panel,,,573727.0,https://anaconda.org/conda-forge/panel,2023-07-25 20:11:18.179,1121713.0,1.0,,,,,,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,58591.0,,,,,,,,,,,
9,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,35,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-08-27 08:31:32.537000,2023-08-26 21:01:59,2347.0,40.0,380.0,68.0,514.0,110.0,505.0,6119.0,2023-08-26 21:06:00.000,1.15.1,,553655.0,122.0,5928.0,5680.0,80.0,https://pypi.org/project/jupytext,2023-08-26 21:06:00.000,246.0,529767.0,https://anaconda.org/conda-forge/jupytext,2023-08-27 08:31:32.537,663470.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,6429.0,,2023-06-04 20:20:55.075,2.0,,,,,,,,
10,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,35,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-08-31 13:27:37.445000,2023-08-31 08:20:36,12647.0,28.0,241.0,38.0,906.0,154.0,269.0,412.0,2023-08-31 08:20:58.000,2.7.3,1920.0,17017452.0,134.0,369.0,,513.0,https://pypi.org/project/jupyter_server,2023-08-31 08:20:50.000,369.0,16796549.0,https://anaconda.org/conda-forge/jupyter_server,2023-08-31 13:27:37.445,7729662.0,3.0,,,,,,,,,,,,,,,,,,,
11,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,34,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-08-31 13:08:03.000000,2023-08-25 20:17:22,1788.0,80.0,416.0,39.0,495.0,96.0,153.0,3825.0,2023-08-25 20:23:37.000,0.4.3,,264226.0,55.0,2316.0,2316.0,44.0,https://pypi.org/project/evidently,,,263845.0,https://anaconda.org/conda-forge/evidently,2023-08-28 19:43:21.694,9145.0,1.0,,,,,,,,,,,,,,,,,,,
12,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,34,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-06-16 13:21:26.060000,2023-05-14 21:34:31,1939.0,,183.0,23.0,253.0,105.0,224.0,374.0,,,,4614955.0,38.0,146291.0,146291.0,120.0,https://pypi.org/project/qtconsole,,,4564622.0,https://anaconda.org/conda-forge/qtconsole,2023-06-16 13:21:26.060,4378980.0,1.0,,,,,,,,,,,,,,,,,,,
13,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,33,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-08-25 11:31:36.000000,2023-07-26 09:01:16,1424.0,3.0,626.0,63.0,733.0,559.0,725.0,3486.0,2023-03-14 01:34:01.609,0.15.1,,141399.0,46.0,11126.0,11016.0,126.0,https://pypi.org/project/jupyter-book,2020-04-28 17:42:58.000,110.0,138175.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,96722.0,1.0,,,,,,,,,,,,,,,,,,,
14,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,33,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-08-15 15:49:00.000000,2023-08-15 15:47:07,7795.0,48.0,891.0,75.0,1868.0,644.0,1313.0,2875.0,2023-08-01 07:41:33.000,8.1.0,,12193236.0,51.0,2.0,2.0,212.0,https://pypi.org/project/ipywidgets,,,11827201.0,https://anaconda.org/conda-forge/ipywidgets,2023-08-01 08:08:00.042,11049842.0,1.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,50326.0,,,,-6.0,,,,,,,
15,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-08-29 14:06:40.000000,2023-08-05 19:24:18,10377.0,15.0,441.0,78.0,1525.0,59.0,2091.0,2469.0,2023-04-30 10:43:00.749,8.2.4,13.0,1552.0,87.0,626.0,490.0,236.0,https://pypi.org/project/nikola,2022-05-01 17:06:34.000,136.0,1552.0,,,,1.0,,,,,,,,,,,,,,,,,,,
16,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,33,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-08-12 00:27:16.000000,2023-06-02 07:03:26,1146.0,,331.0,63.0,567.0,226.0,340.0,1396.0,2023-06-02 07:09:46.000,0.17.3,,214302.0,66.0,5088.0,5088.0,83.0,https://pypi.org/project/ipyleaflet,,,158519.0,https://anaconda.org/conda-forge/ipyleaflet,2023-06-05 07:39:09.482,1058772.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,43614.0,,,,,,,,,,,
17,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,33,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-08-01 15:07:54.000000,2023-08-01 09:58:00,1027.0,9.0,141.0,23.0,235.0,59.0,80.0,217.0,2023-07-31 10:35:35.000,5.9.2,209.0,19219527.0,26.0,234349.0,234349.0,77.0,https://pypi.org/project/nbformat,,,18723117.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,18362126.0,1.0,,,,,,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,131.0,,,,,,,,,,,
18,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,32,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-08-29 21:27:43.000000,2023-08-29 08:23:02,3489.0,162.0,2923.0,189.0,1142.0,25.0,825.0,7879.0,,,,923923.0,,11.0,11.0,236.0,,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-08-28 19:55:56.029437,422.0,89620611.0,,,,,,,,,,,,,,
19,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,32,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-08-28 20:34:37.000000,2023-08-23 15:30:20,10455.0,21.0,614.0,105.0,2572.0,269.0,2191.0,7233.0,2023-08-16 07:03:44.000,0.14.1,9076.0,8474.0,123.0,96.0,,316.0,https://pypi.org/project/xonsh,2023-08-16 07:03:44.000,96.0,8385.0,,,,1.0,,,,,,,,,,,,4.0,,,,,,,
20,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,32,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-07-18 22:38:39.000000,2023-07-18 22:38:35,11261.0,7.0,579.0,154.0,3986.0,188.0,1522.0,6060.0,2021-10-22 17:46:48.907,7.0.20,1459466.0,93406.0,94.0,42.0,2.0,178.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,2489.0,,,,2.0,,,,,,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,74142.0,,2021-10-22 17:46:48.907,35.0,,,,,,,,
21,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,32,False,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2023-08-28 14:25:29.000000,2023-08-25 08:30:09,1414.0,34.0,466.0,76.0,700.0,269.0,410.0,4902.0,2023-08-25 08:30:39.000,0.5.1,860.0,75822.0,66.0,10099.0,10099.0,65.0,https://pypi.org/project/voila,,,67161.0,https://anaconda.org/conda-forge/voila,2023-08-25 09:27:31.388,292627.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,264.0,,,,,,,,,,,
22,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,31,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-08-23 16:31:49.000000,,,,2767.0,,,2370.0,,13219.0,2023-08-13 12:28:28.176,4.0.5,,11376829.0,490.0,2632.0,,430.0,https://pypi.org/project/jupyterlab,2023-08-23 14:53:58.000,2273.0,10918835.0,https://anaconda.org/conda-forge/jupyterlab,2023-08-23 15:57:04.005,8681234.0,2.0,,,,,,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,235399.0,,2023-08-23 15:00:20.711,359.0,,,,,,,,
23,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,31,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-08-30 21:31:47.332000,2023-06-08 14:23:52,939.0,1.0,396.0,91.0,349.0,131.0,246.0,5350.0,2022-08-15 04:13:05.241,2.4.0,,1106787.0,72.0,5354.0,5136.0,109.0,https://pypi.org/project/papermill,2022-08-15 04:13:05.241,218.0,1093861.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,491219.0,2.0,,,,,,,,,,,,,,,,,,,
24,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-08-31 13:04:18.000000,2023-08-23 15:17:59,734.0,35.0,350.0,73.0,264.0,53.0,475.0,4223.0,2023-07-19 16:44:58.000,3.3.0,,224375.0,171.0,857.0,840.0,30.0,https://pypi.org/project/dtale,2023-07-19 16:26:09.000,17.0,218144.0,https://anaconda.org/conda-forge/dtale,2023-07-19 17:10:42.907,243012.0,2.0,,,,,,,,,,,,,,,,,,,
25,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-08-31 13:04:18.000000,2023-08-23 15:17:59,734.0,35.0,350.0,73.0,264.0,53.0,475.0,4223.0,2023-07-19 16:44:58.000,3.3.0,,224375.0,171.0,857.0,840.0,30.0,https://pypi.org/project/dtale,2023-07-19 16:26:09.000,17.0,218144.0,https://anaconda.org/conda-forge/dtale,2023-07-19 17:10:42.907,243012.0,1.0,,,,,,,,,,,,,,,,,,,
26,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,31,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-08-04 08:27:48.000000,2023-07-27 13:38:57,3654.0,13.0,447.0,102.0,1036.0,219.0,367.0,3468.0,2023-08-04 08:28:46.000,0.12.41,,198010.0,62.0,46.0,46.0,64.0,https://pypi.org/project/bqplot,,,162837.0,https://anaconda.org/conda-forge/bqplot,2023-07-12 07:26:23.351,1207538.0,2.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,4211.0,,,,,,,,,,,
27,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,31,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2023-08-30 16:11:25.000000,2023-04-30 15:45:30,2000.0,,163.0,45.0,365.0,77.0,237.0,2505.0,2023-04-30 16:02:31.000,3.2.1,,243028.0,30.0,277.0,127.0,45.0,https://pypi.org/project/nbdime,2023-04-30 15:45:50.349,147.0,200685.0,https://anaconda.org/conda-forge/nbdime,2023-06-16 13:24:46.315,908854.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,30983.0,,2023-04-22 13:32:12.327,3.0,,,,,,,,
28,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,31,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-08-29 05:47:06.954000,2023-08-29 03:35:12,2748.0,117.0,119.0,19.0,481.0,183.0,309.0,1567.0,2023-05-28 15:29:13.000,4.2.0,,47825.0,48.0,1619.0,1619.0,48.0,https://pypi.org/project/jupyterlab-lsp,,,29561.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-08-29 05:47:06.954,559681.0,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2274.0,,,,,,,,,,,
29,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,31,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2023-08-25 16:03:15.000000,2023-08-25 16:03:15,1295.0,12.0,424.0,51.0,400.0,142.0,296.0,1243.0,2023-04-05 15:34:02.134,0.20.5,,25796.0,55.0,331.0,309.0,62.0,https://pypi.org/project/sparkmagic,2023-01-30 15:51:14.959,22.0,24399.0,https://anaconda.org/conda-forge/sparkmagic,2023-06-16 13:24:44.059,100618.0,1.0,,,,,,,,,,,,,,,,,,,
30,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,31,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-08-31 12:35:15.000000,2023-08-28 20:58:11,3398.0,24.0,317.0,44.0,925.0,251.0,637.0,1220.0,2023-06-16 12:26:21.798,0.8.4,233.0,8216.0,36.0,494.0,474.0,105.0,https://pypi.org/project/nbgrader,2023-07-21 13:51:59.000,20.0,6329.0,https://anaconda.org/conda-forge/nbgrader,2023-06-16 13:21:18.863,148923.0,1.0,,,,,,,,,,,,,,,,,,,
31,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,31,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-08-29 11:38:00.000000,2023-08-29 11:38:00,1482.0,189.0,348.0,24.0,399.0,47.0,236.0,375.0,2023-08-21 15:07:37.000,16.0.7,,47861.0,40.0,413.0,368.0,116.0,https://pypi.org/project/oauthenticator,2023-08-21 15:07:37.000,45.0,46654.0,https://anaconda.org/conda-forge/oauthenticator,2023-08-21 18:57:24.813,41049.0,1.0,,,,,,,,,,,,,,,,,,,
32,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-08-01 09:48:40.000000,2023-08-01 09:48:37,363.0,4.0,49.0,12.0,189.0,34.0,69.0,123.0,2023-05-22 15:04:06.000,0.8.0,352.0,13126699.0,32.0,121657.0,121657.0,37.0,https://pypi.org/project/nbclient,,,12858314.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,11271601.0,1.0,,,,,,,,,,,,,,,,,,,
33,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,30,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-08-13 18:49:04.000000,2023-05-30 13:48:44,637.0,,1069.0,160.0,79.0,199.0,201.0,9624.0,2018-11-22 17:02:16.000,0.20.0,,72699.0,116.0,135.0,11.0,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,124.0,72699.0,,,,1.0,,,,,,,,,,,,,,,,,,,
34,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,30,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-08-31 05:09:00.000000,2023-08-31 05:05:16,5731.0,102.0,803.0,113.0,1520.0,87.0,567.0,6606.0,2023-08-15 13:31:30.000,2.5.0,842.0,18737.0,42.0,11.0,11.0,92.0,https://pypi.org/project/perspective-python,,,5433.0,https://anaconda.org/conda-forge/perspective,2023-08-17 17:47:39.546,436834.0,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,967.0,,,,,,,,,,,
35,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,30,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2023-08-30 20:39:23.000000,2022-12-21 19:56:24,2660.0,,803.0,134.0,848.0,352.0,460.0,5075.0,2022-11-15 17:33:00.905,0.7.0,,411631.0,18.0,250.0,11.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,2022-11-15 17:33:00.905,239.0,390272.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1794231.0,1.0,,,,,,,,,,,,,,,,,,,
36,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-08-30 19:55:56.000000,2023-04-21 20:49:35,292.0,,297.0,48.0,96.0,111.0,42.0,1714.0,2023-02-27 00:06:57.430,0.5.0,,105240.0,19.0,5050.0,4982.0,55.0,https://pypi.org/project/ipython-sql,2022-06-12 04:51:46.000,68.0,102435.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,235639.0,1.0,,,,,,,,,,,,,,,,,,,
37,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,30,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-07-03 20:07:54.000000,2023-06-16 01:18:19,510.0,2.0,213.0,39.0,246.0,141.0,152.0,1452.0,2023-02-15 19:39:15.846,0.11.3,,261665.0,49.0,8539.0,8389.0,32.0,https://pypi.org/project/ipympl,2023-02-15 19:26:01.770,147.0,231463.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1424809.0,2.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,12167.0,,2023-02-15 19:39:15.846,3.0,,,,,,,,
38,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,30,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-08-31 07:06:20.000000,2023-08-31 07:06:19,8247.0,210.0,226.0,43.0,3863.0,625.0,8568.0,1098.0,2022-10-12 16:44:26.000,2022.09.120,,2097.0,32.0,2.0,2.0,264.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,60831.0,2.0,,,,,,,,,,,,,,,,,,,
