,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
36,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,29,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000,2022-03-03 18:37:45.000000,2021-06-29 17:43:55,253.0,,237.0,50.0,71.0,102.0,38.0,1498.0,2020-05-02 15:29:58.000,0.4.0,,87310.0,17.0,2938.0,2871.0,44.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000,67.0,85265.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,137080.0,1.0,,,,,,,,,,,,,,,,,,,,,,
37,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,29,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000,2022-03-15 08:12:59.000000,2022-03-15 07:28:49,2314.0,93.0,305.0,46.0,681.0,169.0,319.0,1319.0,2022-02-06 14:43:19.000,2022.02.0,,6007.0,18.0,171.0,146.0,106.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2022-02-06 14:20:14.000,25.0,6007.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
38,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,29,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000,2022-03-22 11:55:45.000000,2022-03-22 11:55:44,2359.0,80.0,94.0,20.0,389.0,148.0,258.0,1207.0,2022-03-21 19:31:19.000,3.10.1,,23890.0,66.0,137.0,130.0,38.0,https://pypi.org/project/jupyterlab-lsp,BSD-3-Clause,2022-03-21 19:12:23.000,5.0,15956.0,https://anaconda.org/conda-forge/jupyter-lsp,2021-12-12 16:35:34.220,33386.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-03-21 19:22:11.218,2.0,6080.0,,,,,,,,,,,,,,,,,
39,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,29,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000,2022-03-10 18:02:08.000000,2021-09-09 18:47:00,1163.0,,374.0,51.0,361.0,132.0,257.0,1106.0,2021-08-27 16:28:41.000,0.19.1,,41713.0,48.0,254.0,234.0,54.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2021-08-19 13:52:26.000,20.0,40997.0,https://anaconda.org/conda-forge/sparkmagic,2022-02-26 15:20:27.907,39434.0,1.0,,,,,,,,,,,,,,,,,,,,,,
40,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,29,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000,2022-03-23 13:52:21.000000,2022-03-23 09:41:26,1753.0,21.0,231.0,38.0,569.0,91.0,426.0,1055.0,2022-03-23 09:47:38.675,0.36.0,,173738.0,58.0,38.0,14.0,72.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2022-03-23 09:46:50.000,20.0,132770.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-03-23 13:42:44.244,128235.0,1.0,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-03-23 09:47:38.675,4.0,37680.0,,,,,,,,,,,,,,,,,
41,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,29,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,2016-02-13 00:46:46.000,2022-03-24 14:32:18.000000,2022-03-23 16:02:50,7521.0,19.0,31.0,8.0,47.0,62.0,1359.0,220.0,2022-02-26 17:33:28.000,0.23.2,,7385.0,161.0,1933.0,1900.0,36.0,https://pypi.org/project/sos-notebook,BSD-3-Clause,2022-02-26 17:33:28.000,33.0,4792.0,https://anaconda.org/conda-forge/sos,2022-02-17 14:56:36.979,101157.0,2.0,,,,,,,,,,,,,,,,,,,,,,
42,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,29,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000,2022-03-07 16:17:05.852000,2022-03-07 16:00:25,581.0,13.0,131.0,26.0,124.0,57.0,88.0,190.0,2022-03-07 16:01:45.000,6.4.3,24.0,3759437.0,19.0,71.0,,58.0,https://pypi.org/project/jupyter-console,BSD-3-Clause,2022-03-07 16:01:39.000,71.0,3729676.0,https://anaconda.org/conda-forge/jupyter_console,2022-03-07 16:17:05.852,2111340.0,2.0,,,,,,,,,,,,,,,,,,,,,,
43,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,28,True,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000,2022-03-18 08:51:04.755000,2021-03-31 14:20:34,1174.0,,2275.0,22.0,322.0,31.0,245.0,11905.0,2022-03-14 14:49:34.728,3.3.2,,88817.0,155.0,2.0,,11.0,,BSD-3-Clause,,,,,,,1.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2022-03-18 08:51:04.755,2.0,88817.0,,,,,,,,,,,,,,,,,
44,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000,2022-02-03 18:32:35.000000,2022-02-03 18:32:34,636.0,2.0,999.0,160.0,76.0,205.0,197.0,9022.0,2018-11-22 17:02:16.000,0.20.0,,42343.0,116.0,99.0,,43.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000,99.0,42343.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
45,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,28,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,2020-01-08 04:53:29.000,2022-03-21 12:38:42.000000,2022-03-20 15:15:04,686.0,14.0,285.0,74.0,256.0,66.0,153.0,3663.0,2022-02-19 00:48:20.000,0.5.1,,12295.0,18.0,79.0,79.0,20.0,https://pypi.org/project/lux-api,Apache-2.0,2022-02-19 00:46:49.000,,11184.0,https://anaconda.org/conda-forge/lux-api,2022-02-22 06:05:22.978,3930.0,2.0,luxwidget,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,,809.0,,,,,,,,,,,,,,,,,
46,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,28,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000,2021-12-16 15:02:23.000000,2021-01-21 14:02:57,1689.0,,381.0,127.0,3797.0,345.0,4174.0,2647.0,2021-12-16 15:02:23.000,2.3.11,31.0,23401.0,53.0,23.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2021-12-16 15:02:23.000,22.0,11304.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,494098.0,2.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,1.0,477.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,244697.0,,,,,,,,,,,,
47,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000,2022-03-24 14:11:10.000000,2022-03-24 01:40:53,6682.0,220.0,123.0,36.0,1946.0,653.0,6274.0,574.0,2022-02-16 20:38:09.000,2022.1.130,,1954.0,22.0,,,244.0,,MIT,,,,https://anaconda.org/conda-forge/vscode-jupyter,2022-03-22 02:32:50.996,23455.0,3.0,,,,,,,,,,,,,,,,,,,,,,
48,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,28,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000,2022-03-22 05:37:58.000000,2022-03-22 05:37:58,954.0,18.0,305.0,23.0,275.0,31.0,186.0,331.0,2021-07-19 12:33:35.000,14.1.0,,39037.0,28.0,295.0,254.0,104.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-08-10 12:09:46.000,41.0,38454.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273,20433.0,1.0,,,,,,,,,,,,,,,,,,,,,,
49,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,27,True,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000,2022-03-18 08:53:24.254000,2021-08-10 23:33:21,523.0,,2275.0,30.0,61.0,64.0,51.0,11905.0,2022-03-14 14:52:40.746,5.3.2,,101787.0,146.0,6.0,,14.0,,BSD-3-Clause,,,,,,,1.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2022-03-18 08:53:24.254,6.0,101787.0,,,,,,,,-2.0,,,,,,,,,
50,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,27,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,834.0,276.0,93.0,76.0,76.0,6810.0,2019-07-24 15:57:06.000,1.0.0,,176018.0,4.0,113.0,109.0,28.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:57:06.000,4.0,176018.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
51,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,27,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,2016-12-21 15:30:13.000,2022-02-23 14:32:16.000000,2021-11-01 12:36:42,970.0,,221.0,53.0,114.0,165.0,128.0,1739.0,2019-07-07 19:46:13.862,0.5.2,,41618.0,48.0,769.0,717.0,39.0,https://pypi.org/project/ipyvolume,MIT,2021-10-29 20:42:04.000,49.0,33835.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,342951.0,2.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194,3.0,2161.0,,,,,,,widgetti/ipyvolume,,,,,,,,,,
52,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,164.0,260.0,1029.0,2021-02-01 03:34:36.000,1.1.19,,18783.0,92.0,262.0,233.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000,29.0,17526.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,35217.0,2.0,,,,,,,,,,,,,,,,,,,,,,
53,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,27,True,,stencila/stencila,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000,2022-03-23 04:16:42.000000,2022-03-20 21:14:01,9133.0,771.0,39.0,25.0,855.0,77.0,491.0,627.0,2022-02-27 22:07:52.000,1.1.0,2369.0,557.0,100.0,8.0,,32.0,,Apache-2.0,,,,,,,2.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,8.0,155.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,,,,,,,
54,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,27,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000,2022-03-10 17:46:41.000000,2022-03-10 17:46:41,785.0,18.0,105.0,16.0,179.0,64.0,92.0,217.0,2022-01-24 23:18:09.000,3.2.1,,650490.0,27.0,89.0,,62.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2022-01-24 23:18:09.000,89.0,619003.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-01-25 03:13:58.218,605207.0,2.0,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-01-24 23:17:43.903,,15131.0,,,,,,,,,,,,,,,,,
55,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,27,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000,2022-03-07 15:56:06.000000,2022-03-07 15:55:53,698.0,50.0,48.0,29.0,170.0,58.0,98.0,182.0,2022-01-17 20:44:52.000,1.3.2,3.0,8267.0,21.0,73.0,64.0,31.0,https://pypi.org/project/ipycytoscape,BSD-3-Clause,2022-01-17 20:44:52.000,9.0,6644.0,https://anaconda.org/conda-forge/ipycytoscape,2022-01-18 19:08:24.277,27601.0,2.0,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,2022-01-17 20:26:24.675,,473.0,,,,,,,,,,,,,,,,,
56,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,26,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000,2022-03-15 15:20:24.000000,2020-04-07 18:56:49,405.0,,374.0,89.0,102.0,152.0,125.0,2822.0,2020-04-07 16:43:54.000,1.3.1,,52163.0,73.0,82.0,,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000,81.0,44645.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,333409.0,2.0,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705,1.0,714.0,,,,,,,,,,,,,,,,,
57,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,26,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000,2022-03-11 23:07:24.231000,2022-03-04 20:39:11,154.0,17.0,808.0,5.0,52.0,10.0,15.0,2449.0,2022-03-16 07:13:18.887,3.1.0,,114131.0,100.0,86.0,9.0,5.0,https://pypi.org/project/ipyregulartable,Apache-2.0,2021-01-08 04:41:11.000,,209.0,https://anaconda.org/conda-forge/ipyregulartable,2021-01-08 13:11:27.537,1951.0,2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-03-11 23:07:24.231,77.0,113801.0,,,,,,,,,,,,,,,,,
58,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000,2022-03-18 08:36:18.000000,2021-08-16 17:52:48,2054.0,,255.0,83.0,1292.0,228.0,667.0,972.0,2021-08-16 19:04:35.000,1.2.20210816,,41494.0,19.0,12.0,,52.0,https://pypi.org/project/datalab,Apache-2.0,2020-03-25 23:36:46.000,12.0,41494.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
59,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000,2022-03-18 17:33:18.000000,2022-03-09 22:59:57,128.0,9.0,181.0,25.0,27.0,41.0,17.0,700.0,2022-02-16 17:16:49.000,0.4.1,76.0,96548.0,13.0,1390.0,1359.0,5.0,https://pypi.org/project/jupyter-dash,MIT,2022-02-16 15:15:34.000,31.0,78280.0,https://anaconda.org/conda-forge/jupyter-dash,2022-03-02 14:35:46.371,89071.0,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,12699.0,,,,,,,,,,,,,,,,,
60,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-toolbox,,widgets,26,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,2020-07-06 20:46:53.000,2022-03-24 12:50:11.000000,2022-03-24 12:30:28,927.0,156.0,106.0,17.0,1057.0,80.0,178.0,452.0,2022-02-14 14:27:48.000,0.17.0,,9342.0,32.0,25.0,23.0,24.0,https://pypi.org/project/raiwidgets,MIT,2022-02-14 04:09:55.000,2.0,9342.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
61,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,26,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000,2022-03-02 08:53:38.000000,2021-11-27 18:36:06,616.0,,277.0,25.0,200.0,15.0,235.0,415.0,2021-07-22 10:16:21.000,12.1.0,,9848.0,16.0,143.0,117.0,62.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2021-07-22 10:16:21.000,26.0,9586.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,10500.0,2.0,,,,,,,,,,,,,,,,,,,,,,
62,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000,2022-02-27 21:43:50.000000,2022-01-05 15:51:17,446.0,5.0,42.0,11.0,84.0,35.0,61.0,377.0,2020-07-30 10:58:32.000,0.9.6,,91509.0,19.0,1586.0,1383.0,29.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-07-30 10:58:32.000,203.0,88330.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,187571.0,2.0,,,,,,,,,,,,,,,,,,,,,,
63,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,26,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000,2022-03-23 13:36:08.000000,2022-03-19 21:50:53,473.0,31.0,60.0,10.0,139.0,57.0,76.0,155.0,2022-03-19 21:53:15.000,1.1.0,,9726.0,20.0,463.0,445.0,25.0,https://pypi.org/project/nbgitpuller,BSD-3-Clause,2022-03-19 21:53:15.000,18.0,8787.0,https://anaconda.org/conda-forge/nbgitpuller,2022-03-20 01:46:35.034,30994.0,2.0,,,,,,,,,,,,,,,,,,,,,,
64,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000,2022-03-24 07:11:08.000000,2022-03-24 02:04:20,768.0,161.0,641.0,185.0,343.0,130.0,166.0,5043.0,2021-01-20 07:28:10.000,0.9.0,,691.0,30.0,1.0,,65.0,https://pypi.org/project/knowledge-repo,Apache-2.0,2021-01-20 07:28:10.000,1.0,691.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
65,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,25,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000,2022-03-20 21:36:24.033000,2022-03-20 16:22:48,198.0,34.0,808.0,2.0,48.0,3.0,16.0,2449.0,2022-03-20 16:29:21.000,0.3.2,,114698.0,100.0,88.0,10.0,3.0,https://pypi.org/project/ipydagred3,Apache-2.0,2022-03-20 16:28:55.000,1.0,737.0,https://anaconda.org/conda-forge/ipydagred3,2022-03-20 21:36:24.033,3529.0,2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-03-11 23:07:24.231,77.0,113801.0,,,,,,,,,,,,,,,,,
66,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,25,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000,2022-03-21 16:22:11.000000,2022-03-15 15:59:29,1960.0,15.0,789.0,89.0,845.0,23.0,269.0,2065.0,2022-03-17 00:03:16.000,e431dec14d7ff274a5b363ee326992d06f6335107b4b475a37a0bbc7f766f42d,,2321.0,65.0,,,144.0,,Apache-2.0,,,,,,,3.0,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-03-17 00:22:06.433244,160.0,192696.0,,,,,,,,,,,,
67,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000,2022-03-15 14:29:29.000000,2022-03-15 12:00:47,1409.0,17.0,485.0,92.0,434.0,156.0,403.0,2006.0,,,,24117.0,,7.0,7.0,89.0,,BSD-3-Clause,,,,,,,2.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-03-15 12:02:39.244788,27.0,2773537.0,,,,,,,,,,,,
68,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,25,True,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,331.0,1.0,169.0,41.0,42.0,62.0,175.0,1786.0,2021-11-15 23:43:33.000,5.2.1,,2989.0,33.0,80.0,58.0,15.0,,BSD-3-Clause,,,,,,,1.0,ijavascript,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,22.0,2989.0,,,,,,,,,,,,,,,,,
69,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,25,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000,2022-03-18 05:12:41.000000,2022-02-18 20:37:16,3020.0,3.0,275.0,42.0,766.0,204.0,581.0,1070.0,2021-05-08 15:44:14.000,0.6.2,,4405.0,24.0,16.0,,84.0,https://pypi.org/project/nbgrader,BSD-3-Clause,2021-05-08 15:42:11.000,16.0,2688.0,https://anaconda.org/conda-forge/nbgrader,2022-03-10 21:40:20.470,106494.0,2.0,,,,,,,,,,,,,,,,,,,,,,
70,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,25,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000,2021-12-06 21:48:19.000000,2021-12-06 21:48:19,1667.0,,163.0,41.0,161.0,67.0,144.0,797.0,2021-02-26 14:01:21.000,2.3.0,,58854.0,43.0,60.0,19.0,29.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2021-02-26 14:01:21.000,34.0,48164.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,368720.0,2.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,5423.0,,,,,,,,,,,,,,,,,
71,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,25,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000,2022-03-08 13:01:00.000000,2022-03-08 12:59:55,407.0,26.0,48.0,12.0,140.0,40.0,66.0,590.0,2022-03-08 11:14:58.000,0.11.0,,13846.0,30.0,455.0,438.0,15.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2022-03-08 11:14:58.000,16.0,10890.0,https://anaconda.org/conda-forge/ipycanvas,2022-03-08 11:36:25.725,43062.0,2.0,ipycanvas,https://www.npmjs.com/package/ipycanvas,2022-03-08 11:13:46.677,1.0,1521.0,,,,,,,,,,,,,,,,,
72,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,25,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,2015-11-09 16:48:57.000,2022-03-12 22:18:45.000000,2022-02-08 18:50:29,1411.0,8.0,104.0,22.0,592.0,27.0,392.0,529.0,2021-06-11 00:32:29.000,3.0.3,206.0,16512.0,75.0,41.0,2.0,33.0,https://pypi.org/project/nglview,MIT,2021-06-11 00:32:29.000,37.0,4741.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722,408648.0,2.0,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2021-04-16 05:05:11.629,2.0,4959.0,,,,,,,,,,,,,,,,,
