,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
211,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,136.0,,25.0,22.0,32.0,7.0,20.0,76.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,2017-04-05 01:49:01.000,2017-04-05 01:49:01.000,0.7.0,12.0,6.0,169.0,1244.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,76380.0,,,,,3.0,,,,,,,,,,,,,,,,,,
212,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,16,True,sudospawner,jupyterhub/sudospawner,,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,115.0,,37.0,10.0,36.0,17.0,20.0,44.0,43.0,40.0,14.0,https://pypi.org/project/sudospawner,2018-06-19 13:50:35.000,2018-06-19 13:50:35.000,0.5.2,8.0,3.0,896.0,896.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
213,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,16,True,ipysigma,Yomguithereal/ipysigma,,ipysigma,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2022-06-10 13:52:59.742000,2022-06-10 13:52:09,160.0,6.0,6.0,3.0,13.0,43.0,57.0,38.0,1.0,,3.0,https://pypi.org/project/ipysigma,2022-06-08 16:10:49.000,2022-06-10 13:52:59.742,0.17.0,19.0,1.0,187.0,482.0,,,,https://www.npmjs.com/package/ipysigma,2022-06-10 13:52:59.742,,295.0,3.0,,,,,,,medialab/ipysigma,,,,,,,,,,,
214,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,True,,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,MIT,2019-01-18 19:37:06.000,2022-02-23 01:53:13.000000,2022-02-19 09:55:04,143.0,,90.0,47.0,39.0,29.0,66.0,747.0,,,7.0,,,,,3.0,,,159.0,,,,,,,,3.0,6045.0,,,,,,,,,,,,,,,,,
215,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,15,False,,microsoft/gather,,nbgather,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2022-08-17 14:51:55.000000,2020-02-14 15:11:45,343.0,,29.0,13.0,41.0,11.0,16.0,445.0,,,12.0,,,2020-02-06 15:50:53.838,0.6.1,9.0,,,49.0,,,,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838,,49.0,3.0,,,,,,,,,,,,,,,,,,
216,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,True,,chaoleili/jupyterlab_tensorboard,,jupyterlab_tensorboard,https://github.com/chaoleili/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,37.0,1.0,32.0,11.0,28.0,17.0,10.0,295.0,2.0,2.0,7.0,,,2020-06-27 13:40:43.778,0.2.1,9.0,,,6221.0,,,,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778,,6221.0,3.0,,,,,,,,,,,,,,,,,,
217,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,15,False,pynb,elehcimd/pynb,,,https://github.com/elehcimd/pynb,MIT,2017-11-14 11:13:22.000,2020-07-07 15:27:22.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,236.0,22.0,21.0,8.0,https://pypi.org/project/pynb,2020-07-07 15:27:22.000,2020-07-07 15:27:22.000,0.2.4,17.0,1.0,49.0,49.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
218,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,15,False,,krassowski/jupyterlab-go-to-definition,,@krassowski/jupyterlab_go_to_definition,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,8.0,9.0,4.0,10.0,13.0,218.0,14.0,11.0,2.0,,,2020-03-14 15:54:46.503,1.0.0,19.0,,,2427.0,,,,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503,3.0,2427.0,3.0,,,,,,,,,,,,,,,,,,
219,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,15,False,environment_kernels,Cadair/jupyter_environment_kernels,,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,77.0,,16.0,6.0,11.0,7.0,22.0,143.0,6.0,,6.0,https://pypi.org/project/environment_kernels,2018-02-12 12:56:44.000,2018-02-12 13:01:06.000,1.1.1,3.0,6.0,2599.0,2599.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
220,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,15,True,ipylab,jtpio/ipylab,conda-forge/ipylab,ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2022-07-20 03:24:24.000000,2022-02-28 07:33:00,195.0,,7.0,7.0,68.0,11.0,19.0,113.0,2.0,,6.0,https://pypi.org/project/ipylab,2021-11-13 10:58:14.000,2021-11-13 10:58:20.000,0.5.2,12.0,2.0,3555.0,4036.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,12592.0,https://www.npmjs.com/package/ipylab,2021-11-13 10:58:18.242,,100.0,3.0,32.0,,,,,,,,,,,,,,,,,
221,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,15,True,jupyterlab-email,timkpaine/jupyterlab_email,,jupyterlab-flake8,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2022-07-21 13:47:11.000000,2022-07-21 13:47:09,197.0,40.0,10.0,2.0,37.0,4.0,32.0,106.0,,,2.0,https://pypi.org/project/jupyterlab-email,2022-03-15 23:37:04.000,2022-03-15 23:37:04.000,0.2.4,21.0,,77.0,296.0,,,,https://www.npmjs.com/package/jupyterlab-flake8,2021-09-16 15:37:05.151,,219.0,3.0,,,,,,,,,,,,,,,,,,
222,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,15,True,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,jupyterlab-flake8,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,10.0,7.0,13.0,6.0,33.0,106.0,1.0,,5.0,https://pypi.org/project/jupyterlab-flake8,2021-09-16 15:36:42.000,2021-09-16 15:37:05.151,0.7.1,21.0,1.0,42822.0,43041.0,,,,https://www.npmjs.com/package/jupyterlab-flake8,2021-09-16 15:37:05.151,,219.0,3.0,,,,,,,,,,,,,,,,,,
223,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,15,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,@jupyterlab/commenting-extension,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,22.0,26.0,32.0,24.0,10.0,93.0,,,10.0,https://pypi.org/project/jupyterlab-commenting-service,2019-10-18 14:13:09.000,2020-05-01 11:39:08.310,0.3.0,4.0,,19.0,151.0,,,,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310,,132.0,3.0,,,,,,,,,,,,,,,,,,
224,jupyterlite,Wasm powered Jupyter running in the browser.,https://github.com/jtpio/jupyterlite,,notebook-environments,15,True,,jtpio/jupyterlite,,,https://github.com/jtpio/jupyterlite,BSD-3-Clause,2021-07-08 07:21:45.000,2022-08-17 17:40:36.000000,2022-08-08 11:56:18,2121.0,285.0,6.0,,4.0,,,69.0,,,37.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
225,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,15,True,jupyterlab-kernelspy,jupyterlab-contrib/jupyterlab-kernelspy,conda-forge/jupyterlab-kernelspy,jupyterlab-kernelspy,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,BSD-3-Clause,2018-04-20 16:11:58.000,2022-07-20 08:19:17.000000,2022-07-20 08:19:16,136.0,3.0,9.0,6.0,68.0,2.0,11.0,68.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab-kernelspy,2022-04-19 08:16:15.000,2022-04-19 08:16:34.666,3.1.0,22.0,,119.0,610.0,https://anaconda.org/conda-forge/jupyterlab-kernelspy,2022-04-19 12:19:19.604,4025.0,https://www.npmjs.com/package/jupyterlab-kernelspy,2022-04-19 08:16:34.666,,182.0,3.0,,,,,,,,,,,,,,,,,,
226,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,15,True,allthekernels,minrk/allthekernels,conda-forge/allthekernels,,https://github.com/minrk/allthekernels,MIT,2016-03-15 15:30:49.000,2022-08-15 15:41:30.000000,2022-08-15 15:41:29,52.0,15.0,12.0,10.0,12.0,3.0,8.0,68.0,5.0,5.0,9.0,https://pypi.org/project/allthekernels,2019-12-10 13:17:26.000,2019-12-10 13:17:26.000,1.1.0,5.0,,45.0,153.0,https://anaconda.org/conda-forge/allthekernels,2020-01-09 14:25:03.862,3892.0,,,,,3.0,,,,,,,,,,,,,,,,,,
227,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,15,True,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,jupyterlab_celltests,https://github.com/jpmorganchase/nbcelltests,Apache-2.0,2018-08-23 23:51:41.000,2022-07-20 08:09:40.000000,2022-04-30 13:25:35,558.0,,16.0,9.0,140.0,31.0,83.0,64.0,,,7.0,https://pypi.org/project/nbcelltests,2020-10-05 14:26:38.000,2020-10-05 14:26:51.696,0.2.3,17.0,,27.0,254.0,https://anaconda.org/conda-forge/nbcelltests,2020-10-05 19:20:36.194,5463.0,https://www.npmjs.com/package/jupyterlab_celltests,2020-10-05 14:26:51.696,,25.0,3.0,,,,,,,,,,,,,,,,,,
228,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,15,True,knowledgelab,timkpaine/knowledgelab,,knowledgelab,https://github.com/timkpaine/knowledgelab,Apache-2.0,2017-10-18 01:10:58.000,2022-06-13 12:58:37.000000,2022-06-13 12:58:36,151.0,16.0,6.0,7.0,35.0,5.0,24.0,45.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,2017-10-19 21:16:50.000,2018-10-16 21:43:49.317,0.0.6,5.0,,8.0,21.0,,,,https://www.npmjs.com/package/knowledgelab,2018-10-16 21:43:49.317,,13.0,3.0,,,,,,,,,,,,,,,,,,
229,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,15,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2022-07-29 23:03:17.000000,2021-10-21 06:25:29,348.0,,4.0,7.0,296.0,,32.0,13.0,,,12.0,https://pypi.org/project/jupyter-nbrequirements,2020-04-22 09:38:54.000,2020-04-22 09:38:54.000,0.7.3,15.0,,1252.0,1252.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
230,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,15,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,jupyter-scales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43,172.0,,3.0,2.0,21.0,2.0,4.0,13.0,61.0,53.0,4.0,https://pypi.org/project/ipyscales,2021-01-05 12:56:20.000,2021-01-05 12:56:20.000,0.6.0,10.0,1.0,60.0,1145.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793,53437.0,https://www.npmjs.com/package/jupyter-scales,2021-01-05 09:52:46.342,7.0,17.0,3.0,,,,,,,,,,,,,,,,,,
231,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,,https://github.com/yunabe/lgo,BSD-3-Clause,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,114.0,48.0,16.0,23.0,53.0,2249.0,,,9.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
232,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,14,True,py_d3,ResidentMario/py_d3,,,https://github.com/ResidentMario/py_d3,MIT,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,41.0,,38.0,21.0,6.0,1.0,15.0,443.0,,,4.0,https://pypi.org/project/py_d3,2018-03-28 15:38:57.000,2018-03-28 15:38:57.000,0.3.0,9.0,,95.0,95.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
233,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,True,,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,Apache-2.0,2019-11-12 20:10:23.000,2022-07-21 16:45:46.000000,2022-07-21 16:45:46,221.0,6.0,139.0,16.0,27.0,12.0,43.0,384.0,,,10.0,,,2021-04-08 06:54:08.000,1.4_cuda-11.0_ubuntu-18.04,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
234,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,14,False,,altair-viz/jupyterlab_voyager,,jupyterlab_voyager,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-07-20 06:02:59.000000,2019-08-14 17:21:34,87.0,,32.0,20.0,45.0,56.0,20.0,274.0,,,6.0,,,2019-08-14 17:26:02.030,1.0.2,5.0,,,58.0,,,,https://www.npmjs.com/package/jupyterlab_voyager,2019-08-14 17:26:02.030,,58.0,3.0,,,,,,,,,,,,,,,,,,
235,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,14,True,ipyexperiments,stas00/ipyexperiments,,,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11.0,6.0,2.0,1.0,5.0,151.0,8.0,6.0,3.0,https://pypi.org/project/ipyexperiments,2021-12-07 18:44:34.000,2021-12-07 18:44:34.000,0.1.28,24.0,2.0,134.0,134.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
236,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,14,False,sqlcell,tmthyjames/SQLCell,,,https://github.com/tmthyjames/SQLCell,MIT,2016-08-15 01:54:46.000,2022-08-10 18:45:34.000000,2020-10-06 02:14:24,310.0,,10.0,11.0,50.0,65.0,24.0,149.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,2019-05-20 11:16:28.000,2019-05-19 02:21:20.000,0.2.0,15.0,1.0,20.0,20.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
237,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,14,True,,jupyter-xeus/xeus-sqlite,conda-forge/xeus-sqlite,,https://github.com/jupyter-xeus/xeus-sqlite,BSD-3-Clause,2020-03-11 11:24:36.000,2022-03-15 21:55:10.000000,2022-03-15 21:54:54,276.0,,22.0,4.0,81.0,13.0,30.0,135.0,,,12.0,,,,,7.0,,,604.0,https://anaconda.org/conda-forge/xeus-sqlite,2021-10-06 15:32:55.274,16310.0,,,,,3.0,,,,,,,,,,,,,,,,,,
238,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,14,False,,yeebc/jupyterlab-neon-theme,,@yeebc/jupyterlab_neon_theme,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2022-07-20 04:26:27.000000,2021-03-07 04:40:47,43.0,,9.0,5.0,11.0,2.0,10.0,119.0,1.0,1.0,3.0,,,2021-03-07 04:41:55.473,3.1.0,20.0,,,1136.0,,,,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2021-03-07 04:41:55.473,,1136.0,2.0,,,,,,,,,,,,,,,,,,
239,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,14,True,,jtpio/jupyterlab-topbar,,jupyterlab-topbar-extension,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2021-12-10 13:46:30.000000,2021-12-07 08:56:36,217.0,,10.0,,,,,95.0,,,4.0,,,2020-10-30 20:22:49.425,0.6.0,13.0,,,3944.0,,,,https://www.npmjs.com/package/jupyterlab-topbar-extension,2020-10-30 20:22:49.425,,3944.0,3.0,,,,,,,,,,,,,,,,,,
240,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,14,True,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,jupyterlab_sparkmonitor,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-04-01 16:32:31.000000,2022-04-01 16:32:30,275.0,,20.0,5.0,22.0,8.0,8.0,78.0,,,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,2021-08-04 03:02:45.000,2021-08-04 03:02:45.000,4.1.0,15.0,,3321.0,3411.0,,,,https://www.npmjs.com/package/jupyterlab_sparkmonitor,2020-07-29 07:52:58.288,,81.0,3.0,,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,285.0,,,,,,,,,,,,
241,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,14,True,sshkernel,NII-cloud-operation/sshkernel,,,https://github.com/NII-cloud-operation/sshkernel,BSD-3-Clause,2019-02-12 02:46:14.000,2021-11-04 09:42:14.000000,2021-11-04 09:33:21,398.0,,12.0,4.0,20.0,2.0,6.0,53.0,6.0,6.0,4.0,https://pypi.org/project/sshkernel,2021-11-04 09:42:14.000,2021-11-04 09:42:14.000,0.11.1,15.0,,149.0,149.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
242,PPExtensions,Set of iPython and Jupyter extensions to improve user experience.,https://github.com/paypal/PPExtensions,,jupyter-extensions,14,False,ppextensions,paypal/PPExtensions,,,https://github.com/paypal/PPExtensions,BSD-3-Clause,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,32.0,,27.0,21.0,30.0,19.0,22.0,48.0,1.0,1.0,9.0,https://pypi.org/project/ppextensions,2019-08-02 19:51:00.000,2019-08-02 19:51:00.000,0.0.6,6.0,,48.0,48.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
243,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,14,False,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,,https://github.com/takluyver/jupyter_kernel_mgmt,BSD-3-Clause,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,1783.0,,7.0,8.0,23.0,11.0,14.0,13.0,4.0,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,2019-12-07 18:06:15.000,2020-01-15 19:12:57.000,0.5.1,7.0,4.0,34.0,34.0,,,,,,,,3.0,17.0,,,,,,,,,,,,,,,,,
244,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,13,False,,pprzetacznik/IElixir,,jupyterlab-ielixir,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,282.0,,39.0,11.0,31.0,10.0,20.0,343.0,,,19.0,,,2021-05-11 21:22:51.418,0.0.1,8.0,,,14.0,,,,https://www.npmjs.com/package/jupyterlab-ielixir,2021-05-11 21:22:51.418,,10.0,3.0,,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,345.0,,,,,,,,,,,ielixir,
245,StickyLand,Break the linear presentation of Jupyter Notebooks with sticky cells!.,https://github.com/xiaohk/stickyland,,lab-extensions,13,True,jupyterlab-stickyland,xiaohk/stickyland,,jupyterlab-stickyland,https://github.com/xiaohk/stickyland,BSD-3-Clause,2021-11-02 15:25:33.000,2022-07-14 20:17:51.000000,2022-05-30 02:36:56,125.0,2.0,15.0,6.0,2.0,,8.0,242.0,2.0,1.0,2.0,https://pypi.org/project/jupyterlab-stickyland,2022-05-30 02:42:01.000,2022-05-30 02:42:01.000,0.2.2,8.0,1.0,294.0,316.0,,,,https://www.npmjs.com/package/jupyterlab-stickyland,2021-11-23 04:23:59.372,,20.0,3.0,10.0,,,,,,,,,,,,,,,,,
246,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,13,True,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,@oriolmirosa/jupyterlab_materialdarker,https://github.com/oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,2018-03-07 23:24:13.000,2022-07-20 09:30:09.000000,2021-08-31 15:09:09,49.0,,15.0,8.0,8.0,4.0,14.0,133.0,4.0,4.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,2021-08-31 14:45:22.000,2021-08-31 14:45:22.000,0.6.0,20.0,,182.0,814.0,,,,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,2021-08-31 13:58:49.807,,632.0,2.0,,,,,,,,,,,,,,,,,,
247,jupyterlab_darkside_ui,Darkside ui and syntax theme for jupyterlab.,https://github.com/dunovank/jupyterlab_darkside_ui,,lab-themes,13,True,jupyterlab_darkside_ui,dunovank/jupyterlab_darkside_ui,,,https://github.com/dunovank/jupyterlab_darkside_ui,BSD-3-Clause,2021-04-22 15:57:16.000,2022-03-18 17:43:49.000000,2022-03-18 17:43:43,27.0,,6.0,3.0,3.0,1.0,4.0,89.0,,,5.0,https://pypi.org/project/jupyterlab_darkside_ui,2022-03-18 17:41:32.000,2022-03-18 17:41:32.000,0.2.3,12.0,,870.0,870.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
248,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,False,ipymaterialui,maartenbreddels/ipymaterialui,,jupyter-materialui,https://github.com/maartenbreddels/ipymaterialui,MIT,2018-11-23 18:33:20.000,2022-07-20 01:50:17.000000,2019-10-29 13:53:37,74.0,,14.0,9.0,28.0,7.0,3.0,83.0,6.0,5.0,3.0,https://pypi.org/project/ipymaterialui,2019-10-29 13:56:17.000,2019-10-29 13:57:12.560,0.1.4,6.0,1.0,49.0,142.0,,,,https://www.npmjs.com/package/jupyter-materialui,2019-10-29 13:57:12.560,,93.0,3.0,,,,,,,,,,,,,,,,,,
249,jupyterlab-theme-solarized-dark,JupyterLab 2/3 Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,13,True,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,jupyterlab-theme-solarized-dark,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,BSD-3-Clause,2020-04-05 12:18:48.000,2022-07-21 07:55:39.000000,2022-07-21 07:55:38,86.0,11.0,9.0,1.0,24.0,1.0,2.0,65.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,2022-06-22 11:45:30.000,2022-06-22 11:46:24.921,2.1.0,19.0,,3266.0,7151.0,,,,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,2022-06-22 11:46:24.921,,3885.0,2.0,,,,,,,,,,,,,,,,,,
250,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,https://github.com/dnanhkhoa/nb_black,,magic,13,False,nb_black,dnanhkhoa/nb_black,conda-forge/nb_black,,https://github.com/dnanhkhoa/nb_black,MIT,2019-05-02 16:13:43.498,2019-11-30 11:30:08.595000,,,,7.0,,,,,62.0,1.0,,,https://pypi.org/project/nb_black,2019-07-31 17:24:06.000,2019-07-31 17:24:06.000,1.0.6,6.0,1.0,25835.0,27702.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595,72842.0,,,,,3.0,,,,,,,,,,,,,,,,,,
251,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,13,False,,jupyterlab/jupyterlab-shortcutui,,@jupyterlab/shortcutui,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,191.0,,14.0,4.0,50.0,7.0,6.0,55.0,,,8.0,,,2019-09-05 11:54:07.000,0.4.0,11.0,,,263.0,,,,https://www.npmjs.com/package/@jupyterlab/shortcutui,2020-01-17 14:43:21.930,,263.0,3.0,,,,,,,,,,,,,,,,,,
