,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,conda_dependent_project_count,trending,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,cran_id,gem_id,hex_id,bitbucket_id
37,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,30,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-09-06 14:51:41.037000,2022-08-25 13:37:51,1715.0,40.0,181.0,40.0,170.0,56.0,166.0,832.0,2022-08-31 09:02:38.000,2.4.1,,86380.0,45.0,70.0,21.0,30.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,42.0,75448.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,419677.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2022-08-24 13:26:43.242,7.0,5410.0,,,,,,,,,,,,
38,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-09-08 13:19:36.567000,2022-09-08 08:53:24,1108.0,26.0,337.0,23.0,307.0,42.0,199.0,346.0,2022-06-09 11:01:21.000,15.0.1,,38347.0,31.0,339.0,295.0,109.0,https://pypi.org/project/oauthenticator,2022-06-09 11:01:21.000,44.0,37654.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,28438.0,1.0,,,,,,,,,,,,,,,,,,,,,,
39,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,30,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2022-09-25 01:28:44.000000,2022-09-09 12:36:11,326.0,7.0,48.0,10.0,160.0,40.0,62.0,107.0,2022-09-09 12:38:01.619,0.6.8,97.0,8574388.0,32.0,70382.0,70296.0,33.0,https://pypi.org/project/nbclient,2022-07-01 09:13:27.000,86.0,8392623.0,https://anaconda.org/conda-forge/nbclient,2022-09-09 19:11:50.231,5634505.0,2.0,,,,,,,,,,,,,-1.0,,,,,,,,,
40,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2022-09-20 06:51:36.000000,2022-03-28 15:25:07,751.0,,393.0,83.0,194.0,143.0,285.0,3366.0,2020-10-29 01:31:20.000,5.7.1,,11514.0,30.0,2161.0,1994.0,41.0,https://pypi.org/project/RISE,2022-03-28 15:29:03.000,167.0,7383.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,226679.0,2.0,,,,,,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,,10.0,,,,,,,,,,,,
41,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,29,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2022-09-28 17:40:01.000000,2022-09-28 17:40:01,1244.0,38.0,267.0,31.0,344.0,62.0,242.0,433.0,2022-08-29 13:52:04.750,4.2.0,,32429.0,32.0,127.0,113.0,73.0,https://pypi.org/project/jupyterhub-kubespawner,2022-05-19 17:08:22.000,14.0,31958.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2022-09-13 23:09:14.985,8486.0,1.0,,,,,,,,,,,,,,,,,,,,,,
42,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,28,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-09-28 15:01:40.412000,2021-03-31 14:20:34,1174.0,,2463.0,20.0,322.0,31.0,245.0,12347.0,2022-09-13 07:47:52.793,3.4.7,,262702.0,182.0,3.0,,11.0,,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2022-09-28 15:01:40.412,3.0,262702.0,,,,,,,,,,,,
43,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-09-28 15:04:34.921000,2021-08-10 23:33:21,523.0,,2463.0,31.0,63.0,64.0,51.0,12347.0,2022-09-13 07:51:24.542,5.4.7,,272590.0,173.0,13.0,,14.0,,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2022-09-28 15:04:34.921,13.0,272590.0,,,,,,,,,,,,
44,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-02-03 18:32:35.000000,2022-02-03 18:32:34,636.0,,1034.0,161.0,76.0,205.0,199.0,9264.0,2018-11-22 17:02:16.000,0.20.0,,35956.0,116.0,99.0,,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,99.0,35956.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
45,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,28,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-06-15 11:25:51.000000,2021-01-21 14:02:57,1689.0,,385.0,126.0,3797.0,348.0,4175.0,2685.0,2022-06-15 11:25:51.000,2.3.13,31.0,16715.0,54.0,23.0,,81.0,https://pypi.org/project/beakerx,2022-06-15 11:25:51.000,22.0,4972.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,541395.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248858.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,1.0,350.0,,,,,,,,,,,,
46,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2022-07-05 16:29:00.000000,2022-07-05 16:29:00,1965.0,1.0,133.0,45.0,341.0,67.0,221.0,2299.0,2021-10-26 00:11:36.407,1.0.1,,392616.0,27.0,223.0,82.0,40.0,https://pypi.org/project/nbdime,2021-10-25 23:22:53.000,141.0,230338.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,647356.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-10-26 00:11:36.407,,152897.0,,,,,,,,,,,,
47,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,28,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-08-19 08:14:48.000000,2022-07-26 13:21:25,974.0,2.0,225.0,53.0,116.0,170.0,128.0,1793.0,2019-07-07 19:46:13.862,0.5.2,,73437.0,48.0,910.0,857.0,41.0,https://pypi.org/project/ipyvolume,2021-10-29 20:42:04.000,50.0,65511.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,382781.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194,3.0,2213.0,widgetti/ipyvolume,,,,,,,,,,,
48,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,28,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-09-29 10:33:52.000000,2022-09-27 08:10:16,3320.0,40.0,318.0,44.0,839.0,212.0,616.0,1129.0,2022-09-27 21:47:44.689,0.8.1,46.0,6586.0,31.0,17.0,,98.0,https://pypi.org/project/nbgrader,2022-07-06 09:43:23.000,17.0,4796.0,https://anaconda.org/conda-forge/nbgrader,2022-09-28 03:43:17.179,121772.0,1.0,,,,,,,,,,,,,,,,,,,,,,
49,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2022-09-29 00:53:51.000000,2022-09-26 23:54:34,7345.0,278.0,157.0,40.0,2751.0,690.0,7163.0,744.0,2022-08-31 22:01:41.000,2022.08.100,,2023.0,29.0,,,254.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2022-04-12 12:37:00.421,36417.0,2.0,,,,,,,,,,,,,,,,,,,,,,
50,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,28,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-09-28 21:55:48.000000,2022-09-13 10:25:31,9904.0,388.0,39.0,24.0,914.0,77.0,497.0,649.0,2022-07-29 06:53:21.000,1.16.0,3138.0,807.0,100.0,25.0,17.0,34.0,,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,8.0,451.0,,,,,,,,,,,,
51,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-toolbox,,widgets,28,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-09-29 02:05:16.000000,2022-09-29 02:05:15,1322.0,208.0,143.0,17.0,1480.0,58.0,219.0,568.0,2022-09-19 20:12:36.523,0.22.0,,8331.0,39.0,40.0,37.0,29.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,8331.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
52,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,27,False,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,857.0,277.0,93.0,78.0,76.0,7006.0,2019-07-24 15:57:06.000,1.0.0,,358887.0,4.0,144.0,140.0,28.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,358887.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
53,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,27,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-08-21 08:28:24.000000,2020-04-07 18:56:49,405.0,,388.0,90.0,103.0,152.0,125.0,2889.0,2020-04-07 16:43:54.000,1.3.1,,89312.0,73.0,82.0,,30.0,https://pypi.org/project/qgrid,2020-04-07 16:43:54.000,81.0,81876.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,361702.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,1.0,860.0,,,,,,,,,,,,
54,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,27,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-09-08 06:54:37.000000,2022-09-08 06:54:36,2393.0,32.0,305.0,45.0,706.0,169.0,327.0,1390.0,2022-02-06 14:43:19.000,2022.02.0,,5909.0,18.0,190.0,165.0,112.0,https://pypi.org/project/jupyter-repo2docker,2022-02-06 14:20:14.000,25.0,5909.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
55,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,164.0,260.0,1023.0,2021-02-01 03:34:36.000,1.1.19,,12890.0,92.0,270.0,241.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,11720.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,39807.0,2.0,,,,,,,,,,,,,,,,,,,,,,
56,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,27,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,2055.0,1.0,255.0,83.0,1293.0,228.0,667.0,978.0,2022-09-02 21:15:20.926,1.2.1,,97553.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,2020-03-25 23:36:46.000,12.0,97553.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
57,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-06-28 17:24:24.000000,2022-06-28 17:24:21,156.0,,212.0,33.0,36.0,46.0,23.0,813.0,2022-04-01 20:13:44.000,0.4.2,77.0,406628.0,14.0,1921.0,1882.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,39.0,385028.0,https://anaconda.org/conda-forge/jupyter-dash,2022-04-02 17:05:39.218,211976.0,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,11963.0,,,,,,,,,,,,
58,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,27,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-08-29 09:30:23.393000,2022-08-29 08:21:04,462.0,24.0,54.0,11.0,162.0,44.0,71.0,637.0,2022-08-29 08:25:21.510,0.13.1,,25993.0,34.0,895.0,873.0,21.0,https://pypi.org/project/ipycanvas,2022-05-03 07:57:48.000,21.0,20931.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,90399.0,2.0,,,,,,ipycanvas,https://www.npmjs.com/package/ipycanvas,2022-08-29 08:22:51.872,1.0,2551.0,,,,,,,,,,,,
59,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,27,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2022-09-17 19:29:53.000000,2022-09-17 19:29:50,457.0,11.0,43.0,10.0,89.0,36.0,63.0,386.0,2020-07-30 10:58:32.000,0.9.6,,121978.0,19.0,1914.0,1711.0,31.0,https://pypi.org/project/nbval,2020-07-30 10:58:32.000,203.0,118289.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,239848.0,2.0,,,,,,,,,,,,,,,,,,,,,,
60,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,27,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2022-09-23 04:46:16.000000,2022-09-23 04:46:09,7579.0,1.0,31.0,7.0,63.0,60.0,1367.0,233.0,2022-08-09 15:38:02.363,0.23.4,,3876.0,163.0,2866.0,2833.0,36.0,https://pypi.org/project/sos-notebook,2022-04-09 05:07:36.000,33.0,1164.0,https://anaconda.org/conda-forge/sos,2022-06-22 20:53:41.164,122077.0,2.0,,,,,,,,,,,,,,,,,,,,,,
61,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,26,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2022-09-14 19:47:38.000000,2022-05-21 19:17:40,690.0,,321.0,86.0,258.0,66.0,159.0,4228.0,2022-02-19 00:48:20.000,0.5.1,,28448.0,18.0,114.0,114.0,20.0,https://pypi.org/project/lux-api,2022-02-19 00:46:49.000,,27520.0,https://anaconda.org/conda-forge/lux-api,2022-02-22 06:05:22.978,9235.0,2.0,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,,442.0,,,,,,,,,,,,
62,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,26,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/jpmorganchase/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2022-09-26 14:23:48.000000,2022-09-26 14:23:48,176.0,15.0,862.0,5.0,61.0,12.0,15.0,2591.0,2022-09-24 16:00:47.625,0.2.1,,80765.0,107.0,94.0,10.0,5.0,https://pypi.org/project/ipyregulartable,2021-01-08 04:41:11.000,2.0,219.0,https://anaconda.org/conda-forge/ipyregulartable,2022-09-24 21:00:28.551,3019.0,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-09-02 18:36:45.441,82.0,80409.0,,,1.0,,,,,,,,,
63,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,26,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-09-05 23:28:37.000000,2022-08-27 07:56:55,630.0,4.0,278.0,25.0,206.0,17.0,239.0,433.0,2021-07-22 10:16:21.000,12.1.0,,12489.0,16.0,159.0,133.0,65.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,26.0,12186.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,13979.0,2.0,,,,,,,,,,,,,,,,,,,,,,
64,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-08-09 16:57:34.000000,2022-08-09 16:57:34,1131.0,8.0,79.0,18.0,114.0,29.0,114.0,292.0,2022-08-08 15:45:21.990,0.29.2,46.0,86672.0,94.0,75.0,,31.0,https://pypi.org/project/metakernel,2022-03-29 15:39:38.000,75.0,78629.0,https://anaconda.org/conda-forge/metakernel,2022-08-09 13:33:11.047,619017.0,1.0,,,,,,,,,,,,,,,,,,,,,,
65,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,26,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2022-06-23 05:16:34.737000,2022-06-22 16:00:22,584.0,,134.0,27.0,126.0,56.0,88.0,202.0,2022-06-22 16:01:33.000,6.4.4,64.0,3217901.0,20.0,77.0,,59.0,https://pypi.org/project/jupyter-console,2022-06-22 16:01:27.000,77.0,3182998.0,https://anaconda.org/conda-forge/jupyter_console,2022-06-23 05:16:34.737,2686785.0,2.0,,,,,,,,,,,,,,,,,,,,,,
66,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-08-17 07:13:17.000000,2022-08-17 07:13:17,1013.0,23.0,701.0,181.0,383.0,125.0,166.0,5185.0,2022-04-20 02:55:58.000,0.9.1,,267.0,31.0,1.0,,68.0,https://pypi.org/project/knowledge-repo,2022-04-20 02:55:58.000,1.0,267.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
67,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,25,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-09-24 12:43:09.322000,2022-09-23 17:10:08,274.0,12.0,862.0,2.0,75.0,3.0,16.0,2591.0,2022-09-23 17:20:12.220,0.3.7,,81610.0,107.0,95.0,12.0,3.0,https://pypi.org/project/ipydagred3,2022-05-06 22:43:10.000,1.0,774.0,https://anaconda.org/conda-forge/ipydagred3,2022-09-24 12:43:09.322,11956.0,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-09-02 18:36:45.441,82.0,80409.0,,,,,,,,,,,,
68,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,25,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2022-09-27 11:09:46.000000,2022-09-20 12:25:17,1057.0,43.0,230.0,62.0,692.0,111.0,198.0,1460.0,2022-08-15 19:45:01.000,0.13.1,1313.0,190.0,39.0,,,36.0,,,,,,,,1.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2022-08-16 14:22:00.573334,6.0,14821.0,,,,,,,,,,,,,,,,,
69,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,25,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2022-09-10 13:04:03.000000,2022-07-09 09:08:49,502.0,11.0,109.0,20.0,59.0,53.0,32.0,910.0,2022-07-17 11:55:06.000,0.5.0,,382352.0,13.0,185.0,,20.0,https://pypi.org/project/jupyter_nbextensions_configurator,2018-12-29 12:36:16.000,185.0,367132.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2021-03-04 09:52:38.721,1126334.0,2.0,,,,,,,,,,,,,,,,,,,,,,
70,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,25,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2022-09-12 19:20:00.000000,2022-09-12 19:20:00,1421.0,4.0,113.0,23.0,594.0,33.0,405.0,592.0,2021-06-11 00:32:29.000,3.0.3,242.0,18349.0,75.0,41.0,2.0,34.0,https://pypi.org/project/nglview,2021-06-11 00:32:29.000,37.0,5132.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722,487757.0,2.0,,,,,,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2021-04-16 05:05:11.629,2.0,5825.0,,,,,,,,,,,,
71,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,25,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2022-09-27 13:59:39.000000,2022-09-27 13:59:13,187.0,155.0,64.0,24.0,334.0,89.0,119.0,462.0,2022-09-27 13:59:39.000,1.0a12,66.0,20789.0,78.0,14.0,,25.0,https://pypi.org/project/itkwidgets,2022-06-16 15:50:05.000,14.0,13035.0,https://anaconda.org/conda-forge/itkwidgets,2020-08-10 14:40:39.579,288702.0,2.0,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2022-09-22 05:48:02.850,,1476.0,,,-1.0,,,,,,,,,
72,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,25,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2022-09-29 14:11:33.000000,2022-09-29 13:59:32,10177.0,1075.0,43.0,14.0,277.0,481.0,53.0,399.0,2020-07-31 19:39:55.000,0.3.0,,1209.0,12.0,,,42.0,https://pypi.org/project/lfortran,2020-07-31 19:39:55.000,,93.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722,42438.0,1.0,,,,,,,,,,,,,,,,,,,,,,
73,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,25,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-09-20 13:06:20.000000,2022-09-08 00:19:50,806.0,9.0,122.0,17.0,189.0,72.0,96.0,256.0,2022-09-08 00:30:02.343,3.2.2,,133205.0,28.0,109.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,2022-01-24 23:18:09.000,105.0,101331.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-09-08 09:19:11.744,930458.0,2.0,,,,,,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-09-08 00:27:55.674,,10236.0,,,-1.0,,,,,,,,,
74,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,25,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-09-12 13:43:52.218000,2022-09-12 13:05:27,715.0,6.0,56.0,30.0,179.0,62.0,99.0,205.0,2022-04-04 22:26:36.000,1.3.3,3.0,14348.0,22.0,93.0,82.0,32.0,https://pypi.org/project/ipycytoscape,2022-04-04 22:26:36.000,11.0,8429.0,https://anaconda.org/conda-forge/ipycytoscape,2022-09-12 13:43:52.218,124740.0,2.0,,,,,,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,,1761.0,,,,,,,,,,,,
