,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,conda_dependent_project_count,updated_github_id,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
10,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,36,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-02-23 03:08:17.000000,2023-02-21 17:59:36,12578.0,89.0,214.0,41.0,841.0,133.0,253.0,379.0,2023-02-15 14:46:17.569,2.3.0,1192.0,12480712.0,125.0,256.0,,497.0,https://pypi.org/project/jupyter_server,2022-09-19 21:14:36.706,256.0,12406408.0,https://anaconda.org/conda-forge/jupyter_server,2023-02-15 16:03:04.430,3936487.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,
11,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,35,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-02-21 10:04:56.000000,2023-02-21 10:04:55,2301.0,31.0,371.0,68.0,480.0,99.0,479.0,5828.0,2022-12-11 17:54:31.517,1.14.4,,540039.0,115.0,4746.0,4567.0,77.0,https://pypi.org/project/jupytext,2022-12-11 17:54:31.517,177.0,521840.0,https://anaconda.org/conda-forge/jupytext,2022-12-11 21:02:09.199,505531.0,1.0,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-12-04 13:07:28.249,2.0,8287.0,,,,,,,,,,,,,,,,,
12,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,35,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-01-14 12:24:37.000000,2022-11-02 01:13:43,1909.0,,188.0,22.0,247.0,104.0,219.0,352.0,2022-11-02 01:13:03.378,5.4.0,,3237299.0,42.0,131181.0,124856.0,119.0,https://pypi.org/project/qtconsole,2022-11-02 01:13:03.378,6325.0,3193306.0,https://anaconda.org/conda-forge/qtconsole,2022-11-02 15:52:35.711,3563439.0,1.0,,,,,,,,,,,-1.0,,,,,,,,,,,
13,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,34,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2023-02-21 16:12:40.000000,2023-02-21 16:12:37,1359.0,12.0,457.0,78.0,644.0,289.0,381.0,4577.0,2022-10-26 15:14:01.592,0.4.0,495.0,174432.0,85.0,9428.0,9354.0,64.0,https://pypi.org/project/voila,2022-10-28 10:17:00.860,72.0,168402.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,248272.0,1.0,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,2.0,1227.0,,,,,,,,,,,,,,,,,
14,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,34,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-02-23 05:02:27.000000,2023-02-19 14:09:17,1404.0,10.0,604.0,60.0,701.0,521.0,689.0,3238.0,2023-02-07 20:28:04.125,0.13.2,,91814.0,43.0,8871.0,8773.0,120.0,https://pypi.org/project/jupyter-book,2022-08-16 07:22:00.869,98.0,89419.0,https://anaconda.org/conda-forge/jupyter-book,2023-02-07 23:27:10.308,57480.0,1.0,,,,,,,,,,,,,,,,,,,,,,
15,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,34,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-02-16 20:46:12.442000,2023-02-16 16:01:44,2549.0,36.0,255.0,35.0,590.0,163.0,191.0,308.0,2023-02-16 16:03:04.992,8.0.3,820.0,18523256.0,86.0,2272.0,,125.0,https://pypi.org/project/jupyter-client,2023-01-30 14:19:03.598,2272.0,18365992.0,https://anaconda.org/conda-forge/jupyter_client,2023-02-16 20:46:12.442,12891995.0,1.0,,,,,,,,,,,,,,,,,,,,,,
16,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,34,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-02-17 14:18:13.000000,2023-02-17 14:18:13,1008.0,19.0,142.0,25.0,216.0,56.0,78.0,204.0,2023-01-12 12:36:21.091,5.7.3,98.0,12898470.0,34.0,207291.0,198675.0,74.0,https://pypi.org/project/nbformat,2023-01-12 12:36:21.091,8614.0,12735879.0,https://anaconda.org/conda-forge/nbformat,2023-01-12 21:53:38.367,13324842.0,1.0,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,2023-01-12 12:35:29.457,2.0,90.0,,,,,,,,,,,,,,,,,
17,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,33,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-02-20 17:30:54.000000,2023-02-15 23:52:46,11245.0,19.0,574.0,156.0,3983.0,183.0,1522.0,5970.0,2021-10-22 17:46:48.907,7.0.20,1417553.0,88268.0,94.0,42.0,2.0,178.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,4425.0,,,,2.0,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,35.0,66343.0,,,,,,,,,,,,,,,,,
18,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,33,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-02-22 16:02:55.000000,2023-02-22 16:02:44,1624.0,116.0,342.0,35.0,336.0,50.0,131.0,3177.0,2023-02-17 17:13:59.000,0.2.5,,157562.0,70.0,1374.0,1369.0,35.0,https://pypi.org/project/evidently,2022-07-07 11:21:24.000,5.0,157397.0,https://anaconda.org/conda-forge/evidently,2023-02-18 17:33:15.356,2985.0,1.0,,,,,,,,,,,,,,,,,,,,,,
19,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,33,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-02-16 08:26:01.938000,2023-02-15 19:20:41,506.0,26.0,211.0,40.0,241.0,136.0,150.0,1379.0,2023-02-15 19:39:15.846,0.11.3,,233672.0,49.0,6659.0,6533.0,31.0,https://pypi.org/project/ipympl,2022-08-22 10:01:01.657,124.0,185821.0,https://anaconda.org/conda-forge/ipympl,2023-02-16 08:26:01.938,1251186.0,1.0,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2023-02-15 19:39:15.846,2.0,30712.0,,,,,,,,,,,,,,,,,
20,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,32,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-01-19 14:53:07.000000,2022-10-18 22:34:20,938.0,,386.0,91.0,345.0,121.0,243.0,5122.0,2022-08-15 04:13:05.241,2.4.0,,967711.0,72.0,4786.0,4590.0,108.0,https://pypi.org/project/papermill,2022-08-15 04:13:05.241,196.0,960594.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,384348.0,2.0,,,,,,,,,,,,,,,,,,,,,,
21,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,32,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2022-12-21 19:56:24.000000,2022-12-21 19:56:24,2660.0,13.0,803.0,136.0,842.0,352.0,456.0,4976.0,2022-11-15 17:33:00.905,0.7.0,,341062.0,18.0,216.0,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,2022-11-15 17:33:00.905,216.0,320807.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2022-12-03 12:02:55.462,1579944.0,1.0,,,,,,,,,,,,,,,,,,,,,,
22,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,32,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-02-23 13:44:45.000000,2023-02-15 15:12:02,3633.0,88.0,468.0,106.0,1009.0,245.0,361.0,3408.0,2022-09-02 15:04:31.743,0.12.36,,154435.0,104.0,151.0,38.0,60.0,https://pypi.org/project/bqplot,2022-09-02 15:04:31.743,99.0,136618.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1113207.0,2.0,bqplot,https://www.npmjs.com/package/bqplot,2022-09-02 10:57:18.327,14.0,4074.0,,,,,,,,,,,,,,,,,
23,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,32,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-02-10 13:49:02.000000,2023-02-10 13:49:02,1145.0,1.0,351.0,61.0,560.0,232.0,330.0,1331.0,2022-10-19 07:57:17.000,0.17.2,,220594.0,76.0,3892.0,3760.0,82.0,https://pypi.org/project/ipyleaflet,2022-10-19 07:45:44.840,127.0,152776.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,963135.0,2.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,5.0,55928.0,,,,,,,,,,,,,,,,,
24,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,32,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2023-02-11 21:00:44.000000,2023-02-11 21:00:43,1272.0,53.0,416.0,52.0,384.0,142.0,291.0,1201.0,2023-01-30 15:51:14.959,0.20.4,,38631.0,54.0,317.0,297.0,59.0,https://pypi.org/project/sparkmagic,2023-01-30 15:51:14.959,20.0,37632.0,https://anaconda.org/conda-forge/sparkmagic,2023-01-30 19:54:17.953,65990.0,1.0,,,,,,,,,,,,,,,,,,,,,,
25,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,32,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-02-17 14:31:44.000000,2023-02-17 14:31:44,345.0,12.0,47.0,11.0,175.0,41.0,66.0,115.0,2022-11-29 17:24:01.500,0.7.2,197.0,9982296.0,35.0,90824.0,90727.0,34.0,https://pypi.org/project/nbclient,2022-11-29 17:24:01.500,97.0,9770791.0,https://anaconda.org/conda-forge/nbclient,2022-11-30 08:00:35.235,7613846.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,
26,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,31,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-02-18 14:13:46.000000,2023-02-18 14:13:42,274.0,10.0,906.0,271.0,97.0,84.0,79.0,7078.0,2023-02-18 14:16:02.071,1.1.0,,575014.0,8.0,176.0,168.0,30.0,https://pypi.org/project/facets-overview,2023-01-30 13:48:01.697,8.0,575014.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
27,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,31,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-02-20 21:40:52.000000,2023-02-17 22:27:36,1620.0,79.0,425.0,42.0,512.0,91.0,691.0,4056.0,2023-02-15 02:45:01.409,2.3.12,,52890.0,153.0,125.0,,86.0,https://pypi.org/project/nbdev,2022-06-17 20:22:23.000,125.0,52890.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
28,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,31,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-02-03 20:17:45.000000,2023-02-03 20:18:00,10309.0,16.0,436.0,80.0,1513.0,51.0,2074.0,2408.0,2022-08-01 21:01:18.000,8.2.3,,901.0,86.0,609.0,472.0,232.0,https://pypi.org/project/nikola,2022-08-01 21:00:16.495,137.0,901.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
29,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,31,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-02-23 02:03:03.000000,2023-02-21 21:53:26,1875.0,64.0,283.0,47.0,1429.0,253.0,1325.0,1544.0,2023-02-21 22:35:14.000,3.14.3,,6019.0,124.0,51.0,42.0,57.0,https://pypi.org/project/elyra,2023-01-26 21:04:00.959,3.0,3036.0,https://anaconda.org/conda-forge/elyra,2023-02-21 23:52:11.056,27492.0,1.0,@elyra/services,https://www.npmjs.com/package/@elyra/services,2023-02-21 22:03:30.943,6.0,2067.0,,,,,,,,,,,,,,,,,
30,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,31,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-02-21 19:43:07.000000,2023-02-21 19:43:07,2565.0,59.0,326.0,45.0,752.0,182.0,341.0,1441.0,2022-10-18 19:01:00.000,2022.10.0,,4769.0,19.0,204.0,178.0,116.0,https://pypi.org/project/jupyter-repo2docker,2022-10-18 19:00:01.421,26.0,4769.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
31,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,31,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-02-23 00:01:53.000000,2023-02-15 12:49:39,1823.0,19.0,272.0,37.0,652.0,102.0,458.0,1225.0,2022-12-15 13:34:32.046,0.41.0,,129279.0,68.0,46.0,20.0,85.0,https://pypi.org/project/jupyterlab-git,2022-12-15 13:34:32.046,20.0,99713.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-12-16 08:18:31.363,363703.0,1.0,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-12-15 13:33:58.120,6.0,22292.0,,,,,,,,,,,,,,,,,
32,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,31,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-02-08 19:51:40.000000,2023-02-07 16:54:11,1217.0,72.0,337.0,22.0,333.0,42.0,205.0,357.0,2022-09-08 08:55:21.120,15.1.0,,25557.0,31.0,372.0,328.0,109.0,https://pypi.org/project/oauthenticator,2022-09-08 08:55:21.120,44.0,24834.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,33292.0,1.0,,,,,,,,,,,,,,,,,,,,,,
33,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-02-15 02:20:57.508000,,,,2546.0,,,2256.0,,12623.0,2023-02-03 14:19:49.910,3.6.1,,2273736.0,469.0,2389.0,,430.0,https://pypi.org/project/jupyterlab,2022-06-09 13:09:14.000,2063.0,1980856.0,https://anaconda.org/conda-forge/jupyterlab,2023-02-15 02:20:57.508,7387197.0,2.0,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2023-02-14 14:29:03.497,326.0,200541.0,,,,,,,,,,,,,,,,,
34,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-02-22 12:02:55.000000,2023-02-17 20:47:46,3279.0,62.0,2820.0,191.0,1070.0,25.0,784.0,7504.0,,,,976241.0,,,,229.0,,,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-02-20 04:31:38.611199,383.0,88838021.0,,,,,,,,,,,,
35,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,30,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-02-22 19:55:45.000000,2023-02-22 14:29:45,5462.0,91.0,583.0,110.0,1382.0,106.0,507.0,5257.0,2023-01-20 03:11:01.060,1.9.3,,11850.0,96.0,19.0,8.0,79.0,https://pypi.org/project/perspective-python,2023-01-20 03:11:01.060,10.0,2147.0,https://anaconda.org/conda-forge/perspective,2023-02-13 15:01:45.484,266846.0,1.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2023-01-20 03:10:58.444,1.0,1365.0,,,,,,,,,,,,,,,,,
36,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-02-22 20:52:45.205000,2023-02-22 19:50:56,667.0,36.0,329.0,68.0,236.0,40.0,455.0,3881.0,2023-02-22 20:18:43.000,2.12.3,,154868.0,159.0,649.0,635.0,29.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,14.0,149534.0,https://anaconda.org/conda-forge/dtale,2023-02-22 20:52:45.205,192028.0,2.0,,,,,,,,,,,,,,,,,,,,,,
