,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
216,jupyterlab-theme-solarized-dark,JupyterLab Theme Solarized Dark.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,15,True,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,BSD-3-Clause,2020-04-05 12:18:48.000,2023-07-19 06:56:26.000000,2023-07-19 06:56:24,120.0,27.0,7.0,2.0,32.0,2.0,2.0,85.0,2023-07-13 02:25:51.631,3.0.0,7.0,9846.0,20.0,4.0,2.0,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,7375.0,,,,2.0,,2023-07-13 02:25:51.631,,,,,,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,2471.0,,2023-07-13 02:25:20.777,2.0,,,,,,,,,,,
217,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,15,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-12-08 05:01:00.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,53.0,25.0,17.0,82.0,2019-04-23 08:43:52.000,0.2.2,,69.0,5.0,30.0,30.0,16.0,https://pypi.org/project/niwidgets,69.0,,,,3.0,,2019-04-23 08:43:52.000,,,,,,,,,,,,,,,,,,,,,,
218,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,15,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,16.0,7.0,12.0,9.0,5.0,80.0,,,,6704.0,,361.0,361.0,6.0,https://pypi.org/project/nbzip,6704.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
219,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,15,True,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,Apache-2.0,2018-08-23 23:51:41.000,2023-07-19 00:59:43.000000,2022-12-07 17:04:39,570.0,,20.0,11.0,149.0,33.0,85.0,77.0,2020-10-05 14:26:51.696,0.2.3,,295.0,17.0,2.0,,7.0,https://pypi.org/project/nbcelltests,31.0,https://anaconda.org/conda-forge/nbcelltests,2023-06-16 19:19:22.434,8114.0,3.0,,2020-10-05 14:26:38.000,,,,,,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,56.0,,2020-10-05 14:26:51.696,2.0,,,,,,,,,,,
220,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2023-06-16 16:17:01.985000,2022-12-06 21:58:47,327.0,,6.0,4.0,3.0,10.0,51.0,64.0,2019-09-02 19:30:02.000,0.5.0,,851.0,15.0,2.0,2.0,4.0,https://pypi.org/project/jupyterlab-sos,102.0,https://anaconda.org/conda-forge/jupyterlab-sos,2023-06-16 16:17:01.985,29415.0,3.0,,,,,,,,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,124.0,,,,,,,,,,,,,,
221,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,15,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,Apache-2.0,2018-08-23 23:49:52.000,2023-07-20 12:46:09.000000,2023-07-20 12:46:08,301.0,4.0,9.0,5.0,79.0,5.0,29.0,63.0,2022-04-11 15:35:12.000,0.3.6,,653.0,12.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,177.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2023-06-16 19:19:04.178,16228.0,3.0,,,,,,,,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,60.0,,,,,,,,,,,,,,
222,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,https://github.com/yunabe/lgo,BSD-3-Clause,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,122.0,48.0,16.0,23.0,54.0,2317.0,,,,,,,,9.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
223,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,14,False,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,23.0,11.0,3.0,2.0,3.0,1015.0,,,,734.0,,40.0,40.0,3.0,https://pypi.org/project/py-heat-magic,734.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
224,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,True,,iot-salzburg/gpu-jupyter,,https://github.com/iot-salzburg/gpu-jupyter,Apache-2.0,2019-11-12 20:10:23.000,2023-05-08 16:23:56.000000,2023-04-04 08:01:17,265.0,,194.0,20.0,39.0,5.0,73.0,556.0,2021-04-08 06:54:08.000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,12.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
225,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,70.0,16.0,10.0,40.0,29.0,463.0,,,,1790.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,1790.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
226,StickyLand,Break the linear presentation of Jupyter Notebooks with sticky cells!.,https://github.com/xiaohk/stickyland,,lab-extensions,14,True,jupyterlab-stickyland,xiaohk/stickyland,,https://github.com/xiaohk/stickyland,BSD-3-Clause,2021-11-02 15:25:33.000,2023-06-18 19:36:47.000000,2023-06-18 19:36:35,131.0,6.0,27.0,8.0,2.0,1.0,11.0,440.0,2022-03-27 00:17:50.000,0.2.1,17.0,919.0,1.0,3.0,3.0,2.0,https://pypi.org/project/jupyterlab-stickyland,873.0,,,,3.0,,,,,,,,jupyterlab-stickyland,https://www.npmjs.com/package/jupyterlab-stickyland,45.0,,,,,,,,,,,,,,
227,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,71.0,,24.0,42.0,35.0,12.0,19.0,216.0,2021-03-10 20:57:44.000,4.14.3,,904.0,6.0,6.0,6.0,5.0,,,,,,3.0,,,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,904.0,,,,,,,,,,,,,,
228,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,14,False,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2020-06-17 20:39:00.000,2023-06-16 19:25:52.504000,2022-04-13 05:12:13,318.0,,26.0,9.0,113.0,27.0,12.0,209.0,,,,179.0,1.0,2.0,2.0,11.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,65.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2023-06-16 19:25:52.504,1584.0,3.0,,,,,,,,jupyterlab-interactive-dashboard-editor,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,56.0,,,,,,,,,,,,,,
229,jupyterlab-celltags,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,14,False,,jupyterlab/jupyterlab-celltags,,https://github.com/jupyterlab/jupyterlab-celltags,BSD-3-Clause,2018-06-18 22:02:23.000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29,441.0,,26.0,14.0,184.0,11.0,7.0,112.0,,,,,,829.0,829.0,10.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
230,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,14,True,jupyterlab-kernelspy,jupyterlab-contrib/jupyterlab-kernelspy,conda-forge/jupyterlab-kernelspy,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,BSD-3-Clause,2018-04-20 16:11:58.000,2023-07-19 14:25:36.000000,2023-07-19 14:25:34,144.0,2.0,9.0,7.0,76.0,2.0,11.0,71.0,2022-04-19 08:16:34.666,3.1.0,,1256.0,22.0,8.0,6.0,4.0,https://pypi.org/project/jupyterlab-kernelspy,713.0,https://anaconda.org/conda-forge/jupyterlab-kernelspy,2023-06-16 19:26:42.180,10240.0,3.0,,2022-04-19 08:16:15.000,,,,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,134.0,,2022-04-19 08:16:34.666,2.0,,,,,,,,,,,
231,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,14,False,jupyterlab-python-file,jtpio/jupyterlab-python-file,conda-forge/jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2023-06-16 19:22:55.197000,2021-08-27 11:18:51,92.0,,11.0,3.0,41.0,3.0,8.0,52.0,2021-06-23 21:13:28.000,0.5.5,98.0,1416.0,6.0,2.0,2.0,4.0,https://pypi.org/project/jupyterlab-python-file,798.0,https://anaconda.org/conda-forge/jupyterlab-python-file,2023-06-16 19:22:55.197,10537.0,3.0,,,,,,,,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,306.0,,,,,,,,,,,,,,
232,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,14,False,fargatespawner,uktrade/fargatespawner,,https://github.com/uktrade/fargatespawner,MIT,2018-09-12 14:06:22.000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54,59.0,,21.0,14.0,12.0,6.0,5.0,39.0,2020-06-28 13:26:26.000,0.0.25,,324.0,25.0,4.0,4.0,3.0,https://pypi.org/project/fargatespawner,324.0,,,,3.0,,2020-06-28 13:26:26.000,,,,,,,,,,,,,,,,,,,,,,
233,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,14,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2023-06-16 16:11:22.840000,2022-09-01 10:51:55,178.0,,4.0,2.0,23.0,2.0,4.0,13.0,,,,1063.0,8.0,56.0,56.0,4.0,https://pypi.org/project/ipyscales,55.0,https://anaconda.org/conda-forge/ipyscales,2023-06-16 16:11:22.840,59979.0,3.0,,,,,,,,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,41.0,,,,,,,,,,,,,,
234,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,13,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2023-01-05 04:02:41.000000,2020-01-04 12:02:35,634.0,,47.0,12.0,92.0,38.0,37.0,396.0,,,,455.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,455.0,,,,3.0,,,,,,,,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,,,,,,,,,,,,,,,
235,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,13,False,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2023-03-20 14:47:11.000000,2021-03-20 17:27:38,282.0,,40.0,12.0,32.0,10.0,20.0,346.0,2021-05-11 21:22:51.418,0.0.1,,10.0,8.0,2.0,,19.0,,,,,,3.0,pprzetacznik/ielixir,,,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,351.0,jupyterlab-ielixir,https://www.npmjs.com/package/jupyterlab-ielixir,7.0,,2021-05-11 21:22:51.418,2.0,,,,,,,,,,ielixir,
236,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,13,True,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2022-09-15 15:50:04.000000,2022-09-15 15:50:04,59.0,,55.0,15.0,17.0,38.0,26.0,292.0,,,,764.0,,,,11.0,https://pypi.org/project/nbopen,764.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
237,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,False,pynb,elehcimd/pynb,,https://github.com/elehcimd/pynb,MIT,2017-11-14 11:13:22.000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,245.0,,,,106.0,,21.0,21.0,8.0,https://pypi.org/project/pynb,106.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
238,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,13,True,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2023-03-14 15:24:31.000000,2022-08-28 15:36:59,45.0,,8.0,5.0,22.0,2.0,11.0,145.0,2021-03-07 04:41:55.473,3.1.0,,746.0,20.0,5.0,3.0,4.0,,,,,,2.0,,,,,,,,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,746.0,,2021-03-07 04:41:55.473,2.0,,,,,,,,,,,
239,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,13,False,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,9.0,9.0,13.0,6.0,33.0,110.0,,,,33761.0,,2.0,2.0,5.0,https://pypi.org/project/jupyterlab-flake8,33641.0,,,,3.0,,,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,120.0,,,,,,,,,,,,,,
240,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,13,True,allthekernels,minrk/allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,MIT,2016-03-15 15:30:49.000,2023-06-16 16:16:46.289000,2022-08-22 11:55:16,54.0,,14.0,11.0,12.0,3.0,8.0,73.0,,,,234.0,3.0,6.0,6.0,9.0,https://pypi.org/project/allthekernels,106.0,https://anaconda.org/conda-forge/allthekernels,2023-06-16 16:16:46.289,6148.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
241,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2023-04-05 16:09:42.000000,2023-04-05 16:09:42,36.0,,52.0,11.0,25.0,18.0,14.0,58.0,2022-03-02 16:00:43.000,1.0.1,,,2.0,10.0,10.0,17.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
242,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,13,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-07-20 12:46:29.000000,2023-07-20 12:46:28,220.0,7.0,2.0,4.0,48.0,6.0,32.0,52.0,2022-03-15 23:36:24.000,0.2.4,,187.0,13.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab-email,67.0,,,,3.0,,,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,120.0,,,,,,,,,,,,,,
243,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,40.0,7.0,14.0,9.0,8.0,50.0,,,,392.0,1.0,15.0,12.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,392.0,,,,3.0,,2018-01-25 07:43:22.000,3.0,,,,,,,,,,,,,,,,,,,,,
244,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,13,True,knowledgelab,timkpaine/knowledgelab,,https://github.com/timkpaine/knowledgelab,Apache-2.0,2017-10-18 01:10:58.000,2023-07-18 22:23:47.000000,2023-07-18 22:23:46,169.0,4.0,6.0,9.0,44.0,3.0,24.0,46.0,,,,21.0,1.0,5.0,5.0,3.0,https://pypi.org/project/knowledgelab,8.0,,,,3.0,,,,,,,,knowledgelab,https://www.npmjs.com/package/knowledgelab,13.0,,,,,,,,,,,,,,
245,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,13,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2023-05-29 09:18:17.000000,2023-05-29 09:18:17,354.0,1.0,6.0,5.0,311.0,1.0,32.0,15.0,2019-12-09 18:41:20.000,0.5.0,,1167.0,3.0,,,13.0,https://pypi.org/project/jupyter-nbrequirements,1167.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
246,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,20.0,,9.0,6.0,5.0,1.0,,8.0,2017-08-30 13:12:25.000,1.0.0,,1637.0,1.0,106.0,97.0,7.0,https://pypi.org/project/nullauthenticator,1637.0,,,,3.0,,2017-08-30 13:12:25.000,9.0,,,,,,,,,,,,,,,,,,,,,
247,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,12,False,pigeon-jupyter,agermanidis/pigeon,,https://github.com/agermanidis/pigeon,Apache-2.0,2017-09-05 00:04:14.000,2023-02-02 16:47:59.000000,2017-09-05 17:22:02,2.0,,121.0,11.0,6.0,14.0,,733.0,2017-09-05 01:20:43.000,0.1.0,,270.0,1.0,28.0,28.0,1.0,https://pypi.org/project/pigeon-jupyter,270.0,,,,3.0,,2017-09-05 01:20:43.000,,,,,,,,,,,,,,,,,,,,,,
248,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,12,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-12-06 19:48:00.000000,2019-08-14 17:21:34,87.0,,34.0,21.0,48.0,40.0,20.0,291.0,,,,41.0,,2.0,2.0,6.0,,,,,,3.0,,,,,,,,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,41.0,,,,,,,,,,,,,,
249,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,12,False,jupyter-datatables,CermakM/jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,MIT,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,147.0,,27.0,11.0,4.0,13.0,15.0,216.0,,,,937.0,,,,4.0,https://pypi.org/project/jupyter-datatables,937.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
250,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,False,jupyter-manim,krassowski/jupyter-manim,,https://github.com/krassowski/jupyter-manim,MIT,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,42.0,,11.0,14.0,9.0,6.0,19.0,188.0,2020-04-12 11:15:09.000,1.3,,154.0,6.0,,,5.0,https://pypi.org/project/jupyter-manim,154.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
251,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,False,,treebeardtech/nbmake-action,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,9.0,,6.0,8.0,41.0,,24.0,153.0,2020-12-11 15:26:11.000,0.2.1,,,5.0,30.0,30.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
252,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,12,True,jupyterlab-horizon-theme,mohirio/jupyterlab-horizon-theme,,https://github.com/mohirio/jupyterlab-horizon-theme,BSD-3-Clause,2019-06-07 08:46:59.000,2023-03-15 07:22:49.000000,2022-12-05 12:53:32,49.0,,6.0,1.0,10.0,3.0,6.0,71.0,2022-11-30 14:05:04.347,3.1.1,,1056.0,15.0,4.0,2.0,3.0,https://pypi.org/project/jupyterlab-horizon-theme,545.0,,,,2.0,,2022-11-30 14:05:04.347,,,,,,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,511.0,,2022-11-30 14:03:48.225,2.0,,,,,,,,,,,
253,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,12,False,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,191.0,,14.0,5.0,50.0,8.0,6.0,55.0,2019-09-05 11:54:07.000,0.4.0,,130.0,3.0,2.0,2.0,8.0,,,,,,3.0,,,,,,,,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,130.0,,,,,,,,,,,,,,
254,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-07-20 12:46:29.000000,2023-07-20 12:46:28,220.0,7.0,2.0,4.0,48.0,6.0,32.0,52.0,2022-03-15 23:36:24.000,0.2.4,,91.0,13.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab_email,67.0,,,,3.0,,,,,,,,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,24.0,,,,,,,,,,,,,,
255,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,12,False,,Rahlir/theme-gruvbox,,https://github.com/Rahlir/theme-gruvbox,BSD-3-Clause,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,44.0,,8.0,7.0,2.0,,,49.0,2019-09-22 14:06:52.149,1.1.0,,52.0,5.0,3.0,,3.0,,,,,,2.0,,,,,,,,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,52.0,,2019-09-22 14:06:52.149,3.0,,5.0,,,,,,,,,
256,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,12,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,BSD-3-Clause,2017-07-10 14:34:03.000,2023-07-31 18:19:15.000000,2020-10-31 19:46:42,196.0,,4.0,2.0,287.0,3.0,4.0,33.0,2018-05-20 05:11:04.000,0.1.6,,26.0,7.0,,,3.0,https://pypi.org/project/perfume-bench,26.0,,,,3.0,,2018-05-20 05:11:04.000,,,,,,,,,,,,,,,,,,,,,,
257,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,12,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24,87.0,,7.0,6.0,26.0,4.0,5.0,32.0,,,,49065.0,,,,5.0,https://pypi.org/project/pick,49065.0,,,,3.0,,,,,,,,,,,,,,,-7.0,,,,,,,,,
258,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,12,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,5.0,2.0,5.0,2.0,27.0,,,,1576.0,,114.0,114.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,1576.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
