,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,docs_url,hex_id,bitbucket_id
37,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,30,False,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-10-31 03:07:00.000000,2023-10-31 03:05:42,1344.0,53.0,406.0,49.0,422.0,128.0,300.0,1264.0,2023-09-13 15:49:53.000,0.21.0,,33356.0,23.0,318.0,318.0,64.0,https://pypi.org/project/sparkmagic,,,30470.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,109702.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
38,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-11-07 09:02:52.000000,2023-11-07 09:02:51,1512.0,36.0,348.0,21.0,410.0,47.0,241.0,384.0,2023-10-18 13:35:14.000,16.1.1,,36033.0,42.0,434.0,385.0,118.0,https://pypi.org/project/oauthenticator,2023-10-18 13:35:14.000,49.0,34834.0,https://anaconda.org/conda-forge/oauthenticator,2023-10-18 18:07:07.629,44363.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
39,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,770.0,6.0,414.0,84.0,199.0,153.0,294.0,3616.0,2020-10-29 01:31:20.000,5.7.1,,19021.0,31.0,2836.0,2664.0,44.0,https://pypi.org/project/RISE,2022-11-03 16:45:29.021,171.0,14895.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,283998.0,2.0,rise-reveal,https://www.npmjs.com/package/rise-reveal,11.0,,,,,,,,2019-07-03 12:51:16.722,1.0,,,,,,,,,,,
40,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,29,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-11-06 09:55:37.480000,2023-10-04 07:40:23,3656.0,2.0,476.0,102.0,1043.0,250.0,368.0,3489.0,2023-10-17 15:07:51.000,0.12.42,,174183.0,110.0,172.0,51.0,64.0,https://pypi.org/project/bqplot,2023-10-17 15:07:51.000,105.0,140473.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1240752.0,2.0,bqplot,https://www.npmjs.com/package/bqplot,4169.0,,,,,,,,2023-10-17 10:48:26.195,16.0,,,,,,,,,,,
41,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,29,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-11-14 23:09:47.000000,2023-04-21 20:49:35,292.0,,267.0,47.0,96.0,108.0,43.0,1732.0,,,,135852.0,3.0,5408.0,5408.0,55.0,https://pypi.org/project/ipython-sql,,,133030.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,245547.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
42,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,29,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-11-15 22:20:08.000000,2023-11-15 21:39:57,1852.0,128.0,257.0,23.0,2131.0,44.0,224.0,1026.0,2023-11-15 15:27:53.000,0.32.0,,5870.0,35.0,72.0,72.0,39.0,https://pypi.org/project/raiwidgets,,,5870.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
43,Stencila,"Programmable, reproducible, interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,29,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2023-11-16 01:57:08.000000,2023-11-13 07:49:10,11446.0,862.0,45.0,25.0,1160.0,13.0,578.0,740.0,2023-10-26 22:03:23.000,2.0.0-alpha.21,3780.0,510.0,100.0,28.0,19.0,38.0,,,,,,,,2.0,stencila,https://www.npmjs.com/package/stencila,246.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,2020-11-06 15:20:04.059,9.0,,,,,,,,,,,
44,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,29,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-11-09 15:58:48.000000,2023-11-09 15:58:46,2587.0,22.0,262.0,35.0,629.0,169.0,197.0,337.0,2023-11-06 12:55:30.000,8.6.0,1375.0,21879603.0,64.0,,,130.0,https://pypi.org/project/jupyter-client,,,21386698.0,https://anaconda.org/conda-forge/jupyter_client,2023-11-06 15:36:13.460,19714209.0,2.0,,,,,,,,,,,,,-5.0,,,,,,,,,,
45,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,29,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-10-04 03:36:05.000000,2023-10-04 03:25:07,7594.0,6.0,40.0,8.0,70.0,64.0,1380.0,260.0,2023-09-25 05:56:08.000,0.24.4,,4640.0,168.0,4993.0,4957.0,36.0,https://pypi.org/project/sos-notebook,2023-09-25 05:56:08.000,36.0,757.0,https://anaconda.org/conda-forge/sos,2023-09-17 06:17:50.200,163121.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
46,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-10-18 13:16:38.000000,2023-10-18 13:16:38,638.0,1.0,1069.0,160.0,79.0,199.0,201.0,9663.0,2018-11-22 17:02:16.000,0.20.0,,39205.0,116.0,145.0,21.0,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,124.0,39205.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
47,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,28,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,,871.0,269.0,98.0,78.0,81.0,7197.0,2019-07-01 16:35:20.000,1.0.0,,226210.0,4.0,204.0,204.0,31.0,https://pypi.org/project/facets-overview,,,226210.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
48,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,28,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-11-13 12:11:26.000000,2023-10-04 15:09:09,1905.0,7.0,301.0,46.0,1469.0,255.0,1353.0,1694.0,2023-03-29 14:23:28.000,3.15.0,,3482.0,29.0,51.0,51.0,59.0,https://pypi.org/project/elyra,,,1652.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,41909.0,1.0,@elyra/services,https://www.npmjs.com/package/@elyra/services,756.0,,,,,,,,,,,,,,,,,,,,
49,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,28,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-11-16 13:43:07.000000,2023-11-16 11:00:43,1874.0,25.0,274.0,39.0,692.0,91.0,487.0,1325.0,2023-10-24 07:53:01.000,0.44.0,120.0,171222.0,55.0,2.0,2.0,93.0,https://pypi.org/project/jupyterlab-git,,,143271.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-10-24 11:11:25.254,503902.0,1.0,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,15658.0,,,,,,,,,,,,,,,,,,,,
50,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,28,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-11-14 07:57:58.000000,2023-11-14 07:57:58,710.0,20.0,300.0,27.0,236.0,23.0,246.0,464.0,2021-12-15 16:31:08.730,0.0.1,,17644.0,16.0,197.0,170.0,69.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,27.0,17311.0,https://anaconda.org/conda-forge/dockerspawner,2023-06-16 16:11:56.911,20009.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
51,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,28,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-09-13 20:27:19.000000,2023-03-06 14:13:15,629.0,,152.0,27.0,141.0,67.0,93.0,231.0,2023-03-06 14:15:13.579,6.6.3,341.0,4581383.0,26.0,110.0,,60.0,https://pypi.org/project/jupyter-console,2023-03-06 14:15:13.579,110.0,4535748.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,4151323.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
52,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,27,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-06-16 13:23:56.494000,2021-01-21 14:02:57,1689.0,,386.0,124.0,3797.0,350.0,4176.0,2778.0,2022-06-15 11:25:51.000,2.3.13,35.0,23737.0,55.0,25.0,,81.0,https://pypi.org/project/beakerx,2022-06-15 11:25:51.000,22.0,13020.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,616861.0,2.0,beakerx,https://www.npmjs.com/package/beakerx,287.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249353.0,,,2019-04-06 03:31:02.776,3.0,,,,,,,,,,,
53,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,27,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-07-07 18:11:05.000000,2023-07-07 13:05:16,1007.0,,238.0,52.0,123.0,184.0,131.0,1887.0,2023-06-02 14:35:02.046,0.6.3,,78985.0,53.0,71.0,15.0,45.0,https://pypi.org/project/ipyvolume,2023-06-02 14:35:02.046,51.0,71910.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,451052.0,2.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,1507.0,,,,,,,widgetti/ipyvolume,2023-06-02 14:33:47.239,5.0,,,,,,,,,,,
54,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,162.0,42.0,374.0,164.0,261.0,1035.0,2021-02-01 03:34:36.000,1.1.19,,11936.0,92.0,289.0,260.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,10928.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,48389.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
55,jupyter-dash,OBSOLETE - Dash v2.11+ has Jupyter support built in!.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-11-13 04:29:25.000000,2023-08-11 17:18:48,162.0,,236.0,42.0,49.0,46.0,29.0,935.0,2022-04-01 20:13:44.000,0.4.2,99.0,154826.0,11.0,3449.0,3449.0,10.0,https://pypi.org/project/jupyter-dash,,,141842.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,350254.0,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,3253.0,,,,,,,,,,,,,,,,,,,,
56,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,27,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,185.0,39.0,173.0,61.0,174.0,906.0,2023-02-20 00:24:01.104,2.4.2,,73948.0,46.0,95.0,28.0,30.0,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,56.0,64471.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,515211.0,2.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3753.0,,,,,,,,2023-02-20 00:16:17.277,11.0,,,,,,,,,,,
57,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,27,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2023-11-06 20:27:14.000000,2023-10-03 10:43:08,1043.0,45.0,134.0,18.0,247.0,72.0,121.0,311.0,2023-09-25 10:56:23.000,4.1.0,,252335.0,30.0,133.0,2.0,70.0,https://pypi.org/project/jupyter-server-proxy,2023-09-25 10:56:23.000,128.0,214558.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2023-09-25 14:14:34.674,1425272.0,2.0,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,3842.0,,,,,,,,2022-09-08 00:27:55.674,3.0,4.0,,,,,,,,,,
58,Evcxr,,https://github.com/evcxr/evcxr,,kernels,26,False,,evcxr/evcxr,,https://github.com/evcxr/evcxr,MIT,2018-09-25 10:19:22.000,2023-11-12 23:56:07.000000,2023-11-12 23:55:10,668.0,56.0,203.0,56.0,96.0,92.0,135.0,4843.0,2023-10-22 23:48:48.000,0.16.0,3308.0,236.0,6.0,156.0,156.0,49.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-11-15 19:01:10.000000,2023-11-10 23:13:34,2286.0,28.0,866.0,94.0,980.0,20.0,311.0,2440.0,2023-11-13 17:59:45.000,e11d3e321bf7ea26113f0abf8788cebcaf19e96dbf884de12580a34be56e1089,,1893.0,100.0,,,153.0,,,,,,,,3.0,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-11-13 17:52:58.980039,174.0,195081.0,,,,,,,,,,,,,,,
60,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,False,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,118917.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,2022-09-02 21:15:20.926,12.0,118917.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
61,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,26,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,1174.0,,40.0,20.0,322.0,17.0,245.0,558.0,2020-12-10 14:31:28.000,0.3.7,,71531.0,28.0,1280.0,1280.0,11.0,,,,,,,,1.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,71531.0,,,,,,,,,,,,,,,,,,,,
62,itkwidgets,An elegant Python interface for visualization on the web platform to interactively generate insights into..,https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,26,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-11-14 16:46:08.000000,2023-11-14 16:44:35,467.0,10.0,83.0,27.0,427.0,119.0,147.0,548.0,2023-03-02 22:39:43.651,0.32.6,87.0,12318.0,107.0,292.0,274.0,27.0,https://pypi.org/project/itkwidgets,2023-11-14 16:46:08.000,16.0,6146.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,342175.0,2.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,469.0,,,,,,,,2023-03-02 22:39:43.651,2.0,,,,,,,,,,,
63,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2023-11-09 23:47:42.000000,2023-01-11 11:27:13,465.0,,51.0,11.0,97.0,45.0,65.0,419.0,2023-01-11 11:30:08.757,0.10.0,,122922.0,20.0,3094.0,2746.0,33.0,https://pypi.org/project/nbval,2023-01-11 11:30:08.757,348.0,112861.0,https://anaconda.org/conda-forge/nbval,2023-10-11 12:34:56.839,402451.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
64,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-11-05 01:44:50.000000,2023-11-05 01:44:49,1150.0,8.0,84.0,17.0,128.0,29.0,116.0,326.0,2023-09-11 18:36:42.000,0.30.1,150.0,52521.0,56.0,800.0,800.0,33.0,https://pypi.org/project/metakernel,,,33176.0,https://anaconda.org/conda-forge/metakernel,2023-09-11 20:10:34.918,754233.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
65,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,26,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-11-16 12:38:25.000000,2023-11-01 16:13:05,262.0,16.0,50.0,15.0,88.0,64.0,134.0,318.0,2023-04-18 19:26:36.690,1.8.10,,121230.0,55.0,1013.0,970.0,12.0,https://pypi.org/project/ipyvuetify,2023-04-18 17:25:44.404,40.0,109469.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,152133.0,2.0,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,8836.0,,,,,,,widgetti/ipyvuetify,2023-04-18 19:26:36.690,3.0,,,,,,,,,,,
66,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,26,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2023-11-08 06:55:06.000000,2023-11-08 06:55:05,589.0,16.0,80.0,16.0,179.0,71.0,87.0,193.0,2023-08-07 09:01:12.000,1.2.0,,27603.0,22.0,715.0,696.0,31.0,https://pypi.org/project/nbgitpuller,2023-08-07 09:01:12.000,19.0,25540.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,80471.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
67,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,26,False,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2023-09-14 09:27:48.000000,2022-06-25 19:26:22,372.0,,60.0,23.0,93.0,54.0,87.0,173.0,2022-06-25 19:39:15.000,0.4.0,,95884.0,20.0,205.0,,25.0,https://pypi.org/project/jupyter_sphinx,2022-06-25 19:39:15.000,205.0,92999.0,https://anaconda.org/conda-forge/jupyter_sphinx,2023-06-16 13:24:13.395,230810.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
68,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,710.0,175.0,478.0,134.0,167.0,5391.0,2023-02-22 03:49:00.886,0.9.3,,629.0,33.0,22.0,21.0,73.0,https://pypi.org/project/knowledge-repo,2023-02-22 03:49:00.886,1.0,629.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
69,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-07-12 17:45:36.000000,2023-07-04 23:34:35,692.0,,347.0,91.0,262.0,73.0,159.0,4789.0,2022-02-19 00:48:20.000,0.5.1,,5938.0,12.0,174.0,174.0,21.0,https://pypi.org/project/lux-api,,,4999.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,21464.0,2.0,luxwidget,https://www.npmjs.com/package/luxwidget,289.0,,,,,,,,,,,,,,,,,,,,
70,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,25,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2023-11-09 15:52:54.000000,2023-11-09 15:52:54,784.0,26.0,216.0,44.0,25.0,51.0,315.0,3593.0,2023-10-26 12:41:21.000,2.3.7,,556.0,40.0,84.0,84.0,11.0,https://pypi.org/project/mljar-mercury,,,556.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
71,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-10-03 11:41:44.000000,2023-01-27 08:04:32,1494.0,,527.0,93.0,462.0,177.0,405.0,2163.0,,,,20654.0,,14.0,14.0,96.0,,,,,,,,2.0,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2788420.0,,,,,,,,,,,,,,,
72,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,25,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-11-16 08:17:59.000000,2023-11-10 09:39:43,1472.0,51.0,238.0,59.0,965.0,131.0,206.0,1557.0,2023-05-15 14:58:56.000,0.13.14,2224.0,211.0,66.0,,,40.0,,,,,,,,1.0,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-10-19 23:11:45.308515,6.0,18325.0,,,,,,,,,,,,,,,
73,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,25,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2023-10-31 14:32:45.000000,2023-09-29 00:14:07,527.0,1.0,118.0,18.0,71.0,63.0,35.0,961.0,2023-05-05 07:10:14.000,0.6.3,,583540.0,17.0,531.0,516.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,2022-11-15 16:25:34.569,15.0,565467.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1590430.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
74,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,25,False,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,,2019-03-24 13:22:20.000,2023-11-16 14:06:52.000000,2023-11-16 09:09:53,13798.0,1170.0,94.0,20.0,1448.0,848.0,561.0,764.0,2023-10-28 18:55:18.000,0.29.0,364.0,1974.0,29.0,,,67.0,https://pypi.org/project/lfortran,,,48.0,https://anaconda.org/conda-forge/lfortran,2023-10-28 22:30:45.432,73087.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
75,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,25,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-11-14 05:01:51.000000,2023-10-07 10:50:34,218.0,7.0,41.0,12.0,108.0,20.0,78.0,529.0,2023-10-07 10:51:41.000,1.6.2,,133355.0,42.0,342.0,342.0,6.0,https://pypi.org/project/itables,,,131737.0,https://anaconda.org/conda-forge/itables,2023-10-07 13:44:44.746,35603.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
