,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
155,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,True,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-06-16 19:25:35.462000,2022-07-20 12:02:54,113.0,,25.0,5.0,46.0,9.0,16.0,181.0,,,,2549.0,4.0,1275.0,1275.0,7.0,https://pypi.org/project/theme-darcula,,,1519.0,https://anaconda.org/conda-forge/theme-darcula,2023-06-16 19:25:35.462,19249.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,,,318.0,,,,,,,,,,,,,,,,,
156,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2023-06-16 13:20:41.310000,2018-09-20 15:43:57,188.0,,32.0,12.0,28.0,20.0,20.0,176.0,2018-03-23 20:36:58.000,0.4.1,,5460.0,14.0,119.0,119.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,3893.0,https://anaconda.org/conda-forge/spylon-kernel,2023-06-16 13:20:41.310,120690.0,3.0,,,,,,,,,,,,,,,,,,,,,,
157,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,20,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2023-03-15 11:59:49.000000,2022-12-20 11:05:47,1701.0,,20.0,2.0,1062.0,36.0,25.0,113.0,2021-09-07 13:41:02.000,0.7.0,,21380.0,846.0,435.0,399.0,13.0,https://pypi.org/project/mknotebooks,2022-12-20 11:06:52.930,36.0,21380.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
158,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,19,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2023-05-18 06:09:30.000000,2019-12-08 22:22:20,90.0,,186.0,34.0,12.0,79.0,58.0,961.0,2019-05-06 03:28:50.000,1.3.0,128559.0,2107.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
159,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2023-02-03 04:21:45.711711,2023-01-11 06:17:33,718.0,,21.0,31.0,140.0,45.0,144.0,775.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,182.0,182.0,46.0,,,,,,,,3.0,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,1920.0,,,,,,,,,,iruby,,
160,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,19,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,523.0,,102.0,31.0,63.0,64.0,51.0,727.0,2018-04-16 17:16:10.000,0.2.0,,89670.0,1.0,,,14.0,,,,,,,,2.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,,,89670.0,,,,,,,,,,,,,,,,,
161,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,19,True,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2023-06-16 19:26:36.235000,2022-08-04 11:15:04,66.0,,23.0,13.0,12.0,3.0,10.0,288.0,,,,20843.0,2.0,76.0,76.0,5.0,https://pypi.org/project/treon,,,20601.0,https://anaconda.org/conda-forge/treon,2023-06-16 19:26:36.235,6050.0,3.0,,,,,,,,,,,,,,,,,,,,,,
162,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,False,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2023-06-16 19:21:18.164000,2021-08-30 21:48:24,31.0,,49.0,13.0,2.0,21.0,9.0,259.0,2020-03-12 16:09:39.000,0.0.8,,42550.0,10.0,19.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,2020-03-12 16:09:39.000,19.0,41515.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2023-06-16 19:21:18.164,36249.0,3.0,,,,,,,,,,,,,,,,,,,,,,
163,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,19,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2023-03-27 14:57:36.000000,2023-02-19 06:09:43,378.0,,36.0,10.0,123.0,6.0,71.0,252.0,2023-02-19 06:27:03.000,2.8.2,90430.0,1255.0,34.0,,,22.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
164,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,19,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-06-16 19:19:19.627000,2022-12-10 17:49:24,81.0,,40.0,13.0,75.0,38.0,11.0,222.0,2023-02-03 18:42:15.154,0.5.1,,3998.0,7.0,15.0,6.0,14.0,https://pypi.org/project/sidecar,2021-01-15 16:35:10.000,7.0,3302.0,https://anaconda.org/conda-forge/sidecar,2023-06-16 19:19:19.627,18158.0,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,2.0,219.0,,,,,,,,,,,,,,,,,
165,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,19,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2023-06-16 13:24:59.052000,2023-01-13 14:14:25,262.0,,77.0,37.0,29.0,,58.0,193.0,2022-12-01 21:51:02.000,2.4.13,,5203.0,20.0,1.0,,11.0,https://pypi.org/project/sas_kernel,2022-12-01 21:49:02.222,1.0,5171.0,https://anaconda.org/anaconda/sas_kernel,2023-06-16 13:24:59.052,2208.0,3.0,,,,,,,,,,,,,,,,,,,,,,
166,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,19,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2023-07-06 11:50:45.000000,2023-07-05 15:31:27,597.0,36.0,22.0,9.0,266.0,19.0,41.0,153.0,2023-07-05 15:33:48.000,0.1.10,3993.0,1615.0,51.0,,,12.0,https://pypi.org/project/jupyverse,2022-05-17 16:40:06.000,,418.0,https://anaconda.org/conda-forge/fps-auth,2023-07-05 21:19:09.170,16121.0,3.0,,,,,,,,,,,,,,,,,,,,,,
167,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,19,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2023-06-15 13:49:54.000000,2023-06-15 13:49:38,354.0,12.0,10.0,5.0,17.0,43.0,152.0,110.0,2023-01-10 16:02:53.000,0.24.0,,953.0,2.0,22.0,22.0,6.0,https://pypi.org/project/ipysigma,,,532.0,,,,3.0,ipysigma,https://www.npmjs.com/package/ipysigma,,,421.0,,,,,,,medialab/ipysigma,,,,,,,,,,
168,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,19,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2023-06-16 19:17:31.930000,2023-05-02 16:09:30,149.0,30.0,11.0,7.0,48.0,5.0,5.0,61.0,2021-11-06 14:18:45.000,0.4.0,,56416.0,7.0,14.0,,3.0,https://pypi.org/project/altair_viewer,2021-11-06 14:16:09.000,14.0,54825.0,https://anaconda.org/conda-forge/altair_viewer,2023-06-16 19:17:31.930,66831.0,3.0,,,,,,,,,,,,,,,,,,,,,,
169,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,18,False,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,,2018-06-26 14:28:02.000,2023-06-16 16:15:33.557000,2022-02-11 15:18:23,212.0,,56.0,21.0,51.0,16.0,29.0,520.0,,,,1498.0,2.0,11.0,11.0,10.0,https://pypi.org/project/ansible-kernel,,,126.0,https://anaconda.org/conda-forge/ansible-kernel,2023-06-16 16:15:33.557,13871.0,3.0,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66463.0,,,,,,,,,,,,
170,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,70.0,16.0,10.0,41.0,29.0,463.0,2020-02-16 07:15:03.000,0.2.0,,2070.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,2020-02-16 07:15:03.000,31.0,2070.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
171,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,False,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2023-01-05 16:15:48.000000,2022-04-28 22:45:01,515.0,,78.0,36.0,118.0,50.0,66.0,391.0,2020-05-27 00:10:19.202,2.0.0,,514.0,32.0,6.0,4.0,16.0,,,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,2.0,514.0,,,,,,,,,,,,,,,,,
172,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,18,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2022-11-22 01:33:40.000000,2022-11-22 01:33:39,534.0,,20.0,13.0,25.0,11.0,188.0,335.0,2020-02-02 22:32:28.000,0.1.6,,170.0,26.0,21.0,19.0,3.0,https://pypi.org/project/pylantern,2020-02-02 22:31:39.000,2.0,170.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
173,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,18,False,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2023-06-16 19:21:13.443000,2021-09-18 19:09:46,18.0,,13.0,12.0,7.0,5.0,5.0,302.0,2021-09-18 19:13:12.000,0.0.3,,2716.0,3.0,228.0,225.0,3.0,https://pypi.org/project/blackcellmagic,2021-09-18 19:13:12.000,3.0,2637.0,https://anaconda.org/conda-forge/blackcellmagic,2023-06-16 19:21:13.443,2779.0,2.0,,,,,,,,,,,,,,,,,,,,,,
174,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,18,False,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2023-06-16 13:18:35.621000,2022-02-03 17:25:03,404.0,,42.0,20.0,22.0,14.0,80.0,174.0,2017-06-02 21:19:27.000,0.5.0,101.0,1264.0,15.0,,,9.0,,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2023-06-16 13:18:35.621,94780.0,3.0,,,,,,,,,,,,,,,,,,,,,,
175,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,18,False,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2022-05-23 15:47:39.000000,2020-05-24 13:16:16,426.0,,35.0,28.0,58.0,59.0,34.0,174.0,2019-10-03 18:34:08.594,3.0.0,,31.0,17.0,19.0,12.0,9.0,,,,,,,,2.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,7.0,31.0,,,,,,,,,,,,,,,,,
176,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,18,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2023-06-16 19:22:50.491000,2023-06-06 09:31:44,407.0,10.0,30.0,14.0,109.0,12.0,50.0,152.0,2021-06-04 01:03:11.000,0.3.1,,958.0,7.0,2.0,2.0,13.0,https://pypi.org/project/jupyter-fs,2021-06-04 01:03:11.000,,737.0,https://anaconda.org/conda-forge/jupyter-fs,2023-06-16 19:22:50.491,7520.0,2.0,,,,,,,,,,,,,,,,,,,,,,
177,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,18,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2023-07-05 15:53:49.000000,2023-07-05 10:12:54,1609.0,18.0,26.0,10.0,426.0,40.0,412.0,148.0,,,,2165.0,,,,20.0,,,,,,,,3.0,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2023-06-16 11:26:59.083934,3.0,168938.0,,,,,,,,,,,,
178,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,18,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-03-22 16:23:31.000000,2023-03-22 16:23:31,361.0,,22.0,16.0,93.0,12.0,36.0,112.0,2023-03-08 10:22:18.488,1.3.0,,1146.0,15.0,5.0,2.0,7.0,https://pypi.org/project/jupyterlab_hdf,2022-02-21 09:56:23.000,1.0,729.0,,,,2.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2023-03-08 10:22:05.823,2.0,417.0,,,,,,,,,,,,,,,,,
179,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,18,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2023-06-16 13:18:19.143000,2018-06-11 01:51:34,136.0,,27.0,22.0,32.0,7.0,20.0,76.0,2017-04-05 01:49:01.000,0.7.0,,1361.0,12.0,19.0,13.0,8.0,https://pypi.org/project/jupyter_cms,2017-04-05 01:49:01.000,6.0,255.0,https://anaconda.org/conda-forge/jupyter_cms,2023-06-16 13:18:19.143,90693.0,3.0,,,,,,,,,,,,,,,,,,,,,,
180,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,18,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2023-06-16 16:18:14.578000,2023-03-15 08:49:27,224.0,,12.0,4.0,79.0,2.0,35.0,63.0,2023-01-09 21:08:19.618,3.3.4,3252.0,9187.0,35.0,5.0,2.0,10.0,https://pypi.org/project/jupyter-archive,2023-01-09 21:08:19.618,1.0,7659.0,https://anaconda.org/conda-forge/jupyter-archive,2023-06-16 16:18:14.578,49357.0,3.0,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2023-01-08 16:35:26.511,2.0,360.0,,,,,,,,,,,,,,,,,
181,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,17,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2023-06-16 16:15:59.087000,2022-11-06 15:47:40,299.0,,82.0,38.0,59.0,16.0,85.0,784.0,,,,72.0,7.0,,,26.0,,,,,https://anaconda.org/simplect/clojupyter,2023-06-16 16:15:59.087,3349.0,3.0,,,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,414.0,,,,,,,,,,,,
182,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,17,True,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2022-09-15 15:50:04.000000,2022-09-15 15:50:04,59.0,,55.0,15.0,17.0,38.0,26.0,292.0,2017-09-08 07:23:49.000,0.4.3,,1082.0,9.0,10.0,,11.0,https://pypi.org/project/nbopen,2018-04-25 07:36:48.000,10.0,1082.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
183,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,35.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,623.0,4.0,23.0,18.0,12.0,https://pypi.org/project/jupyter-spark,2018-03-08 14:28:54.000,5.0,623.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
184,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,17,True,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,BSD-3-Clause,2013-10-08 13:16:17.000,2023-06-16 13:16:28.691000,2022-08-22 19:50:43,113.0,,24.0,10.0,35.0,17.0,22.0,135.0,2013-10-13 16:56:18.000,0.1.4,,1029.0,5.0,32.0,26.0,10.0,https://pypi.org/project/ipycache,2013-10-13 16:56:18.000,6.0,114.0,https://anaconda.org/conda-forge/ipycache,2023-06-16 13:16:28.691,78757.0,3.0,,,,,,,,,,,,,,,,,,,,,,
185,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,17,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2023-06-16 16:14:42.506000,2022-11-23 09:34:00,111.0,,28.0,9.0,45.0,21.0,18.0,115.0,2022-08-24 12:33:17.000,0.2.2,,63400.0,8.0,2.0,2.0,9.0,https://pypi.org/project/ipytree,,,61409.0,https://anaconda.org/conda-forge/ipytree,2023-06-16 16:14:42.506,79096.0,3.0,ipytree,https://www.npmjs.com/package/ipytree,,,470.0,,,,,,,,,,,,,,,,,
186,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,17,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,16.0,7.0,12.0,9.0,5.0,80.0,2018-08-10 16:52:09.000,0.1.0,,6025.0,4.0,359.0,355.0,6.0,https://pypi.org/project/nbzip,2018-08-10 16:52:09.000,4.0,6025.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
187,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,10.0,159.0,88.0,93.0,72.0,2020-06-18 03:31:10.000,0.5.10,,473.0,23.0,36.0,32.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,2020-06-18 03:31:10.000,4.0,473.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
188,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2023-06-30 06:50:09.000000,2023-06-30 06:50:08,100.0,2.0,26.0,5.0,29.0,7.0,17.0,46.0,2021-10-28 11:35:32.000,1.0.0,,5953.0,8.0,80.0,77.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,2021-10-28 11:35:32.000,3.0,5953.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
189,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,17,False,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2022-12-07 12:46:17.000000,2021-09-10 08:58:36,115.0,,38.0,11.0,36.0,18.0,21.0,44.0,2018-06-19 13:50:35.000,0.5.2,,938.0,8.0,58.0,54.0,14.0,https://pypi.org/project/sudospawner,2018-06-19 13:50:35.000,4.0,938.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
190,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,68.0,90.0,39.0,46.0,1075.0,,,,1563.0,,,,9.0,,,,,,,,3.0,,,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,9.0,131299.0,,,,,,,,,,,,
191,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,16,False,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,23.0,11.0,3.0,2.0,3.0,1013.0,2017-08-19 16:11:38.000,0.0.2,,748.0,2.0,39.0,39.0,3.0,https://pypi.org/project/py-heat-magic,2017-08-19 16:11:38.000,,748.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
192,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2023-04-05 12:21:41.000000,2019-07-16 04:37:36,60.0,,73.0,20.0,49.0,59.0,42.0,946.0,2019-07-16 04:33:54.000,0.11.0,,245.0,14.0,5.0,5.0,8.0,,,,,,,,3.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,,,245.0,,,,,,,,,,,,,,,,,
193,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,16,False,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,MIT,2019-09-07 00:30:49.000,2023-02-05 13:08:34.000000,2021-08-23 11:44:08,105.0,,117.0,18.0,16.0,42.0,28.0,777.0,2021-08-23 11:45:07.000,1.2.3,,4481.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,2021-08-23 11:45:07.000,,4481.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
194,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,False,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,57.0,,36.0,68.0,26.0,13.0,12.0,573.0,2018-01-08 14:52:15.000,0.1.15,,1187.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,2018-01-08 14:52:15.000,2.0,1187.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
195,JupyterWith,Declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyenv,,notebook-tools,16,True,,tweag/jupyterWith,,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58.000,2023-07-02 00:10:43.000000,2023-03-17 16:46:08,577.0,,103.0,31.0,313.0,34.0,148.0,480.0,2023-01-31 21:35:49.000,0.1.0,,,1.0,,,36.0,,,,,,,,3.0,,,,,,,,,,,,tweag/jupyenv,,,,,,,,,,
196,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,BSD-3-Clause,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,71.0,,26.0,42.0,35.0,22.0,19.0,215.0,2021-03-10 20:57:44.000,4.14.3,,800.0,12.0,8.0,6.0,5.0,,,,,,,,3.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112,2.0,800.0,,,,,,,,,,,,,,,,,
