,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,conda_dependent_project_count,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,cran_id,gem_id,hex_id,bitbucket_id
38,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,30,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2022-06-22 20:53:41.164000,2022-06-21 19:01:37,7578.0,51.0,30.0,7.0,63.0,60.0,1367.0,231.0,2022-04-09 05:07:36.000,0.23.3,,3332.0,162.0,2464.0,2431.0,36.0,https://pypi.org/project/sos-notebook,2022-04-09 05:07:36.000,33.0,741.0,https://anaconda.org/conda-forge/sos,2022-06-22 20:53:41.164,111432.0,2.0,,,,,,,,,,,,,,,,,,,,,,
39,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2022-06-30 09:25:59.000000,2022-03-28 15:25:07,751.0,,393.0,79.0,194.0,142.0,284.0,3303.0,2020-10-29 01:31:20.000,5.7.1,,9282.0,30.0,2082.0,1915.0,41.0,https://pypi.org/project/RISE,2022-03-28 15:29:03.000,167.0,5368.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,207162.0,2.0,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,,6.0,,,,,,,,,,,,,,,,,
40,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,29,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-06-15 11:25:51.000000,2021-01-21 14:02:57,1689.0,,385.0,127.0,3797.0,349.0,4174.0,2668.0,2022-06-15 11:25:51.000,2.3.13,31.0,24901.0,54.0,23.0,,81.0,https://pypi.org/project/beakerx,2022-06-15 11:25:51.000,22.0,13000.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,523025.0,2.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,1.0,469.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248788.0,,,,,,,,,,,,
41,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,29,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2022-07-05 16:29:00.000000,2022-07-05 16:29:00,1965.0,5.0,133.0,45.0,341.0,67.0,221.0,2251.0,2021-10-26 00:11:36.407,1.0.1,,303434.0,27.0,216.0,75.0,40.0,https://pypi.org/project/nbdime,2021-10-25 23:22:53.000,141.0,217370.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,567417.0,2.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-10-26 00:11:36.407,,77596.0,,,,,,,,,,,,,,,,,
42,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,29,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2022-07-10 09:26:58.000000,2022-06-25 01:42:59,2391.0,31.0,101.0,18.0,402.0,158.0,263.0,1284.0,2022-03-21 19:31:19.000,3.10.1,,22472.0,66.0,195.0,188.0,41.0,https://pypi.org/project/jupyterlab-lsp,2022-03-21 19:12:23.000,5.0,15543.0,https://anaconda.org/conda-forge/jupyter-lsp,2021-12-12 16:35:34.220,45691.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-03-21 19:22:11.218,2.0,4853.0,,,,,,,,,,,,,,,,,
43,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,29,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-07-12 12:01:27.000000,2022-07-12 12:00:52,3301.0,273.0,311.0,44.0,826.0,204.0,610.0,1093.0,2022-06-23 11:04:59.000,0.7.1,11.0,4033.0,29.0,17.0,,96.0,https://pypi.org/project/nbgrader,2022-07-06 09:43:23.000,17.0,2292.0,https://anaconda.org/conda-forge/nbgrader,2022-06-23 17:56:54.463,114955.0,1.0,,,,,,,,,,,,,,,,,,,,,,
44,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,29,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-06-28 17:24:24.000000,2022-06-28 17:24:21,156.0,8.0,207.0,33.0,36.0,39.0,22.0,778.0,2022-04-01 20:13:44.000,0.4.2,77.0,452586.0,14.0,1739.0,1700.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,39.0,430086.0,https://anaconda.org/conda-forge/jupyter-dash,2022-04-02 17:05:39.218,162646.0,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,14366.0,,,,,,,1.0,,,,,,,,,,
45,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,28,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-06-09 13:10:14.876000,2021-03-31 14:20:34,1174.0,,2389.0,21.0,322.0,31.0,245.0,12170.0,2022-06-07 15:02:55.365,3.4.3,,160169.0,167.0,2.0,,11.0,,,,,,,,1.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2022-06-09 13:10:14.876,2.0,160169.0,,,,,,,,,,,,,,,,,
46,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-02-03 18:32:35.000000,2022-02-03 18:32:34,636.0,,1019.0,160.0,76.0,205.0,198.0,9157.0,2018-11-22 17:02:16.000,0.20.0,,31535.0,116.0,99.0,,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,99.0,31535.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
47,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,28,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-06-08 12:42:54.000000,2022-06-08 12:42:54,972.0,1.0,224.0,53.0,114.0,167.0,128.0,1768.0,2019-07-07 19:46:13.862,0.5.2,,77613.0,48.0,872.0,819.0,40.0,https://pypi.org/project/ipyvolume,2021-10-29 20:42:04.000,50.0,69865.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,367800.0,2.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194,3.0,2090.0,,,,,,widgetti/ipyvolume,,,,,,,,,,,
48,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,28,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-07-08 18:52:30.000000,2022-07-08 18:52:29,2363.0,39.0,305.0,45.0,693.0,169.0,323.0,1361.0,2022-02-06 14:43:19.000,2022.02.0,,4970.0,18.0,184.0,159.0,111.0,https://pypi.org/project/jupyter-repo2docker,2022-02-06 14:20:14.000,25.0,4970.0,,,,2.0,,,,,,,,,,,,-1.0,,,,,,,,,,
49,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,28,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-06-17 17:50:59.000000,2021-12-06 21:48:19,1667.0,,175.0,40.0,166.0,73.0,149.0,824.0,2021-02-26 14:01:21.000,2.3.0,,86032.0,43.0,65.0,20.0,29.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,38.0,76529.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,398631.0,2.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,4117.0,,,,,,,,,,,,,,,,,
50,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,28,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-07-14 11:39:59.000000,2022-07-11 04:46:01,9526.0,331.0,39.0,24.0,905.0,77.0,496.0,644.0,2022-07-11 04:46:05.000,1.13.2,3149.0,493.0,100.0,25.0,17.0,34.0,,,,,,,,2.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,8.0,97.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,,,,,,,
51,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,28,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2022-06-23 05:16:34.737000,2022-06-22 16:00:22,584.0,3.0,134.0,26.0,126.0,56.0,88.0,195.0,2022-06-22 16:01:33.000,6.4.4,48.0,3501428.0,20.0,77.0,,59.0,https://pypi.org/project/jupyter-console,2022-06-22 16:01:27.000,77.0,3469068.0,https://anaconda.org/conda-forge/jupyter_console,2022-06-23 05:16:34.737,2426145.0,2.0,,,,,,,,,,,,,,,,,,,,,,
52,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,27,True,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,523.0,,2389.0,30.0,63.0,64.0,51.0,12170.0,2022-06-07 15:06:05.312,5.4.3,,171039.0,158.0,6.0,,14.0,,,,,,,,1.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2022-06-09 13:13:13.725,6.0,171039.0,,,,,,,,,,,,,,,,,
53,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,27,False,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,851.0,276.0,93.0,76.0,76.0,6943.0,2019-07-24 15:57:06.000,1.0.0,,224442.0,4.0,126.0,122.0,28.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,224442.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
54,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,27,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-07-13 13:58:45.000000,2022-07-13 13:17:21,1089.0,233.0,252.0,29.0,168.0,50.0,66.0,2523.0,,,,94200.0,55.0,3.0,,22.0,https://pypi.org/project/evidently,2022-07-07 11:21:24.000,3.0,94090.0,https://anaconda.org/conda-forge/evidently,2021-09-06 19:36:48.930,1214.0,2.0,,,,,,,,,,,,,,,,,,,,,,
55,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,164.0,260.0,1027.0,2021-02-01 03:34:36.000,1.1.19,,12576.0,92.0,268.0,239.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,11398.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,37715.0,2.0,,,,,,,,,,,,,,,,,,,,,,
56,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,27,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2022-07-14 12:57:12.000000,2022-07-14 10:44:47,7111.0,363.0,143.0,37.0,2457.0,741.0,6810.0,670.0,2022-07-07 22:28:04.000,2022.0.6.100,,1909.0,26.0,,,252.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2022-04-12 12:37:00.421,30547.0,2.0,,,,,,,,,,,,,,,,,,,,,,
57,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,27,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-06-25 22:24:01.026000,2022-06-25 19:26:22,372.0,17.0,53.0,22.0,86.0,41.0,82.0,152.0,2022-06-25 19:39:15.000,0.4.0,,118249.0,20.0,136.0,,25.0,https://pypi.org/project/jupyter_sphinx,2022-06-25 19:39:15.000,136.0,116062.0,https://anaconda.org/conda-forge/jupyter_sphinx,2022-06-25 22:24:01.026,139985.0,2.0,,,,,,,,,,,,,,,,,,,,,,
58,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,26,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2022-05-21 19:17:40.000000,2022-05-21 19:17:40,690.0,2.0,309.0,84.0,257.0,66.0,159.0,4065.0,2022-02-19 00:48:20.000,0.5.1,,30463.0,18.0,104.0,104.0,20.0,https://pypi.org/project/lux-api,2022-02-19 00:46:49.000,,29344.0,https://anaconda.org/conda-forge/lux-api,2022-02-22 06:05:22.978,6115.0,2.0,luxwidget,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,,760.0,,,,,,,,,,,,,,,,,
59,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-toolbox,,widgets,26,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-07-14 14:32:58.000000,2022-07-13 16:41:35,1134.0,150.0,129.0,16.0,1290.0,57.0,214.0,518.0,2022-06-10 13:59:31.000,0.19.0,,7800.0,36.0,36.0,33.0,26.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,7800.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
60,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,26,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-07-05 08:59:36.000000,2022-07-05 08:59:36,628.0,5.0,277.0,25.0,204.0,16.0,238.0,427.0,2021-07-22 10:16:21.000,12.1.0,,9281.0,16.0,153.0,127.0,64.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,26.0,8997.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,12528.0,2.0,,,,,,,,,,,,,,,,,,,,,,
61,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-06-26 13:59:57.000000,2022-06-26 13:59:57,1123.0,3.0,77.0,18.0,108.0,28.0,113.0,284.0,2022-03-29 15:39:45.000,0.29.0,29.0,61306.0,92.0,77.0,,30.0,https://pypi.org/project/metakernel,2022-03-29 15:39:38.000,77.0,53479.0,https://anaconda.org/conda-forge/metakernel,2022-03-29 22:58:53.906,586811.0,1.0,,,,,,,,,,,,,,,,,,,,,,
62,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,26,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2022-06-27 14:03:15.000000,2022-06-22 08:23:11,499.0,19.0,60.0,11.0,146.0,57.0,79.0,164.0,2022-03-19 21:53:15.000,1.1.0,,8400.0,20.0,504.0,486.0,25.0,https://pypi.org/project/nbgitpuller,2022-03-19 21:53:15.000,18.0,7392.0,https://anaconda.org/conda-forge/nbgitpuller,2022-03-20 01:46:35.034,37305.0,2.0,,,,,,,,,,,,,,,,,,,,,,
63,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-06-13 05:23:20.000000,2022-06-13 05:23:20,990.0,26.0,692.0,182.0,380.0,122.0,166.0,5135.0,2022-04-20 02:55:58.000,0.9.1,,451.0,31.0,1.0,,67.0,https://pypi.org/project/knowledge-repo,2022-04-20 02:55:58.000,1.0,451.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
64,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,25,True,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-06-01 08:42:51.000000,2022-05-15 14:29:21,1200.0,10.0,759.0,41.0,321.0,20.0,305.0,3278.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,136.0,136.0,55.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
65,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,25,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-03-15 15:20:24.000000,2020-04-07 18:56:49,405.0,,387.0,89.0,102.0,152.0,125.0,2865.0,2020-04-07 16:43:54.000,1.3.1,,56997.0,73.0,82.0,,30.0,https://pypi.org/project/qgrid,2020-04-07 16:43:54.000,81.0,49562.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,345225.0,2.0,qgrid,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,1.0,922.0,,,,,,,,,,,,,,,,,
66,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,25,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-07-06 21:23:04.374000,2022-07-04 22:14:34,266.0,27.0,845.0,2.0,71.0,3.0,16.0,2527.0,2022-06-22 17:35:36.698,3.1.1,,113530.0,102.0,89.0,11.0,3.0,https://pypi.org/project/ipydagred3,2022-05-06 22:43:10.000,1.0,290.0,https://anaconda.org/conda-forge/ipydagred3,2022-05-07 03:39:00.452,7794.0,2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-07-06 21:23:04.374,77.0,112941.0,,,,,,,,,,,,,,,,,
67,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,25,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2022-07-07 16:18:21.000000,2022-07-07 16:15:35,2004.0,38.0,835.0,90.0,877.0,27.0,280.0,2139.0,2022-06-30 23:33:24.000,e42b43c68522fb12df0d212d6467c4a86d789a54a7ec19986ccad6d4f2b24a65,,2220.0,77.0,,,146.0,,,,,,,,3.0,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-06-30 23:55:16.276870,161.0,193154.0,,,,,,,,,,,,
68,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,25,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-03-18 08:36:18.000000,2021-08-16 17:52:48,2054.0,,255.0,82.0,1292.0,228.0,667.0,975.0,2021-08-16 19:04:35.000,1.2.20210816,,52552.0,19.0,12.0,,52.0,https://pypi.org/project/datalab,2020-03-25 23:36:46.000,12.0,52552.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
69,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,25,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2022-07-09 09:51:24.000000,2022-07-09 09:08:49,502.0,11.0,106.0,21.0,58.0,51.0,32.0,902.0,2018-12-29 12:36:16.000,0.4.1,,291887.0,13.0,181.0,,20.0,https://pypi.org/project/jupyter_nbextensions_configurator,2018-12-29 12:36:16.000,181.0,277602.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2021-03-04 09:52:38.721,1028549.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,
70,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,25,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-07-09 10:36:17.000000,2022-06-22 12:18:37,438.0,29.0,50.0,11.0,153.0,42.0,69.0,613.0,2022-05-03 07:59:11.987,0.12.0,,34129.0,31.0,681.0,660.0,18.0,https://pypi.org/project/ipycanvas,2022-05-03 07:57:48.000,20.0,30929.0,https://anaconda.org/conda-forge/ipycanvas,2022-05-16 17:29:42.213,69158.0,2.0,ipycanvas,https://www.npmjs.com/package/ipycanvas,2022-05-03 07:59:11.987,1.0,1166.0,,,,,,,,,,,,,,,,,
71,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,25,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2022-07-01 04:39:13.000000,2022-07-01 04:39:13,1417.0,6.0,110.0,23.0,593.0,27.0,402.0,569.0,2021-06-11 00:32:29.000,3.0.3,210.0,16629.0,75.0,41.0,2.0,33.0,https://pypi.org/project/nglview,2021-06-11 00:32:29.000,37.0,4213.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722,450813.0,2.0,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2021-04-16 05:05:11.629,2.0,5371.0,,,,,,,,,,,,,,,,,
72,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,25,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2022-02-27 21:43:50.000000,2022-01-05 15:51:17,446.0,,42.0,10.0,84.0,35.0,61.0,382.0,2020-07-30 10:58:32.000,0.9.6,,112405.0,19.0,1737.0,1534.0,29.0,https://pypi.org/project/nbval,2020-07-30 10:58:32.000,203.0,108996.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,214775.0,2.0,,,,,,,,,,,,,,,,,,,,,,
73,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,25,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-07-01 04:37:23.000000,2022-07-01 04:35:49,592.0,18.0,59.0,31.0,337.0,13.0,82.0,330.0,2022-02-10 02:01:39.000,3.6.0,,12458.0,39.0,84.0,,11.0,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,5719.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,491999.0,2.0,,,,,,,,,,,,,,,,,,,,,,
74,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,25,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-07-08 19:49:58.000000,2022-07-08 18:44:35,802.0,10.0,110.0,16.0,186.0,64.0,94.0,241.0,2022-01-24 23:18:09.000,3.2.1,,129892.0,27.0,93.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,2022-01-24 23:18:09.000,89.0,103364.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-01-25 03:13:58.218,727639.0,2.0,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-01-24 23:17:43.903,,8781.0,,,,,,,1.0,,,,,,,,,,
75,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,25,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-07-04 18:45:51.000000,2022-05-20 15:19:36,709.0,6.0,53.0,30.0,176.0,58.0,99.0,197.0,2022-04-04 22:26:36.000,1.3.3,3.0,10821.0,22.0,85.0,75.0,32.0,https://pypi.org/project/ipycytoscape,2022-04-04 22:26:36.000,10.0,8558.0,https://anaconda.org/conda-forge/ipycytoscape,2022-04-05 02:28:16.580,40171.0,2.0,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,,829.0,,,,,,,,,,,,,,,,,
