,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
10,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,37,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-04-06 20:07:25.000000,2023-04-02 21:20:30,1932.0,23.0,188.0,23.0,252.0,104.0,220.0,360.0,2023-03-11 20:45:44.265,5.4.1,,3508185.0,44.0,135691.0,129340.0,120.0,https://pypi.org/project/qtconsole,2022-11-02 01:13:03.378,6351.0,3462402.0,https://anaconda.org/conda-forge/qtconsole,2023-04-03 17:42:12.643,3799994.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,36,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-04-12 23:49:21.000000,2023-04-11 17:10:32,12602.0,50.0,219.0,39.0,863.0,132.0,262.0,383.0,2023-03-16 15:24:01.432,2.5.0,1371.0,13777799.0,127.0,279.0,,501.0,https://pypi.org/project/jupyter_server,2023-03-06 18:06:03.654,279.0,13691581.0,https://anaconda.org/conda-forge/jupyter_server,2023-03-17 17:33:31.186,4740150.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,34,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-04-07 21:28:26.000000,2023-04-05 06:41:23,2305.0,31.0,378.0,68.0,486.0,94.0,480.0,5923.0,2023-02-25 15:06:05.899,1.14.5,,436492.0,116.0,5045.0,4829.0,78.0,https://pypi.org/project/jupytext,2022-12-11 17:54:31.517,214.0,419021.0,https://anaconda.org/conda-forge/jupytext,2023-02-25 18:09:00.417,546885.0,1.0,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-12-04 13:07:28.249,2.0,7153.0,,,,,,,,,,,,,,,,
13,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,34,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-04-03 16:59:07.000000,2023-03-14 01:16:06,1414.0,18.0,613.0,61.0,716.0,532.0,713.0,3317.0,2023-03-14 01:34:01.609,0.15.1,,78453.0,46.0,9335.0,9228.0,121.0,https://pypi.org/project/jupyter-book,2023-03-08 02:41:01.775,107.0,75897.0,https://anaconda.org/conda-forge/jupyter-book,2023-03-14 03:05:03.318,66474.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,34,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-04-07 11:47:27.000000,2023-04-07 11:47:24,2556.0,24.0,256.0,34.0,595.0,162.0,193.0,312.0,2023-03-20 14:45:02.203,8.1.0,930.0,19992916.0,87.0,2295.0,,127.0,https://pypi.org/project/jupyter-client,2023-02-16 16:03:04.992,2295.0,19824606.0,https://anaconda.org/conda-forge/jupyter_client,2023-03-21 02:26:05.564,14134228.0,1.0,,,,,,,,,,,,,,,,,,,,,,
15,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,34,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-04-09 11:45:52.000000,2023-04-09 11:45:44,1014.0,10.0,146.0,26.0,223.0,60.0,78.0,206.0,2023-03-20 14:41:05.160,5.8.0,112.0,13256573.0,35.0,215172.0,206421.0,76.0,https://pypi.org/project/nbformat,2023-01-12 12:36:21.091,8749.0,13083832.0,https://anaconda.org/conda-forge/nbformat,2023-03-20 18:30:27.236,14492818.0,1.0,,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,2023-03-20 14:39:37.584,2.0,204.0,,,,,,,,,,,,,,,,
16,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,33,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-03-26 09:07:10.000000,2023-03-26 09:07:05,11254.0,28.0,577.0,155.0,3985.0,185.0,1522.0,6008.0,2021-10-22 17:46:48.907,7.0.20,1431113.0,98037.0,94.0,42.0,2.0,178.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,3713.0,,,,2.0,,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,35.0,77082.0,,,,,,,,,,,,,,,,
17,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,33,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2023-04-13 08:07:47.000000,2023-04-13 08:07:46,1377.0,25.0,460.0,77.0,658.0,291.0,384.0,4683.0,2022-10-26 15:14:01.592,0.4.0,570.0,184698.0,87.0,9635.0,9559.0,65.0,https://pypi.org/project/voila,2022-10-28 10:17:00.860,74.0,179188.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,257432.0,2.0,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,2.0,713.0,,,,,,,,,,,,,,,,
18,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,33,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-04-13 11:26:07.000000,2023-04-12 10:08:03,1673.0,113.0,366.0,36.0,375.0,58.0,135.0,3337.0,2023-04-12 10:48:41.000,0.3.0,,141664.0,74.0,1552.0,1547.0,38.0,https://pypi.org/project/evidently,2022-07-07 11:21:24.000,5.0,141463.0,https://anaconda.org/conda-forge/evidently,2023-04-12 13:07:57.870,4029.0,1.0,,,,,,,,,,,,,,,,,,,,,,
19,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,33,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-04-03 20:28:46.000000,2023-02-27 17:26:05,508.0,22.0,212.0,37.0,245.0,141.0,150.0,1403.0,2023-02-15 19:39:15.846,0.11.3,,228463.0,49.0,7106.0,6980.0,31.0,https://pypi.org/project/ipympl,2022-08-22 10:01:01.657,124.0,191184.0,https://anaconda.org/conda-forge/ipympl,2023-02-16 08:26:01.938,1302489.0,1.0,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2023-02-15 19:39:15.846,2.0,19913.0,,,,,,,,,,,,,,,,
20,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,32,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-04-12 13:32:17.000000,2023-04-12 13:32:16,10422.0,48.0,593.0,99.0,2546.0,263.0,2172.0,6964.0,2022-12-08 14:51:59.948,0.13.4,8449.0,6340.0,121.0,74.0,,313.0,https://pypi.org/project/xonsh,2022-12-08 14:51:59.948,74.0,6253.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
21,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,32,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-03-03 17:24:33.000000,2022-10-18 22:34:20,938.0,,388.0,92.0,347.0,124.0,244.0,5183.0,2022-08-15 04:13:05.241,2.4.0,,1009889.0,72.0,4951.0,4727.0,108.0,https://pypi.org/project/papermill,2022-08-15 04:13:05.241,224.0,1002523.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,412510.0,2.0,,,,,,,,,,,,,,,,,,,,,,
22,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,32,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-04-12 07:25:28.072000,2023-04-11 14:07:26,3641.0,96.0,472.0,104.0,1019.0,246.0,364.0,3433.0,2023-04-11 15:00:49.000,0.12.39,,173785.0,107.0,156.0,39.0,62.0,https://pypi.org/project/bqplot,2022-09-02 15:04:31.743,103.0,156465.0,https://anaconda.org/conda-forge/bqplot,2023-04-12 07:25:28.072,1136845.0,2.0,,bqplot,https://www.npmjs.com/package/bqplot,2023-04-11 14:56:02.108,14.0,3624.0,,,,,,,,,,,,,,,,
23,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,32,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-04-13 00:31:37.000000,2023-04-08 17:17:36,10325.0,19.0,436.0,80.0,1518.0,51.0,2077.0,2421.0,2022-08-01 21:01:18.000,8.2.3,,1313.0,86.0,613.0,476.0,234.0,https://pypi.org/project/nikola,2022-08-01 21:00:16.495,137.0,1313.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
24,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,31,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2023-03-27 19:15:46.000000,2022-12-21 19:56:24,2660.0,,803.0,137.0,843.0,352.0,458.0,5008.0,2022-11-15 17:33:00.905,0.7.0,,366722.0,18.0,228.0,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,2022-11-15 17:33:00.905,228.0,346217.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2022-12-03 12:02:55.462,1640427.0,1.0,,,,,,,,,,,,,,,,,,,,,,
25,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,31,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-03-27 13:34:15.000000,2023-03-24 06:10:10,1625.0,63.0,431.0,45.0,518.0,114.0,692.0,4177.0,2023-02-15 02:45:01.409,2.3.12,,58707.0,153.0,136.0,,86.0,https://pypi.org/project/nbdev,2022-06-17 20:22:23.000,136.0,58707.0,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
26,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,31,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-04-13 14:05:35.000000,2023-04-13 14:05:35,2775.0,49.0,962.0,121.0,445.0,53.0,286.0,2396.0,2023-03-17 12:44:00.834,8.5.0,,180083.0,43.0,294.0,,112.0,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,294.0,170485.0,https://anaconda.org/conda-forge/ipyparallel,2023-03-28 13:49:45.722,806272.0,1.0,,,,,,,,,,,,,,,,,,,,,,
27,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,31,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-04-13 01:54:37.000000,2023-02-26 04:58:34,290.0,4.0,297.0,51.0,92.0,111.0,42.0,1681.0,2023-02-27 00:06:57.430,0.5.0,,114398.0,19.0,4323.0,4254.0,55.0,https://pypi.org/project/ipython-sql,2022-06-12 04:51:46.000,69.0,111716.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,214573.0,1.0,,,,,,,,,,,,,,,,,,,,,,
28,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,31,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-04-12 20:55:41.000000,2023-03-29 16:32:10,1892.0,48.0,287.0,46.0,1446.0,251.0,1340.0,1578.0,2023-03-29 14:23:28.000,3.15.0,,4213.0,126.0,54.0,45.0,57.0,https://pypi.org/project/elyra,2023-01-26 21:04:00.959,3.0,2144.0,https://anaconda.org/conda-forge/elyra,2023-03-29 16:35:15.129,29854.0,1.0,,@elyra/services,https://www.npmjs.com/package/@elyra/services,2023-03-29 00:30:07.768,6.0,1137.0,,,,,,,,,,,,,,,,
29,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,31,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-03-24 10:26:16.000000,2023-02-10 13:49:02,1145.0,1.0,351.0,63.0,563.0,232.0,332.0,1345.0,2022-10-19 07:57:17.000,0.17.2,,228988.0,76.0,4213.0,4081.0,82.0,https://pypi.org/project/ipyleaflet,2022-10-19 07:45:44.840,127.0,168820.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,986052.0,2.0,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,5.0,48288.0,,,,,,,,,,,,,,,,
30,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,31,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-04-08 21:03:52.000000,2023-04-07 13:49:17,1829.0,12.0,277.0,37.0,657.0,104.0,460.0,1244.0,2022-12-15 13:34:32.046,0.41.0,,121151.0,68.0,48.0,21.0,86.0,https://pypi.org/project/jupyterlab-git,2022-12-15 13:34:32.046,21.0,94184.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-12-16 08:18:31.363,395769.0,1.0,,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2022-12-15 13:33:58.120,6.0,19357.0,,,,,,,,,,,,,,,,
31,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,31,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2023-04-07 06:47:59.112000,2023-04-05 15:30:30,1283.0,18.0,424.0,51.0,386.0,142.0,295.0,1210.0,2023-04-05 15:34:02.134,0.20.5,,34591.0,55.0,321.0,300.0,59.0,https://pypi.org/project/sparkmagic,2023-01-30 15:51:14.959,21.0,33563.0,https://anaconda.org/conda-forge/sparkmagic,2023-04-07 06:47:59.112,69906.0,1.0,,,,,,,,,,,,,,,,,,,,,,
32,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-04-05 06:45:23.198000,2023-04-04 07:21:57,350.0,6.0,49.0,12.0,179.0,42.0,67.0,116.0,2023-04-03 07:47:01.680,0.7.3,224.0,10097717.0,36.0,97547.0,97414.0,34.0,https://pypi.org/project/nbclient,2022-11-29 17:24:01.500,133.0,9875588.0,https://anaconda.org/conda-forge/nbclient,2023-04-05 06:45:23.198,8440499.0,1.0,,,,,,,,,,,,,,,,,,,,,,
33,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-04-11 17:28:25.000000,,,,2610.0,,,2280.0,,12810.0,2023-03-31 07:15:53.147,3.6.3,,2259468.0,476.0,2485.0,,430.0,https://pypi.org/project/jupyterlab,2022-06-09 13:09:14.000,2143.0,1973630.0,https://anaconda.org/conda-forge/jupyterlab,2023-04-07 12:35:58.823,7702988.0,2.0,,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2023-04-07 11:47:18.471,342.0,191900.0,,,,,,,,,,,,,,,,
34,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-04-10 05:32:37.807449,2023-04-04 07:31:32,3298.0,58.0,2879.0,192.0,1076.0,22.0,794.0,7604.0,,,,958097.0,,,,230.0,,,,,,,,2.0,,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-04-10 05:32:37.807449,395.0,89103028.0,,,,,,,,,,,
35,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,30,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-04-13 09:44:05.000000,2023-04-10 14:49:38,5559.0,122.0,653.0,111.0,1421.0,102.0,527.0,6149.0,2023-04-11 13:49:36.387,2.0.1,,13910.0,99.0,20.0,8.0,84.0,https://pypi.org/project/perspective-python,2023-01-20 03:11:01.060,10.0,3518.0,https://anaconda.org/conda-forge/perspective,2023-04-11 19:29:15.778,299600.0,1.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2023-04-11 13:49:36.387,2.0,1581.0,,,,,,,,,,,,,,,,
