,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,gem_id,hex_id,bitbucket_id
74,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,25,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000,2022-05-17 15:29:35.000000,2022-05-17 15:29:34,364.0,39.0,45.0,12.0,110.0,12.0,28.0,56.0,2022-03-25 00:00:08.000,0.12.0,10.0,243470.0,36.0,44.0,,28.0,https://pypi.org/project/jupyter-packaging,BSD-3-Clause,2022-03-24 23:59:54.000,44.0,233669.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-03-25 03:27:55.931,235239.0,3.0,,,,,,,,,,,,,,,,,,,,,,
75,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,24,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000,2022-05-19 08:33:56.000000,2022-05-19 08:12:52,900.0,171.0,222.0,28.0,138.0,36.0,61.0,2362.0,,,,59794.0,52.0,3.0,,17.0,https://pypi.org/project/evidently,Apache-2.0,2022-05-19 08:15:43.000,3.0,59701.0,https://anaconda.org/conda-forge/evidently,2021-09-06 19:36:48.930,845.0,2.0,,,,,,-1.0,,,,,,,,,,,,,,,,
76,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,24,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,2013-08-26 07:16:09.000,2022-05-11 02:29:48.000000,2022-05-11 02:29:48,2117.0,11.0,243.0,46.0,614.0,32.0,703.0,2355.0,2018-08-01 13:19:52.714,0.0.6,,40.0,6.0,4.0,4.0,107.0,,MIT,,,,,,,1.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714,,40.0,,,,,,,IHaskell/IHaskell,,,,,,,,,,
77,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,24,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000,2022-05-19 09:20:14.000000,2022-03-15 12:00:47,1409.0,5.0,489.0,92.0,438.0,158.0,403.0,2014.0,,,,23718.0,,7.0,7.0,89.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-03-15 12:02:39.244788,27.0,2775104.0,,,,,,,,,,,
78,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,True,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,331.0,,183.0,41.0,42.0,51.0,177.0,1835.0,2021-11-15 23:43:33.000,5.2.1,,2540.0,33.0,82.0,60.0,15.0,,BSD-3-Clause,,,,,,,1.0,ijavascript,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,22.0,2540.0,,,,,,,,,,,,,,,,,
79,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000,2022-05-13 18:05:54.417370,2022-01-04 12:48:23,588.0,,288.0,61.0,138.0,56.0,507.0,1528.0,2022-01-03 22:04:04.000,1.3,,13825.0,17.0,,,40.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173,67180.0,1.0,,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-05-13 18:05:54.417370,44.0,1290551.0,,,IRkernel,,,,,,,,
80,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,24,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,146.0,26.0,154.0,67.0,136.0,737.0,2019-07-21 08:49:48.715,0.9.0,,16549.0,95.0,45.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2021-12-15 15:42:57.506,44.0,10458.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,257921.0,2.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,,1793.0,,,,,,,,,,,,,,,,,
81,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,24,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,2015-11-09 16:48:57.000,2022-05-18 15:17:24.000000,2022-05-18 15:17:24,1412.0,1.0,105.0,23.0,592.0,30.0,397.0,547.0,2021-06-11 00:32:29.000,3.0.3,207.0,16235.0,75.0,41.0,2.0,33.0,https://pypi.org/project/nglview,MIT,2021-06-11 00:32:29.000,37.0,3428.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722,425821.0,2.0,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2021-04-16 05:05:11.629,2.0,5937.0,-1.0,,,,,,,,,,,,,,,,
82,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000,2022-03-13 22:04:03.000000,2022-03-13 22:04:03,394.0,2.0,230.0,79.0,77.0,47.0,123.0,3256.0,2022-01-09 15:20:57.000,0.7.4,40.0,1123.0,21.0,9.0,8.0,29.0,,MIT,,,,,,,2.0,,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,85415.0,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-01-09 15:16:57,1.0,,,,
83,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,23,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000,2022-05-10 05:00:58.000000,2022-05-10 05:00:58,2654.0,48.0,310.0,77.0,835.0,273.0,446.0,2126.0,2018-11-07 17:41:58.000,0.1.0,,18.0,1.0,6.0,6.0,83.0,https://pypi.org/project/binderhub,BSD-3-Clause,2018-11-07 17:41:58.000,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,binderhub,,,
84,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,False,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000,2021-03-04 09:52:38.721000,2020-03-01 13:46:17,488.0,,105.0,21.0,55.0,51.0,32.0,892.0,2018-12-29 12:36:16.000,0.4.1,,388572.0,13.0,181.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000,181.0,374777.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2021-03-04 09:52:38.721,965678.0,2.0,,,,,,,,,,,,,,,,,,,,,,
85,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,23,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000,2022-01-29 23:24:03.000000,2022-01-29 23:24:03,94.0,,77.0,12.0,42.0,17.0,28.0,617.0,2022-01-04 02:01:41.000,2.3.0,,21671.0,21.0,1551.0,1474.0,19.0,https://pypi.org/project/watermark,BSD-3-Clause,2022-01-04 02:01:41.000,77.0,18628.0,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030,203903.0,2.0,,,,,,,,,,,,,,,,,,,,,,
86,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,126.0,110.0,91.0,35.0,67.0,607.0,2019-06-03 21:24:10.000,0.10.2,,14753.0,20.0,149.0,135.0,21.0,https://pypi.org/project/mapboxgl,MIT,2019-06-02 15:18:57.000,14.0,14753.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
87,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,23,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000,2022-05-19 01:28:14.000000,2022-05-01 16:53:22,384.0,31.0,43.0,7.0,112.0,24.0,129.0,540.0,2022-05-01 12:17:14.000,1.4.11,,50595.0,56.0,7.0,,31.0,https://pypi.org/project/jupyterlab_code_formatter,MIT,2022-05-01 12:17:14.000,7.0,30047.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2022-05-01 14:09:43.224,519374.0,2.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2022-05-01 12:16:20.880,,6511.0,,,,,,,,,,,,,,,,,
88,nbQA,"Run isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,23,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000,2022-05-17 10:57:25.000000,2022-04-25 21:20:30,608.0,14.0,30.0,6.0,474.0,5.0,244.0,488.0,2022-03-09 09:31:55.000,1.3.1,,32966.0,77.0,2.0,,24.0,https://pypi.org/project/nbqa,MIT,2022-03-09 09:31:55.000,2.0,31680.0,https://anaconda.org/conda-forge/nbqa,2022-03-09 11:39:26.304,24435.0,2.0,,,,,,,,,,,,,,,,,,,,,,
89,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,23,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,64.0,21.0,7.0,17.0,40.0,464.0,2018-01-15 18:14:37.000,0.9.0,,11617.0,10.0,257.0,235.0,3.0,https://pypi.org/project/pivottablejs,MIT,2018-01-15 18:14:37.000,22.0,11600.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1313.0,3.0,,,,,,,,,,,,,,,,,,,,,,
90,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,23,True,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000,2022-05-03 22:45:44.000000,2022-05-03 22:45:44,409.0,14.0,60.0,26.0,47.0,29.0,141.0,405.0,2022-03-31 08:36:27.000,0.34.2,49.0,20450.0,97.0,5.0,,18.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000,5.0,14323.0,https://anaconda.org/conda-forge/octave_kernel,2022-03-31 10:34:34.891,398308.0,2.0,,,,,,,,,,,,,,,,,,,,,,
91,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000,2022-05-02 19:18:08.000000,2022-04-27 08:53:26,193.0,10.0,70.0,8.0,72.0,39.0,27.0,310.0,2021-12-06 09:34:12.000,0.6.1,46.0,37583.0,5.0,3.0,,22.0,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2021-12-06 09:34:10.000,3.0,18491.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,486617.0,2.0,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,2021-12-06 09:34:07.883,,374.0,,,,,,,,,,,,,,,,,
92,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,23,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000,2022-05-04 08:31:56.164000,2022-05-04 08:02:27,628.0,11.0,42.0,13.0,218.0,5.0,106.0,238.0,2022-05-04 07:37:18.000,0.3.21,751.0,3487.0,50.0,76.0,69.0,17.0,https://pypi.org/project/retrolab,BSD-3-Clause,2022-05-04 07:36:52.000,3.0,2631.0,https://anaconda.org/conda-forge/retrolab,2022-05-04 08:31:56.164,8743.0,3.0,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,2021-04-19 14:22:28.986,4.0,84.0,,,,,,,,,,,,,,,,,
93,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,23,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000,2022-04-24 12:40:36.000000,2022-02-20 08:36:22,197.0,3.0,20.0,6.0,23.0,2.0,45.0,222.0,2022-02-12 12:24:45.000,0.1.0,,27454.0,30.0,197.0,185.0,4.0,https://pypi.org/project/ipytest,MIT,2022-02-12 12:15:23.000,12.0,27454.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
94,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000,2022-03-31 15:56:58.000000,2021-06-27 18:55:19,167.0,,151.0,18.0,74.0,58.0,80.0,176.0,2020-08-28 12:01:56.000,1.3.2,,7129.0,9.0,99.0,92.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000,7.0,6619.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,23981.0,1.0,,,,,,,,,,,,,,,,,,,,,,
95,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,23,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,2018-09-18 08:13:25.000,2022-05-16 11:14:20.000000,2022-05-16 11:10:36,1462.0,174.0,18.0,2.0,851.0,13.0,25.0,100.0,2021-09-07 13:41:02.000,0.7.0,,19279.0,723.0,206.0,182.0,13.0,https://pypi.org/project/mknotebooks,MIT,2022-05-16 11:11:32.000,24.0,19279.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
96,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,23,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000,2022-05-18 21:22:43.000000,2022-05-18 13:23:53,3189.0,448.0,29.0,15.0,746.0,245.0,347.0,56.0,2022-04-28 15:58:49.000,2.5.0,,540.0,13.0,,,26.0,https://pypi.org/project/jdaviz,BSD-3-Clause,2022-04-28 15:58:49.000,,540.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
97,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,22,True,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36,44.0,,239.0,18.0,37.0,42.0,31.0,1754.0,2021-06-11 15:17:12.000,0.3.0,,31835.0,13.0,68.0,68.0,8.0,https://pypi.org/project/colabcode,MIT,2021-06-11 15:17:12.000,,31835.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
98,mercury,Convert Python notebook to web app and share with others.,https://github.com/mljar/mercury,,notebook-tools,22,False,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,2021-12-20 13:43:44.000,2022-05-18 11:07:01.000000,2022-05-18 11:06:02,268.0,145.0,98.0,24.0,12.0,32.0,58.0,1473.0,2022-05-18 10:32:24.000,0.8.0,,1262.0,36.0,40.0,40.0,5.0,https://pypi.org/project/mljar-mercury,,2022-05-18 11:07:01.000,,1262.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
99,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,22,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,190.0,44.0,12.0,22.0,8.0,711.0,2021-01-22 17:06:54.671,0.4.0,,17126.0,10.0,233.0,232.0,7.0,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000,1.0,3312.0,,,,1.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,13814.0,,,,,,,,,,,,,,,,,
100,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,22,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000,2022-04-21 19:01:00.000000,2022-03-15 19:55:24,1150.0,1.0,214.0,52.0,195.0,12.0,,698.0,2020-08-01 16:46:23.000,0.4.0,,12101.0,14.0,9.0,,103.0,https://pypi.org/project/toree,Apache-2.0,2022-04-21 19:01:00.000,9.0,12101.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
101,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,22,True,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000,2022-04-10 05:52:52.000000,2021-06-29 12:29:51,101.0,,62.0,29.0,45.0,40.0,25.0,530.0,2021-04-29 10:22:28.814,0.9.0,,7036.0,11.0,321.0,321.0,16.0,https://pypi.org/project/jupyterlab-drawio,BSD-3-Clause,2021-04-29 10:19:55.000,,2056.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2021-05-05 11:07:42.247,3594.0,1.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,,4681.0,,,,,,,,,,,,,,,,,
102,datapane,Datapane is the easiest way to create data science reports from Python.,https://github.com/datapane/datapane,,others,22,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,2020-04-23 20:56:54.000,2022-05-16 20:26:59.000000,2022-05-16 20:26:26,331.0,13.0,44.0,12.0,6.0,9.0,63.0,513.0,2022-04-09 14:26:48.000,0.14.0,,16824.0,74.0,4.0,,10.0,https://pypi.org/project/datapane,Apache-2.0,2022-04-09 14:26:48.000,4.0,15688.0,https://anaconda.org/conda-forge/datapane,2022-04-10 13:49:10.441,25007.0,3.0,,,,,,,,,,,,,,,,,,,,,,
103,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,22,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000,2022-04-19 19:03:10.872000,2022-04-04 19:36:18,182.0,5.0,38.0,22.0,32.0,19.0,24.0,404.0,2022-04-19 10:58:08.000,2.0.3,,1756.0,8.0,29.0,26.0,3.0,https://pypi.org/project/nbtutor,BSD-3-Clause,2022-04-19 10:58:08.000,3.0,233.0,https://anaconda.org/conda-forge/nbtutor,2022-04-19 19:03:10.872,99013.0,3.0,,,,,,,,,,,,,,,,,,,,,,
104,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,22,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,561.0,2.0,115.0,40.0,197.0,14.0,162.0,384.0,2021-08-25 00:19:46.000,2.5.1,104.0,11544.0,27.0,6.0,,44.0,https://pypi.org/project/jupyter-kernel-gateway,BSD-3-Clause,2021-08-24 23:55:16.000,6.0,9111.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2021-08-25 14:07:50.232,165368.0,2.0,,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,
105,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,22,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,2018-10-12 13:18:30.000,2022-05-18 08:29:24.000000,2022-05-18 08:29:24,807.0,32.0,61.0,18.0,364.0,51.0,120.0,341.0,2022-01-13 10:57:51.000,0.13.6,,30561.0,71.0,3.0,,19.0,https://pypi.org/project/xeus-python,BSD-3-Clause,2022-04-07 07:19:53.000,3.0,6516.0,https://anaconda.org/conda-forge/xeus-python,2022-05-14 08:28:11.124,985845.0,2.0,,,,,,,,,,,,,,,,,,,,,,
106,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,22,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000,2022-05-16 19:14:25.000000,2022-05-16 19:13:34,356.0,19.0,49.0,18.0,102.0,37.0,90.0,261.0,2022-01-08 01:09:14.000,5.2.0,,24001.0,27.0,3.0,,19.0,https://pypi.org/project/dask-labextension,BSD-3-Clause,2022-01-08 00:59:54.000,3.0,6282.0,https://anaconda.org/conda-forge/dask-labextension,2022-01-08 15:40:51.016,533089.0,2.0,dask-labextension,https://www.npmjs.com/package/dask-labextension,2022-01-08 01:00:06.053,,2488.0,,,,,,,,,,,,,,,,,
107,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,22,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,2019-07-19 09:06:19.000,2022-04-29 17:19:29.000000,2022-04-20 18:52:20,656.0,46.0,28.0,10.0,244.0,28.0,50.0,229.0,2022-04-20 19:14:35.603,1.1.12,,2422.0,31.0,3.0,,12.0,https://pypi.org/project/ipydatagrid,BSD-3-Clause,2022-04-20 19:09:24.000,3.0,1049.0,https://anaconda.org/conda-forge/ipydatagrid,2022-04-20 19:20:36.488,15081.0,3.0,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,2022-04-20 19:14:35.603,,368.0,,,,,,,,,,,,,,,,,
108,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,False,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000,2022-04-09 13:12:41.000000,2021-03-29 11:25:59,209.0,,34.0,13.0,57.0,39.0,20.0,209.0,2021-03-29 11:25:34.632,0.6.0,,39934.0,12.0,506.0,494.0,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000,11.0,35227.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,245796.0,3.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632,1.0,395.0,,,,,,,,,,,,,,,,,
109,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,22,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000,2022-04-03 13:25:01.000000,2022-04-03 13:25:01,355.0,2.0,49.0,22.0,82.0,41.0,80.0,146.0,2020-09-21 17:37:11.000,0.3.2,,129323.0,12.0,17.0,,25.0,https://pypi.org/project/jupyter_sphinx,BSD-3-Clause,2018-08-06 23:12:20.000,17.0,127282.0,https://anaconda.org/conda-forge/jupyter_sphinx,2021-11-19 17:17:38.373,126571.0,3.0,,,,,,,,,,,,,,,,,,,,,,
110,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,True,,nteract/commuter,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000,2022-04-28 20:50:09.000000,2022-04-28 20:49:58,640.0,2.0,562.0,42.0,250.0,52.0,39.0,5762.0,2020-10-27 19:53:29.453,5.11.0,,396.0,71.0,3.0,3.0,27.0,,BSD-3-Clause,,,,,,,3.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,,396.0,,,,,,,,,,,,,,,,,
111,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,True,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000,2022-02-03 21:26:52.000000,2021-11-22 20:42:15,846.0,,340.0,67.0,29.0,5.0,77.0,2576.0,2021-07-13 22:12:59.000,0.13.2,,14020.0,4.0,,,11.0,,Apache-2.0,,,,,,,3.0,,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,21.0,504743.0,,,,,,,,,,,
112,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,21,True,,almond-sh/almond,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000,2022-05-19 14:01:14.000000,2022-05-17 14:30:58,994.0,5.0,215.0,62.0,634.0,110.0,193.0,1432.0,,,1170.0,190.0,37.0,,,35.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,14138.0,,,,,,,,,,,
