,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
227,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,14,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2023-04-25 21:15:33.000000,2023-04-25 21:15:32,251.0,4.0,5.0,2.0,67.0,2.0,22.0,45.0,2022-04-11 19:07:46.000,0.3.4,,448.0,13.0,6.0,6.0,2.0,https://pypi.org/project/jupyterlab-commands,180.0,https://anaconda.org/conda-forge/jupyterlab_commands,2022-04-11 23:57:50.509,9919.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
228,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,14,False,fargatespawner,uktrade/fargatespawner,,https://github.com/uktrade/fargatespawner,MIT,2018-09-12 14:06:22.000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54,59.0,,21.0,13.0,12.0,6.0,5.0,38.0,2020-06-28 13:26:26.000,0.0.25,,202.0,25.0,4.0,4.0,3.0,https://pypi.org/project/fargatespawner,202.0,,,,3.0,,2020-06-28 13:26:26.000,,,,,,,,,,,,,,,,,,,,,
229,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,14,False,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,MIT,2019-04-17 21:34:09.000,2022-03-21 15:14:31.000000,2022-03-21 15:14:31,113.0,,21.0,32.0,40.0,17.0,14.0,34.0,2020-07-13 15:59:02.000,0.0.9,13.0,400.0,8.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,400.0,,,,2.0,,2020-07-13 15:59:02.000,,,,,,,,,,,,,,,,,,,,,
230,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,14,False,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,BSD-3-Clause,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,1783.0,,8.0,8.0,23.0,11.0,14.0,15.0,2020-01-15 19:12:57.000,0.5.1,17.0,31.0,7.0,4.0,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,31.0,,,,3.0,,2019-12-07 18:06:15.000,4.0,,,,,,,,,,,,,,,,,,,,
231,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,14,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2023-05-29 09:18:17.000000,2023-05-29 09:18:17,354.0,1.0,6.0,5.0,311.0,1.0,32.0,15.0,2020-04-22 09:38:54.000,0.7.3,,1456.0,15.0,1.0,,13.0,https://pypi.org/project/jupyter-nbrequirements,1456.0,,,,3.0,,2020-04-22 09:38:54.000,1.0,,,,,,,,,,,,,,,,,,,,
232,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,13,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2023-01-05 04:02:41.000000,2020-01-04 12:02:35,634.0,,47.0,12.0,92.0,38.0,37.0,392.0,,,,485.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,485.0,,,,3.0,jupyterlab-sql,,,https://www.npmjs.com/package/jupyterlab-sql,,,,,,,,,,,,,,,,,,,
233,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,13,False,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2023-03-20 14:47:11.000000,2021-03-20 17:27:38,282.0,,40.0,12.0,32.0,10.0,20.0,344.0,2021-05-11 21:22:51.418,0.0.1,,6.0,8.0,2.0,,19.0,,,,,,3.0,jupyterlab-ielixir,,,https://www.npmjs.com/package/jupyterlab-ielixir,2021-05-11 21:22:51.418,2.0,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,347.0,,,,,,,,,,ielixir,
234,StickyLand,Break the linear presentation of Jupyter Notebooks with sticky cells!.,https://github.com/xiaohk/stickyland,,lab-extensions,13,False,jupyterlab-stickyland,xiaohk/stickyland,,https://github.com/xiaohk/stickyland,BSD-3-Clause,2021-11-02 15:25:33.000,2022-07-14 20:17:51.000000,2022-05-30 02:36:56,125.0,,20.0,6.0,2.0,2.0,8.0,322.0,2022-05-30 02:42:01.000,0.2.2,14.0,416.0,8.0,6.0,3.0,2.0,https://pypi.org/project/jupyterlab-stickyland,387.0,,,,3.0,jupyterlab-stickyland,2022-05-30 02:42:01.000,1.0,https://www.npmjs.com/package/jupyterlab-stickyland,2021-11-23 04:23:59.372,2.0,29.0,,,,,,,,,,,,,,,,
235,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,13,True,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2022-09-15 15:50:04.000000,2022-09-15 15:50:04,59.0,,56.0,14.0,17.0,38.0,26.0,292.0,,,,713.0,,,,11.0,https://pypi.org/project/nbopen,713.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
236,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,13,False,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2020-06-17 20:39:00.000,2023-03-14 15:14:58.000000,2022-04-13 05:12:13,318.0,,26.0,10.0,113.0,27.0,12.0,205.0,,,,180.0,1.0,2.0,2.0,11.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,86.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2021-05-13 17:42:03.926,1440.0,3.0,jupyterlab-interactive-dashboard-editor,,,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,,,37.0,,,,,,,,,,,,,,,,
237,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,98.0,,8.0,7.0,29.0,9.0,22.0,175.0,,,,2927.0,,2.0,2.0,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2078.0,,,,3.0,@aquirdturtle/collapsible_headings,,,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,,,849.0,,,,,,,,,,,,,,,,
238,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,13,False,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,9.0,8.0,13.0,6.0,33.0,110.0,,,,45984.0,,2.0,2.0,5.0,https://pypi.org/project/jupyterlab-flake8,45897.0,,,,3.0,jupyterlab-flake8,,,https://www.npmjs.com/package/jupyterlab-flake8,,,87.0,,,,,,,,,,,,,,,,
239,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,False,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-12-27 15:34:10.000000,2022-04-01 16:32:30,275.0,,23.0,7.0,24.0,8.0,8.0,92.0,,,,6999.0,,,,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,6927.0,,,,3.0,jupyterlab_sparkmonitor,,,https://www.npmjs.com/package/jupyterlab_sparkmonitor,,,64.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,323.0,,,,,,,,,,,
240,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2023-04-05 16:09:42.000000,2023-04-05 16:09:42,36.0,1.0,52.0,11.0,25.0,18.0,14.0,57.0,2022-03-02 16:00:43.000,1.0.1,,,2.0,10.0,10.0,17.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
241,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,13,False,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,191.0,,14.0,5.0,50.0,7.0,6.0,55.0,2019-09-05 11:54:07.000,0.4.0,,203.0,3.0,2.0,2.0,8.0,,,,,,3.0,@jupyterlab/shortcutui,,,https://www.npmjs.com/package/@jupyterlab/shortcutui,,,203.0,,,,,,,,,,,,,,,,
242,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,13,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-04-25 21:15:23.000000,2023-04-25 21:15:21,213.0,4.0,2.0,3.0,45.0,4.0,32.0,53.0,2022-03-15 23:36:24.000,0.2.4,,151.0,13.0,,,2.0,https://pypi.org/project/jupyterlab-email,64.0,,,,3.0,jupyterlab-flake8,,,https://www.npmjs.com/package/jupyterlab-flake8,,,87.0,,,,,,,,,,,,,,,,
243,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,38.0,7.0,14.0,9.0,8.0,48.0,,,,204.0,1.0,15.0,12.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,204.0,,,,3.0,,2018-01-25 07:43:22.000,3.0,,,,,,,,,,,,,,,,,,,,
244,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,13,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24,87.0,,7.0,6.0,26.0,4.0,5.0,32.0,,,,82459.0,,,,5.0,https://pypi.org/project/pick,82459.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
245,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,13,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,5.0,2.0,6.0,2.0,27.0,2017-04-29 22:45:46.000,0.3.1,,4044.0,4.0,132.0,114.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,4044.0,,,,3.0,,2017-04-29 22:45:46.000,18.0,,,,,,,,,,,,,,,,,,,,
246,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,13,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2023-01-08 10:52:33.000000,2022-09-01 10:51:55,178.0,,4.0,2.0,23.0,2.0,4.0,13.0,,,,1079.0,8.0,56.0,56.0,4.0,https://pypi.org/project/ipyscales,88.0,https://anaconda.org/conda-forge/ipyscales,2022-10-12 13:17:36.580,58642.0,3.0,jupyter-scales,,,https://www.npmjs.com/package/jupyter-scales,,,14.0,,,,,,,,,,,,,,,,
247,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,20.0,,9.0,6.0,5.0,1.0,,8.0,2017-08-30 13:12:25.000,1.0.0,,1504.0,1.0,104.0,95.0,7.0,https://pypi.org/project/nullauthenticator,1504.0,,,,3.0,,2017-08-30 13:12:25.000,9.0,,,,,,,,,,,,,,,,,,,,
248,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,12,False,pigeon-jupyter,agermanidis/pigeon,,https://github.com/agermanidis/pigeon,Apache-2.0,2017-09-05 00:04:14.000,2023-02-02 16:47:59.000000,2017-09-05 17:22:02,2.0,,69.0,11.0,6.0,10.0,,713.0,,,,392.0,,27.0,27.0,,https://pypi.org/project/pigeon-jupyter,392.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
249,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,False,,treebeardtech/nbmake-action,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,9.0,,6.0,7.0,41.0,,24.0,153.0,2020-12-11 15:26:11.000,0.2.1,,,5.0,30.0,30.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
250,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,12,False,sqlcell,tmthyjames/SQLCell,,https://github.com/tmthyjames/SQLCell,MIT,2016-08-15 01:54:46.000,2022-08-23 17:53:50.000000,2020-10-06 02:14:24,310.0,,10.0,10.0,51.0,65.0,24.0,148.0,2019-05-19 02:21:20.000,0.2.0,,16.0,15.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,16.0,,,,3.0,,2019-05-20 11:16:28.000,1.0,,,,,,,,,,,,,,,,,,,,
251,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,12,True,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,https://github.com/oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,2018-03-07 23:24:13.000,2023-02-03 23:15:09.000000,2022-12-16 18:48:15,52.0,,18.0,8.0,14.0,5.0,15.0,144.0,2022-12-16 18:37:02.020,0.6.1,,1004.0,21.0,9.0,7.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,657.0,,,,2.0,@oriolmirosa/jupyterlab_materialdarker,2022-12-16 18:37:02.020,,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,2022-12-16 18:26:12.391,2.0,347.0,,,,,,,,,,,,,,,,
252,jupyterlab-theme-solarized-dark,JupyterLab Theme Solarized Dark.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,12,True,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,BSD-3-Clause,2020-04-05 12:18:48.000,2023-05-26 14:49:14.000000,2023-05-26 14:13:51,96.0,6.0,9.0,2.0,29.0,2.0,2.0,80.0,2021-09-26 00:52:38.000,2.0.1,,10395.0,9.0,2.0,2.0,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,7905.0,,,,2.0,jupyterlab-theme-solarized-dark,,,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,,,2490.0,,,,,,,,,,,,,,,,
253,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,12,True,allthekernels,minrk/allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,MIT,2016-03-15 15:30:49.000,2022-08-22 15:18:36.200000,2022-08-22 11:55:16,54.0,,14.0,10.0,12.0,3.0,8.0,73.0,,,,185.0,3.0,5.0,5.0,9.0,https://pypi.org/project/allthekernels,61.0,https://anaconda.org/conda-forge/allthekernels,2022-08-22 15:18:36.200,5740.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
254,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-04-25 21:15:23.000000,2023-04-25 21:15:21,213.0,4.0,2.0,3.0,45.0,4.0,32.0,53.0,2022-03-15 23:36:24.000,0.2.4,,92.0,13.0,,,2.0,https://pypi.org/project/jupyterlab_email,64.0,,,,3.0,jupyterlab_email,,,https://www.npmjs.com/package/jupyterlab_email,,,28.0,,,,,,,,,,,,,,,,
255,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,12,False,jhub_remote_user_authenticator,cwaldbieser/jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,GPL-3.0,2015-11-04 03:17:18.000,2022-03-31 20:04:45.000000,2019-04-16 20:10:44,27.0,,26.0,3.0,7.0,8.0,11.0,38.0,2018-09-27 22:26:32.000,0.1.0,,206.0,3.0,2.0,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,206.0,,,,3.0,,2018-09-27 22:26:32.000,2.0,,,,,,,,,,,,,,,,,,,,
256,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,12,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,BSD-3-Clause,2017-07-10 14:34:03.000,2023-05-29 18:38:03.000000,2020-10-31 19:46:42,196.0,,4.0,2.0,279.0,3.0,4.0,33.0,2018-05-20 05:11:04.000,0.1.6,,24.0,7.0,,,3.0,https://pypi.org/project/perfume-bench,24.0,,,,3.0,,2018-05-20 05:11:04.000,,,,,,,,,,,,,,,,,,,,,
257,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,12,False,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,Apache-2.0,2020-06-18 03:08:16.885,2023-05-26 04:12:09.000000,2023-05-23 20:01:16,689.0,25.0,,1.0,,,,11.0,,,,1160.0,8.0,,,7.0,https://pypi.org/project/tributary,328.0,https://anaconda.org/conda-forge/tributary,2023-05-11 07:07:04.602,29963.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
258,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,11,False,jupyter-manim,krassowski/jupyter-manim,,https://github.com/krassowski/jupyter-manim,MIT,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,42.0,,11.0,13.0,9.0,6.0,19.0,187.0,2020-04-12 11:15:09.000,1.3,,144.0,6.0,,,5.0,https://pypi.org/project/jupyter-manim,144.0,,,,3.0,,2020-04-12 11:15:32.000,,,,,,,,,,,,,,,,,,,,,
259,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,11,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-12-25 22:31:58.000000,2022-12-25 22:31:58,56.0,,9.0,6.0,1.0,1.0,,153.0,,,,509.0,,8.0,8.0,2.0,https://pypi.org/project/notebookjs,62.0,,,,3.0,notebookjs,,,https://www.npmjs.com/package/notebookjs,,,447.0,,,,,,,,,,,,,,,,
260,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,11,True,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2023-03-14 15:24:31.000000,2022-08-28 15:36:59,45.0,,7.0,5.0,22.0,2.0,11.0,139.0,,,,576.0,,3.0,3.0,4.0,,,,,,2.0,@yeebc/jupyterlab_neon_theme,,,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,,,576.0,,,,,,,,,,,,,,,,
261,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,11,False,ipyannotate,ipyannotate/ipyannotate,,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2023-01-06 01:35:32.000000,2020-09-20 09:38:39,27.0,,13.0,5.0,27.0,4.0,,137.0,2018-10-05 14:26:44.945,0.1.0,,388.0,2.0,3.0,,3.0,https://pypi.org/project/ipyannotate,383.0,,,,3.0,ipyannotate,2018-07-29 08:53:50.000,1.0,https://www.npmjs.com/package/ipyannotate,2018-10-05 14:26:44.945,2.0,5.0,,,,,,,,,,,,,,,,
262,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,11,False,ipymaterialui,maartenbreddels/ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,MIT,2018-11-23 18:33:20.000,2022-12-30 02:57:55.000000,2019-10-29 13:53:37,74.0,,14.0,9.0,32.0,7.0,3.0,84.0,2019-08-09 15:57:25.000,0.1.1,,50.0,1.0,7.0,7.0,3.0,https://pypi.org/project/ipymaterialui,31.0,,,,3.0,jupyter-materialui,,,https://www.npmjs.com/package/jupyter-materialui,,,19.0,,,,,,,,,,,,,,,,
263,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,11,False,jupyterlab-quickopen,parente/jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,BSD-3-Clause,2018-12-04 01:00:58.000,2023-03-06 08:21:01.000000,2021-12-12 18:25:55,56.0,,9.0,1.0,38.0,,,76.0,2021-12-12 18:28:02.000,1.2.0,,441.0,3.0,2.0,2.0,5.0,https://pypi.org/project/jupyterlab-quickopen,403.0,,,,3.0,@parente/jupyterlab-quickopen,,,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,,,38.0,,,,,,,,,,,,,,,,
264,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,11,False,sshkernel,NII-cloud-operation/sshkernel,,https://github.com/NII-cloud-operation/sshkernel,BSD-3-Clause,2019-02-12 02:46:14.000,2021-11-04 09:33:50.000000,2021-11-04 09:33:21,398.0,,13.0,4.0,20.0,2.0,7.0,59.0,,,,129.0,,7.0,7.0,4.0,https://pypi.org/project/sshkernel,129.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
265,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,11,False,jupyterlab-python-file,jtpio/jupyterlab-python-file,conda-forge/jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51,92.0,,11.0,2.0,41.0,1.0,8.0,53.0,2021-06-23 21:13:28.000,0.5.5,89.0,971.0,6.0,2.0,2.0,4.0,https://pypi.org/project/jupyterlab-python-file,438.0,https://anaconda.org/conda-forge/jupyterlab-python-file,2021-06-24 12:22:40.193,9621.0,3.0,jupyterlab-python-file,,,https://www.npmjs.com/package/jupyterlab-python-file,,,231.0,,,,,,,,,,,,,,,,
266,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,11,True,knowledgelab,timkpaine/knowledgelab,,https://github.com/timkpaine/knowledgelab,Apache-2.0,2017-10-18 01:10:58.000,2023-03-04 15:38:41.000000,2023-03-04 15:38:40,165.0,2.0,6.0,8.0,42.0,3.0,24.0,47.0,,,,22.0,1.0,5.0,5.0,3.0,https://pypi.org/project/knowledgelab,15.0,,,,3.0,knowledgelab,,,https://www.npmjs.com/package/knowledgelab,,,7.0,,,,,,,,,,,,,,,,
267,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,11,True,pidgy,deathbeds/pidgy,,https://github.com/deathbeds/pidgy,BSD-3-Clause,2018-02-26 20:44:05.000,2023-03-03 03:07:52.000000,2023-02-23 20:39:47,359.0,,7.0,5.0,55.0,8.0,12.0,40.0,2020-04-23 22:24:45.000,🐼,1.0,59.0,9.0,1.0,1.0,3.0,https://pypi.org/project/pidgy,59.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
268,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,11,False,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2023-01-06 07:40:00.935000,2023-01-06 07:29:25,42.0,,3.0,9.0,6.0,,,4.0,2023-01-06 07:40:00.935,0.4.2,,34.0,7.0,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,34.0,,,,3.0,,2023-01-06 07:40:00.935,,,,,,,,,,,,,,,,,,,,,
269,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,10,False,,datitran/jupyter2slides,,https://github.com/datitran/jupyter2slides,MIT,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,11.0,,168.0,52.0,1.0,11.0,4.0,784.0,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
270,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,10,False,,zabirauf/icsharp,,https://github.com/zabirauf/icsharp,Apache-2.0,2014-09-22 07:57:50.000,2022-06-22 17:44:39.000000,2018-09-23 04:19:45,45.0,,59.0,20.0,19.0,33.0,13.0,274.0,,,,,,,,10.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
