,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
234,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,14,False,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,MIT,2019-04-17 21:34:09.000,2023-06-07 07:00:30.000000,2022-03-21 15:14:31,113.0,,21.0,31.0,40.0,17.0,15.0,34.0,2020-07-13 15:59:02.000,0.0.9,13.0,696.0,8.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,696.0,,,,2.0,,,,,2020-07-13 15:59:02.000,,,,,,,,,,,,,,,,,,,
235,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,14,False,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,BSD-3-Clause,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,1783.0,,8.0,9.0,23.0,11.0,14.0,15.0,2020-01-15 19:12:57.000,0.5.1,17.0,31.0,7.0,4.0,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,31.0,,,,3.0,,,,,2019-12-07 18:06:15.000,4.0,,,,,,,,,,,,,,,,,,
236,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,14,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2023-05-29 09:18:17.000000,2023-05-29 09:18:17,354.0,,6.0,5.0,311.0,1.0,32.0,15.0,2019-12-09 18:41:20.000,0.5.0,,1368.0,3.0,,,13.0,https://pypi.org/project/jupyter-nbrequirements,1368.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
237,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,14,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2023-06-16 16:11:22.840000,2022-09-01 10:51:55,178.0,,4.0,2.0,23.0,2.0,4.0,13.0,2022-09-01 10:53:14.353,0.7.0,,1000.0,11.0,66.0,56.0,4.0,https://pypi.org/project/ipyscales,26.0,https://anaconda.org/conda-forge/ipyscales,2023-06-16 16:11:22.840,60935.0,3.0,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,22.0,,2022-09-01 10:53:14.353,1.0,,,,,,,2022-09-01 10:39:34.683,9.0,,,,,,,,,,
238,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,13,True,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-10-03 23:29:38.000000,2022-11-28 19:10:54,345.0,,30.0,13.0,49.0,9.0,18.0,486.0,,,,30.0,,2.0,2.0,13.0,,,,,,3.0,nbgather,https://www.npmjs.com/package/nbgather,30.0,,,,,,,,,,,,,,,,,,,,,
239,StickyLand,Break the linear presentation of Jupyter Notebooks with sticky cells!.,https://github.com/xiaohk/stickyland,,lab-extensions,13,True,jupyterlab-stickyland,xiaohk/stickyland,,https://github.com/xiaohk/stickyland,BSD-3-Clause,2021-11-02 15:25:33.000,2023-06-18 19:36:47.000000,2023-06-18 19:36:35,131.0,,30.0,8.0,2.0,1.0,11.0,457.0,2022-03-27 00:17:50.000,0.2.1,17.0,434.0,1.0,3.0,3.0,2.0,https://pypi.org/project/jupyterlab-stickyland,417.0,,,,3.0,jupyterlab-stickyland,https://www.npmjs.com/package/jupyterlab-stickyland,17.0,,,,,,,,,,,,,,,,,,,,,
240,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,False,pynb,elehcimd/pynb,,https://github.com/elehcimd/pynb,MIT,2017-11-14 11:13:22.000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,245.0,,,,59.0,,21.0,21.0,8.0,https://pypi.org/project/pynb,59.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
241,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,98.0,,8.0,7.0,29.0,10.0,22.0,174.0,,,,2850.0,,,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,1931.0,,,,3.0,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,919.0,,,,,,,,,,,,,,,,,,,,,
242,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,13,True,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,https://github.com/oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,2018-03-07 23:24:13.000,2023-02-03 23:15:09.000000,2022-12-16 18:48:15,52.0,,18.0,8.0,14.0,5.0,15.0,149.0,2022-12-16 18:37:02.020,0.6.1,,835.0,21.0,9.0,7.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,431.0,,,,2.0,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,404.0,,2022-12-16 18:37:02.020,,,,,,,,2022-12-16 18:26:12.391,2.0,,,,,,,,,,
243,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,13,False,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2023-03-14 15:24:31.000000,2022-08-28 15:36:59,45.0,,8.0,5.0,22.0,2.0,11.0,147.0,2021-03-07 04:41:55.473,3.1.0,,692.0,20.0,5.0,3.0,4.0,,,,,,2.0,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,692.0,,,,,,,,,,2021-03-07 04:41:55.473,2.0,,,,,,,,,,
244,jupyterlab-theme-solarized-dark,JupyterLab Theme Solarized Dark.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,13,True,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,BSD-3-Clause,2020-04-05 12:18:48.000,2023-10-08 01:10:32.000000,2023-10-08 01:10:30,121.0,3.0,7.0,2.0,33.0,2.0,2.0,87.0,2023-07-13 02:25:29.000,3.0.0,19.0,11093.0,10.0,2.0,2.0,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,8617.0,,,,2.0,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,2476.0,,,,,,,,,,,,,,,,,,,,,
245,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,False,ipymaterialui,maartenbreddels/ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,MIT,2018-11-23 18:33:20.000,2022-12-30 02:57:55.000000,2019-10-29 13:53:37,74.0,,14.0,10.0,32.0,7.0,3.0,85.0,2019-10-29 13:57:12.560,0.1.4,,26.0,6.0,10.0,7.0,3.0,https://pypi.org/project/ipymaterialui,15.0,,,,3.0,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,11.0,,2019-10-29 13:56:17.000,1.0,,,,,,,2019-10-29 13:57:12.560,2.0,,,,,,,,,,
246,jupyterlite,Wasm powered Jupyter running in the browser.,https://github.com/jtpio/jupyterlite,,notebook-environments,13,True,,jtpio/jupyterlite,,https://github.com/jtpio/jupyterlite,BSD-3-Clause,2021-07-08 07:21:45.000,2023-10-12 14:00:04.000000,2023-10-12 12:08:52,2612.0,53.0,6.0,1.0,6.0,,,85.0,,,,,,,,51.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
247,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,13,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-12-08 05:01:00.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,53.0,17.0,17.0,82.0,,,,52.0,,30.0,30.0,16.0,https://pypi.org/project/niwidgets,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
248,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,13,False,sshkernel,NII-cloud-operation/sshkernel,,https://github.com/NII-cloud-operation/sshkernel,BSD-3-Clause,2019-02-12 02:46:14.000,2021-11-04 09:42:14.000000,2021-11-04 09:33:21,398.0,,13.0,4.0,20.0,2.0,7.0,63.0,2021-11-04 09:42:14.000,0.11.1,,55.0,15.0,7.0,7.0,4.0,https://pypi.org/project/sshkernel,55.0,,,,3.0,,,,,2021-11-04 09:42:14.000,,,,,,,,,,,,,,,,,,,
249,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2023-04-05 16:09:42.000000,2023-04-05 16:09:42,36.0,,53.0,11.0,25.0,18.0,14.0,60.0,2022-03-02 16:00:43.000,1.0.1,,,2.0,11.0,11.0,17.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
250,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,13,True,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2023-08-08 06:52:04.000000,2023-08-08 06:52:04,192.0,1.0,15.0,5.0,50.0,8.0,14.0,54.0,2019-09-05 11:54:07.000,0.4.0,,245.0,3.0,2.0,2.0,9.0,,,,,,3.0,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,245.0,,,,,,,,,,,,,,,,,,,,,
251,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,40.0,7.0,14.0,9.0,8.0,52.0,,,,215.0,1.0,15.0,12.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,215.0,,,,3.0,,,,,2018-01-25 07:43:22.000,3.0,,,,,,,,,,,,,,,,,,
252,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,13,False,jupyterlab-python-file,jtpio/jupyterlab-python-file,conda-forge/jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2023-06-16 19:22:55.197000,2021-08-27 11:18:51,92.0,,11.0,3.0,41.0,3.0,8.0,52.0,2021-06-23 21:13:28.000,0.5.5,99.0,1080.0,10.0,4.0,2.0,4.0,https://pypi.org/project/jupyterlab-python-file,586.0,https://anaconda.org/conda-forge/jupyterlab-python-file,2023-06-16 19:22:55.197,11087.0,3.0,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,185.0,,2021-06-23 21:13:27.000,,,,,,,,2021-06-23 21:13:24.676,2.0,,,,,,,,,,
253,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,13,False,fargatespawner,uktrade/fargatespawner,,https://github.com/uktrade/fargatespawner,MIT,2018-09-12 14:06:22.000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54,59.0,,21.0,15.0,12.0,6.0,5.0,39.0,2020-06-28 13:26:26.000,0.0.25,,69.0,25.0,4.0,4.0,3.0,https://pypi.org/project/fargatespawner,69.0,,,,3.0,,,,,2020-06-28 13:26:26.000,,,,,,,,,,,,,,,,,,,
254,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,20.0,,9.0,6.0,5.0,1.0,,8.0,2017-08-30 13:12:25.000,1.0.0,,2052.0,1.0,114.0,105.0,7.0,https://pypi.org/project/nullauthenticator,2052.0,,,,3.0,,,,,2017-08-30 13:12:25.000,9.0,,,,,,,,,,,,,,,,,,
255,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,12,False,pigeon-jupyter,agermanidis/pigeon,,https://github.com/agermanidis/pigeon,Apache-2.0,2017-09-05 00:04:14.000,2023-02-02 16:47:59.000000,2017-09-05 17:22:02,2.0,,121.0,11.0,6.0,14.0,,741.0,2017-09-05 01:20:43.000,0.1.0,,197.0,1.0,28.0,28.0,1.0,https://pypi.org/project/pigeon-jupyter,197.0,,,,3.0,,,,,2017-09-05 01:20:43.000,,,,,,,,,,,,,,,,,,,
256,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,12,False,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,MIT,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,41.0,,41.0,23.0,6.0,1.0,15.0,451.0,,,,80.0,,,,4.0,https://pypi.org/project/py_d3,80.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
257,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,False,jupyter-manim,krassowski/jupyter-manim,,https://github.com/krassowski/jupyter-manim,MIT,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,42.0,,11.0,14.0,9.0,6.0,19.0,189.0,2020-04-12 11:15:09.000,1.3,,164.0,6.0,,,5.0,https://pypi.org/project/jupyter-manim,164.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
258,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,False,,treebeardtech/nbmake-action,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,9.0,,6.0,8.0,41.0,,24.0,153.0,2020-12-11 15:26:11.000,0.2.1,,,5.0,30.0,30.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
259,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,12,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,22.0,28.0,32.0,25.0,10.0,97.0,,,,110.0,,2.0,2.0,10.0,https://pypi.org/project/jupyterlab-commenting-service,17.0,,,,3.0,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,93.0,,,,,,,,,,,,,,,,,,,,,
260,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,12,False,allthekernels,minrk/allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,MIT,2016-03-15 15:30:49.000,2023-06-16 16:16:46.289000,2022-08-22 11:55:16,54.0,,14.0,11.0,12.0,3.0,8.0,75.0,,,,186.0,3.0,6.0,6.0,9.0,https://pypi.org/project/allthekernels,59.0,https://anaconda.org/conda-forge/allthekernels,2023-06-16 16:16:46.289,6391.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
261,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,12,True,jupyterlab-horizon-theme,mohirio/jupyterlab-horizon-theme,,https://github.com/mohirio/jupyterlab-horizon-theme,BSD-3-Clause,2019-06-07 08:46:59.000,2023-03-15 07:22:49.000000,2022-12-05 12:53:32,49.0,,6.0,1.0,10.0,3.0,6.0,74.0,2022-11-30 14:05:04.347,3.1.1,,869.0,15.0,4.0,2.0,3.0,https://pypi.org/project/jupyterlab-horizon-theme,287.0,,,,3.0,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,582.0,,2022-11-30 14:05:04.347,,,,,,,,2022-11-30 14:03:48.225,2.0,,,,,,,,,,
262,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,12,False,,Rahlir/theme-gruvbox,,https://github.com/Rahlir/theme-gruvbox,BSD-3-Clause,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,44.0,,9.0,7.0,2.0,,,50.0,2019-09-22 14:06:52.149,1.1.0,,111.0,5.0,6.0,3.0,3.0,,,,,,3.0,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,111.0,,,,,,,,,,2019-09-22 14:06:52.149,3.0,,,,,,,,,,
263,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,12,True,knowledgelab,timkpaine/knowledgelab,,https://github.com/timkpaine/knowledgelab,Apache-2.0,2017-10-18 01:10:58.000,2023-09-04 13:35:39.000000,2023-09-04 13:35:38,171.0,4.0,6.0,9.0,45.0,3.0,24.0,46.0,,,,19.0,1.0,5.0,5.0,3.0,https://pypi.org/project/knowledgelab,8.0,,,,3.0,knowledgelab,https://www.npmjs.com/package/knowledgelab,11.0,,,,,,,,,,,,,,,,,,,,,
264,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,12,True,pidgy,deathbeds/pidgy,,https://github.com/deathbeds/pidgy,BSD-3-Clause,2018-02-26 20:44:05.000,2023-03-03 03:07:52.000000,2023-02-23 20:39:47,359.0,,7.0,5.0,55.0,9.0,12.0,41.0,2023-04-20 18:39:03.604,2023.4.20,1.0,24.0,14.0,1.0,1.0,3.0,https://pypi.org/project/pidgy,24.0,,,,3.0,,,,,2021-11-27 00:19:00.000,,,,,,,,,,,,,,,,,,,
265,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,12,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,5.0,2.0,5.0,2.0,27.0,,,,1432.0,,115.0,115.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,1432.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
266,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,12,False,,jtpio/jupyterlab-topbar,,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2023-09-26 12:56:11.000000,2023-09-26 12:09:54,233.0,6.0,2.0,1.0,,,,5.0,,,,4049.0,,33.0,33.0,5.0,,,,,,3.0,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,4049.0,,,,,,,,,,,,,,,,,,,,,
267,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,11,False,,datitran/jupyter2slides,,https://github.com/datitran/jupyter2slides,MIT,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,11.0,,166.0,53.0,1.0,11.0,4.0,791.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
268,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,11,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-12-06 19:48:00.000000,2019-08-14 17:21:34,87.0,,34.0,20.0,48.0,40.0,20.0,292.0,,,,38.0,,2.0,2.0,6.0,,,,,,3.0,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,38.0,,,,,,,,,,,,,,,,,,,,,
269,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,11,False,sqlcell,tmthyjames/SQLCell,,https://github.com/tmthyjames/SQLCell,MIT,2016-08-15 01:54:46.000,2022-08-23 17:53:50.000000,2020-10-06 02:14:24,310.0,,10.0,10.0,51.0,60.0,24.0,148.0,,,,25.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
270,jupyterlab_darkside_ui,Darkside ui and syntax theme for jupyterlab.,https://github.com/dunovank/jupyterlab_darkside_ui,,lab-themes,11,True,jupyterlab_darkside_ui,dunovank/jupyterlab_darkside_ui,,https://github.com/dunovank/jupyterlab_darkside_ui,BSD-3-Clause,2021-04-22 15:57:16.000,2023-09-18 22:19:00.000000,2023-09-18 22:14:14,34.0,3.0,9.0,4.0,6.0,,5.0,116.0,,,,317.0,,,,6.0,https://pypi.org/project/jupyterlab_darkside_ui,317.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
271,jupyterlab-gitplus,JupyterLab extension to create GitHub commits & pull requests.,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,11,True,jupyterlab_gitplus,ReviewNB/jupyterlab-gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,AGPL-3.0,2020-03-05 13:43:58.000,2023-02-28 12:20:56.470000,2023-02-28 12:09:08,114.0,,8.0,4.0,14.0,11.0,9.0,107.0,2023-02-28 12:20:56.470,0.1.6,,224.0,18.0,4.0,2.0,2.0,https://pypi.org/project/jupyterlab_gitplus,102.0,,,,3.0,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,122.0,,2021-07-11 09:46:06.000,,,,,,,,2023-02-28 12:20:56.470,2.0,,,,,,,,,,
272,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,11,False,jupyterlab-quickopen,parente/jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,BSD-3-Clause,2018-12-04 01:00:58.000,2023-03-06 08:21:01.000000,2021-12-12 18:25:55,56.0,,9.0,2.0,38.0,,,75.0,2021-12-12 18:28:02.000,1.2.0,,334.0,3.0,2.0,2.0,5.0,https://pypi.org/project/jupyterlab-quickopen,220.0,,,,3.0,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,114.0,,,,,,,,,,,,,,,,,,,,,
273,CAS Authenticator,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,11,False,jhub_cas_authenticator,cwaldbieser/jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,GPL-3.0,2017-09-17 19:17:08.000,2023-03-17 18:54:21.000000,2023-03-17 18:52:39,43.0,,11.0,4.0,8.0,3.0,12.0,21.0,2020-03-27 22:25:50.000,1.0.2,,151.0,7.0,1.0,,4.0,https://pypi.org/project/jhub_cas_authenticator,151.0,,,,3.0,,,,,2020-03-27 22:25:50.000,1.0,,,,,,,,,,,,,,,,,,
274,ssh_ipykernel,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,11,False,ssh-ipykernel,bernhard-42/ssh_ipykernel,,https://github.com/bernhard-42/ssh_ipykernel,MIT,2019-09-01 17:43:26.000,2023-09-08 09:37:29.000000,2021-06-28 15:17:55,81.0,,2.0,4.0,24.0,3.0,,11.0,2021-06-28 15:15:13.000,1.2.3,,45.0,12.0,5.0,2.0,,https://pypi.org/project/ssh-ipykernel,38.0,,,,3.0,interrupt-ipykernel-extension,https://www.npmjs.com/package/interrupt-ipykernel-extension,7.0,,2021-06-28 15:15:13.000,1.0,,,,,,,2020-05-07 15:53:36.321,2.0,,,,,,,,,,
275,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,10,False,,zabirauf/icsharp,,https://github.com/zabirauf/icsharp,Apache-2.0,2014-09-22 07:57:50.000,2022-06-22 17:44:39.000000,2018-09-23 04:19:45,45.0,,59.0,20.0,19.0,28.0,18.0,275.0,,,,,,,,10.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
276,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,10,False,ipyannotate,ipyannotate/ipyannotate,,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2023-01-06 01:35:32.000000,2020-09-20 09:38:39,27.0,,13.0,5.0,27.0,4.0,,136.0,2018-10-05 14:26:44.945,0.1.0,,111.0,2.0,3.0,,3.0,https://pypi.org/project/ipyannotate,104.0,,,,3.0,ipyannotate,https://www.npmjs.com/package/ipyannotate,7.0,,2018-07-29 08:53:50.000,1.0,,,,,,,2018-10-05 14:26:44.945,2.0,,,,,,,,,,
277,jupyterlab-celltags,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,10,False,,jupyterlab/jupyterlab-celltags,,https://github.com/jupyterlab/jupyterlab-celltags,BSD-3-Clause,2018-06-18 22:02:23.000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29,441.0,,26.0,14.0,184.0,11.0,7.0,112.0,,,,,,,,10.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
