,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
36,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-11-06 09:55:37.480000,2023-10-04 07:40:23,3656.0,,474.0,100.0,1043.0,254.0,368.0,3515.0,2023-10-17 15:07:51.000,0.12.42,,140435.0,110.0,175.0,53.0,64.0,https://pypi.org/project/bqplot,109216.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1249627.0,2.0,bqplot,2023-10-17 15:07:51.000,105.0,https://www.npmjs.com/package/bqplot,2023-10-17 10:48:26.195,17.0,2819.0,,,,,,,,,,,,,,,,,,
37,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2024-01-04 15:15:20.000000,2023-04-21 20:49:35,292.0,,297.0,48.0,97.0,111.0,43.0,1741.0,2023-02-27 00:06:57.430,0.5.0,,121817.0,19.0,5830.0,5762.0,55.0,https://pypi.org/project/ipython-sql,119030.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,248108.0,1.0,,2023-02-27 00:06:57.430,68.0,,,,,,,,,,,,,,,,,,,,,,
38,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,30,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2024-01-04 16:11:34.000000,2023-12-04 18:34:04,3409.0,4.0,319.0,44.0,934.0,264.0,644.0,1238.0,2023-09-05 12:35:02.000,0.9.1,308.0,9373.0,39.0,535.0,513.0,105.0,https://pypi.org/project/nbgrader,4833.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,154288.0,1.0,,2023-09-05 12:34:49.000,22.0,,,,,,,,,,,,,,,,,,,,,,
39,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,29,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh/blob/main/license,2015-01-21 22:05:27.000,2024-01-08 17:44:03.000000,2023-12-31 15:08:28,10484.0,18.0,603.0,105.0,2595.0,280.0,2206.0,7467.0,2023-12-05 15:56:43.000,0.14.3,9560.0,19877.0,100.0,,,320.0,https://pypi.org/project/xonsh,19782.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
40,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,29,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-01-05 15:52:35.000000,2024-01-05 15:52:34,2865.0,12.0,962.0,121.0,501.0,58.0,293.0,2516.0,2023-04-14 13:35:06.415,8.6.1,,212607.0,45.0,302.0,,113.0,https://pypi.org/project/ipyparallel,202446.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,945008.0,2.0,,2023-04-14 13:35:06.415,302.0,,,,,,,,,,,,6.0,,,,,,,,,,
41,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,29,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2024-01-04 00:15:55.000000,2024-01-04 00:15:54,2722.0,22.0,354.0,48.0,800.0,174.0,362.0,1552.0,2023-06-13 07:26:00.805,2023.6.0,,3637.0,20.0,227.0,199.0,119.0,https://pypi.org/project/jupyter-repo2docker,3637.0,,,,2.0,,2023-06-13 07:26:00.805,28.0,,,,,,,,,,,,,,,,,,,,,,
42,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,29,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-12-29 17:12:46.000000,2023-12-06 16:15:46,1884.0,26.0,278.0,39.0,700.0,86.0,494.0,1340.0,2023-11-21 14:39:09.000,0.50.0,158.0,153032.0,56.0,3.0,3.0,94.0,https://pypi.org/project/jupyterlab-git,121490.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-11-22 14:00:51.490,513278.0,1.0,@jupyterlab/git,,,https://www.npmjs.com/package/@jupyterlab/git,,,19603.0,,,,,,,,,,,,,,,,,,
43,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,29,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-01-10 19:58:32.000000,2024-01-10 19:42:14,1905.0,78.0,276.0,24.0,2193.0,46.0,225.0,1082.0,2023-12-28 21:53:33.000,0.33.0,,5550.0,37.0,78.0,78.0,40.0,https://pypi.org/project/raiwidgets,5550.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
44,Stencila,"Programmable, reproducible, interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,29,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2024-01-11 00:48:11.000000,2024-01-11 00:17:51,12012.0,940.0,46.0,28.0,1267.0,33.0,591.0,746.0,2023-11-26 02:36:17.000,2.0.0-alpha.23,3888.0,261.0,100.0,30.0,20.0,42.0,,,,,,2.0,stencila,,,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,10.0,6.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,,,,,,,
45,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,29,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2024-01-09 04:49:20.000000,2024-01-04 16:04:33,1592.0,37.0,304.0,28.0,459.0,85.0,281.0,503.0,2023-11-23 11:08:31.000,6.2.0,,40825.0,38.0,168.0,154.0,84.0,https://pypi.org/project/jupyterhub-kubespawner,40231.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-11-23 12:55:19.939,20216.0,1.0,,2023-11-23 11:08:31.000,14.0,,,,,,,,,,,,,,,,,,,,,,
46,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,29,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2024-01-04 09:43:29.000000,2024-01-04 09:43:01,723.0,22.0,309.0,27.0,242.0,25.0,248.0,467.0,2023-11-21 14:14:18.000,13.0.0,,43844.0,17.0,202.0,175.0,69.0,https://pypi.org/project/dockerspawner,43141.0,https://anaconda.org/conda-forge/dockerspawner,2023-11-21 14:56:25.623,20405.0,1.0,,2023-11-21 14:14:18.000,27.0,,,,,,,,,,,,,,,,,,,,,,
47,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,28,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,909.0,268.0,98.0,82.0,81.0,7275.0,2023-05-24 15:58:01.158,1.1.1,,159092.0,9.0,217.0,209.0,31.0,https://pypi.org/project/facets-overview,159092.0,,,,2.0,,2023-05-24 15:58:01.158,8.0,,,,,,,,,,,,,,,,,,,,,,
48,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,28,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,770.0,3.0,414.0,84.0,199.0,155.0,294.0,3631.0,2020-10-29 01:31:20.000,5.7.1,,9970.0,31.0,2892.0,2719.0,44.0,https://pypi.org/project/RISE,5942.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,285845.0,2.0,rise-reveal,2022-11-03 16:45:29.021,171.0,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,2.0,3.0,,,,,,,,,,,,,,,,,,
49,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,28,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-12-04 02:04:59.000000,2021-01-21 14:02:57,1689.0,,386.0,124.0,3798.0,351.0,4176.0,2792.0,2022-06-15 11:25:51.000,2.3.13,35.0,18773.0,55.0,25.0,,81.0,https://pypi.org/project/beakerx,8412.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,619358.0,2.0,beakerx,2022-06-15 11:25:51.000,22.0,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,3.0,151.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249436.0,,,,,,,,,,,,,
50,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,28,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2024-01-10 06:27:51.000000,2023-12-28 18:41:34,1908.0,3.0,306.0,45.0,1475.0,267.0,1354.0,1719.0,2023-03-29 14:23:28.000,3.15.0,,3260.0,126.0,61.0,52.0,60.0,https://pypi.org/project/elyra,1948.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,42964.0,1.0,@elyra/services,2023-03-29 00:28:01.071,3.0,https://www.npmjs.com/package/@elyra/services,2023-03-29 00:30:07.768,6.0,265.0,,,,,,,,,,,,,,,,,,
51,itkwidgets,An elegant Python interface for visualization on the web platform to interactively generate insights into..,https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,28,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2024-01-09 19:56:37.000000,2024-01-09 19:56:37,595.0,133.0,83.0,26.0,461.0,112.0,161.0,564.0,2023-03-02 22:39:43.651,0.32.6,87.0,11042.0,115.0,302.0,282.0,27.0,https://pypi.org/project/itkwidgets,5217.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,343988.0,2.0,itkwidgets,2024-01-04 13:18:30.000,17.0,https://www.npmjs.com/package/itkwidgets,2023-03-02 22:39:43.651,3.0,276.0,,,,,,,,,,,,,,,,,,
52,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,28,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2024-01-10 13:28:16.000000,2024-01-10 12:24:35,417.0,41.0,65.0,24.0,118.0,59.0,109.0,176.0,2023-12-28 12:19:39.000,0.5.3,,68690.0,21.0,288.0,,28.0,https://pypi.org/project/jupyter_sphinx,63086.0,https://anaconda.org/conda-forge/jupyter_sphinx,2023-12-29 09:43:18.442,235390.0,2.0,,2023-12-28 12:19:39.000,288.0,,,,,,,,,,,,,,,,,,,,,,
53,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,27,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-10-18 13:16:38.000000,2023-10-18 13:16:38,638.0,1.0,1069.0,158.0,79.0,199.0,202.0,9690.0,2018-11-22 17:02:16.000,0.20.0,,30432.0,116.0,145.0,21.0,43.0,https://pypi.org/project/jupyterthemes,30432.0,,,,2.0,,2018-11-22 17:02:16.000,124.0,,,,,,,,,,,,,,,,,,,,,,
54,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,162.0,42.0,374.0,164.0,261.0,1036.0,2021-02-01 03:34:36.000,1.1.19,,10529.0,92.0,290.0,261.0,33.0,https://pypi.org/project/pixiedust,9556.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,48690.0,2.0,,2021-02-01 03:34:36.000,29.0,,,,,,,,,,,,,,,,,,,,,,
55,jupyter-dash,OBSOLETE - Dash v2.11+ has Jupyter support built in!.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-12-10 09:38:45.000000,2023-08-11 17:18:48,162.0,,235.0,43.0,49.0,46.0,29.0,939.0,2022-04-01 20:13:44.000,0.4.2,99.0,160555.0,11.0,3571.0,3571.0,10.0,https://pypi.org/project/jupyter-dash,149368.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,352669.0,2.0,jupyterlab-dash,,,https://www.npmjs.com/package/jupyterlab-dash,,,1905.0,,,,,,,,,,,,,,,,,,
56,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,27,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2024-01-11 09:13:42.000000,2024-01-11 06:25:18,14199.0,800.0,100.0,21.0,1553.0,889.0,645.0,802.0,2024-01-04 04:59:49.000,0.30.0,557.0,1977.0,30.0,,,69.0,https://pypi.org/project/lfortran,56.0,https://anaconda.org/conda-forge/lfortran,2024-01-04 21:23:35.853,76300.0,1.0,,2020-07-31 19:39:55.000,,,,,,,,,,,,,,,,,,,,,,,
57,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,27,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-12-23 06:19:23.000000,2023-12-23 06:19:23,7596.0,2.0,40.0,8.0,72.0,64.0,1382.0,260.0,2019-05-21 01:06:30.000,0.9.11,,4762.0,58.0,5214.0,5214.0,36.0,https://pypi.org/project/sos-notebook,1011.0,https://anaconda.org/conda-forge/sos,2023-12-08 18:18:35.648,165063.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
58,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,27,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-09-13 20:27:19.000000,2023-03-06 14:13:15,629.0,,152.0,29.0,141.0,67.0,94.0,234.0,2023-03-06 14:15:13.579,6.6.3,353.0,3364080.0,26.0,122.0,,60.0,https://pypi.org/project/jupyter-console,3318794.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,4210151.0,2.0,,2023-03-06 14:15:13.579,122.0,,,,,,,,,,,,4.0,,,,,,,,,,
59,Evcxr,"An evaluation context for Rust, including a Jupyter Kernel.",https://github.com/evcxr/evcxr,,kernels,26,True,,evcxr/evcxr,,https://github.com/evcxr/evcxr,MIT,2018-09-25 10:19:22.000,2023-12-20 22:48:44.000000,2023-12-20 22:48:44,682.0,35.0,209.0,57.0,100.0,98.0,142.0,4969.0,2023-12-17 00:16:37.000,0.17.0,3626.0,226.0,7.0,160.0,160.0,49.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
60,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2024-01-10 00:40:26.000000,2024-01-09 22:11:34,2303.0,30.0,870.0,94.0,997.0,27.0,314.0,2475.0,2024-01-10 00:40:26.000,c0a3d02919e1633a2a6c7926ede6aa7f7139e66e7c49fc0c7170c1ee31300973,,1860.0,100.0,,,154.0,,,,,,3.0,,,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2024-01-10 00:37:22.458398,180.0,195321.0,,,,,,,,,,,,,
61,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,26,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-11-29 14:26:24.000000,2023-07-07 13:05:16,1007.0,,237.0,52.0,124.0,184.0,131.0,1896.0,2023-06-02 14:35:02.046,0.6.3,,46611.0,53.0,75.0,16.0,45.0,https://pypi.org/project/ipyvolume,40163.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,453693.0,2.0,ipyvolume,2023-06-02 14:35:02.046,53.0,https://www.npmjs.com/package/ipyvolume,2023-06-02 14:33:47.239,6.0,982.0,,,,,,,widgetti/ipyvolume,,,,,,,,,,,
62,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,False,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,71374.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,71374.0,,,,3.0,,2022-09-02 21:15:20.926,12.0,,,,,,,,,,,,,,,,,,,,,,
63,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,26,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,185.0,40.0,173.0,61.0,174.0,913.0,2023-02-20 00:24:01.104,2.4.2,,52358.0,46.0,99.0,29.0,30.0,https://pypi.org/project/pythreejs,44078.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,518710.0,2.0,jupyter-threejs,2023-02-20 00:24:01.104,58.0,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,12.0,2642.0,,,,,,,,,,,,,,,,,,
64,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,26,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2024-01-04 23:11:08.000000,2024-01-04 23:11:07,601.0,35.0,130.0,40.0,203.0,16.0,168.0,462.0,2023-02-06 19:50:03.769,2.5.2,140.0,12537.0,29.0,56.0,46.0,46.0,https://pypi.org/project/jupyter-kernel-gateway,10229.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2023-06-16 13:21:45.404,202946.0,1.0,,2023-02-06 19:50:03.769,10.0,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,,
65,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2023-11-09 23:47:42.000000,2023-01-11 11:27:13,465.0,,51.0,11.0,97.0,45.0,65.0,425.0,2023-01-11 11:30:08.757,0.10.0,,87898.0,20.0,3205.0,2848.0,33.0,https://pypi.org/project/nbval,78151.0,https://anaconda.org/conda-forge/nbval,2023-10-11 12:34:56.839,409404.0,2.0,,2023-01-11 11:30:08.757,357.0,,,,,,,,,,,,,,,,,,,,,,
66,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-11-05 01:44:50.000000,2023-11-05 01:44:49,1150.0,1.0,85.0,17.0,128.0,31.0,116.0,329.0,2023-09-11 18:36:42.000,0.30.1,157.0,40990.0,99.0,904.0,827.0,33.0,https://pypi.org/project/metakernel,22466.0,https://anaconda.org/conda-forge/metakernel,2023-09-11 20:10:34.918,759270.0,1.0,,2023-09-11 18:36:35.000,77.0,,,,,,,,,,,,,,,,,,,,,,
67,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,26,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2024-01-04 02:25:03.000000,2024-01-04 02:25:03,1059.0,16.0,137.0,18.0,253.0,73.0,125.0,317.0,2023-09-25 10:56:23.000,4.1.0,,177727.0,30.0,141.0,3.0,71.0,https://pypi.org/project/jupyter-server-proxy,142372.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2023-09-25 14:14:34.674,1437274.0,2.0,@jupyterlab/server-proxy,2023-09-25 10:56:23.000,134.0,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-09-08 00:27:55.674,4.0,2690.0,,,,,,,,,,,,,,,,,,
68,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,710.0,175.0,478.0,134.0,167.0,5408.0,2023-02-22 03:49:00.886,0.9.3,,550.0,33.0,22.0,21.0,73.0,https://pypi.org/project/knowledge-repo,550.0,,,,2.0,,2023-02-22 03:49:00.886,1.0,,,,,,,,,,,,,,,,,,,,,,
69,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-07-12 17:45:36.000000,2023-07-04 23:34:35,692.0,,354.0,90.0,262.0,81.0,159.0,4829.0,2022-02-19 00:48:20.000,0.5.1,,4214.0,18.0,180.0,178.0,21.0,https://pypi.org/project/lux-api,3398.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,21782.0,2.0,luxwidget,2022-02-19 00:46:49.000,2.0,https://www.npmjs.com/package/luxwidget,,,194.0,,,,,,,,,,,,,,,,,,
70,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,25,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2024-01-10 11:54:38.000000,2024-01-10 11:54:34,791.0,19.0,227.0,43.0,26.0,57.0,324.0,3660.0,2023-10-26 12:41:21.000,2.3.7,,418.0,50.0,90.0,90.0,12.0,https://pypi.org/project/mljar-mercury,418.0,,,,2.0,,2022-09-02 09:05:19.173,,,,,,,,,,,,,,,,,,,,,,,
71,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,25,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2023-06-16 16:08:00.950000,2020-04-07 18:56:49,405.0,,424.0,89.0,104.0,178.0,127.0,3008.0,2020-04-07 16:43:54.000,1.3.1,,40000.0,73.0,100.0,9.0,30.0,https://pypi.org/project/qgrid,34135.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,398379.0,2.0,qgrid,2020-04-07 16:43:54.000,87.0,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,4.0,255.0,,,,,,,,,,,,,,,,,,
72,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2024-01-01 20:35:29.000000,2023-01-27 08:04:32,1494.0,,527.0,93.0,462.0,178.0,406.0,2177.0,,,,20366.0,,14.0,14.0,96.0,,,,,,2.0,,,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2790207.0,,,,,,,,,,,,,
73,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,25,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2024-01-03 14:09:47.000000,2023-09-29 00:14:07,527.0,,120.0,18.0,72.0,66.0,35.0,960.0,2023-05-05 07:10:14.000,0.6.3,,440652.0,18.0,568.0,549.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,422702.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1615564.0,2.0,,2023-05-05 07:04:01.205,19.0,,,,,,,,,,,,,,,,,,,,,,
74,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,25,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2024-01-08 18:15:03.000000,2023-11-27 18:27:49,700.0,8.0,36.0,8.0,548.0,7.0,281.0,925.0,2023-11-25 08:57:35.000,1.7.1,,97178.0,88.0,39.0,,31.0,https://pypi.org/project/nbqa,93747.0,https://anaconda.org/conda-forge/nbqa,2023-11-25 12:16:16.779,133819.0,2.0,,2023-11-25 08:57:35.000,39.0,,,,,,,,,,,,,,,,,,,,,,
