,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,docs_url,hex_id,bitbucket_id
49,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,28,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-11-07 09:01:42.000000,2023-11-07 09:01:41,704.0,14.0,300.0,27.0,236.0,23.0,245.0,464.0,2021-12-15 16:31:08.730,0.0.1,,27788.0,16.0,195.0,168.0,69.0,https://pypi.org/project/dockerspawner,27456.0,https://anaconda.org/conda-forge/dockerspawner,2023-06-16 16:11:56.911,19958.0,2.0,,,,,,,2021-07-22 10:16:21.000,27.0,,,,,,,,,,,,,,,,,
50,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,28,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-10-04 03:36:05.000000,2023-10-04 03:25:07,7594.0,6.0,40.0,8.0,70.0,63.0,1380.0,260.0,2019-05-21 01:06:30.000,0.9.11,,4759.0,57.0,4923.0,4923.0,36.0,https://pypi.org/project/sos-notebook,883.0,https://anaconda.org/conda-forge/sos,2023-09-17 06:17:50.200,162798.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,28,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-09-13 20:27:19.000000,2023-03-06 14:13:15,629.0,,152.0,27.0,141.0,67.0,93.0,231.0,2023-03-06 14:15:13.579,6.6.3,339.0,4736333.0,26.0,110.0,,60.0,https://pypi.org/project/jupyter-console,4690818.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,4140417.0,2.0,,,,,,,2023-03-06 14:15:13.579,110.0,,,,,,,4.0,,,,,,,,,,
52,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,27,False,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2023-10-11 19:11:18.000000,2022-12-21 19:56:24,2660.0,,780.0,134.0,850.0,343.0,461.0,5105.0,2022-11-15 17:24:23.000,0.7.0,,511289.0,16.0,20.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,490086.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1844721.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
53,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,27,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-10-26 02:28:49.000000,2023-10-26 02:26:30,1677.0,29.0,448.0,46.0,537.0,126.0,711.0,4582.0,2023-10-19 04:39:52.000,2.3.13,,52188.0,25.0,,,46.0,https://pypi.org/project/nbdev,52188.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
54,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,162.0,42.0,374.0,164.0,261.0,1034.0,2021-02-01 03:34:36.000,1.1.19,,11151.0,92.0,289.0,260.0,33.0,https://pypi.org/project/pixiedust,10144.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,48369.0,2.0,,,,,,,2021-02-01 03:34:36.000,29.0,,,,,,,,,,,,,,,,,
55,jupyter-dash,OBSOLETE - Dash v2.11+ has Jupyter support built in!.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-09-27 07:22:00.000000,2023-08-11 17:18:48,162.0,,237.0,42.0,49.0,52.0,28.0,934.0,2022-04-01 20:13:44.000,0.4.2,99.0,155642.0,14.0,3493.0,3420.0,10.0,https://pypi.org/project/jupyter-dash,142694.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,349832.0,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,2.0,3229.0,,2022-04-01 20:05:08.000,71.0,,,,,,,,,,,,,,,,,
56,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,27,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-11-05 01:44:50.000000,2023-11-05 01:44:49,1150.0,8.0,85.0,17.0,128.0,31.0,116.0,323.0,2023-09-11 18:36:42.000,0.30.1,147.0,51945.0,99.0,868.0,792.0,33.0,https://pypi.org/project/metakernel,32622.0,https://anaconda.org/conda-forge/metakernel,2023-09-11 20:10:34.918,753381.0,1.0,,,,,,,2023-09-11 18:36:35.000,76.0,,,,,,,,,,,,,,,,,
57,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,27,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-10-15 20:44:27.551000,2023-10-15 18:55:46,229.0,16.0,36.0,5.0,73.0,12.0,92.0,295.0,2023-10-15 18:55:37.000,0.24.6,,121321.0,35.0,1799.0,1679.0,19.0,https://pypi.org/project/mkdocs-jupyter,119921.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-10-15 20:44:27.551,50414.0,2.0,,,,,,,2023-10-15 18:55:37.000,120.0,,,,,,,,,,,,,,,,,
58,Evcxr,,https://github.com/evcxr/evcxr,,kernels,26,False,,evcxr/evcxr,,https://github.com/evcxr/evcxr,MIT,2018-09-25 10:19:22.000,2023-11-05 01:09:19.000000,2023-11-05 01:08:54,666.0,54.0,202.0,56.0,95.0,92.0,135.0,4826.0,2023-10-22 23:48:48.000,0.16.0,3276.0,234.0,6.0,156.0,156.0,49.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-11-07 19:32:51.682734,2023-11-03 16:40:11,2281.0,38.0,865.0,94.0,978.0,19.0,309.0,2434.0,2023-11-07 19:24:15.000,040434ccef2406aeeb2d95dee5328bbcac373218eb6dcd77c16d5f30ad46c983,,1893.0,100.0,,,153.0,,,,,,3.0,,,,,,kaggle/python,,,https://hub.docker.com/r/kaggle/python,2023-11-07 19:32:51.682734,174.0,195064.0,,,,,,,,,,,,,
60,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,False,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,126502.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,126502.0,,,,3.0,,,,,,,2022-09-02 21:15:20.926,12.0,,,,,,,,,,,,,,,,,
61,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,26,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,1174.0,,40.0,20.0,322.0,17.0,245.0,558.0,2020-12-10 14:31:28.000,0.3.7,,70677.0,28.0,1237.0,1237.0,11.0,,,,,,1.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,,,70677.0,,,,,,,,,,-6.0,,,,,,,,,,
62,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,26,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-10-07 13:44:44.746000,2023-10-07 10:50:34,218.0,11.0,40.0,12.0,107.0,20.0,77.0,524.0,2023-10-07 10:51:41.000,1.6.2,,129691.0,42.0,338.0,338.0,6.0,https://pypi.org/project/itables,128097.0,https://anaconda.org/conda-forge/itables,2023-10-07 13:44:44.746,35073.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
63,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2023-10-11 12:34:56.839000,2023-01-11 11:27:13,465.0,,51.0,11.0,96.0,45.0,65.0,417.0,2023-01-11 11:30:08.757,0.10.0,,122720.0,20.0,3076.0,2728.0,33.0,https://pypi.org/project/nbval,112695.0,https://anaconda.org/conda-forge/nbval,2023-10-11 12:34:56.839,401013.0,2.0,,,,,,,2023-01-11 11:30:08.757,348.0,,,,,,,,,,,,,,,,,
64,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,26,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-11-09 13:09:04.000000,2023-11-01 16:13:05,262.0,16.0,50.0,15.0,87.0,63.0,134.0,318.0,2023-04-18 19:26:36.690,1.8.10,,121166.0,55.0,998.0,955.0,12.0,https://pypi.org/project/ipyvuetify,109575.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,151474.0,2.0,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,2023-04-18 19:26:36.690,3.0,8679.0,,2023-04-18 17:25:44.404,40.0,,,,,,widgetti/ipyvuetify,,,,,,,,,,,
65,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,26,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2023-11-08 06:55:06.000000,2023-11-08 06:55:05,589.0,16.0,80.0,16.0,179.0,71.0,87.0,193.0,2023-08-07 09:01:12.000,1.2.0,,27376.0,22.0,711.0,692.0,31.0,https://pypi.org/project/nbgitpuller,25324.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,80037.0,2.0,,,,,,,2023-08-07 09:01:12.000,19.0,,,,,,,,,,,,,,,,,
66,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,26,False,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2023-09-14 09:27:48.000000,2022-06-25 19:26:22,372.0,,60.0,23.0,93.0,54.0,87.0,173.0,2022-06-25 19:39:15.000,0.4.0,,97659.0,20.0,205.0,,25.0,https://pypi.org/project/jupyter_sphinx,94782.0,https://anaconda.org/conda-forge/jupyter_sphinx,2023-06-16 13:24:13.395,230162.0,2.0,,,,,,,2022-06-25 19:39:15.000,205.0,,,,,,,,,,,,,,,,,
67,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,710.0,175.0,478.0,134.0,167.0,5385.0,2023-02-22 03:49:00.886,0.9.3,,548.0,33.0,22.0,21.0,73.0,https://pypi.org/project/knowledge-repo,548.0,,,,2.0,,,,,,,2023-02-22 03:49:00.886,1.0,,,,,,,,,,,,,,,,,
68,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-07-12 17:45:36.000000,2023-07-04 23:34:35,692.0,,347.0,91.0,262.0,73.0,159.0,4787.0,2022-02-19 00:48:20.000,0.5.1,,6082.0,12.0,174.0,174.0,21.0,https://pypi.org/project/lux-api,5165.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,21408.0,2.0,luxwidget,https://www.npmjs.com/package/luxwidget,,,269.0,,,,,,,,,,,,,,,,,,,,
69,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,25,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2023-11-08 16:31:43.000000,2023-11-07 08:28:50,782.0,24.0,216.0,44.0,25.0,52.0,314.0,3585.0,2023-10-26 12:41:21.000,2.3.7,,396.0,40.0,82.0,82.0,10.0,https://pypi.org/project/mljar-mercury,396.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
70,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,25,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-06-16 13:23:56.494000,2021-01-21 14:02:57,1689.0,,377.0,124.0,3797.0,350.0,4176.0,2777.0,2018-12-04 18:27:21.000,1.3.0,35.0,23583.0,39.0,,,44.0,https://pypi.org/project/beakerx,12859.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,616730.0,2.0,beakerx,https://www.npmjs.com/package/beakerx,,,295.0,beakerx/beakerx,,,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249348.0,,,,,,,,,,,,,
71,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-10-03 11:41:44.000000,2023-01-27 08:04:32,1494.0,,527.0,93.0,462.0,177.0,405.0,2160.0,,,,20653.0,,14.0,14.0,96.0,,,,,,2.0,,,,,,jupyter/nbviewer,,,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2788256.0,,,,,,,,,,,,,
72,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,25,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-11-08 20:16:36.000000,2023-11-08 20:14:34,1464.0,46.0,238.0,59.0,958.0,131.0,206.0,1558.0,2023-05-15 14:58:56.000,0.13.14,2220.0,211.0,66.0,,,40.0,,,,,,1.0,,,,,,almondsh/almond,,,https://hub.docker.com/r/almondsh/almond,2023-10-19 23:11:45.308515,6.0,18304.0,,,,,,,,,,,,,
73,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,25,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2023-10-31 14:32:45.000000,2023-09-29 00:14:07,527.0,1.0,118.0,18.0,71.0,63.0,35.0,959.0,2023-05-05 07:10:14.000,0.6.3,,589958.0,17.0,525.0,510.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,571915.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1587796.0,2.0,,,,,,,2022-11-15 16:25:34.569,15.0,,,,,,,,,,,,,,,,,
74,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,25,False,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,,2019-03-24 13:22:20.000,2023-11-09 13:21:46.000000,2023-11-09 07:33:44,13750.0,1191.0,93.0,20.0,1439.0,838.0,556.0,754.0,2023-10-28 18:55:18.000,0.29.0,356.0,1960.0,29.0,,,66.0,https://pypi.org/project/lfortran,48.0,https://anaconda.org/conda-forge/lfortran,2023-10-28 22:30:45.432,72620.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
75,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,25,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-10-30 19:10:21.000000,2023-10-03 06:14:15,373.0,6.0,94.0,8.0,135.0,40.0,45.0,407.0,2023-08-29 14:10:55.000,1.0.1,263.0,54140.0,13.0,467.0,467.0,34.0,https://pypi.org/project/jupyter-resource-usage,41312.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,552825.0,2.0,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,,,257.0,,,,,,,,,,,,,,,,,,,,
76,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,25,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2023-11-08 18:36:18.000000,2023-11-08 18:36:18,4646.0,139.0,52.0,19.0,1583.0,323.0,642.0,109.0,2023-10-25 18:14:16.000,3.7.1,,2718.0,30.0,31.0,31.0,30.0,https://pypi.org/project/jdaviz,2718.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
77,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,24,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2023-11-08 21:30:14.000000,2023-11-08 19:49:32,4995.0,188.0,355.0,64.0,1779.0,452.0,972.0,2578.0,2023-10-18 06:44:36.000,1.0.4517010,439.0,14.0,25.0,,,115.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
78,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2023-11-08 18:01:38.000000,2023-11-08 18:01:38,3350.0,180.0,389.0,79.0,1091.0,222.0,483.0,2401.0,2018-11-07 17:41:58.000,0.1.0,,36.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,36.0,,,,3.0,,,,,,,2018-11-07 17:41:58.000,,,,,,,,,binderhub,,,,,,,,,
79,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,True,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,332.0,,183.0,41.0,43.0,54.0,188.0,2092.0,2021-11-15 23:43:33.000,5.2.1,,1899.0,33.0,105.0,81.0,17.0,,,,,,2.0,ijavascript,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,24.0,1899.0,,,,,,,,,,,,,,,,,,,,
80,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,24,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-07-07 18:11:05.000000,2023-07-07 13:05:16,1007.0,,229.0,52.0,123.0,184.0,131.0,1887.0,,,,77386.0,20.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,70360.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,450679.0,2.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,,,1463.0,,,,,,,,,widgetti/ipyvolume,,,,,,,,,,,
81,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-10-20 20:02:50.541542,2023-03-06 15:57:54,599.0,,293.0,62.0,145.0,70.0,519.0,1653.0,2023-01-20 20:54:32.000,1.3.2,,16180.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2023-06-16 13:05:29.034,143280.0,2.0,,,,,,jupyter/r-notebook,,,https://hub.docker.com/r/jupyter/r-notebook,2023-10-20 20:02:50.541542,56.0,1730346.0,,,,,IRkernel,,,,,,,,
82,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,,lab-extensions,24,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-11-08 07:57:55.000000,2023-11-04 07:42:20,185.0,16.0,89.0,27.0,114.0,39.0,130.0,1017.0,2023-11-04 07:42:41.000,3.1.0,9.0,12265.0,12.0,9.0,5.0,21.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,8304.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2023-11-04 16:50:36.029,22036.0,2.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2023-11-04 07:42:34.501,2.0,3251.0,,2023-11-04 07:42:36.000,2.0,,,,,,jupyterlab-contrib/jupyterlab-variableInspector,,,,,,,,,,,
83,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,False,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,176.0,39.0,173.0,60.0,174.0,905.0,2022-08-31 09:02:38.000,2.4.1,,72386.0,18.0,28.0,28.0,30.0,https://pypi.org/project/pythreejs,63062.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,514647.0,2.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,,,3606.0,,,,,,,,,,,,,,,,,,,,
84,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,24,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2023-10-12 08:18:08.000000,2023-10-12 08:09:30,1155.0,62.0,88.0,15.0,188.0,12.0,75.0,878.0,2023-10-12 08:16:43.000,0.16.2,98.0,1032.0,23.0,80.0,80.0,20.0,https://pypi.org/project/ipyvizzu,1028.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
85,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,24,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-11-01 12:07:56.000000,2023-09-21 07:00:26,109.0,4.0,139.0,27.0,35.0,37.0,66.0,657.0,2023-06-29 13:30:26.682,0.9.1,,43350.0,13.0,209.0,179.0,19.0,https://pypi.org/project/bash_kernel,40345.0,https://anaconda.org/conda-forge/bash_kernel,2023-06-16 16:16:52.485,150291.0,2.0,,,,,,,2022-12-17 19:23:02.426,30.0,,,,,,,,,,,,,,,,,
86,itkwidgets,An elegant Python interface for visualization on the web platform to interactively generate insights into..,https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,24,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-10-26 20:30:32.000000,2023-10-26 20:30:32,464.0,7.0,82.0,27.0,426.0,114.0,147.0,545.0,2023-03-02 22:39:43.651,0.32.6,87.0,12129.0,53.0,274.0,272.0,7.0,https://pypi.org/project/itkwidgets,5951.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,342121.0,2.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,2023-03-02 22:39:43.651,2.0,475.0,,,,,,,,,,,,,,,,,,,,
87,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,24,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2023-11-07 12:47:17.000000,2023-10-09 06:41:49,791.0,32.0,43.0,14.0,333.0,54.0,70.0,439.0,2023-09-08 07:25:27.000,1.2.0,,18769.0,38.0,111.0,111.0,19.0,https://pypi.org/project/ipydatagrid,16808.0,https://anaconda.org/conda-forge/ipydatagrid,2023-09-08 09:15:46.265,52828.0,2.0,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,,,361.0,,,,,,,,,,,,,,,,,,,,
88,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,24,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2023-10-02 22:12:46.000000,2023-05-23 19:06:45,716.0,,60.0,30.0,191.0,62.0,99.0,249.0,2022-04-04 22:26:36.000,1.3.3,3.0,33017.0,22.0,189.0,171.0,32.0,https://pypi.org/project/ipycytoscape,24233.0,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,345815.0,2.0,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,2.0,925.0,,2022-04-04 22:26:36.000,16.0,,,,,,,,,,,,,,,,,
